date,mw,region
2019-04-09 0:00,29152,ОЭС УРАЛА
2019-04-09 1:00,29523,ОЭС УРАЛА
2019-04-09 2:00,29421,ОЭС УРАЛА
2019-04-09 3:00,29645,ОЭС УРАЛА
2019-04-09 4:00,30095,ОЭС УРАЛА
2019-04-09 5:00,30970,ОЭС УРАЛА
2019-04-09 6:00,31411,ОЭС УРАЛА
2019-04-09 7:00,31629,ОЭС УРАЛА
2019-04-09 8:00,31876,ОЭС УРАЛА
2019-04-09 9:00,31974,ОЭС УРАЛА
2019-04-09 10:00,32002,ОЭС УРАЛА
2019-04-09 11:00,31963,ОЭС УРАЛА
2019-04-09 12:00,31673,ОЭС УРАЛА
2019-04-09 13:00,31402,ОЭС УРАЛА
2019-04-09 14:00,31318,ОЭС УРАЛА
2019-04-09 15:00,31257,ОЭС УРАЛА
2019-04-09 16:00,31233,ОЭС УРАЛА
2019-04-09 17:00,31290,ОЭС УРАЛА
2019-04-09 18:00,30930,ОЭС УРАЛА
2019-04-09 19:00,31037,ОЭС УРАЛА
2019-04-09 20:00,31000,ОЭС УРАЛА
2019-04-09 21:00,30442,ОЭС УРАЛА
2019-04-09 22:00,29995,ОЭС УРАЛА
2019-04-09 23:00,29196,ОЭС УРАЛА
