datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Natural gas,Nuclear
2018-07-30 16:00:00,13072,NW,961,14989,1823,788,58,11653,1144.0
2018-07-30 17:00:00,13183,NW,999,15782,2003,750,56,12043,1140.0
2018-07-30 18:00:00,13466,NW,929,16189,2062,724,58,12491,1135.0
2018-07-30 19:00:00,13539,NW,1188,17392,2092,707,58,13173,1134.0
2018-07-30 20:00:00,13510,NW,1373,17546,2068,676,56,13354,1133.0
2018-07-30 21:00:00,13592,NW,1600,18355,2064,657,57,13895,1134.0
2018-07-30 22:00:00,13445,NW,1957,19588,1765,658,56,14061,1135.0
2018-07-30 23:00:00,13599,NW,2150,19978,1376,680,56,14410,1137.0
2018-07-31 00:00:00,13662,NW,1995,19911,1188,694,56,14494,1135.0
2018-07-31 01:00:00,13644,NW,1550,20988,958,679,56,14687,1135.0
2018-07-31 02:00:00,13672,NW,1215,21370,448,658,55,14570,1134.0
2018-07-31 03:00:00,13556,NW,911,20689,138,630,57,14364,1133.0
2018-07-31 04:00:00,13498,NW,1145,19947,96,647,56,14600,1133.0
2018-07-31 05:00:00,13042,NW,1621,18198,97,706,58,13978,1136.0
2018-07-31 06:00:00,12396,NW,1952,13893,54,725,59,13776,1138.0
2018-07-31 07:00:00,12343,NW,2318,11813,0,730,59,12824,1138.0
2018-07-31 08:00:00,12554,NW,2890,10637,0,732,58,11511,1140.0
2018-07-31 09:00:00,12399,NW,2995,9825,0,736,58,10755,1144.0
2018-07-31 10:00:00,12294,NW,3411,9245,-1,737,59,10411,1143.0
2018-07-31 11:00:00,12127,NW,3884,8524,0,754,58,10266,1142.0
2018-07-31 12:00:00,12212,NW,4084,9072,-1,773,58,10246,1141.0
2018-07-31 13:00:00,12500,NW,4193,9827,25,781,59,10717,1141.0
2018-07-31 14:00:00,12415,NW,3737,12820,400,796,58,10801,1141.0
2018-07-31 15:00:00,12421,NW,3240,14120,1085,791,57,11113,1142.0
2018-07-31 16:00:00,12432,NW,3155,14988,1535,772,58,11469,1140.0
2018-07-31 17:00:00,13062,NW,2921,15247,1843,777,56,11952,1143.0
2018-07-31 18:00:00,13451,NW,1820,15574,1929,763,58,13105,1142.0
2018-07-31 19:00:00,13472,NW,1470,16846,2029,739,58,13863,1140.0
2018-07-31 20:00:00,13433,NW,1517,17749,2077,728,56,14107,1139.0
2018-07-31 21:00:00,13617,NW,1851,18910,2082,721,57,14174,1137.0
2018-07-31 22:00:00,13726,NW,1960,19513,1867,707,56,14562,1135.0
2018-07-31 23:00:00,13873,NW,2484,19775,1468,714,55,15144,1130.0
