datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2020-07-01 00:00:00,13985,CENT,13235,2858,207,260,3,1985,14017
2020-07-01 01:00:00,13902,CENT,12899,2595,159,258,3,1985,13528
2020-07-01 02:00:00,13164,CENT,13124,2444,34,259,3,1985,12553
2020-07-01 03:00:00,11953,CENT,14258,2020,0,227,3,1985,11845
2020-07-01 04:00:00,10815,CENT,14776,1588,0,227,1,1984,10776
2020-07-01 05:00:00,9545,CENT,14606,1496,0,223,0,1984,9616
2020-07-01 06:00:00,8804,CENT,13851,1139,0,228,0,1984,8597
2020-07-01 07:00:00,8852,CENT,12422,1044,0,224,0,1985,8527
2020-07-01 08:00:00,8512,CENT,12074,1028,0,223,0,1985,8089
2020-07-01 09:00:00,8181,CENT,11510,1106,0,226,0,1986,8034
2020-07-01 10:00:00,8393,CENT,10315,1151,0,228,0,1987,8584
2020-07-01 11:00:00,8951,CENT,9798,1213,0,227,0,1987,8297
2020-07-01 12:00:00,9157,CENT,9563,1591,0,230,0,1988,8479
2020-07-01 13:00:00,9092,CENT,9424,1966,23,238,0,1988,9063
2020-07-01 14:00:00,10165,CENT,8474,2249,104,256,0,1988,10132
2020-07-01 15:00:00,11800,CENT,7408,2458,145,255,0,1988,11251
2020-07-01 16:00:00,13162,CENT,6048,2535,204,257,3,1987,13410
2020-07-01 17:00:00,13875,CENT,4738,2568,206,260,10,1987,16014
2020-07-01 18:00:00,14833,CENT,3550,2749,206,263,82,1987,17898
2020-07-01 19:00:00,15511,CENT,2959,3121,198,262,112,1985,19242
2020-07-01 20:00:00,16296,CENT,2722,3462,183,262,135,1984,19837
2020-07-01 21:00:00,16913,CENT,2805,3498,180,261,156,1981,20300
2020-07-01 22:00:00,17436,CENT,3196,3502,163,262,130,1980,20302
2020-07-01 23:00:00,17330,CENT,3509,3450,158,265,126,1978,19942
2020-07-02 00:00:00,17270,CENT,3829,3290,118,266,120,1977,19263
2020-07-02 01:00:00,17119,CENT,4541,2609,133,269,85,1978,18006
2020-07-02 02:00:00,16510,CENT,5623,2444,32,261,43,1978,16153
2020-07-02 03:00:00,15736,CENT,7274,2072,0,263,0,1979,14277
2020-07-02 04:00:00,14941,CENT,8704,1615,0,259,0,1980,12474
2020-07-02 05:00:00,13464,CENT,9751,1427,0,236,0,1980,10796
2020-07-02 06:00:00,11594,CENT,10404,1176,0,228,0,1981,9099
2020-07-02 07:00:00,10943,CENT,9815,1164,0,228,0,1981,8630
2020-07-02 08:00:00,10333,CENT,9069,1142,0,228,0,1982,8472
2020-07-02 09:00:00,10190,CENT,8103,1165,0,227,0,1983,8668
2020-07-02 10:00:00,10425,CENT,7358,1199,0,228,0,1983,8977
2020-07-02 11:00:00,10996,CENT,6616,1271,0,228,0,1983,9323
2020-07-02 12:00:00,11552,CENT,5951,1639,0,228,0,1984,9790
2020-07-02 13:00:00,12484,CENT,4980,1967,8,231,0,1985,10786
2020-07-02 14:00:00,14036,CENT,3419,2201,47,250,0,1985,12608
2020-07-02 15:00:00,14947,CENT,3292,2396,72,250,0,1987,13538
2020-07-02 16:00:00,15237,CENT,4352,2498,92,255,1,1987,14793
2020-07-02 17:00:00,16608,CENT,4320,2663,79,267,3,1987,16321
2020-07-02 18:00:00,17089,CENT,4944,2819,154,272,6,1987,16642
2020-07-02 19:00:00,17202,CENT,5598,2984,136,270,39,1986,17393
2020-07-02 20:00:00,17070,CENT,6869,3570,124,272,54,1985,16909
2020-07-02 21:00:00,16994,CENT,7421,3582,118,268,54,1983,16776
2020-07-02 22:00:00,16659,CENT,8602,3578,119,266,50,1980,15977
2020-07-02 23:00:00,15101,CENT,10733,3544,123,266,26,1978,14786
2020-07-03 00:00:00,13850,CENT,11411,3477,89,269,11,1977,13788
2020-07-03 01:00:00,14283,CENT,10193,2757,48,271,3,1976,13826
2020-07-03 02:00:00,14070,CENT,9613,2343,16,273,3,1976,12675
2020-07-03 03:00:00,13564,CENT,9893,2019,0,261,1,1976,11811
2020-07-03 04:00:00,12753,CENT,10043,1464,0,239,0,1977,11170
2020-07-03 05:00:00,11645,CENT,9737,1312,0,235,0,1977,10179
2020-07-03 06:00:00,10783,CENT,9053,1181,0,227,0,1979,9116
2020-07-03 07:00:00,10749,CENT,7574,1201,0,226,0,1980,8960
2020-07-03 08:00:00,10217,CENT,7893,1151,0,226,0,1981,8006
2020-07-03 09:00:00,9604,CENT,8289,1238,0,224,0,1983,7981
2020-07-03 10:00:00,9732,CENT,7502,1318,0,224,0,1984,8050
2020-07-03 11:00:00,10322,CENT,5905,1419,0,224,0,1985,8615
2020-07-03 12:00:00,10428,CENT,5732,1708,0,226,0,1985,8308
2020-07-03 13:00:00,10893,CENT,4583,1954,28,227,0,1985,9590
2020-07-03 14:00:00,12529,CENT,2762,2049,122,230,0,1985,11263
2020-07-03 15:00:00,14132,CENT,1916,2206,203,253,0,1984,12849
2020-07-03 16:00:00,15773,CENT,1389,2352,210,257,0,1984,14167
2020-07-03 17:00:00,16988,CENT,1605,2413,187,259,0,1983,15050
2020-07-03 18:00:00,18258,CENT,1450,2471,197,271,0,1982,16443
2020-07-03 19:00:00,18986,CENT,1548,2789,212,271,0,1981,17376
2020-07-03 20:00:00,19201,CENT,1714,3349,193,272,0,1979,17853
2020-07-03 21:00:00,19384,CENT,1942,3360,161,270,0,1979,17868
2020-07-03 22:00:00,19660,CENT,2126,2889,105,271,0,1979,18169
2020-07-03 23:00:00,19389,CENT,2389,2878,74,270,0,1981,17538
2020-07-04 00:00:00,18959,CENT,2714,2433,69,270,0,1980,16774
2020-07-04 01:00:00,18516,CENT,3449,1945,39,267,0,1979,15357
2020-07-04 02:00:00,17240,CENT,4437,1761,19,262,0,1979,14257
2020-07-04 03:00:00,15561,CENT,6356,1685,0,233,0,1979,12551
2020-07-04 04:00:00,14103,CENT,6971,1651,0,229,0,1979,11584
2020-07-04 05:00:00,13438,CENT,6456,1516,0,228,0,1978,11051
2020-07-04 06:00:00,12723,CENT,5518,1343,0,225,0,1978,10450
2020-07-04 07:00:00,12320,CENT,4582,1304,0,223,0,1978,9852
2020-07-04 08:00:00,11550,CENT,4760,1289,0,219,0,1978,9023
2020-07-04 09:00:00,11103,CENT,4105,1244,0,218,0,1979,9146
2020-07-04 10:00:00,10836,CENT,3581,1218,0,216,0,1981,9467
2020-07-04 11:00:00,10722,CENT,3320,1337,0,216,0,1981,9459
2020-07-04 12:00:00,10494,CENT,3393,1465,0,217,0,1981,9394
2020-07-04 13:00:00,10767,CENT,3278,1551,11,216,0,1982,9783
2020-07-04 14:00:00,12402,CENT,2180,1550,52,227,0,1982,11207
2020-07-04 15:00:00,13801,CENT,2072,1592,106,234,0,1981,12143
2020-07-04 16:00:00,14505,CENT,2798,1613,205,246,0,1981,12800
2020-07-04 17:00:00,15463,CENT,2820,1684,205,253,0,1980,14150
2020-07-04 18:00:00,16916,CENT,2597,1703,176,266,0,1980,15100
2020-07-04 19:00:00,17486,CENT,2346,1719,198,266,0,1979,16365
2020-07-04 20:00:00,17865,CENT,2030,2080,187,267,0,1978,17611
2020-07-04 21:00:00,17994,CENT,2012,2135,211,266,0,1977,17791
2020-07-04 22:00:00,18180,CENT,2201,2218,192,266,0,1976,17659
2020-07-04 23:00:00,18151,CENT,2406,2166,135,265,0,1975,17505
2020-07-05 00:00:00,18031,CENT,2368,2019,172,266,0,1974,16885
2020-07-05 01:00:00,16993,CENT,2748,1978,124,262,0,1973,15475
2020-07-05 02:00:00,16131,CENT,3409,1603,23,234,0,1972,14547
2020-07-05 03:00:00,15022,CENT,4436,1539,0,231,0,1972,13253
2020-07-05 04:00:00,13541,CENT,5042,1509,0,228,0,1973,12423
2020-07-05 05:00:00,12964,CENT,5094,1408,0,227,0,1975,12423
2020-07-05 06:00:00,11463,CENT,5456,1230,0,221,0,1974,11008
2020-07-05 07:00:00,10597,CENT,5334,1224,0,222,0,1975,10309
2020-07-05 08:00:00,10094,CENT,4741,1199,0,219,0,1976,9903
2020-07-05 09:00:00,9828,CENT,4361,1186,0,217,0,1976,9598
2020-07-05 10:00:00,9763,CENT,3679,1232,0,218,0,1977,9792
2020-07-05 11:00:00,9950,CENT,2993,1357,0,218,0,1977,9952
2020-07-05 12:00:00,10191,CENT,2621,1473,0,218,0,1977,9936
2020-07-05 13:00:00,10671,CENT,2182,1546,13,219,0,1977,10560
2020-07-05 14:00:00,11963,CENT,1323,1588,51,223,0,1977,12073
2020-07-05 15:00:00,13298,CENT,1248,1588,157,225,0,1976,13054
2020-07-05 16:00:00,14783,CENT,1389,1581,180,247,0,1975,14237
2020-07-05 17:00:00,16014,CENT,1702,1670,175,253,0,1974,15055
2020-07-05 18:00:00,16744,CENT,1911,1676,200,268,0,1973,15917
2020-07-05 19:00:00,17383,CENT,1890,1806,211,268,0,1972,17001
2020-07-05 20:00:00,17497,CENT,2198,2144,217,267,0,1972,17186
2020-07-05 21:00:00,17809,CENT,2203,2341,199,271,35,1974,17634
2020-07-05 22:00:00,17922,CENT,2263,2575,127,268,162,1973,17728
2020-07-05 23:00:00,18197,CENT,2417,2510,42,268,169,1971,17905
2020-07-06 00:00:00,17678,CENT,2682,1903,58,267,182,1969,17485
2020-07-06 01:00:00,17562,CENT,2493,1817,112,268,171,1969,17075
2020-07-06 02:00:00,17578,CENT,2514,1620,35,267,18,1969,15753
2020-07-06 03:00:00,17064,CENT,2963,1604,0,248,0,1968,14767
2020-07-06 04:00:00,16225,CENT,2934,1525,0,228,0,1970,13650
2020-07-06 05:00:00,14336,CENT,3491,1394,0,224,0,1971,12560
2020-07-06 06:00:00,12737,CENT,3769,1141,0,229,0,1972,11777
