date,mw,region
2002-11-14 0:00,27659,ОЭС ЦЕНТРА
2002-11-14 1:00,27097,ОЭС ЦЕНТРА
2002-11-14 2:00,26975,ОЭС ЦЕНТРА
2002-11-14 3:00,26598,ОЭС ЦЕНТРА
2002-11-14 4:00,26556,ОЭС ЦЕНТРА
2002-11-14 5:00,26487,ОЭС ЦЕНТРА
2002-11-14 6:00,27292,ОЭС ЦЕНТРА
2002-11-14 7:00,30344,ОЭС ЦЕНТРА
2002-11-14 8:00,32424,ОЭС ЦЕНТРА
2002-11-14 9:00,33404,ОЭС ЦЕНТРА
2002-11-14 10:00,33760,ОЭС ЦЕНТРА
2002-11-14 11:00,33261,ОЭС ЦЕНТРА
2002-11-14 12:00,32730,ОЭС ЦЕНТРА
2002-11-14 13:00,32903,ОЭС ЦЕНТРА
2002-11-14 14:00,32960,ОЭС ЦЕНТРА
2002-11-14 15:00,33223,ОЭС ЦЕНТРА
2002-11-14 16:00,34048,ОЭС ЦЕНТРА
2002-11-14 17:00,35070,ОЭС ЦЕНТРА
2002-11-14 18:00,35365,ОЭС ЦЕНТРА
2002-11-14 19:00,35463,ОЭС ЦЕНТРА
2002-11-14 20:00,34865,ОЭС ЦЕНТРА
2002-11-14 21:00,33422,ОЭС ЦЕНТРА
2002-11-14 22:00,32157,ОЭС ЦЕНТРА
2002-11-14 23:00,30073,ОЭС ЦЕНТРА
