datetime,data,type,unit,network,region
2015-04-01 00:00:00,625.1,gas_ccgt,MW,nem,QLD1
2015-04-01 00:05:00,627.9,gas_ccgt,MW,nem,QLD1
2015-04-01 00:10:00,629.0,gas_ccgt,MW,nem,QLD1
2015-04-01 00:15:00,629.0,gas_ccgt,MW,nem,QLD1
2015-04-01 00:20:00,628.7,gas_ccgt,MW,nem,QLD1
2015-04-01 00:25:00,629.3,gas_ccgt,MW,nem,QLD1
2015-04-01 00:30:00,631.3,gas_ccgt,MW,nem,QLD1
2015-04-01 00:35:00,632.5,gas_ccgt,MW,nem,QLD1
2015-04-01 00:40:00,627.7,gas_ccgt,MW,nem,QLD1
2015-04-01 00:45:00,629.2,gas_ccgt,MW,nem,QLD1
2015-04-01 00:50:00,630.4,gas_ccgt,MW,nem,QLD1
2015-04-01 00:55:00,629.2,gas_ccgt,MW,nem,QLD1
2015-04-01 01:00:00,628.7,gas_ccgt,MW,nem,QLD1
2015-04-01 01:05:00,631.1,gas_ccgt,MW,nem,QLD1
2015-04-01 01:10:00,631.1,gas_ccgt,MW,nem,QLD1
2015-04-01 01:15:00,628.6,gas_ccgt,MW,nem,QLD1
2015-04-01 01:20:00,629.5,gas_ccgt,MW,nem,QLD1
2015-04-01 01:25:00,631.0,gas_ccgt,MW,nem,QLD1
2015-04-01 01:30:00,631.4,gas_ccgt,MW,nem,QLD1
2015-04-01 01:35:00,629.6,gas_ccgt,MW,nem,QLD1
2015-04-01 01:40:00,630.0,gas_ccgt,MW,nem,QLD1
2015-04-01 01:45:00,631.2,gas_ccgt,MW,nem,QLD1
2015-04-01 01:50:00,632.3,gas_ccgt,MW,nem,QLD1
2015-04-01 01:55:00,631.4,gas_ccgt,MW,nem,QLD1
2015-04-01 02:00:00,630.8,gas_ccgt,MW,nem,QLD1
2015-04-01 02:05:00,628.6,gas_ccgt,MW,nem,QLD1
2015-04-01 02:10:00,623.1,gas_ccgt,MW,nem,QLD1
2015-04-01 02:15:00,632.0,gas_ccgt,MW,nem,QLD1
2015-04-01 02:20:00,623.8,gas_ccgt,MW,nem,QLD1
2015-04-01 02:25:00,629.3,gas_ccgt,MW,nem,QLD1
2015-04-01 02:30:00,627.7,gas_ccgt,MW,nem,QLD1
2015-04-01 02:35:00,630.0,gas_ccgt,MW,nem,QLD1
2015-04-01 02:40:00,630.6,gas_ccgt,MW,nem,QLD1
2015-04-01 02:45:00,636.1,gas_ccgt,MW,nem,QLD1
2015-04-01 02:50:00,630.7,gas_ccgt,MW,nem,QLD1
2015-04-01 02:55:00,627.4,gas_ccgt,MW,nem,QLD1
2015-04-01 03:00:00,628.8,gas_ccgt,MW,nem,QLD1
2015-04-01 03:05:00,627.0,gas_ccgt,MW,nem,QLD1
2015-04-01 03:10:00,628.0,gas_ccgt,MW,nem,QLD1
2015-04-01 03:15:00,625.9,gas_ccgt,MW,nem,QLD1
2015-04-01 03:20:00,630.7,gas_ccgt,MW,nem,QLD1
2015-04-01 03:25:00,630.1,gas_ccgt,MW,nem,QLD1
2015-04-01 03:30:00,631.2,gas_ccgt,MW,nem,QLD1
2015-04-01 03:35:00,626.5,gas_ccgt,MW,nem,QLD1
2015-04-01 03:40:00,625.6,gas_ccgt,MW,nem,QLD1
2015-04-01 03:45:00,628.1,gas_ccgt,MW,nem,QLD1
2015-04-01 03:50:00,628.7,gas_ccgt,MW,nem,QLD1
2015-04-01 03:55:00,625.1,gas_ccgt,MW,nem,QLD1
2015-04-01 04:00:00,627.1,gas_ccgt,MW,nem,QLD1
2015-04-01 04:05:00,628.3,gas_ccgt,MW,nem,QLD1
2015-04-01 04:10:00,628.4,gas_ccgt,MW,nem,QLD1
2015-04-01 04:15:00,624.8,gas_ccgt,MW,nem,QLD1
2015-04-01 04:20:00,628.0,gas_ccgt,MW,nem,QLD1
2015-04-01 04:25:00,629.1,gas_ccgt,MW,nem,QLD1
2015-04-01 04:30:00,632.4,gas_ccgt,MW,nem,QLD1
2015-04-01 04:35:00,629.4,gas_ccgt,MW,nem,QLD1
2015-04-01 04:40:00,620.2,gas_ccgt,MW,nem,QLD1
2015-04-01 04:45:00,628.3,gas_ccgt,MW,nem,QLD1
2015-04-01 04:50:00,630.0,gas_ccgt,MW,nem,QLD1
2015-04-01 04:55:00,631.3,gas_ccgt,MW,nem,QLD1
2015-04-01 05:00:00,628.1,gas_ccgt,MW,nem,QLD1
2015-04-01 05:05:00,631.0,gas_ccgt,MW,nem,QLD1
2015-04-01 05:10:00,662.8,gas_ccgt,MW,nem,QLD1
2015-04-01 05:15:00,690.6,gas_ccgt,MW,nem,QLD1
2015-04-01 05:20:00,724.1,gas_ccgt,MW,nem,QLD1
2015-04-01 05:25:00,754.7,gas_ccgt,MW,nem,QLD1
2015-04-01 05:30:00,785.4,gas_ccgt,MW,nem,QLD1
2015-04-01 05:35:00,797.6,gas_ccgt,MW,nem,QLD1
2015-04-01 05:40:00,825.9,gas_ccgt,MW,nem,QLD1
2015-04-01 05:45:00,847.2,gas_ccgt,MW,nem,QLD1
2015-04-01 05:50:00,873.4,gas_ccgt,MW,nem,QLD1
2015-04-01 05:55:00,889.3,gas_ccgt,MW,nem,QLD1
2015-04-01 06:00:00,889.1,gas_ccgt,MW,nem,QLD1
2015-04-01 06:05:00,890.1,gas_ccgt,MW,nem,QLD1
2015-04-01 06:10:00,889.3,gas_ccgt,MW,nem,QLD1
2015-04-01 06:15:00,888.9,gas_ccgt,MW,nem,QLD1
2015-04-01 06:20:00,888.9,gas_ccgt,MW,nem,QLD1
2015-04-01 06:25:00,885.3,gas_ccgt,MW,nem,QLD1
2015-04-01 06:30:00,885.4,gas_ccgt,MW,nem,QLD1
2015-04-01 06:35:00,887.0,gas_ccgt,MW,nem,QLD1
2015-04-01 06:40:00,888.8,gas_ccgt,MW,nem,QLD1
2015-04-01 06:45:00,887.1,gas_ccgt,MW,nem,QLD1
2015-04-01 06:50:00,888.9,gas_ccgt,MW,nem,QLD1
2015-04-01 06:55:00,887.2,gas_ccgt,MW,nem,QLD1
2015-04-01 07:00:00,889.2,gas_ccgt,MW,nem,QLD1
2015-04-01 07:05:00,884.9,gas_ccgt,MW,nem,QLD1
2015-04-01 07:10:00,888.0,gas_ccgt,MW,nem,QLD1
2015-04-01 07:15:00,887.0,gas_ccgt,MW,nem,QLD1
2015-04-01 07:20:00,889.0,gas_ccgt,MW,nem,QLD1
