datetime,data,type,unit,network,region
2008-07-01 00:00:00,502.6,gas_ccgt,MW,nem,QLD1
2008-07-01 00:05:00,503.1,gas_ccgt,MW,nem,QLD1
2008-07-01 00:10:00,464.2,gas_ccgt,MW,nem,QLD1
2008-07-01 00:15:00,409.8,gas_ccgt,MW,nem,QLD1
2008-07-01 00:20:00,362.8,gas_ccgt,MW,nem,QLD1
2008-07-01 00:25:00,311.9,gas_ccgt,MW,nem,QLD1
2008-07-01 00:30:00,302.2,gas_ccgt,MW,nem,QLD1
2008-07-01 00:35:00,294.5,gas_ccgt,MW,nem,QLD1
2008-07-01 00:40:00,294.8,gas_ccgt,MW,nem,QLD1
2008-07-01 00:45:00,293.3,gas_ccgt,MW,nem,QLD1
2008-07-01 00:50:00,292.7,gas_ccgt,MW,nem,QLD1
2008-07-01 00:55:00,294.7,gas_ccgt,MW,nem,QLD1
2008-07-01 01:00:00,293.4,gas_ccgt,MW,nem,QLD1
2008-07-01 01:05:00,292.1,gas_ccgt,MW,nem,QLD1
2008-07-01 01:10:00,294.6,gas_ccgt,MW,nem,QLD1
2008-07-01 01:15:00,291.5,gas_ccgt,MW,nem,QLD1
2008-07-01 01:20:00,294.3,gas_ccgt,MW,nem,QLD1
2008-07-01 01:25:00,295.7,gas_ccgt,MW,nem,QLD1
2008-07-01 01:30:00,292.3,gas_ccgt,MW,nem,QLD1
2008-07-01 01:35:00,293.0,gas_ccgt,MW,nem,QLD1
2008-07-01 01:40:00,294.8,gas_ccgt,MW,nem,QLD1
2008-07-01 01:45:00,294.0,gas_ccgt,MW,nem,QLD1
2008-07-01 01:50:00,294.3,gas_ccgt,MW,nem,QLD1
2008-07-01 01:55:00,295.8,gas_ccgt,MW,nem,QLD1
2008-07-01 02:00:00,293.1,gas_ccgt,MW,nem,QLD1
2008-07-01 02:05:00,293.8,gas_ccgt,MW,nem,QLD1
2008-07-01 02:10:00,294.0,gas_ccgt,MW,nem,QLD1
2008-07-01 02:15:00,291.9,gas_ccgt,MW,nem,QLD1
2008-07-01 02:20:00,294.0,gas_ccgt,MW,nem,QLD1
2008-07-01 02:25:00,293.1,gas_ccgt,MW,nem,QLD1
2008-07-01 02:30:00,293.8,gas_ccgt,MW,nem,QLD1
2008-07-01 02:35:00,293.2,gas_ccgt,MW,nem,QLD1
2008-07-01 02:40:00,293.6,gas_ccgt,MW,nem,QLD1
2008-07-01 02:45:00,292.9,gas_ccgt,MW,nem,QLD1
2008-07-01 02:50:00,293.9,gas_ccgt,MW,nem,QLD1
2008-07-01 02:55:00,294.1,gas_ccgt,MW,nem,QLD1
2008-07-01 03:00:00,294.4,gas_ccgt,MW,nem,QLD1
2008-07-01 03:05:00,293.4,gas_ccgt,MW,nem,QLD1
2008-07-01 03:10:00,295.7,gas_ccgt,MW,nem,QLD1
2008-07-01 03:15:00,294.9,gas_ccgt,MW,nem,QLD1
2008-07-01 03:20:00,295.0,gas_ccgt,MW,nem,QLD1
2008-07-01 03:25:00,297.2,gas_ccgt,MW,nem,QLD1
2008-07-01 03:30:00,296.9,gas_ccgt,MW,nem,QLD1
2008-07-01 03:35:00,296.4,gas_ccgt,MW,nem,QLD1
2008-07-01 03:40:00,294.1,gas_ccgt,MW,nem,QLD1
2008-07-01 03:45:00,293.5,gas_ccgt,MW,nem,QLD1
2008-07-01 03:50:00,294.6,gas_ccgt,MW,nem,QLD1
2008-07-01 03:55:00,295.7,gas_ccgt,MW,nem,QLD1
2008-07-01 04:00:00,294.3,gas_ccgt,MW,nem,QLD1
2008-07-01 04:05:00,298.5,gas_ccgt,MW,nem,QLD1
2008-07-01 04:10:00,296.6,gas_ccgt,MW,nem,QLD1
2008-07-01 04:15:00,296.4,gas_ccgt,MW,nem,QLD1
2008-07-01 04:20:00,295.5,gas_ccgt,MW,nem,QLD1
2008-07-01 04:25:00,298.4,gas_ccgt,MW,nem,QLD1
2008-07-01 04:30:00,296.1,gas_ccgt,MW,nem,QLD1
2008-07-01 04:35:00,296.3,gas_ccgt,MW,nem,QLD1
2008-07-01 04:40:00,296.6,gas_ccgt,MW,nem,QLD1
2008-07-01 04:45:00,294.2,gas_ccgt,MW,nem,QLD1
2008-07-01 04:50:00,296.4,gas_ccgt,MW,nem,QLD1
2008-07-01 04:55:00,297.5,gas_ccgt,MW,nem,QLD1
2008-07-01 05:00:00,297.6,gas_ccgt,MW,nem,QLD1
2008-07-01 05:05:00,297.4,gas_ccgt,MW,nem,QLD1
2008-07-01 05:10:00,297.8,gas_ccgt,MW,nem,QLD1
2008-07-01 05:15:00,298.4,gas_ccgt,MW,nem,QLD1
2008-07-01 05:20:00,297.4,gas_ccgt,MW,nem,QLD1
2008-07-01 05:25:00,296.1,gas_ccgt,MW,nem,QLD1
2008-07-01 05:30:00,297.9,gas_ccgt,MW,nem,QLD1
2008-07-01 05:35:00,296.7,gas_ccgt,MW,nem,QLD1
2008-07-01 05:40:00,297.0,gas_ccgt,MW,nem,QLD1
2008-07-01 05:45:00,298.6,gas_ccgt,MW,nem,QLD1
2008-07-01 05:50:00,297.5,gas_ccgt,MW,nem,QLD1
2008-07-01 05:55:00,298.2,gas_ccgt,MW,nem,QLD1
2008-07-01 06:00:00,296.1,gas_ccgt,MW,nem,QLD1
2008-07-01 06:05:00,298.5,gas_ccgt,MW,nem,QLD1
2008-07-01 06:10:00,296.9,gas_ccgt,MW,nem,QLD1
2008-07-01 06:15:00,299.5,gas_ccgt,MW,nem,QLD1
2008-07-01 06:20:00,298.9,gas_ccgt,MW,nem,QLD1
2008-07-01 06:25:00,295.1,gas_ccgt,MW,nem,QLD1
2008-07-01 06:30:00,296.6,gas_ccgt,MW,nem,QLD1
2008-07-01 06:35:00,297.9,gas_ccgt,MW,nem,QLD1
