unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2018,1,1691.89,0.0,1235.1495,1037.073,1252.616,665.9825,0.935,36.705,2927.0395,2993.3115,5920.351,0.28577528595855217,0.0,0.20862774859125752,0.17517086402478504,0.2115779959667932,0.11249037430382083,0.00015792982544447114,0.006199801329346858,0.49440303454980966,0.5055969654501904
Gwh,2018,2,1566.7165,0.0,1146.9855,937.6775,1265.5255,766.3995,1.008,34.4915,2713.702,3005.102,5718.804,0.2739587683019037,0.0,0.2005638766427386,0.1639639162314358,0.22129198692593766,0.1340139476715761,0.00017626063071929027,0.006031243595688889,0.4745226449446423,0.5254773550553576
Gwh,2018,3,1548.269,0.0,910.972,1034.8215,1879.53,589.6715,1.1035,31.811,2459.241,3536.9375,5996.1785,0.258209291134345,0.0,0.1519254305054461,0.1725801691860908,0.313454644487318,0.09834121849441274,0.00018403388091265126,0.005305212311474717,0.4101347216397911,0.589865278360209
Gwh,2018,4,856.356,0.0,378.1765,1002.4355,1966.507,540.5045,0.692,20.2965,1234.5325,3530.4355,4764.968,0.17971915026501753,0.0,0.07936601043280878,0.21037612424679453,0.41270098770862684,0.11343297583530466,0.0001452265786464883,0.004259524932801228,0.25908516069782633,0.7409148393021737
Gwh,2018,5,1124.852,0.0,521.017,1011.6844279999999,1750.575,505.246,1.8915,26.652,1645.869,3296.0489279999997,4941.917927999999,0.22761446393652054,0.0,0.10542809645785768,0.20471493916723746,0.3542298810916231,0.1022368253299734,0.0003827461377460578,0.005393047879041994,0.3330425603943782,0.6669574396056219
Gwh,2018,6,1122.378,0.0,707.116,973.2910720000001,1500.515,339.538,0.962,25.136,1829.494,2839.4420720000003,4668.936072,0.2403926681992916,0.0,0.15145120624817154,0.2084609977499816,0.32138263982638654,0.07272277768724181,0.00020604265836261806,0.005383667630564208,0.39184387444746316,0.6081561255525368
Gwh,2018,7,1224.2415,0.0,590.9115,1010.3965,2110.582,200.8975,1.5935,27.7565,1815.153,3351.226,5166.379,0.23696316123923547,0.0,0.11437633592115484,0.19557150181974647,0.40852248741333147,0.03888555214396776,0.0003084365277886117,0.0053725249347754,0.3513394971603903,0.6486605028396097
Gwh,2018,8,1256.075,0.0,821.6665,1000.018,1639.2335,347.19,1.19,25.574,2077.7415,3013.2055,5090.947,0.24672718062081575,0.0,0.16139757495020082,0.19643064443609412,0.32198989696808866,0.06819752788626555,0.0002337482594102826,0.005023426879124847,0.4081247555710166,0.5918752444289834
Gwh,2018,9,1207.8555,0.0,784.9405,976.6155,1231.316,497.307,0.919,20.5505,1992.796,2726.708,4719.504,0.2559284831626374,0.0,0.1663184309198594,0.20693180893585428,0.2608994504507253,0.10537272560845377,0.00019472385233702526,0.004354377070132793,0.4222469140824968,0.5777530859175032
Gwh,2018,10,1284.406,0.0,1016.0395,1026.0255,1088.11,589.1945,0.985,27.661,2300.4455,2731.976,5032.4215,0.25522623651456855,0.0,0.20189872807752687,0.20388306106712242,0.21621996488171744,0.11707971997178693,0.00019573082262684075,0.005496558664650804,0.4571249645920954,0.5428750354079045
Gwh,2018,11,1438.2545,0.0,1220.792,995.989,1016.36,580.2295,1.051,37.349,2659.0465,2630.9785,5290.025,0.27188047315466374,0.0,0.23077244436462965,0.18827680398485833,0.1921276364478429,0.10968369714698892,0.0001986758096606349,0.007060269091355901,0.5026529175192934,0.4973470824807067
Gwh,2018,12,1477.549,0.0,1377.8725,1028.8995,995.4545,605.5115,0.7855,37.618,2855.4215,2668.269,5523.6905,0.26749308274965805,0.0,0.24944781030001592,0.18627030243638742,0.180215473694625,0.1096208232521355,0.0001422056503708888,0.006810301916807251,0.5169408930496739,0.48305910695032606
