unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2018,1,1587.022,1369.217,0.0,0.0,0.0,431.93,1.689,0.0,2956.239,433.619,3389.858,0.46816769316000845,0.4039157392433547,0.0,0.0,0.0,0.12741831663745207,0.000498250959184721,0.0,0.8720834324033632,0.1279165675966368
Gwh,2018,2,1342.986,1180.244,0.0,0.0,0.0,413.412,3.8445,0.0,2523.23,417.2565,2940.4865,0.4567223825037116,0.4013771190583599,0.0,0.0,0.0,0.1405930617263504,0.0013074367115781691,0.0,0.8580995015620715,0.14190049843792857
Gwh,2018,3,917.023,818.637,0.0,0.0,0.0,517.363,4.471,0.0,1735.66,521.834,2257.494,0.40621281828434536,0.362630864135187,0.0,0.0,0.0,0.22917580290357362,0.0019805146768939364,0.0,0.7688436824195325,0.2311563175804675
Gwh,2018,4,640.021,880.731,0.0,0.0,0.0,315.818,3.2895,0.0,1520.752,319.1075,1839.8595,0.3478640624460726,0.4786947046771778,0.0,0.0,0.0,0.17165332461527633,0.0017879082614732265,0.0,0.8265587671232504,0.17344123287674956
Gwh,2018,5,1110.227,1038.864,0.0,0.0,0.0,345.64,5.44,0.0,2149.091,351.08,2500.171,0.4440604262668434,0.4155171786249821,0.0,0.0,0.0,0.13824654393639477,0.0021758511717798507,0.0,0.8595776048918254,0.1404223951081746
Gwh,2018,6,1388.643,1175.817,0.0,0.0,0.0,302.414,9.3675,0.0,2564.46,311.7815,2876.2415,0.4827977761950796,0.4088032941601044,0.0,0.0,0.0,0.10514207516997442,0.0032568544748415597,0.0,0.891601070355184,0.10839892964481598
Gwh,2018,7,1597.5765,1383.18,0.0,0.0,0.0,192.142,7.1475,0.0,2980.7565,199.2895,3180.046,0.5023752801060111,0.43495597233499145,0.0,0.0,0.0,0.060421138562146585,0.0022476089968509892,0.0,0.9373312524410025,0.06266874755899758
Gwh,2018,8,1507.546,1324.246,0.0,0.0,0.0,529.605,1.387,0.0,2831.792,530.992,3362.784,0.44830295374308904,0.39379454642343964,0.0,0.0,0.0,0.15749004396357305,0.00041245586989827477,0.0,0.8420975001665286,0.1579024998334713
Gwh,2018,9,1188.436,1425.511,0.0,0.0,0.0,435.109,7.086,0.0,2613.947,442.195,3056.142,0.3888680565235516,0.4664413499110971,0.0,0.0,0.0,0.14237198402430254,0.0023186095410488126,0.0,0.8553094064346487,0.14469059356535136
Gwh,2018,10,1007.041,1561.867,0.0,0.0,0.0,408.836,3.717,0.0,2568.908,412.553,2981.461,0.33776762466455207,0.5238596111101236,0.0,0.0,0.0,0.13712606000883462,0.0012467042164898351,0.0,0.8616272357746756,0.13837276422532443
Gwh,2018,11,1304.14,1363.894,0.0,0.0,0.0,541.14,3.302,0.0,2668.034,544.442,3212.476,0.4059610095141567,0.42456161540195164,0.0,0.0,0.0,0.1684495074827018,0.001027867601189861,0.0,0.8305226249161083,0.16947737508389168
Gwh,2018,12,1623.603,1718.083,0.0,0.0,0.0,421.47,3.184,0.0,3341.686,424.654,3766.34,0.4310824301576597,0.45616779154298337,0.0,0.0,0.0,0.11190439524843748,0.0008453830509194603,0.0,0.887250221700643,0.11274977829935694
