unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2018,1,2421.138,1.488,0.0,0.0,1083.0645,0.0,0.0,26.358824000000002,2422.626,1109.423324,3532.049324,0.6854768373557402,0.00042128517002555877,0.0,0.0,0.3066391209886739,0.0,0.0,0.007462756485560336,0.6858981225257658,0.3141018774742343
Gwh,2018,2,1890.796944,1.344,0.0,0.0,962.011,0.0,0.0,20.934,1892.140944,982.945,2875.085944,0.6576488427922974,0.00046746428669542414,0.0,0.0,0.33460251927689855,0.0,0.0,0.007281173644108637,0.6581163070789928,0.3418836929210072
Gwh,2018,3,2032.0250560000002,1.488,0.0,0.0,1336.612,0.0,0.0,25.982,2033.513056,1362.594,3396.107056,0.5983395171274013,0.0004381487319049933,0.0,0.0,0.3935718097103474,0.0,0.0,0.007650524430346462,0.5987776658593063,0.40122233414069386
Gwh,2018,4,1593.773,1.44,0.0,0.0,1363.13,0.0,0.0,19.677,1595.213,1382.807,2978.02,0.5351787429231503,0.0004835427565966649,0.0,0.0,0.45773030402750825,0.0,0.0,0.006607410292744844,0.5356622856797469,0.46433771432025306
Gwh,2018,5,1538.3035,1.488,0.0,0.0,1040.06,0.0,0.0,22.32,1539.7915,1062.38,2602.1715,0.5911614588046945,0.0005718301042033548,0.0,0.0,0.39968925952805184,0.0,0.0,0.008577451563050321,0.5917332889088979,0.40826671109110224
Gwh,2018,6,1758.391,1.44,0.0,0.0,857.752,0.0,0.0,21.12,1759.831,878.872,2638.703,0.6663845836382496,0.0005457226523788391,0.0,0.0,0.32506576147448196,0.0,0.0,0.00800393223488964,0.6669303062906283,0.3330696937093716
Gwh,2018,7,1653.762,1.488,0.0,0.0,933.173,0.0,0.0,22.32,1655.25,955.493,2610.743,0.6334449618365346,0.0005699526916283985,0.0,0.0,0.35743579509741097,0.0,0.0,0.008549290374425977,0.634014914528163,0.36598508547183695
Gwh,2018,8,1635.092,1.488,0.0,0.0,716.054,0.0,0.0,18.6,1636.58,734.654,2371.234,0.689553203100158,0.0006275213665121198,0.0,0.0,0.3019752584519284,0.0,0.0,0.007844017081401498,0.6901807244666701,0.3098192755333299
Gwh,2018,9,1789.9995,1.44,0.0,0.0,523.571,0.0,0.0,20.368,1791.4395,543.939,2335.3785,0.7664708311736192,0.0006166024051347565,0.0,0.0,0.2241910679575067,0.0,0.0,0.00872149846373939,0.767087433578754,0.23291256642124608
Gwh,2018,10,2216.889,1.488,0.0,0.0,405.606,0.0,0.0,31.747302,2218.377,437.35330200000004,2655.730302,0.8347568269001135,0.0005602978581369518,0.0,0.0,0.15272861091901643,0.0,0.0,0.011954264322733176,0.8353171247582504,0.16468287524174963
Gwh,2018,11,2184.639,1.44,0.0,0.0,545.358,0.0,0.0,37.298633,2186.079,582.656633,2768.735633,0.7890384961141577,0.000520092992208043,0.0,0.0,0.19697005141985688,0.0,0.0,0.01347135947377754,0.7895585891063657,0.21044141089363447
Gwh,2018,12,2225.2,1.488,0.0,0.0,702.419,0.0,0.0,35.684,2226.688,738.103,2964.791,0.7505419437660191,0.0005018903524734121,0.0,0.0,0.23692024159544464,0.0,0.0,0.012035924286062658,0.7510438341184926,0.2489561658815073
