unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2018,1,38.4,820.294,1.089,0.0,2.232,63.938,0.744,67.2955,859.783,134.2095,993.9925,0.038632082234020884,0.8252516995852585,0.0010955817071054358,0.0,0.002245489779852464,0.06432442900726112,0.0007484965932841546,0.06770222109321751,0.8649793635263848,0.13502063647361523,51.668
Gwh,2018,2,27.9265,779.7095,1.2313699999999999,0.0,2.017,38.87,0.672,60.4315,808.86737,101.9905,910.85787,0.030659558334825608,0.8560166472514532,0.0013518794101213614,0.0,0.00221439597376482,0.0426740562718089,0.0007377660358799995,0.06634569672214612,0.8880280849964002,0.11197191500359983,46.18
Gwh,2018,3,44.1565,965.877,1.4341300000000001,0.0,2.232,54.097,0.744,67.905,1011.46763,124.978,1136.44563,0.03885491644681673,0.8499104352224928,0.0012619433452350907,0.0,0.001964018287438881,0.0476019253116403,0.000654672762479627,0.0597520886238966,0.8900272950145446,0.1099727049854554,51.493
Gwh,2018,4,46.177,813.03,1.191,0.0,1.739,50.512,0.72,68.6175,860.398,121.5885,981.9865,0.04702406804981535,0.8279441723486015,0.0012128476307973685,0.0,0.0017709001091155531,0.051438589023372526,0.0007332076357465199,0.06987621520255116,0.8761810880292143,0.12381891197078575,52.277
Gwh,2018,5,42.376,553.737,1.218,0.0,2.02,31.165,0.744,58.607022,597.331,92.536022,689.867022,0.06142633094295091,0.802672083664263,0.0017655576526457006,0.0,0.0029281005405125743,0.045175372943106126,0.001078468713931364,0.08495408554259026,0.8658639722598597,0.13413602774014033,41.561
Gwh,2018,6,50.4945,527.819,1.056,0.0,2.688,45.186,0.72,50.700478000000004,579.3695,99.294478,678.663978,0.0744027996723881,0.7777324524508651,0.0015559983058361173,0.0,0.003960722960310117,0.06658081387074885,0.0010609079357973526,0.0747063048040543,0.8536912504290893,0.1463087495709106,33.2545
Gwh,2018,7,47.192,659.7975,1.096,0.0,2.881,38.667,0.744,59.3815,708.0855,101.6735,809.759,0.05827906821659284,0.8148072451186094,0.0013534891245419935,0.0,0.0035578486932531773,0.04775124450608144,0.000918791887462813,0.07333231245345838,0.8744398024597442,0.1255601975402558,42.2345
Gwh,2018,8,37.085,770.0635,1.243,0.0,2.975,43.642,0.744,60.759,808.3915,108.12,916.5115,0.04046321295477471,0.8402114976189606,0.0013562295726785754,0.0,0.003246004005405279,0.04761751489206628,0.000811773774797152,0.06629376718131742,0.8820309401464138,0.11796905985358613,43.399
Gwh,2018,9,43.77,609.269,1.129,0.0,2.88,70.0245,0.72,64.6165,654.168,138.241,792.409,0.05523662654008221,0.7688819788770698,0.0014247692795008639,0.0,0.003634486736016375,0.08836913765492316,0.0009086216840040938,0.08154437922840352,0.8255433746966528,0.17445662530334716,48.224
Gwh,2018,10,48.765,599.6805,1.209,0.0,2.634,77.3785,0.744,66.883,649.6545,147.6395,797.294,0.06116313430177576,0.7521447546325447,0.0015163791524832747,0.0,0.0033036746796037595,0.09705140136511752,0.0009331564015281691,0.08388749946694694,0.8148242680868036,0.1851757319131964,50.713
Gwh,2018,11,36.1415,745.942,1.25,0.0,2.36,61.4635,0.72,65.9365,783.3335,130.48,913.8135,0.03955019268154826,0.8162956664571054,0.0013678939958755262,0.0,0.002582583864212993,0.06726044209239632,0.0007879069416243029,0.07215531396723729,0.8572137531345291,0.1427862468654709,49.9805
Gwh,2018,12,39.819,551.84,1.348,0.0,2.4275,52.987,0.744,70.018125,593.007,126.176625,719.183625,0.055366944707619006,0.7673144671501663,0.0018743474588982752,0.0,0.003375354938038252,0.07367659406872619,0.0010345063126263477,0.09735778536392566,0.8245557593166835,0.17544424068331646,53.0205
