unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2018,1,3493.525,269.626,9.238,2109.724,164.2075,64.374,41.722,517.696,3772.389,2897.7235,6670.1125,0.523758032566917,0.0404230063585884,0.001384984136324537,0.31629511496245377,0.024618400364311697,0.009651111581701207,0.00625506691228971,0.07761428311741368,0.5655660230618299,0.4344339769381701
Gwh,2018,2,3348.569,337.933,5.8,1971.061,143.2,36.75,114.048,464.463,3692.302,2729.522,6421.824,0.5214358101374313,0.05262258822415563,0.0009031701896532824,0.3069316443427911,0.022298960544543108,0.005722673184441056,0.017759440308547852,0.07232571306843665,0.5749615685512404,0.42503843144875975
Gwh,2018,3,3954.961,264.712,4.185,2652.588,142.3105,58.4375,158.215,502.695,4223.858,3514.246,7738.104,0.5111020735828828,0.03420889664961856,0.0005408301568446223,0.34279559954221345,0.018390874560486648,0.007551914525832168,0.02044622300243057,0.06496358797969115,0.545851800389346,0.454148199610654
Gwh,2018,4,2742.735,129.238,2.217,2284.902,148.6205,57.591,296.209,496.466,2874.19,3283.7885,6157.9785,0.44539535173758726,0.0209870820432387,0.00036002074382039494,0.3710474143422229,0.024134624698673435,0.009352257400703818,0.04810166193337635,0.08062158710037717,0.46674245452464636,0.5332575454753536
Gwh,2018,5,2861.632,99.379,4.49,2616.343,135.93,46.859,326.483,498.346,2965.501,3623.961,6589.462,0.43427399687561746,0.01508150437774738,0.0006813909845750685,0.3970495618610441,0.02062839121008665,0.0071112027051677355,0.04954623002606282,0.07562772195969868,0.4500368922379399,0.54996310776206
Gwh,2018,6,2754.187222,148.046,3.983,2401.583,137.625,36.495,274.724,470.596,2906.216222,3321.023,6227.239222,0.4422806196797172,0.023773938132483068,0.0006396092807754351,0.3856577392298548,0.02210048387314066,0.005860542481019207,0.044116500138526395,0.07557056718448321,0.4666941670929757,0.5333058329070243
Gwh,2018,7,3018.414289,311.889,3.915,1955.854,139.634,30.573,304.147,476.243,3334.218289,2906.451,6240.6692889999995,0.48366836139199876,0.04997685112873156,0.0006273365593816519,0.31340452592920603,0.022374843712055576,0.004898993775217177,0.0487362790616223,0.07631280844178699,0.534272549080112,0.46572745091988804
Gwh,2018,8,2898.311659,366.625,3.5945,2136.291,137.7555,25.55,294.22,474.683,3268.531159,3068.4995,6337.030659,0.4573611546101248,0.05785438318486128,0.0005672214943279478,0.33711230305726697,0.021738177927915877,0.0040318567756514306,0.04642868495233519,0.07490621799751655,0.515782759289314,0.48421724071068595
Gwh,2018,9,3078.95583,245.264,4.681,2403.712,115.303,35.2115,242.647,471.648,3328.90083,3268.5215,6597.42233,0.46669072798315153,0.03717573132838989,0.0007095195313955291,0.36434108349707545,0.01747697725453935,0.005337160217845262,0.036779061254973495,0.07148973893262947,0.5045759788429369,0.49542402115706297
Gwh,2018,10,3468.8605,342.4985,3.4385,2510.4595,105.203,63.1965,174.58,461.3975,3814.7975,3314.8365,7129.634,0.4865411744838515,0.04803872120223843,0.00048228282125001087,0.35211618155995106,0.01475573640947067,0.008863919241857296,0.024486530444620302,0.06471545383676076,0.53506217850734,0.46493782149266005
Gwh,2018,11,3647.943,425.3745,1.836,2548.434,85.977,60.0295,73.434,484.718,4075.1535,3252.5925,7327.746,0.49782607093641074,0.05804984233896754,0.00025055453614249184,0.34777870302818903,0.011733075900829532,0.008192082531244942,0.010021362640026005,0.06614830808818974,0.5561264678115208,0.44387353218847925
Gwh,2018,12,3673.26,417.62,2.764,2643.361,84.046,83.6975,31.671,482.117,4093.644,3324.8925,7418.5365,0.4951461787645043,0.05629412216277429,0.00037258022522366775,0.35631839244842967,0.011329188715321412,0.011282211794738761,0.004269170880267287,0.06498815500874061,0.5518128811525022,0.44818711884749773
