datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-07-01 00:00:00,61,NY,3203,208,0,730,11843,0,3655.0
2022-07-01 01:00:00,222,NY,3205,199,0,690,11193,0,3522.0
2022-07-01 02:00:00,584,NY,3203,199,0,654,10549,0,3321.0
2022-07-01 03:00:00,805,NY,3193,196,0,646,9118,0,3062.0
2022-07-01 04:00:00,991,NY,3186,197,0,593,8281,0,2526.0
2022-07-01 05:00:00,1091,NY,3121,194,0,567,7333,0,2214.0
2022-07-01 06:00:00,1073,NY,3098,192,0,565,6627,0,2220.0
2022-07-01 07:00:00,993,NY,3027,188,0,552,6157,0,2150.0
2022-07-01 08:00:00,1065,NY,3017,188,0,550,5932,0,2104.0
2022-07-01 09:00:00,1086,NY,3017,189,0,550,5841,0,2130.0
2022-07-01 10:00:00,1124,NY,3031,189,0,552,6349,0,2180.0
2022-07-01 11:00:00,1148,NY,3152,203,0,574,6929,0,2510.0
2022-07-01 12:00:00,1027,NY,3152,215,0,572,7857,0,2854.0
2022-07-01 13:00:00,847,NY,3158,235,0,566,8651,0,3120.0
2022-07-01 14:00:00,693,NY,3178,248,0,584,9621,0,3142.0
2022-07-01 15:00:00,681,NY,3175,253,0,657,10179,0,3390.0
2022-07-01 16:00:00,648,NY,3183,254,0,699,11638,0,3430.0
2022-07-01 17:00:00,465,NY,3183,259,0,700,12717,0,3700.0
2022-07-01 18:00:00,700,NY,3182,257,0,698,13066,0,3989.0
2022-07-01 19:00:00,730,NY,3180,253,0,701,13303,0,4035.0
2022-07-01 20:00:00,522,NY,3181,256,0,708,13722,0,4235.0
2022-07-01 21:00:00,535,NY,3184,248,0,708,14109,0,4527.0
2022-07-01 22:00:00,585,NY,3173,219,0,712,14052,0,4548.0
2022-07-01 23:00:00,685,NY,3163,203,0,711,13643,0,4419.0
2022-07-02 00:00:00,743,NY,3158,195,0,713,13236,0,3818.0
2022-07-02 01:00:00,944,NY,3158,192,0,704,12532,0,3403.0
2022-07-02 02:00:00,953,NY,3174,198,0,691,12042,0,3100.0
2022-07-02 03:00:00,1020,NY,3169,197,0,662,10417,0,2905.0
2022-07-02 04:00:00,934,NY,3175,199,0,681,9550,0,2517.0
2022-07-02 05:00:00,833,NY,3180,199,0,639,8394,0,2587.0
2022-07-02 06:00:00,831,NY,3114,192,0,607,7764,0,2370.0
2022-07-02 07:00:00,805,NY,3114,748,0,0,7413,0,2285.0
2022-07-02 08:00:00,598,NY,3118,193,0,554,7379,0,2320.0
2022-07-02 09:00:00,433,NY,3115,193,0,551,7098,0,2194.0
2022-07-02 10:00:00,332,NY,3113,193,0,552,6883,0,2212.0
2022-07-02 11:00:00,390,NY,3179,763,0,0,6897,0,2253.0
2022-07-02 12:00:00,332,NY,3182,203,0,563,7220,0,2588.0
2022-07-02 13:00:00,259,NY,3177,199,0,560,8080,0,2826.0
2022-07-02 14:00:00,230,NY,3185,219,0,596,8561,0,2929.0
2022-07-02 15:00:00,235,NY,3200,231,0,661,9130,0,3012.0
2022-07-02 16:00:00,251,NY,3196,238,0,662,9613,0,3336.0
2022-07-02 17:00:00,246,NY,3193,248,0,652,10308,0,3224.0
2022-07-02 18:00:00,277,NY,3192,250,0,675,10862,0,3248.0
2022-07-02 19:00:00,408,NY,3192,243,0,689,10828,0,3271.0
2022-07-02 20:00:00,587,NY,3195,224,0,693,11100,0,3400.0
2022-07-02 21:00:00,682,NY,3198,241,0,678,11341,0,3512.0
2022-07-02 22:00:00,549,NY,3247,226,0,523,12199,0,2756.0
2022-07-02 23:00:00,683,NY,3246,222,0,536,12493,0,2513.0
2022-07-03 00:00:00,518,NY,3246,212,0,520,12232,0,2460.0
2022-07-03 01:00:00,495,NY,3236,203,0,481,11467,0,2516.0
2022-07-03 02:00:00,605,NY,3226,205,0,599,10535,0,2914.0
2022-07-03 03:00:00,704,NY,3212,204,0,697,9534,0,2976.0
2022-07-03 04:00:00,643,NY,3214,203,0,655,8308,0,2383.0
2022-07-03 05:00:00,576,NY,3198,849,0,0,7205,0,2362.0
2022-07-03 06:00:00,527,NY,3193,203,0,649,6826,0,2189.0
2022-07-03 07:00:00,502,NY,3126,197,0,608,6303,0,2061.0
2022-07-03 08:00:00,502,NY,3114,197,0,575,5890,0,2014.0
2022-07-03 09:00:00,477,NY,3107,196,0,560,5497,0,2065.0
2022-07-03 10:00:00,429,NY,3109,197,0,562,5461,0,2117.0
2022-07-03 11:00:00,387,NY,3103,199,0,563,5405,0,2278.0
2022-07-03 12:00:00,268,NY,3134,209,0,569,5867,0,2664.0
2022-07-03 13:00:00,185,NY,3190,226,0,577,6233,0,2766.0
2022-07-03 14:00:00,175,NY,3177,231,0,614,6646,0,2736.0
2022-07-03 15:00:00,199,NY,3164,228,0,620,6909,0,3162.0
2022-07-03 16:00:00,267,NY,3161,247,0,620,7036,0,3405.0
2022-07-03 17:00:00,387,NY,3145,266,0,634,7368,0,3470.0
2022-07-03 18:00:00,457,NY,3153,270,0,623,7792,0,3423.0
2022-07-03 19:00:00,469,NY,3158,267,0,618,8531,0,3513.0
2022-07-03 20:00:00,477,NY,3159,262,0,631,9041,0,3249.0
2022-07-03 21:00:00,488,NY,3159,252,0,627,9556,0,3378.0
2022-07-03 22:00:00,494,NY,3168,237,0,629,9795,0,3445.0
2022-07-03 23:00:00,451,NY,3171,221,0,688,9739,0,3528.0
2022-07-04 00:00:00,329,NY,3165,207,0,712,9325,0,3515.0
2022-07-04 01:00:00,296,NY,3163,200,0,670,8885,0,3238.0
2022-07-04 02:00:00,365,NY,3163,201,0,627,8622,0,3061.0
2022-07-04 03:00:00,358,NY,3160,203,0,595,8347,0,2843.0
2022-07-04 04:00:00,395,NY,3163,783,0,0,7497,0,2302.0
2022-07-04 05:00:00,365,NY,3103,768,0,0,6090,0,2111.0
2022-07-04 06:00:00,313,NY,3092,196,0,565,5312,0,2066.0
2022-07-04 07:00:00,211,NY,3112,769,0,0,5154,0,2087.0
2022-07-04 08:00:00,198,NY,3045,756,0,0,4730,0,2008.0
2022-07-04 09:00:00,118,NY,3032,751,0,0,4524,0,2002.0
2022-07-04 10:00:00,129,NY,3024,747,0,0,4398,0,1995.0
2022-07-04 11:00:00,140,NY,3025,760,0,0,4439,0,2053.0
2022-07-04 12:00:00,44,NY,3124,219,0,563,4868,0,2495.0
2022-07-04 13:00:00,14,NY,3201,244,0,529,5578,0,2689.0
2022-07-04 14:00:00,18,NY,3199,259,0,581,6052,0,2929.0
2022-07-04 15:00:00,42,NY,3187,265,0,595,6384,0,3215.0
2022-07-04 16:00:00,78,NY,3174,269,0,598,6729,0,3169.0
2022-07-04 17:00:00,116,NY,3183,268,0,600,7479,0,3220.0
2022-07-04 18:00:00,144,NY,3184,267,0,596,8158,0,3468.0
2022-07-04 19:00:00,235,NY,3177,268,0,599,8320,0,3541.0
2022-07-04 20:00:00,221,NY,3164,260,0,638,8531,0,3973.0
2022-07-04 21:00:00,206,NY,3167,252,0,668,9184,0,3985.0
2022-07-04 22:00:00,161,NY,3169,239,0,694,9374,0,4153.0
2022-07-04 23:00:00,107,NY,3171,220,0,702,9247,0,4110.0
2022-07-05 00:00:00,69,NY,3169,208,0,639,9046,0,3939.0
2022-07-05 01:00:00,109,NY,3172,202,0,612,9037,0,3288.0
2022-07-05 02:00:00,177,NY,3170,779,0,0,8725,0,3031.0
2022-07-05 03:00:00,199,NY,3164,200,0,617,8411,0,2795.0
2022-07-05 04:00:00,240,NY,3167,200,0,650,7406,0,2264.0
2022-07-05 05:00:00,354,NY,3150,201,0,576,6296,0,2136.0
2022-07-05 06:00:00,341,NY,3149,776,0,0,6057,0,2090.0
2022-07-05 07:00:00,329,NY,3055,754,0,0,5498,0,2321.0
2022-07-05 08:00:00,345,NY,3045,193,0,558,5315,0,2364.0
2022-07-05 09:00:00,373,NY,3066,195,0,559,5367,0,2342.0
2022-07-05 10:00:00,386,NY,3137,199,0,574,5753,0,2225.0
2022-07-05 11:00:00,374,NY,3162,203,0,577,6449,0,2167.0
2022-07-05 12:00:00,472,NY,3149,209,0,575,7125,0,2594.0
2022-07-05 13:00:00,598,NY,3146,216,0,571,7616,0,3059.0
2022-07-05 14:00:00,430,NY,3144,228,0,619,8110,0,3278.0
2022-07-05 15:00:00,319,NY,3149,233,0,685,8515,0,3441.0
2022-07-05 16:00:00,310,NY,3160,250,0,688,9468,0,3473.0
2022-07-05 17:00:00,353,NY,3158,253,0,683,10398,0,3810.0
2022-07-05 18:00:00,414,NY,3166,238,0,682,11038,0,3938.0
2022-07-05 19:00:00,481,NY,3167,231,0,704,11152,0,3651.0
2022-07-05 20:00:00,516,NY,3171,215,0,703,10991,0,3607.0
2022-07-05 21:00:00,520,NY,3173,210,0,686,10993,0,3779.0
2022-07-05 22:00:00,593,NY,3176,207,0,681,10973,0,3608.0
2022-07-05 23:00:00,596,NY,3169,201,0,678,10611,0,3438.0
2022-07-06 00:00:00,570,NY,3176,198,0,680,10393,0,3392.0
2022-07-06 01:00:00,551,NY,3164,199,0,656,10091,0,3459.0
2022-07-06 02:00:00,581,NY,3164,199,0,633,9664,0,3355.0
2022-07-06 03:00:00,529,NY,3148,199,0,624,8710,0,3158.0
2022-07-06 04:00:00,431,NY,3141,198,0,603,7840,0,2668.0
2022-07-06 05:00:00,385,NY,3151,199,0,559,7037,0,2320.0
2022-07-06 06:00:00,305,NY,3176,200,0,562,6837,0,2311.0
2022-07-06 07:00:00,276,NY,3178,198,0,563,6508,0,2219.0
2022-07-06 08:00:00,261,NY,3178,201,0,563,6402,0,2192.0
2022-07-06 09:00:00,233,NY,3116,196,0,552,6686,0,2335.0
2022-07-06 10:00:00,218,NY,3181,201,0,563,6887,0,2437.0
2022-07-06 11:00:00,213,NY,3152,205,0,562,7562,0,2718.0
2022-07-06 12:00:00,206,NY,3147,207,0,621,8396,0,3406.0
2022-07-06 13:00:00,196,NY,3160,229,0,638,9487,0,3437.0
2022-07-06 14:00:00,212,NY,3185,247,0,682,10521,0,3289.0
2022-07-06 15:00:00,123,NY,3200,242,0,693,11184,0,3530.0
2022-07-06 16:00:00,158,NY,3206,242,0,712,11276,0,3464.0
2022-07-06 17:00:00,147,NY,3207,243,0,714,11948,0,3491.0
2022-07-06 18:00:00,133,NY,3207,248,0,717,12539,0,3501.0
2022-07-06 19:00:00,87,NY,3203,239,0,717,12835,0,3395.0
