datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-07-01 00:00:00,2486,MIDA,31992,2835,85,398,60913,26027,4310
2022-07-01 01:00:00,3137,MIDA,32082,2756,10,399,57955,25621,2024
2022-07-01 02:00:00,3995,MIDA,32137,2067,10,304,52993,25099,467
2022-07-01 03:00:00,4821,MIDA,32157,1185,10,77,48936,24227,427
2022-07-01 04:00:00,4482,MIDA,32018,710,10,84,39991,18730,403
2022-07-01 05:00:00,5779,MIDA,32228,836,10,74,39382,20662,450
2022-07-01 06:00:00,5833,MIDA,32238,838,10,70,37104,19807,390
2022-07-01 07:00:00,5779,MIDA,32259,836,10,74,34879,18756,357
2022-07-01 08:00:00,5688,MIDA,32278,848,10,73,33887,18484,402
2022-07-01 09:00:00,5633,MIDA,32305,851,10,76,35595,18629,439
2022-07-01 10:00:00,5301,MIDA,32306,852,93,87,37521,19581,436
2022-07-01 11:00:00,4889,MIDA,32328,985,1073,85,42102,19773,471
2022-07-01 12:00:00,3582,MIDA,32334,1087,2341,83,46448,20198,459
2022-07-01 13:00:00,2693,MIDA,32350,1752,2772,82,49963,21898,402
2022-07-01 14:00:00,2556,MIDA,32378,2958,2946,309,54316,22239,635
2022-07-01 15:00:00,2560,MIDA,32449,3132,3037,580,58504,23130,1439
2022-07-01 16:00:00,3298,MIDA,32443,3406,3040,409,60293,23731,3294
2022-07-01 17:00:00,3966,MIDA,32442,3423,3135,444,61888,23875,4017
2022-07-01 18:00:00,2950,MIDA,32428,3449,3021,540,62953,24528,4481
2022-07-01 19:00:00,2647,MIDA,32413,3446,2809,609,62550,24027,4762
2022-07-01 20:00:00,2325,MIDA,32448,3448,2590,746,62467,23759,4962
2022-07-01 21:00:00,2124,MIDA,32464,3121,2103,601,62566,23702,4764
2022-07-01 22:00:00,1614,MIDA,32498,2773,1646,778,61832,24155,4383
2022-07-01 23:00:00,1190,MIDA,32465,2493,651,512,60531,23869,4078
2022-07-02 00:00:00,1026,MIDA,32550,2374,21,484,58838,23957,2970
2022-07-02 01:00:00,1274,MIDA,32575,2158,10,368,56616,23645,1354
2022-07-02 02:00:00,1674,MIDA,32596,1937,10,133,52720,23048,361
2022-07-02 03:00:00,1885,MIDA,32434,1326,10,100,49806,22276,352
2022-07-02 04:00:00,5425,MIDA,32214,838,10,77,43244,22379,394
2022-07-02 05:00:00,1761,MIDA,32212,766,10,84,43307,18695,446
2022-07-02 06:00:00,1342,MIDA,32286,767,10,85,41266,17551,373
2022-07-02 07:00:00,1167,MIDA,32321,763,10,86,39107,16838,371
2022-07-02 08:00:00,1235,MIDA,32486,769,10,88,38110,16531,366
2022-07-02 09:00:00,958,MIDA,32539,782,10,89,37686,16393,350
2022-07-02 10:00:00,978,MIDA,32580,782,76,90,36758,16149,351
2022-07-02 11:00:00,944,MIDA,32647,846,931,87,37134,16325,350
2022-07-02 12:00:00,965,MIDA,32754,1018,1675,85,40482,16594,349
2022-07-02 13:00:00,990,MIDA,32824,1075,2556,83,43060,17459,427
2022-07-02 14:00:00,824,MIDA,32866,1394,3030,81,46928,17046,530
2022-07-02 15:00:00,791,MIDA,32913,1986,3007,79,51272,17840,981
2022-07-02 16:00:00,873,MIDA,32884,2278,3031,77,54208,18153,1794
2022-07-02 17:00:00,1097,MIDA,32860,2318,2989,74,55216,18078,4298
2022-07-02 18:00:00,1121,MIDA,32825,2217,2911,74,57210,19138,4846
2022-07-02 19:00:00,1169,MIDA,32817,2227,2552,74,58976,19582,5031
2022-07-02 20:00:00,945,MIDA,32794,2173,2143,72,59776,20452,5127
2022-07-02 21:00:00,712,MIDA,32811,2135,1590,74,60689,21473,5219
2022-07-02 22:00:00,880,MIDA,32802,2123,1031,164,59429,20151,5184
2022-07-02 23:00:00,839,MIDA,32824,2076,470,117,58779,19663,4078
2022-07-03 00:00:00,798,MIDA,32839,1919,24,73,56128,19265,2226
2022-07-03 01:00:00,953,MIDA,32850,1667,10,74,54696,18997,771
2022-07-03 02:00:00,1002,MIDA,32828,1247,10,74,50501,18691,335
2022-07-03 03:00:00,1108,MIDA,32866,867,10,76,47190,18137,336
2022-07-03 04:00:00,1648,MIDA,32426,774,10,82,45288,20688,511
2022-07-03 05:00:00,706,MIDA,32790,777,10,81,39503,16685,418
2022-07-03 06:00:00,716,MIDA,32759,772,10,109,37027,16035,451
2022-07-03 07:00:00,677,MIDA,32680,775,10,133,34050,15868,428
2022-07-03 08:00:00,637,MIDA,32740,785,10,151,32156,15780,367
2022-07-03 09:00:00,632,MIDA,32806,791,10,175,30742,15846,344
2022-07-03 10:00:00,577,MIDA,32820,786,53,207,29822,16062,344
2022-07-03 11:00:00,588,MIDA,32827,858,765,222,30006,16349,347
2022-07-03 12:00:00,443,MIDA,32828,966,1486,218,32910,16613,412
2022-07-03 13:00:00,362,MIDA,32810,935,2259,217,35883,16993,409
2022-07-03 14:00:00,305,MIDA,32812,973,2484,216,41863,17161,414
2022-07-03 15:00:00,434,MIDA,32798,1374,2829,214,44262,17856,618
2022-07-03 16:00:00,671,MIDA,32766,1678,2997,211,47813,18068,1178
2022-07-03 17:00:00,865,MIDA,32782,1663,2790,212,47838,18492,3604
2022-07-03 18:00:00,932,MIDA,32725,1972,2764,209,50707,19022,3890
2022-07-03 19:00:00,1056,MIDA,32720,2266,2586,210,52449,19510,3948
2022-07-03 20:00:00,1017,MIDA,32690,2568,2296,208,55004,19788,4216
2022-07-03 21:00:00,1039,MIDA,32682,2551,1976,211,56769,20379,4809
2022-07-03 22:00:00,750,MIDA,32668,2487,1581,212,57508,20330,4227
2022-07-03 23:00:00,623,MIDA,32681,2389,814,214,56382,20650,3386
2022-07-04 00:00:00,531,MIDA,32695,1705,87,216,52938,19735,2811
2022-07-04 01:00:00,793,MIDA,32706,1252,10,222,48850,19496,1663
2022-07-04 02:00:00,855,MIDA,32722,1084,10,221,45411,18798,386
2022-07-04 03:00:00,1014,MIDA,32745,700,10,218,42641,18039,400
2022-07-04 04:00:00,938,MIDA,32857,775,10,80,42576,17427,357
2022-07-04 05:00:00,1550,MIDA,32764,702,10,223,34928,16228,374
2022-07-04 06:00:00,1775,MIDA,31904,703,10,225,31542,16051,369
2022-07-04 07:00:00,1314,MIDA,31927,697,10,224,29344,15941,379
2022-07-04 08:00:00,1110,MIDA,31962,728,10,226,27311,16069,368
2022-07-04 09:00:00,1102,MIDA,32043,723,10,224,26610,16184,372
2022-07-04 10:00:00,1251,MIDA,32082,712,58,228,24986,16413,424
2022-07-04 11:00:00,1650,MIDA,32103,835,1056,223,25038,16439,427
2022-07-04 12:00:00,2076,MIDA,32069,980,2322,220,27976,16474,420
2022-07-04 13:00:00,1483,MIDA,32041,1011,2875,218,33294,17134,429
2022-07-04 14:00:00,1814,MIDA,32018,1027,3028,218,39090,17429,659
2022-07-04 15:00:00,2289,MIDA,31994,1428,3212,215,43746,18380,879
2022-07-04 16:00:00,2297,MIDA,31945,1715,3204,213,47816,19628,770
2022-07-04 17:00:00,2493,MIDA,31913,2081,3095,211,49641,19858,2273
2022-07-04 18:00:00,2323,MIDA,31891,2302,3176,209,51677,20379,3374
2022-07-04 19:00:00,2964,MIDA,31855,2285,3008,209,53852,20646,3503
2022-07-04 20:00:00,2976,MIDA,31844,2299,2861,209,55897,20380,4288
2022-07-04 21:00:00,3591,MIDA,31821,2402,2352,212,57113,20961,4577
2022-07-04 22:00:00,3280,MIDA,31823,2351,1801,209,57712,21179,4254
2022-07-04 23:00:00,3329,MIDA,31815,2194,662,209,55652,20780,3849
2022-07-05 00:00:00,3290,MIDA,31839,2049,49,208,53460,20273,2636
