datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-07-01 00:00:00,504,SW,3945,31,1508,0,9919,3994,992
2022-07-01 01:00:00,747,SW,3942,83,1186,0,10326,3995,1150
2022-07-01 02:00:00,1154,SW,3945,61,608,0,10322,3844,1315
2022-07-01 03:00:00,1287,SW,3941,70,250,0,10681,3847,1304
2022-07-01 04:00:00,1428,SW,3943,43,235,0,10417,3778,1112
2022-07-01 05:00:00,1174,SW,3940,15,245,0,9820,3477,877
2022-07-01 06:00:00,1206,SW,3939,34,120,0,9202,3165,698
2022-07-01 07:00:00,1207,SW,3940,33,116,0,8027,3027,644
2022-07-01 08:00:00,1089,SW,3944,35,33,0,7054,3031,664
2022-07-01 09:00:00,1059,SW,3952,34,36,0,6357,3043,531
2022-07-01 10:00:00,1104,SW,3957,35,15,0,5584,2992,496
2022-07-01 11:00:00,1255,SW,3954,37,12,0,5155,2986,471
2022-07-01 12:00:00,1239,SW,3951,34,3,0,5172,2986,479
2022-07-01 13:00:00,1138,SW,3948,36,67,0,5424,2985,537
2022-07-01 14:00:00,947,SW,3954,34,570,0,5466,2998,587
2022-07-01 15:00:00,652,SW,3957,11,1302,0,5236,3067,519
2022-07-01 16:00:00,389,SW,3956,11,1737,0,5515,3078,268
2022-07-01 17:00:00,241,SW,3955,9,1822,0,6175,3079,314
2022-07-01 18:00:00,225,SW,3957,34,1827,0,7310,3112,394
2022-07-01 19:00:00,264,SW,3955,33,1795,0,7996,3111,581
2022-07-01 20:00:00,418,SW,3949,34,1882,0,8336,3278,705
2022-07-01 21:00:00,414,SW,3950,34,1868,0,9021,3569,692
2022-07-01 22:00:00,707,SW,3949,34,1709,0,8979,3774,631
2022-07-01 23:00:00,1436,SW,3944,35,1538,0,8820,3796,796
2022-07-02 00:00:00,1199,SW,3945,33,1190,0,9164,3799,890
2022-07-02 01:00:00,1049,SW,3947,76,881,0,9428,3796,964
2022-07-02 02:00:00,1030,SW,3944,62,565,0,9874,3809,1123
2022-07-02 03:00:00,802,SW,3948,74,256,0,10018,3798,1182
2022-07-02 04:00:00,972,SW,3945,60,224,0,9644,3647,1156
2022-07-02 05:00:00,845,SW,3941,37,218,0,9232,3471,1144
2022-07-02 06:00:00,784,SW,3934,35,163,0,8384,3292,980
2022-07-02 07:00:00,636,SW,3943,35,106,0,7434,3145,764
2022-07-02 08:00:00,532,SW,3947,37,27,0,6891,3006,572
2022-07-02 09:00:00,646,SW,3952,34,32,0,5869,2883,516
2022-07-02 10:00:00,592,SW,3956,36,28,0,5212,2913,489
2022-07-02 11:00:00,574,SW,3959,35,25,0,4780,2969,455
2022-07-02 12:00:00,576,SW,3962,36,18,0,4690,2973,449
2022-07-02 13:00:00,542,SW,3966,36,53,0,4653,2971,402
2022-07-02 14:00:00,372,SW,3968,35,426,0,4230,2892,362
2022-07-02 15:00:00,301,SW,3972,34,1048,0,3907,2828,79
2022-07-02 16:00:00,251,SW,3969,37,1410,0,4122,2779,41
2022-07-02 17:00:00,252,SW,3964,34,1588,0,4444,2733,111
2022-07-02 18:00:00,293,SW,3959,36,1702,0,4815,2777,99
2022-07-02 19:00:00,539,SW,3963,32,1889,0,5127,2824,139
2022-07-02 20:00:00,933,SW,3956,33,1934,0,5483,3068,157
2022-07-02 21:00:00,957,SW,3957,36,1861,0,6050,3372,406
2022-07-02 22:00:00,959,SW,3951,32,1787,0,6491,3587,513
2022-07-02 23:00:00,1140,SW,3953,35,1669,0,6974,3667,882
2022-07-03 00:00:00,1130,SW,3955,33,1495,0,7385,3636,1019
2022-07-03 01:00:00,762,SW,3949,53,1288,0,7781,3642,1025
2022-07-03 02:00:00,541,SW,3951,48,812,0,9118,3659,1262
2022-07-03 03:00:00,587,SW,3953,56,303,0,9724,3677,1372
2022-07-03 04:00:00,779,SW,3959,40,235,0,9463,3563,1234
2022-07-03 05:00:00,954,SW,3963,35,226,0,8520,3305,1057
2022-07-03 06:00:00,1088,SW,3966,36,139,0,7872,3214,734
2022-07-03 07:00:00,1007,SW,3969,35,134,0,6841,3095,691
2022-07-03 08:00:00,762,SW,3973,35,42,0,5768,2950,547
2022-07-03 09:00:00,606,SW,3968,35,33,0,5075,2918,523
2022-07-03 10:00:00,472,SW,3973,35,29,0,4726,2918,491
2022-07-03 11:00:00,403,SW,3978,36,26,0,4637,2921,446
2022-07-03 12:00:00,387,SW,3974,36,21,0,4549,2918,404
2022-07-03 13:00:00,340,SW,3972,35,55,0,4514,2915,455
2022-07-03 14:00:00,295,SW,3983,37,347,0,4005,2753,426
2022-07-03 15:00:00,238,SW,3980,33,1137,6,3527,2453,228
2022-07-03 16:00:00,287,SW,3974,35,1641,39,3608,2459,246
2022-07-03 17:00:00,361,SW,3972,34,1878,39,3963,2403,337
2022-07-03 18:00:00,552,SW,3966,34,1966,7,4592,2402,370
2022-07-03 19:00:00,822,SW,3965,35,1976,0,5282,2429,367
2022-07-03 20:00:00,1059,SW,3965,33,1914,0,5872,2489,419
2022-07-03 21:00:00,1220,SW,3959,34,1834,0,6424,2598,467
2022-07-03 22:00:00,1301,SW,3959,35,1667,0,6787,2684,467
2022-07-03 23:00:00,1421,SW,3953,34,1477,0,7076,2853,601
2022-07-04 00:00:00,1363,SW,3949,34,1418,0,7516,2870,661
2022-07-04 01:00:00,1351,SW,3949,66,1280,0,7800,3018,785
2022-07-04 02:00:00,1212,SW,3949,41,840,0,8341,3213,967
2022-07-04 03:00:00,1182,SW,3954,50,331,0,9391,3230,1301
2022-07-04 04:00:00,1156,SW,3953,38,231,0,9098,3066,1340
2022-07-04 05:00:00,1140,SW,3958,38,225,0,8482,2902,1200
2022-07-04 06:00:00,1042,SW,3963,33,156,0,7569,2835,782
2022-07-04 07:00:00,1000,SW,3964,37,144,0,6773,2838,618
2022-07-04 08:00:00,1022,SW,3974,35,66,0,5470,2830,618
2022-07-04 09:00:00,953,SW,3972,35,44,0,4750,2819,16
2022-07-04 10:00:00,701,SW,3978,36,41,0,4339,2666,16
2022-07-04 11:00:00,551,SW,3976,35,28,0,4263,2606,16
2022-07-04 12:00:00,450,SW,3983,36,17,0,4270,2605,16
2022-07-04 13:00:00,400,SW,3980,35,70,0,4371,2613,15
2022-07-04 14:00:00,404,SW,3986,37,526,0,4064,2546,16
2022-07-04 15:00:00,338,SW,3983,13,1266,0,3585,2469,16
2022-07-04 16:00:00,543,SW,3976,11,1503,0,3687,2436,16
2022-07-04 17:00:00,674,SW,3974,8,1561,0,4099,2440,16
2022-07-04 18:00:00,682,SW,3973,12,1655,0,4693,2442,111
2022-07-04 19:00:00,722,SW,3972,27,1897,0,5489,2449,50
2022-07-04 20:00:00,713,SW,3970,36,1877,0,5996,2654,181
2022-07-04 21:00:00,809,SW,3965,33,1724,0,6687,2950,196
2022-07-04 22:00:00,999,SW,3962,33,1561,0,6907,3094,196
2022-07-04 23:00:00,1431,SW,3957,35,1168,0,7113,3150,195
2022-07-05 00:00:00,1418,SW,3947,32,1191,0,7484,3366,197
2022-07-05 01:00:00,1375,SW,3947,70,1171,0,7595,3308,197
2022-07-05 02:00:00,1092,SW,3944,63,724,0,8473,3575,83
2022-07-05 03:00:00,789,SW,3949,84,269,0,9466,3620,51
2022-07-05 04:00:00,671,SW,3958,63,119,0,9657,3351,51
2022-07-05 05:00:00,671,SW,3968,30,106,0,9155,3088,17
2022-07-05 06:00:00,1156,SW,3972,34,38,0,8672,2948,17
2022-07-05 07:00:00,1600,SW,3984,23,25,0,7519,2851,17
2022-07-05 08:00:00,1389,SW,3986,33,27,0,6246,2836,17
2022-07-05 09:00:00,1064,SW,3982,40,28,0,5653,2838,17
2022-07-05 10:00:00,943,SW,3984,35,17,0,5100,2828,16
2022-07-05 11:00:00,864,SW,3980,35,10,0,4800,2819,17
2022-07-05 12:00:00,851,SW,3987,36,5,0,4736,2823,17
2022-07-05 13:00:00,974,SW,3991,34,33,0,4617,2820,16
2022-07-05 14:00:00,935,SW,3990,38,445,0,4430,2817,16
2022-07-05 15:00:00,746,SW,3987,12,894,0,4025,2826,17
2022-07-05 16:00:00,625,SW,3987,10,1335,0,3887,2822,16
2022-07-05 17:00:00,500,SW,3977,12,1654,0,4039,2820,17
2022-07-05 18:00:00,396,SW,3979,33,1716,0,4534,2835,17
2022-07-05 19:00:00,339,SW,3976,33,1744,0,5100,3016,16
2022-07-05 20:00:00,416,SW,3972,36,1679,0,5772,3192,16
2022-07-05 21:00:00,574,SW,3974,9,1658,0,7018,3435,16
2022-07-05 22:00:00,834,SW,3970,12,1628,0,7692,3607,16
2022-07-05 23:00:00,1039,SW,3963,10,1559,0,8179,3666,52
2022-07-06 00:00:00,1004,SW,3967,7,1496,0,8499,3680,51
2022-07-06 01:00:00,931,SW,3959,45,1258,0,9010,3655,193
2022-07-06 02:00:00,858,SW,3957,37,674,0,9541,3615,199
2022-07-06 03:00:00,1047,SW,3959,47,228,0,9781,3635,198
2022-07-06 04:00:00,871,SW,3959,36,149,0,9912,3616,198
2022-07-06 05:00:00,928,SW,3965,12,143,0,9462,3411,57
2022-07-06 06:00:00,858,SW,3969,9,133,0,8789,3256,19
2022-07-06 07:00:00,950,SW,3979,7,95,0,7346,3114,19
2022-07-06 08:00:00,710,SW,3979,7,19,0,6545,2900,18
2022-07-06 09:00:00,632,SW,3985,9,4,0,5950,2809,19
2022-07-06 10:00:00,597,SW,3987,7,1,0,5387,2802,18
2022-07-06 11:00:00,661,SW,3987,9,-1,0,4906,2799,18
2022-07-06 12:00:00,690,SW,3990,8,-1,0,4945,2803,19
2022-07-06 13:00:00,644,SW,3993,8,56,0,4895,2807,18
2022-07-06 14:00:00,454,SW,3996,9,660,0,4556,2895,18
2022-07-06 15:00:00,365,SW,3997,-16,1430,0,3943,2909,31
2022-07-06 16:00:00,448,SW,3987,-17,1705,0,3935,2876,17
2022-07-06 17:00:00,448,SW,3985,-16,1795,0,4456,2737,18
2022-07-06 18:00:00,534,SW,3975,-18,1819,0,4892,2707,17
2022-07-06 19:00:00,725,SW,3979,3,1820,0,5292,2699,17
2022-07-06 20:00:00,730,SW,3975,5,1779,0,5617,2820,18
2022-07-06 21:00:00,762,SW,3973,9,1788,0,6559,2988,17
2022-07-06 22:00:00,851,SW,3968,6,1792,0,7090,3080,18
2022-07-06 23:00:00,1112,SW,3969,8,1614,0,7626,3164,18
2022-07-07 00:00:00,1411,SW,3967,6,1654,0,7622,3169,51
2022-07-07 01:00:00,1376,SW,3969,46,1455,0,8682,3166,52
2022-07-07 02:00:00,1304,SW,3963,37,825,0,9244,3172,52
2022-07-07 03:00:00,1379,SW,3967,49,207,0,9670,3203,187
2022-07-07 04:00:00,1165,SW,3974,37,145,0,9383,3184,199
2022-07-07 05:00:00,1043,SW,3975,1,148,0,8449,3057,199
2022-07-07 06:00:00,790,SW,3975,8,169,0,7525,2986,199
2022-07-07 07:00:00,597,SW,3980,-4,171,0,6539,2879,199
2022-07-07 08:00:00,716,SW,3981,6,67,0,5762,2730,199
2022-07-07 09:00:00,714,SW,3990,9,33,0,5271,2707,22
2022-07-07 10:00:00,582,SW,3988,7,16,0,4848,2745,19
2022-07-07 11:00:00,410,SW,3993,11,6,0,4454,2771,19
2022-07-07 12:00:00,397,SW,4000,8,2,0,4251,2782,19
2022-07-07 13:00:00,350,SW,4003,9,63,0,4229,2797,18
2022-07-07 14:00:00,241,SW,4002,8,679,0,3932,2795,18
2022-07-07 15:00:00,85,SW,4003,-16,1432,0,3764,2784,19
2022-07-07 16:00:00,31,SW,3995,-16,1751,0,3900,2780,18
2022-07-07 17:00:00,18,SW,3987,-16,1846,0,4223,2789,17
2022-07-07 18:00:00,23,SW,3984,6,1867,0,4882,2796,18
2022-07-07 19:00:00,28,SW,3976,6,1870,0,6114,2820,18
2022-07-07 20:00:00,56,SW,3972,8,1859,0,6862,2967,51
2022-07-07 21:00:00,268,SW,3967,5,1841,0,8272,3133,52
2022-07-07 22:00:00,503,SW,3968,7,1815,0,8896,3205,53
2022-07-07 23:00:00,626,SW,3965,6,1738,0,9424,3319,52
2022-07-08 00:00:00,635,SW,3965,7,1664,0,9612,3342,167
2022-07-08 01:00:00,354,SW,3960,47,1411,0,9948,3272,200
2022-07-08 02:00:00,185,SW,3961,36,794,0,10317,3143,200
2022-07-08 03:00:00,461,SW,3957,47,182,0,10607,3157,198
2022-07-08 04:00:00,700,SW,3965,9,127,0,10190,3046,54
2022-07-08 05:00:00,651,SW,3964,11,124,0,9457,2952,54
2022-07-08 06:00:00,545,SW,3961,9,116,0,8813,2953,54
2022-07-08 07:00:00,1156,SW,3961,8,107,0,7713,2838,53
2022-07-08 08:00:00,1258,SW,3961,8,107,0,7475,2830,531
2022-07-08 09:00:00,966,SW,3990,10,34,0,5207,2597,464
2022-07-08 10:00:00,1099,SW,3988,6,15,0,4930,2645,414
2022-07-08 11:00:00,945,SW,3993,10,5,0,4744,2658,392
2022-07-08 12:00:00,725,SW,4000,8,1,0,4551,2664,367
2022-07-08 13:00:00,889,SW,4003,8,62,0,4506,2671,441
2022-07-08 14:00:00,1168,SW,4002,8,726,0,4101,2665,461
