datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-07-01 00:00:00,0,SE,5901,340,249,0,25609,6135,1732
2022-07-01 01:00:00,0,SE,5901,333,27,-2,24853,6010,797
2022-07-01 02:00:00,0,SE,5903,330,1,0,23887,5991,457
2022-07-01 03:00:00,0,SE,5903,329,1,-2,22211,6006,358
2022-07-01 04:00:00,0,SE,5902,332,1,0,19207,5824,246
2022-07-01 05:00:00,0,SE,5908,330,1,0,17051,5186,185
2022-07-01 06:00:00,0,SE,5912,332,1,0,16247,4874,106
2022-07-01 07:00:00,0,SE,5897,328,0,0,15541,4441,68
2022-07-01 08:00:00,0,SE,5912,337,0,0,14869,4353,74
2022-07-01 09:00:00,0,SE,5912,332,0,-1,14528,4367,79
2022-07-01 10:00:00,0,SE,5914,329,1,0,14906,4402,95
2022-07-01 11:00:00,0,SE,5912,330,10,0,15379,4400,83
2022-07-01 12:00:00,0,SE,5918,327,278,-3,16483,4391,127
2022-07-01 13:00:00,0,SE,5910,312,763,0,17812,4458,181
2022-07-01 14:00:00,0,SE,5904,279,1291,-3,19187,4777,180
2022-07-01 15:00:00,0,SE,5900,288,1856,0,20463,5117,118
2022-07-01 16:00:00,0,SE,5894,301,2453,0,21456,5225,127
2022-07-01 17:00:00,0,SE,5888,318,2571,0,22832,5282,301
2022-07-01 18:00:00,0,SE,5878,332,2613,0,23503,5218,1001
2022-07-01 19:00:00,0,SE,5877,331,2597,-1,23832,5344,1542
2022-07-01 20:00:00,0,SE,5873,331,2163,0,23750,5379,2518
2022-07-01 21:00:00,0,SE,5881,329,1735,0,23847,5412,3403
2022-07-01 22:00:00,0,SE,5890,333,1347,0,24240,5416,3324
2022-07-01 23:00:00,0,SE,5885,337,910,-1,24512,5412,2683
2022-07-02 00:00:00,0,SE,5900,339,377,-1,24004,5412,2034
2022-07-02 01:00:00,0,SE,5906,346,39,0,23436,5358,986
2022-07-02 02:00:00,0,SE,5902,340,1,-1,22796,5259,666
2022-07-02 03:00:00,0,SE,5907,334,1,-2,21075,5344,511
2022-07-02 04:00:00,0,SE,5913,328,0,0,18549,5046,247
2022-07-02 05:00:00,0,SE,5919,311,1,-1,16792,4788,163
2022-07-02 06:00:00,0,SE,5920,289,0,0,15341,4765,339
2022-07-02 07:00:00,0,SE,5920,289,1,0,13933,4759,350
2022-07-02 08:00:00,0,SE,5918,288,0,0,13039,4732,353
2022-07-02 09:00:00,0,SE,5919,288,1,0,12548,4781,280
2022-07-02 10:00:00,0,SE,5926,289,-1,-1,12231,4812,262
2022-07-02 11:00:00,0,SE,5921,282,18,-2,12438,4808,329
2022-07-02 12:00:00,0,SE,5921,278,459,0,12499,4739,259
2022-07-02 13:00:00,0,SE,5920,277,1366,0,13480,4845,225
2022-07-02 14:00:00,0,SE,5907,278,1763,0,15791,4918,143
2022-07-02 15:00:00,0,SE,5902,272,2331,0,18049,5217,155
2022-07-02 16:00:00,0,SE,5893,274,2686,-1,20278,5337,137
2022-07-02 17:00:00,0,SE,5880,280,2819,0,21992,5343,282
2022-07-02 18:00:00,0,SE,5884,281,2823,0,23286,5350,411
2022-07-02 19:00:00,0,SE,5869,280,2763,0,24256,5347,798
2022-07-02 20:00:00,0,SE,5870,330,2544,0,24982,5361,1224
2022-07-02 21:00:00,0,SE,5862,334,2266,-1,25323,5375,1677
2022-07-02 22:00:00,0,SE,5866,339,1545,-2,25637,5539,1701
2022-07-02 23:00:00,0,SE,5874,326,919,-2,25351,5734,1466
2022-07-03 00:00:00,0,SE,5870,318,436,0,24555,5785,1304
2022-07-03 01:00:00,0,SE,5871,274,69,-1,23607,5738,954
2022-07-03 02:00:00,0,SE,5879,275,1,0,23019,5737,651
2022-07-03 03:00:00,0,SE,5884,281,1,-1,21031,5757,538
2022-07-03 04:00:00,0,SE,5882,274,1,0,19279,5633,238
2022-07-03 05:00:00,0,SE,5887,279,0,0,17047,5333,290
2022-07-03 06:00:00,0,SE,5888,280,1,0,15395,5180,326
2022-07-03 07:00:00,0,SE,5897,275,0,-1,14901,4850,314
2022-07-03 08:00:00,0,SE,5903,280,1,0,13871,4833,242
2022-07-03 09:00:00,0,SE,5902,281,1,-1,13780,4859,231
2022-07-03 10:00:00,0,SE,5904,287,1,0,13371,4820,258
2022-07-03 11:00:00,0,SE,5897,289,16,0,13170,4850,313
2022-07-03 12:00:00,0,SE,5906,293,651,0,12738,4788,314
2022-07-03 13:00:00,0,SE,5897,311,1941,-1,13563,4957,291
2022-07-03 14:00:00,0,SE,5887,337,2699,0,15577,5124,185
2022-07-03 15:00:00,0,SE,5885,340,3031,0,18520,5202,154
2022-07-03 16:00:00,0,SE,5867,345,3122,0,20777,5243,163
2022-07-03 17:00:00,0,SE,5862,344,3058,-2,22612,5271,310
2022-07-03 18:00:00,0,SE,5866,341,2864,-1,23766,5308,697
2022-07-03 19:00:00,0,SE,5864,333,2828,-2,24376,5333,1083
2022-07-03 20:00:00,0,SE,5858,366,2520,-1,24769,5392,1405
2022-07-03 21:00:00,0,SE,5856,350,2012,0,24301,5389,1731
2022-07-03 22:00:00,0,SE,5865,317,1396,0,23939,5391,1733
2022-07-03 23:00:00,0,SE,5870,314,1035,-1,23091,5388,1791
2022-07-04 00:00:00,0,SE,5873,317,281,-1,23071,5339,1458
2022-07-04 01:00:00,0,SE,5870,321,23,0,22497,5309,1227
2022-07-04 02:00:00,0,SE,5879,325,1,0,21729,5345,718
2022-07-04 03:00:00,0,SE,5886,327,1,-1,20383,5311,608
2022-07-04 04:00:00,0,SE,5891,330,0,-1,18289,5312,509
2022-07-04 05:00:00,0,SE,5895,328,1,0,16403,5302,443
2022-07-04 06:00:00,0,SE,5899,327,1,0,14917,5057,359
2022-07-04 07:00:00,0,SE,5930,330,0,-1,13443,4896,299
2022-07-04 08:00:00,0,SE,5899,327,1,0,12762,4805,250
2022-07-04 09:00:00,0,SE,5897,328,1,-1,12377,4752,277
2022-07-04 10:00:00,0,SE,5906,324,0,-1,12373,4687,290
2022-07-04 11:00:00,0,SE,5900,322,7,-2,12610,4633,229
2022-07-04 12:00:00,0,SE,5908,317,449,0,13016,4149,155
2022-07-04 13:00:00,0,SE,5901,321,1390,0,13371,4652,130
2022-07-04 14:00:00,0,SE,5888,323,1967,-1,15171,4897,167
2022-07-04 15:00:00,0,SE,5882,324,2506,-1,18170,5087,240
2022-07-04 16:00:00,0,SE,5871,335,2710,6,20570,5652,393
2022-07-04 17:00:00,0,SE,5871,390,2772,11,22914,5783,497
2022-07-04 18:00:00,0,SE,5869,389,2673,-1,24297,5763,802
2022-07-04 19:00:00,0,SE,5862,396,2685,0,24803,5772,1283
2022-07-04 20:00:00,0,SE,5859,395,2538,0,24821,5751,2498
2022-07-04 21:00:00,0,SE,5860,383,2348,0,24926,5747,3093
2022-07-04 22:00:00,0,SE,5869,384,1926,0,25159,5750,3123
2022-07-04 23:00:00,0,SE,5862,376,1592,-1,24622,5834,2755
2022-07-05 00:00:00,0,SE,5872,342,643,0,24887,5389,2244
2022-07-05 01:00:00,0,SE,5875,339,34,-1,24762,5338,1172
2022-07-05 02:00:00,0,SE,5878,326,1,0,23638,5372,558
2022-07-05 03:00:00,0,SE,5882,317,1,-1,21832,5381,372
2022-07-05 04:00:00,0,SE,5884,319,0,-1,19789,5204,430
2022-07-05 05:00:00,0,SE,5892,328,1,-2,17853,4917,407
2022-07-05 06:00:00,0,SE,5889,327,1,0,16051,4811,168
2022-07-05 07:00:00,0,SE,5894,326,0,0,14918,4808,163
2022-07-05 08:00:00,0,SE,5899,326,1,0,14355,4845,199
2022-07-05 09:00:00,0,SE,5897,326,1,0,14078,4819,185
2022-07-05 10:00:00,0,SE,5902,323,1,0,14266,4838,158
2022-07-05 11:00:00,0,SE,5900,333,12,0,15245,4721,129
2022-07-05 12:00:00,0,SE,5897,331,506,-2,15881,4789,188
2022-07-05 13:00:00,0,SE,5894,327,1691,0,16964,5024,91
2022-07-05 14:00:00,0,SE,5890,313,2636,0,18624,5265,188
2022-07-05 15:00:00,0,SE,5879,323,2890,0,20715,5600,199
2022-07-05 16:00:00,0,SE,5869,334,2937,0,22769,6046,409
2022-07-05 17:00:00,0,SE,5865,355,2666,-1,24827,6376,477
2022-07-05 18:00:00,0,SE,5862,423,2466,0,26371,6476,1324
2022-07-05 19:00:00,0,SE,5861,382,2510,0,26701,6681,2425
2022-07-05 20:00:00,0,SE,5853,384,2618,-1,26773,6693,2970
2022-07-05 21:00:00,0,SE,5859,375,2436,-1,26720,6790,3629
2022-07-05 22:00:00,0,SE,5852,377,2049,0,27471,6698,3744
2022-07-05 23:00:00,0,SE,5846,377,1649,-2,27296,6627,3577
2022-07-06 00:00:00,0,SE,5852,377,749,0,27359,6600,2690
2022-07-06 01:00:00,0,SE,5848,388,92,-2,27206,6607,1562
2022-07-06 02:00:00,0,SE,5858,386,0,-1,26162,6305,770
2022-07-06 03:00:00,0,SE,5862,323,1,0,24079,6271,330
2022-07-06 04:00:00,0,SE,5860,309,1,0,20759,6437,288
2022-07-06 05:00:00,0,SE,5877,314,1,-1,19090,6086,256
2022-07-06 06:00:00,0,SE,5867,317,0,0,18009,5723,255
2022-07-06 07:00:00,0,SE,5874,325,0,0,17394,5331,284
2022-07-06 08:00:00,0,SE,5870,322,1,-1,16752,5238,168
2022-07-06 09:00:00,0,SE,5882,322,1,0,16503,5238,159
2022-07-06 10:00:00,0,SE,5873,325,1,0,16673,5225,146
2022-07-06 11:00:00,0,SE,5875,325,9,0,17268,5192,198
2022-07-06 12:00:00,0,SE,5876,326,623,9,17724,5422,219
2022-07-06 13:00:00,0,SE,5872,322,1999,13,17932,5940,184
2022-07-06 14:00:00,0,SE,5864,326,2726,-1,19147,6615,191
2022-07-06 15:00:00,0,SE,5850,321,2960,-2,22032,7009,142
2022-07-06 16:00:00,0,SE,5853,317,2895,-1,24300,7213,153
2022-07-06 17:00:00,0,SE,5845,372,2981,-1,26176,7582,423
2022-07-06 18:00:00,0,SE,5847,398,2793,2,27436,7791,924
2022-07-06 19:00:00,0,SE,5847,433,2541,0,28443,7961,1907
2022-07-06 20:00:00,0,SE,5843,445,2379,0,28580,8044,2665
2022-07-06 21:00:00,0,SE,5840,442,2319,-1,28097,8292,3418
2022-07-06 22:00:00,0,SE,5836,438,2137,0,28368,8259,3293
2022-07-06 23:00:00,0,SE,5833,440,1801,-2,28338,8246,2801
2022-07-07 00:00:00,0,SE,5850,442,993,-1,27929,8266,2519
2022-07-07 01:00:00,0,SE,5854,418,110,0,27423,8216,1947
2022-07-07 02:00:00,0,SE,5857,340,1,0,26353,8035,1330
2022-07-07 03:00:00,0,SE,5847,310,-1,-1,24230,8084,1011
2022-07-07 04:00:00,0,SE,5857,313,1,0,21187,7808,391
2022-07-07 05:00:00,0,SE,5864,307,1,0,19029,7520,75
2022-07-07 06:00:00,0,SE,5871,308,1,-1,17525,6811,177
2022-07-07 07:00:00,0,SE,5873,316,1,0,17593,5796,133
2022-07-07 08:00:00,0,SE,5878,332,0,0,16594,5632,147
2022-07-07 09:00:00,0,SE,5880,341,0,-1,16081,5664,134
2022-07-07 10:00:00,0,SE,5878,354,0,0,16415,5513,191
2022-07-07 11:00:00,0,SE,5877,359,29,-2,16878,5572,203
2022-07-07 12:00:00,0,SE,5864,359,515,0,17170,5983,396
2022-07-07 13:00:00,0,SE,5866,362,1857,-1,17280,6510,424
2022-07-07 14:00:00,0,SE,5859,364,2688,0,19132,6659,142
2022-07-07 15:00:00,0,SE,5849,367,2978,0,22121,6686,179
2022-07-07 16:00:00,0,SE,5848,373,2830,0,24282,7362,223
