datetime,Nuclear,region,Wind,Hydro,Coal,Natural gas,Solar,Other
2022-07-03 15:00:00,5008,TEX,11163,141,8382,19769,8231,139
2022-07-03 16:00:00,5007,TEX,10073,160,8623,24235,8909,102
2022-07-03 17:00:00,5006,TEX,9601,160,9021,28407,9155,90
2022-07-03 18:00:00,5004,TEX,10638,159,9225,30807,9214,110
2022-07-03 19:00:00,4996,TEX,11941,126,9632,32336,8685,212
2022-07-03 20:00:00,4993,TEX,13685,64,10056,32661,8600,177
2022-07-03 21:00:00,4990,TEX,15334,124,10467,32567,8024,155
2022-07-03 22:00:00,4988,TEX,16464,125,10395,32289,7594,133
2022-07-03 23:00:00,4988,TEX,18409,125,10244,30885,6916,162
2022-07-04 00:00:00,4988,TEX,19486,92,10183,29999,5676,156
2022-07-04 01:00:00,4988,TEX,19267,10,10356,30157,3286,144
2022-07-04 02:00:00,4988,TEX,18702,7,9975,30411,542,157
2022-07-04 03:00:00,4989,TEX,16273,7,9909,30859,0,99
2022-07-04 04:00:00,4989,TEX,14977,7,9876,28915,0,132
2022-07-04 05:00:00,4990,TEX,14165,7,9446,26900,0,119
2022-07-04 06:00:00,4992,TEX,14601,44,8688,24131,0,123
2022-07-04 07:00:00,4993,TEX,15154,95,8183,21323,0,129
2022-07-04 08:00:00,4994,TEX,15838,84,8086,18995,0,99
2022-07-04 09:00:00,4994,TEX,16371,84,7697,17523,0,105
2022-07-04 10:00:00,4995,TEX,16777,47,7441,16665,0,101
2022-07-04 11:00:00,4996,TEX,16622,46,7445,16400,0,97
2022-07-04 12:00:00,4998,TEX,15910,46,7790,16021,47,121
2022-07-04 13:00:00,4998,TEX,14325,65,8194,15689,2055,84
2022-07-04 14:00:00,4998,TEX,14651,116,8030,14475,6501,92
2022-07-04 15:00:00,4998,TEX,17265,141,7751,14423,8527,129
2022-07-04 16:00:00,4999,TEX,16640,160,8135,18377,9200,108
2022-07-04 17:00:00,4996,TEX,15289,160,8619,23372,9266,148
2022-07-04 18:00:00,4995,TEX,14559,129,9279,27098,9251,157
2022-07-04 19:00:00,4993,TEX,14678,120,9802,29705,8952,153
2022-07-04 20:00:00,4991,TEX,14776,64,10022,32108,8410,214
2022-07-04 21:00:00,4989,TEX,15188,77,10126,33424,8234,249
2022-07-04 22:00:00,4988,TEX,16318,78,10140,33383,8252,275
2022-07-04 23:00:00,4987,TEX,17856,78,10296,32677,7757,140
2022-07-05 00:00:00,4985,TEX,19385,61,10109,32197,5795,144
2022-07-05 01:00:00,4986,TEX,21258,10,9949,31610,2292,119
2022-07-05 02:00:00,4987,TEX,21432,7,9937,30177,378,117
2022-07-05 03:00:00,4989,TEX,20546,7,9940,28270,2,103
2022-07-05 04:00:00,4989,TEX,20702,7,9794,25207,0,115
2022-07-05 05:00:00,4990,TEX,21491,7,9074,21835,0,111
2022-07-05 06:00:00,4991,TEX,21811,45,7614,19666,0,96
2022-07-05 07:00:00,4991,TEX,20323,94,7535,18253,0,87
2022-07-05 08:00:00,4991,TEX,19084,82,7621,17086,0,82
2022-07-05 09:00:00,4992,TEX,18805,82,7546,16332,0,82
2022-07-05 10:00:00,4992,TEX,18889,45,7511,15633,0,97
2022-07-05 11:00:00,4993,TEX,18491,44,7518,16658,0,82
2022-07-05 12:00:00,4994,TEX,18556,44,7908,16873,46,97
2022-07-05 13:00:00,4994,TEX,17220,64,8285,17465,1910,74
2022-07-05 14:00:00,4994,TEX,17995,118,8215,16436,5482,73
2022-07-05 15:00:00,4995,TEX,19782,141,7959,17419,6963,166
2022-07-05 16:00:00,5000,TEX,18022,160,8324,21928,8058,134
2022-07-05 17:00:00,4999,TEX,15056,160,8480,27586,9008,161
2022-07-05 18:00:00,4998,TEX,12463,159,9296,32846,8976,180
2022-07-05 19:00:00,4996,TEX,11243,128,10248,36116,9078,231
2022-07-05 20:00:00,4990,TEX,11420,65,10897,37723,9178,244
2022-07-05 21:00:00,4987,TEX,12647,96,11358,38131,8564,412
2022-07-05 22:00:00,4986,TEX,13754,81,11726,38354,8002,356
2022-07-05 23:00:00,4984,TEX,14529,80,11864,38855,6347,330
2022-07-06 00:00:00,4983,TEX,15814,59,11750,38412,4418,162
2022-07-06 01:00:00,4984,TEX,17511,53,11042,37368,2452,219
2022-07-06 02:00:00,4986,TEX,17047,9,11289,36736,250,189
2022-07-06 03:00:00,4987,TEX,16853,6,10669,35239,0,145
2022-07-06 04:00:00,4988,TEX,16034,6,9918,32475,0,144
2022-07-06 05:00:00,4990,TEX,15783,6,9228,29013,0,99
2022-07-06 06:00:00,4990,TEX,16545,40,8674,24953,0,94
2022-07-06 07:00:00,4991,TEX,17906,74,8310,20969,0,114
2022-07-06 08:00:00,4992,TEX,17716,82,7517,19610,0,101
2022-07-06 09:00:00,4993,TEX,17839,82,7216,18345,0,101
2022-07-06 10:00:00,4994,TEX,17982,46,7222,17714,0,76
2022-07-06 11:00:00,4995,TEX,17995,44,7238,18097,0,86
2022-07-06 12:00:00,4996,TEX,16686,43,7777,19801,36,105
2022-07-06 13:00:00,4997,TEX,15025,64,8343,19862,1893,75
2022-07-06 14:00:00,4997,TEX,14871,94,8497,19613,5257,68
2022-07-06 15:00:00,4997,TEX,16979,116,8266,19880,7259,133
2022-07-06 16:00:00,4996,TEX,14631,134,8480,24747,8694,228
2022-07-06 17:00:00,4994,TEX,11257,153,9507,30862,8848,183
2022-07-06 18:00:00,4993,TEX,8959,123,10532,36194,8711,167
2022-07-06 19:00:00,4996,TEX,8480,90,11332,38797,9155,166
2022-07-06 20:00:00,4992,TEX,9538,44,11831,39559,9139,154
2022-07-06 21:00:00,4984,TEX,10721,77,11587,39826,8940,336
2022-07-06 22:00:00,4983,TEX,11705,77,11822,39503,8415,341
2022-07-06 23:00:00,4981,TEX,12533,77,11652,39037,8052,236
2022-07-07 00:00:00,4982,TEX,12975,77,11726,38603,6870,182
2022-07-07 01:00:00,4982,TEX,13147,33,11841,39111,3964,240
2022-07-07 02:00:00,4983,TEX,13445,30,11885,39485,474,181
2022-07-07 03:00:00,4984,TEX,14921,29,10975,36777,0,154
2022-07-07 04:00:00,4984,TEX,17456,10,10170,31204,0,127
2022-07-07 05:00:00,4985,TEX,18915,6,9842,25803,0,147
2022-07-07 06:00:00,4985,TEX,18480,74,9027,22907,0,102
2022-07-07 07:00:00,4986,TEX,18320,73,7903,21261,0,88
2022-07-07 08:00:00,4987,TEX,18551,81,7430,19627,0,77
2022-07-07 09:00:00,4987,TEX,18018,44,7449,18731,0,72
2022-07-07 10:00:00,4987,TEX,17767,43,7403,18275,0,65
2022-07-07 11:00:00,4988,TEX,16934,43,7562,19132,0,102
2022-07-07 12:00:00,4989,TEX,15853,43,7904,20320,40,71
2022-07-07 13:00:00,4990,TEX,14271,63,8078,21038,2139,82
2022-07-07 14:00:00,4989,TEX,12463,94,8171,21599,6743,63
2022-07-07 15:00:00,4988,TEX,13200,115,7933,22722,8904,114
2022-07-07 16:00:00,4989,TEX,10933,134,8974,27685,9362,121
2022-07-07 17:00:00,4989,TEX,8002,134,10029,33580,9381,175
2022-07-07 18:00:00,4989,TEX,6700,132,10928,37675,9369,197
2022-07-07 19:00:00,4987,TEX,6483,76,11849,40177,9211,225
2022-07-07 20:00:00,4985,TEX,6188,88,12134,42281,9077,197
2022-07-07 21:00:00,4983,TEX,6732,75,12209,43138,8819,184
2022-07-07 22:00:00,4981,TEX,7631,76,12110,42712,8700,167
2022-07-07 23:00:00,4980,TEX,9130,77,11929,41350,8298,288
2022-07-08 00:00:00,4979,TEX,10455,76,11884,40255,7087,240
2022-07-08 01:00:00,4980,TEX,11072,76,11874,40515,4040,252
2022-07-08 02:00:00,4981,TEX,11032,11,11932,41432,400,302
2022-07-08 03:00:00,4982,TEX,13017,5,11707,37607,0,213
2022-07-08 04:00:00,4984,TEX,15636,5,10270,32469,0,157
2022-07-08 05:00:00,4986,TEX,16612,5,9900,27646,0,143
2022-07-08 06:00:00,4986,TEX,17200,73,8520,24630,0,148
2022-07-08 07:00:00,4987,TEX,16810,73,7666,22951,0,86
2022-07-08 08:00:00,4987,TEX,15109,81,7542,22564,0,73
2022-07-08 09:00:00,4988,TEX,13654,44,7858,22364,0,70
2022-07-08 10:00:00,4988,TEX,13030,43,7921,22357,0,72
2022-07-08 11:00:00,4988,TEX,13582,43,7798,22390,0,72
2022-07-08 12:00:00,4988,TEX,13361,43,7740,22741,40,132
2022-07-08 13:00:00,4990,TEX,11649,20,7764,24071,1965,78
2022-07-08 14:00:00,4991,TEX,9815,94,7836,24546,6527,81
2022-07-08 15:00:00,4991,TEX,9680,87,8079,26129,8921,196
2022-07-08 16:00:00,4991,TEX,6699,115,9141,32198,9203,163
2022-07-08 17:00:00,4990,TEX,3721,135,10294,38234,9199,197
2022-07-08 18:00:00,4988,TEX,2400,104,11234,42199,9037,212
2022-07-08 19:00:00,4987,TEX,2587,100,11419,44869,9083,202
2022-07-08 20:00:00,4985,TEX,3342,154,11482,46535,8830,248
2022-07-08 21:00:00,4981,TEX,4205,125,11381,47276,8452,355
2022-07-08 22:00:00,4979,TEX,4915,124,11264,47236,8410,380
2022-07-08 23:00:00,4978,TEX,5116,124,11146,47198,8384,335
2022-07-09 00:00:00,4978,TEX,6679,123,11119,46230,7547,176
2022-07-09 01:00:00,4978,TEX,8628,120,11095,45885,4234,195
2022-07-09 02:00:00,4978,TEX,9550,13,11157,45711,525,158
2022-07-09 03:00:00,4979,TEX,11462,4,10896,41910,0,164
2022-07-09 04:00:00,4980,TEX,13615,5,9583,36923,0,223
2022-07-09 05:00:00,4981,TEX,15106,5,9315,31746,0,137
2022-07-09 06:00:00,4982,TEX,15278,43,8744,28355,0,114
2022-07-09 07:00:00,4982,TEX,13573,79,8544,26801,0,96
2022-07-09 08:00:00,4983,TEX,10273,87,8663,27198,0,77
2022-07-09 09:00:00,4984,TEX,7668,50,8662,27802,0,86
2022-07-09 10:00:00,4985,TEX,5539,50,8822,28587,0,68
2022-07-09 11:00:00,4985,TEX,5021,50,8798,28419,0,84
2022-07-09 12:00:00,4985,TEX,5195,49,8813,27668,32,95
2022-07-09 13:00:00,4986,TEX,5132,27,8742,27129,1784,68
2022-07-09 14:00:00,4986,TEX,3753,100,8766,27340,6208,111
2022-07-09 15:00:00,4986,TEX,3447,93,9186,29972,7988,171
2022-07-09 16:00:00,4986,TEX,2239,121,9476,35026,8659,159
2022-07-09 17:00:00,4985,TEX,1629,140,10574,38783,8572,139
2022-07-09 18:00:00,4984,TEX,1686,139,11238,41999,8473,174
2022-07-09 19:00:00,4982,TEX,2682,113,11425,44030,8754,194
2022-07-09 20:00:00,4978,TEX,4202,159,11515,45558,7986,215
2022-07-09 21:00:00,4975,TEX,4893,131,11499,46710,6944,458
2022-07-09 22:00:00,4973,TEX,5534,131,11460,47599,6262,391
2022-07-09 23:00:00,4970,TEX,6668,131,11363,47143,5956,215
2022-07-10 00:00:00,4968,TEX,6784,131,11277,46825,5239,238
2022-07-10 01:00:00,4961,TEX,7646,131,11151,46375,3306,273
2022-07-10 02:00:00,4916,TEX,6938,20,11223,47041,341,196
2022-07-10 03:00:00,4945,TEX,7194,42,11131,44656,0,195
2022-07-10 04:00:00,4963,TEX,7220,12,11033,41225,0,183
2022-07-10 05:00:00,4974,TEX,6460,12,10499,38746,0,123
2022-07-10 06:00:00,4975,TEX,6245,49,9476,36197,0,116
2022-07-10 07:00:00,4976,TEX,6004,80,8963,33615,0,108
2022-07-10 08:00:00,4978,TEX,5336,88,9229,31496,0,66
2022-07-10 09:00:00,4979,TEX,5038,51,9150,30049,0,86
2022-07-10 10:00:00,4980,TEX,4705,51,8893,29237,0,76
2022-07-10 11:00:00,4981,TEX,3956,51,8917,28884,0,78
2022-07-10 12:00:00,4982,TEX,3639,50,9006,28345,36,66
2022-07-10 13:00:00,4982,TEX,2786,28,8787,28038,1832,97
2022-07-10 14:00:00,4982,TEX,1763,101,8853,28112,6084,120
2022-07-10 15:00:00,4983,TEX,1676,94,9029,29951,8866,103
2022-07-10 16:00:00,4984,TEX,1099,122,9357,34066,9556,113
2022-07-10 17:00:00,4983,TEX,802,140,10389,37746,9596,94
2022-07-10 18:00:00,4982,TEX,956,110,11358,41356,9334,128
2022-07-10 19:00:00,4980,TEX,1431,104,11854,44205,9054,157
2022-07-10 20:00:00,4976,TEX,2162,159,12071,45696,8672,200
2022-07-10 21:00:00,4973,TEX,3219,131,12108,45957,8703,259
2022-07-10 22:00:00,4973,TEX,3959,131,12133,46386,8386,371
2022-07-10 23:00:00,4971,TEX,4771,133,12181,46216,7828,331
2022-07-11 00:00:00,4969,TEX,5688,135,12251,46307,6024,418
2022-07-11 01:00:00,4968,TEX,6478,134,12300,46752,3125,251
2022-07-11 02:00:00,4970,TEX,7646,21,12146,45871,390,171
2022-07-11 03:00:00,4971,TEX,9219,13,11785,42540,0,206
2022-07-11 04:00:00,4972,TEX,11280,13,10522,37990,0,175
2022-07-11 05:00:00,4974,TEX,11966,14,10279,33338,0,126
2022-07-11 06:00:00,4975,TEX,11825,50,10168,29921,0,97
2022-07-11 07:00:00,4976,TEX,11126,81,9321,28514,0,93
2022-07-11 08:00:00,4976,TEX,9754,89,9460,27427,0,110
2022-07-11 09:00:00,4978,TEX,7800,52,9503,28169,0,88
2022-07-11 10:00:00,4980,TEX,6797,51,9553,28419,0,97
2022-07-11 11:00:00,4982,TEX,6002,51,9779,29176,0,105
2022-07-11 12:00:00,4982,TEX,4921,51,10224,30113,25,122
2022-07-11 13:00:00,4982,TEX,3695,29,10270,30773,1683,99
2022-07-11 14:00:00,4983,TEX,2524,100,10301,30334,6009,88
2022-07-11 15:00:00,4982,TEX,2655,95,10326,31648,8477,104
2022-07-11 16:00:00,4982,TEX,1918,123,10589,35931,9344,144
2022-07-11 17:00:00,4981,TEX,1061,142,11529,40175,9567,154
2022-07-11 18:00:00,4978,TEX,746,145,12182,43775,9524,178
2022-07-11 19:00:00,4976,TEX,1530,204,12332,45917,9272,148
2022-07-11 20:00:00,4975,TEX,3057,162,12430,46273,9381,130
2022-07-11 21:00:00,4974,TEX,4797,132,12409,45712,9112,138
2022-07-11 22:00:00,4972,TEX,6273,132,12154,45114,8747,150
2022-07-11 23:00:00,4973,TEX,7281,132,12018,44352,8289,160
2022-07-12 00:00:00,4971,TEX,8504,133,11974,43579,7406,175
2022-07-12 01:00:00,4971,TEX,10071,130,11982,43232,4400,221
2022-07-12 02:00:00,4971,TEX,10270,108,11965,43651,617,475
2022-07-12 03:00:00,4980,TEX,11934,18,11820,40437,0,202
2022-07-12 04:00:00,4984,TEX,13978,10,10828,35524,0,162
2022-07-12 05:00:00,4985,TEX,14488,43,10289,31035,0,145
2022-07-12 06:00:00,4987,TEX,14382,80,9934,27750,0,114
2022-07-12 07:00:00,4978,TEX,13468,79,8956,26413,0,91
2022-07-12 08:00:00,4977,TEX,12233,79,8426,25753,0,76
2022-07-12 09:00:00,4978,TEX,10714,41,8767,25385,0,76
2022-07-12 10:00:00,4980,TEX,9373,41,9176,25481,0,81
2022-07-12 11:00:00,4980,TEX,8954,83,9449,25708,0,77
2022-07-12 12:00:00,4981,TEX,8004,59,9730,26844,30,83
2022-07-12 13:00:00,4982,TEX,7392,119,9807,27048,1508,98
2022-07-12 14:00:00,4983,TEX,7061,131,9745,26457,5482,182
2022-07-12 15:00:00,4982,TEX,6845,132,9891,28047,8263,114
2022-07-12 16:00:00,4981,TEX,6177,133,10355,32413,8891,141
2022-07-12 17:00:00,4980,TEX,7417,130,10382,34880,9381,193
2022-07-12 18:00:00,4977,TEX,8749,40,10958,37343,9091,184
2022-07-12 19:00:00,4974,TEX,8801,5,12149,40127,8793,146
2022-07-12 20:00:00,4971,TEX,8119,116,12416,42233,8629,276
2022-07-12 21:00:00,4968,TEX,8451,119,12394,43092,7988,401
2022-07-12 22:00:00,4966,TEX,9277,119,12403,42987,7636,199
2022-07-12 23:00:00,4964,TEX,10245,119,12269,42330,6728,179
2022-07-13 00:00:00,4964,TEX,11545,119,12005,41234,5445,183
2022-07-13 01:00:00,4964,TEX,11574,118,11944,41052,3371,284
2022-07-13 02:00:00,4965,TEX,10392,8,11958,42100,593,524
2022-07-13 03:00:00,4966,TEX,9497,0,11953,41387,52,227
2022-07-13 04:00:00,4971,TEX,9664,0,11298,37859,0,156
2022-07-13 05:00:00,4973,TEX,8954,2,10345,35247,0,118
2022-07-13 06:00:00,4975,TEX,8284,72,10289,31854,0,110
2022-07-13 07:00:00,4976,TEX,6959,99,9692,30579,0,74
2022-07-13 08:00:00,4974,TEX,6154,76,9495,29159,0,63
2022-07-13 09:00:00,4975,TEX,5109,41,9564,28620,0,59
2022-07-13 10:00:00,4976,TEX,4222,54,9907,28486,0,61
2022-07-13 11:00:00,4977,TEX,3873,83,10057,28851,0,65
2022-07-13 12:00:00,4979,TEX,3422,87,10055,30285,25,105
2022-07-13 13:00:00,4980,TEX,2611,138,10017,30766,1476,64
2022-07-13 14:00:00,4980,TEX,1597,149,10019,30828,5628,54
2022-07-13 15:00:00,4980,TEX,1338,152,10093,32569,8098,120
2022-07-13 16:00:00,4976,TEX,1019,152,11028,35862,9166,136
2022-07-13 17:00:00,4977,TEX,696,151,11452,40015,9319,186
2022-07-13 18:00:00,4979,TEX,706,60,11749,43940,9191,190
2022-07-13 19:00:00,4976,TEX,2020,105,11738,45868,9054,278
2022-07-13 20:00:00,4966,TEX,3960,98,11863,46702,8220,540
2022-07-13 21:00:00,4958,TEX,5375,140,11891,47187,6948,692
2022-07-13 22:00:00,4957,TEX,6753,124,11893,47175,6276,300
2022-07-13 23:00:00,4957,TEX,7705,94,11919,47067,4951,203
2022-07-14 00:00:00,4957,TEX,7980,93,11772,46766,3740,155
2022-07-14 01:00:00,4958,TEX,9055,94,11692,45720,1953,193
2022-07-14 02:00:00,4958,TEX,8528,10,11736,45582,239,150
2022-07-14 03:00:00,4959,TEX,9343,0,11436,43119,0,152
2022-07-14 04:00:00,4963,TEX,11251,0,10224,38542,0,192
2022-07-14 05:00:00,4965,TEX,10821,1,9771,35237,0,117
2022-07-14 06:00:00,4967,TEX,10237,71,9602,32106,0,92
2022-07-14 07:00:00,4968,TEX,8257,100,9007,31536,0,72
2022-07-14 08:00:00,4970,TEX,7432,78,8554,30385,0,62
2022-07-14 09:00:00,4970,TEX,7435,41,8836,28638,0,64
2022-07-14 10:00:00,4972,TEX,7526,41,9067,27342,0,60
2022-07-14 11:00:00,4973,TEX,6898,83,9076,28036,0,64
2022-07-14 12:00:00,4974,TEX,7222,59,9380,28018,12,74
2022-07-14 13:00:00,4975,TEX,6886,92,9446,27842,1205,60
2022-07-14 14:00:00,4976,TEX,4562,129,9231,28644,5860,62
2022-07-14 15:00:00,4975,TEX,3855,151,9451,30169,8436,86
2022-07-14 16:00:00,4975,TEX,3233,152,9795,33586,9093,281
2022-07-14 17:00:00,4973,TEX,2450,151,10121,37168,8952,177
2022-07-14 18:00:00,4972,TEX,2952,60,10109,39440,8828,112
2022-07-14 19:00:00,4968,TEX,3914,24,10196,40242,8562,145
2022-07-14 20:00:00,4970,TEX,6249,114,9746,39762,7836,129
2022-07-14 21:00:00,4972,TEX,8879,115,9559,38216,7428,120
2022-07-14 22:00:00,4971,TEX,11950,115,9449,36348,6977,135
2022-07-14 23:00:00,4972,TEX,14341,115,9194,33425,6941,129
2022-07-15 00:00:00,4971,TEX,15150,115,9292,32093,5280,208
2022-07-15 01:00:00,4972,TEX,14644,116,9388,32470,2259,163
2022-07-15 02:00:00,4972,TEX,14652,28,9228,32025,389,134
2022-07-15 03:00:00,4975,TEX,15283,1,9229,29852,0,158
2022-07-15 04:00:00,4975,TEX,14624,0,8716,27595,0,178
2022-07-15 05:00:00,4976,TEX,12262,33,8534,26302,0,136
2022-07-15 06:00:00,4977,TEX,9473,71,8710,25463,0,85
2022-07-15 07:00:00,4979,TEX,7221,100,8448,25269,0,82
2022-07-15 08:00:00,4980,TEX,5965,85,8178,24988,0,69
2022-07-15 09:00:00,4981,TEX,6173,46,8457,23325,0,66
2022-07-15 10:00:00,4983,TEX,5642,58,8841,23156,0,57
2022-07-15 11:00:00,4983,TEX,5741,87,8910,23497,0,68
2022-07-15 12:00:00,4985,TEX,4856,63,9061,25054,27,82
2022-07-15 13:00:00,4986,TEX,3795,123,9083,25480,1900,63
2022-07-15 14:00:00,4986,TEX,2090,155,9117,25679,6907,91
2022-07-15 15:00:00,4983,TEX,2081,154,9306,27194,8987,135
2022-07-15 16:00:00,4982,TEX,2627,155,9673,30236,9238,189
2022-07-15 17:00:00,4983,TEX,2869,153,10226,33553,9208,159
2022-07-15 18:00:00,4983,TEX,3083,68,10829,36182,9293,172
2022-07-15 19:00:00,4985,TEX,3175,116,11178,38351,9257,174
2022-07-15 20:00:00,4984,TEX,3590,116,11270,38971,9354,260
2022-07-15 21:00:00,4984,TEX,4048,117,11343,39274,8911,262
2022-07-15 22:00:00,4984,TEX,4582,117,11431,39470,8451,178
2022-07-15 23:00:00,4984,TEX,4932,117,11243,39130,8468,149
2022-07-16 00:00:00,4984,TEX,6121,117,10305,37976,7891,166
2022-07-16 01:00:00,4984,TEX,8135,32,10138,37480,4595,248
2022-07-16 02:00:00,4985,TEX,9625,25,10985,36743,622,230
2022-07-16 03:00:00,4984,TEX,12024,5,10006,33977,0,144
2022-07-16 04:00:00,4985,TEX,15271,5,9359,27995,0,135
2022-07-16 05:00:00,4986,TEX,16827,5,9028,23322,0,160
2022-07-16 06:00:00,4986,TEX,17185,75,8951,20064,0,96
2022-07-16 07:00:00,4987,TEX,16693,103,8505,18366,0,71
2022-07-16 08:00:00,4986,TEX,16053,83,8235,17258,0,80
2022-07-16 09:00:00,4987,TEX,15010,47,8244,17139,0,79
2022-07-16 10:00:00,4988,TEX,13288,46,8456,17490,0,83
2022-07-16 11:00:00,4988,TEX,11813,88,8799,18195,0,90
2022-07-16 12:00:00,4989,TEX,10538,64,8872,19097,27,83
2022-07-16 13:00:00,4989,TEX,8907,125,8870,20009,1862,71
2022-07-16 14:00:00,4989,TEX,5758,156,8944,21149,6989,91
2022-07-16 15:00:00,4989,TEX,5718,157,8887,23161,9182,130
2022-07-16 16:00:00,4987,TEX,4993,158,9202,27518,9667,149
2022-07-16 17:00:00,4986,TEX,3643,157,10065,32387,9685,149
2022-07-16 18:00:00,4984,TEX,3476,67,10701,35564,9599,129
2022-07-16 19:00:00,4981,TEX,4779,31,10747,36807,9672,152
2022-07-16 20:00:00,4978,TEX,6032,97,11030,37785,9496,264
2022-07-16 21:00:00,4975,TEX,7218,98,11260,38292,9298,315
2022-07-16 22:00:00,4974,TEX,8230,98,11026,39201,8966,242
2022-07-16 23:00:00,4974,TEX,8788,98,10982,39250,8538,169
2022-07-17 00:00:00,4973,TEX,9129,98,10953,39030,7360,234
2022-07-17 01:00:00,4973,TEX,9489,10,11217,39109,4478,267
2022-07-17 02:00:00,4974,TEX,9625,3,11439,39913,613,223
2022-07-17 03:00:00,4975,TEX,11694,3,10081,37730,0,134
2022-07-17 04:00:00,4975,TEX,14101,3,9446,32745,0,153
2022-07-17 05:00:00,4976,TEX,15613,3,9196,27830,0,151
2022-07-17 06:00:00,4978,TEX,16401,66,8682,24059,0,103
