datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-07-01 00:00:00,80,NE,3335,651,44,0,10644,0,1201
2022-07-01 01:00:00,76,NE,3336,644,13,0,10414,0,904
2022-07-01 02:00:00,87,NE,3324,637,7,0,10134,0,310
2022-07-01 03:00:00,148,NE,3320,633,7,0,8916,5,261
2022-07-01 04:00:00,160,NE,3325,638,7,0,7223,9,258
2022-07-01 05:00:00,183,NE,3345,635,7,0,6587,4,268
2022-07-01 06:00:00,215,NE,3326,631,7,0,6103,2,273
2022-07-01 07:00:00,243,NE,3334,626,7,0,5643,1,281
2022-07-01 08:00:00,278,NE,3333,625,7,0,5459,1,287
2022-07-01 09:00:00,334,NE,3345,615,7,0,5492,0,285
2022-07-01 10:00:00,405,NE,3340,607,12,0,5419,0,284
2022-07-01 11:00:00,463,NE,3360,585,41,0,5803,1,295
2022-07-01 12:00:00,447,NE,3398,589,111,0,6401,1,299
2022-07-01 13:00:00,375,NE,3374,593,222,0,7351,2,300
2022-07-01 14:00:00,310,NE,3351,578,340,0,7921,1,299
2022-07-01 15:00:00,331,NE,3367,582,410,18,8732,0,336
2022-07-01 16:00:00,335,NE,3365,575,446,33,9451,0,338
2022-07-01 17:00:00,366,NE,3375,585,438,18,10482,0,347
2022-07-01 18:00:00,422,NE,3363,588,409,33,11117,0,357
2022-07-01 19:00:00,409,NE,3357,599,402,9,11726,0,753
2022-07-01 20:00:00,435,NE,3380,599,395,0,11833,0,1305
2022-07-01 21:00:00,501,NE,3343,601,299,0,12147,6,1506
2022-07-01 22:00:00,530,NE,3344,613,216,4,12337,9,1792
2022-07-01 23:00:00,552,NE,3338,617,107,6,12120,9,1823
2022-07-02 00:00:00,573,NE,3337,618,37,5,12244,8,1440
2022-07-02 01:00:00,624,NE,3340,606,12,5,11646,4,1252
2022-07-02 02:00:00,485,NE,3335,627,7,5,11633,0,739
2022-07-02 03:00:00,365,NE,3323,613,7,5,10956,0,474
2022-07-02 04:00:00,351,NE,3320,609,7,2,9554,0,314
2022-07-02 05:00:00,301,NE,3320,611,7,0,8256,0,305
2022-07-02 06:00:00,355,NE,3327,616,7,0,7515,0,312
2022-07-02 07:00:00,321,NE,3329,619,7,0,6959,0,287
2022-07-02 08:00:00,403,NE,3351,612,7,0,6290,0,289
2022-07-02 09:00:00,447,NE,3343,613,7,0,6363,0,292
2022-07-02 10:00:00,496,NE,3340,592,7,0,6232,1,294
2022-07-02 11:00:00,565,NE,3354,576,18,0,6291,1,297
2022-07-02 12:00:00,485,NE,3361,572,46,0,7248,4,300
2022-07-02 13:00:00,363,NE,3353,560,98,0,7675,8,312
2022-07-02 14:00:00,348,NE,3368,562,174,0,8115,7,322
2022-07-02 15:00:00,389,NE,3350,567,232,0,8525,4,354
2022-07-02 16:00:00,437,NE,3358,563,350,5,8706,6,345
2022-07-02 17:00:00,507,NE,3352,555,337,5,9330,2,334
2022-07-02 18:00:00,539,NE,3350,535,334,5,9347,0,311
2022-07-02 19:00:00,607,NE,3350,551,364,0,9740,0,307
2022-07-02 20:00:00,608,NE,3352,561,363,0,10056,0,282
2022-07-02 21:00:00,607,NE,3360,571,307,3,10678,0,807
2022-07-02 22:00:00,590,NE,3363,594,160,30,11185,0,1439
