Date_Time_Hour_Beginning,International_Exports,International_Imports,Thermal_Generation,Nuclear_Generation,Eskom_Gas_Generation,Eskom_OCGT_Generation,Hydro_Water_Generation,Pumped_Water_Generation,ILS_Usage,Manual_Load_Reduction_MLR,IOS_Excl_ILS_and_MLR,Dispatchable_IPP_OCGT,Eskom_Gas_SCO_Pumping,Eskom_OCGT_SCO_Pumping,Hydro_Water_SCO_Pumping,Pumped_Water_SCO_Pumping,Wind,PV,CSP,Other_RE,Thermal_Gen_Excl_Pumping_and_SCO
2018/9/20 8:00,1583.738,1216,24384.07,880,0,0,327,1219,0,0,55,0,-2,-1.73,0,-22,324.907,874.02,237.585,13.265,
2018/9/20 9:00,1587.651,1169,23554.56,880,0,0,211,1760,0,0,70,0,-2,-1.73,0,-11,255.97,1128.617,298.442,13.635,
2018/9/20 10:00,1697.961,1134,23591.98,881,0,0,210,1827,0,0,30,0,-2,-1.73,0,-10,165.05,1264.091,298.389,13.414,
2018/9/20 11:00,1716.961,1151,23586.864,882,0,0,13,2000,0,0,30,0,-2,-1.73,0,-7,104.532,1313.508,298.175,13.331,
2018/9/20 12:00,1678.636,1152,23836.694,881,0,0,0,1525,0,0,30,0,-2,-1.6,0,-18,91.14,1325.318,299.03,13.268,
2018/9/20 13:00,1699.588,1201,23823.273,880,0,0,0,1368,0,0,12.5,0,-2,-1.47,0,-24,138.063,1286.355,299.05,13.178,
2018/9/20 14:00,1707.816,1253,23666.476,880,0,0,0,1360,0,0,0,383.269,-2,0,0,-22,159.942,1146.943,298.4,13.123,
2018/9/20 15:00,1724.314,1241,23792.431,880,0,0,0,1180,0,0,0,1005.212,-2,0,0,-26,195.852,890.276,298.236,13.559,
2018/9/20 16:00,1810.68,1254,23927.147,880,0,48,36,1834,0,0,0,1019.296,-2,0,0,-12,244.475,586.765,297.904,13.69,
2018/9/20 17:00,1826,1262,24132.472,880,0,768,260,1740,0,0,0,1020.357,-2,0,0,-11,314.719,195.524,201.21,13.772,
2018/9/20 18:00,2001.703,1175,24742.057,880,0,1200,554,1732,0,0,297,1020.583,-2,0,0,-12,520.818,4.97,145.729,13.471,
2018/9/20 19:00,1883.738,1146,25214.703,879,0,1157,289,978,0,0,297,1021.039,-2,0,0,-24,558.276,0,158.659,12.901,
2018/9/20 20:00,1795.649,1136,25628.267,879,0,490,29,203,0,0,0,748.872,-2,-0.13,0,-36,460.501,0,184.968,13.653,
2018/9/20 21:00,1707.644,1166,25433.787,879,0,0,0,87,0,0,0,1.385,-2,-1.6,0,-569,328.968,0,153.91,13.607,
2018/9/20 22:00,1599.568,1220,24597.999,880,0,0,0,0,0,0,0,0,-2,-1.73,0,-1937,275.597,0,43.727,13.118,
2018/9/20 23:00,1531.251,1183,23604.68,879,0,0,0,0,0,0,0,0,-2,-1.73,0,-2339,221.012,0,42.726,12.871,
2018/9/21 0:00,1485.476,1150,22762.256,880,0,0,0,0,0,0,0,0,-2,-1.73,0,-2320,260.977,0,42.703,12.067,
2018/9/21 1:00,1484.373,1286,22294.048,881,0,0,0,0,0,0,0,0,-2,-1.73,0,-2318,295.812,0,42.557,11.283,
2018/9/21 2:00,1477.37,1270,22103.234,880,0,0,0,0,0,0,0,0,-2,-1.6,0,-2320,387.711,0,42.748,11.407,
2018/9/21 3:00,1493.626,1294,22290.97,881,0,0,0,0,0,0,0,0,-2,-1.73,0,-2311,464.478,0,42.59,11.598,
2018/9/21 4:00,1527.7,1354,23479.737,880,0,0,0,0,0,0,0,0,-2,-1.6,0,-2034,510.013,0,37.912,11.629,
2018/9/21 5:00,1688.494,1240,24301.901,880,0,0,0,202,0,0,0,503.047,-2,-1.73,0,-146,399.005,0,0.863,11.807,
2018/9/21 6:00,1840.484,1269,24430.127,880,0,0,0,1650,0,0,0,1013.848,-2,-1.6,0,-15,393.139,13.711,0,12.648,
2018/9/21 7:00,1576.938,1267,23646.577,881,0,0,192,1764,0,0,0,1018.104,-2,-1.73,0,-8,315.768,182.865,0,11.745,
2018/9/21 8:00,1605.016,1256,23770.04,880,0,0,329,1890,0,0,0,1010.877,-2,-1.73,0,-6,238.156,538.733,8.796,11.946,
2018/9/21 9:00,1553.704,1256,23922.697,880,0,0,210,1271,0,0,0,896.306,-2,-1.47,0,-22,352.667,790.088,137.055,12.758,
2018/9/21 10:00,1654.014,1250,24076.753,880,0,26,210,1831,0,0,0,116.177,-2,-1.33,0,-9,393.421,894.026,192.642,12.711,
2018/9/21 11:00,1658.316,1236,24354.01,880,0,411,8,1067,0,0,0,0,-2,0,0,-30,421.501,993.038,216.414,12.631,
2018/9/21 12:00,1638.358,1232,23847.466,879,0,277,0,801,0,0,0,0,-2,0,0,-36,508.581,1022.576,213.619,12.237,
2018/9/21 13:00,1603.131,1244,23327.736,879,0,306,0,912,0,0,0,0,-2,0,0,-31,561.09,994.621,176.796,12.528,
2018/9/21 14:00,1636.724,1251,23223.639,878,0,261,0,837,0,0,0,0,-2,0,0,-32,706.236,967.87,174.776,12.526,
2018/9/21 15:00,1645.279,1250,23332.846,879,0,261,0,729,0,0,0,0,-2,0,0,-34,800.973,805.882,197.275,12.542,
2018/9/21 16:00,1682.364,1241,23573.283,879,0,281,0,593,0,0,0,84.517,-2,0,0,-34,800.563,532.241,237.828,12.219,
2018/9/21 17:00,1753.125,1246,24060.026,879,0,0,3,893,0,0,0,490.459,-2,0,0,-29,822.525,189.574,205.608,12.073,
2018/9/21 18:00,2058.968,1196,24444.617,880,0,0,422,2067,0,0,72,500.856,-2,0,0,0,859.834,5.829,138.512,12.095,
2018/9/21 19:00,1988.507,1166,24595.673,880,0,0,461,1758,0,0,72,505.191,-2,0,0,-9,920.032,0,138.96,12.093,
2018/9/21 20:00,1730.774,1149,24578.324,881,0,0,238,456,0,0,0,505.707,-2,0,0,-38,898.92,0,117.041,12.059,
2018/9/21 21:00,1581.861,1176,24487.463,883,0,0,45,0,0,0,0,507.113,-2,-0.93,0,-1216,815.767,0,76.907,12.003,
2018/9/21 22:00,1529.808,1180,24261.973,882,0,0,0,0,0,0,0,192.348,-2,-1.73,0,-2366,762.353,0,0,12,
2018/9/21 23:00,1550.765,1261,23037.407,882,0,0,0,0,0,0,0,0,-2,-1.6,0,-2348,749.825,0,0,11.742,
2018/9/22 0:00,1517.694,1294,21995.766,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2352,782.641,0,0,10.646,
2018/9/22 1:00,1488.343,1285,21532.816,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2346,825.239,0,0,10.358,
2018/9/22 2:00,1481.036,1285,21231.463,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2341,857.724,0,0,10.424,
2018/9/22 3:00,1482.132,1327,21302.64,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2341,889.133,0,0,10.573,
2018/9/22 4:00,1491.071,1293,21819.927,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2341,866.009,0,0,10.583,
2018/9/22 5:00,1521.851,1268,22754.97,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2344,848.405,0,0,10.54,
2018/9/22 6:00,1581.321,1257,24342.909,883,0,0,0,0,0,0,0,0,-2,-1.73,0,-2313,816.4,24.323,0,11.545,
2018/9/22 7:00,1683.862,1267,25224.401,883,0,0,191,0,0,0,0,0,-2,-1.6,0,-1491,734.113,240.564,0,12.069,
2018/9/22 8:00,1793.687,1244,25285.5,884,0,0,299,0,0,0,0,0,-2,-1.73,0,-595,597.951,556.299,26.148,11.656,
2018/9/22 9:00,1765.761,1234,25002.203,885,0,0,331,0,0,0,0,0,-2,-1.73,0,-277,525.839,756.459,101.472,10.557,
2018/9/22 10:00,1705.942,1264,24543.72,885,0,0,124,35,0,0,0,0,-2,-1.73,0,-191,441.764,878.442,165.272,10.509,
2018/9/22 11:00,1724.658,1271,23980.883,886,0,0,11,240,0,0,0,0,-2,-1.73,0,-29,308.149,944.519,194.175,10.998,
2018/9/22 12:00,1713.686,1218,23982.92,886,0,0,0,109,0,0,0,0,-2,-1.73,0,-226,206.527,957.704,197.309,11.081,
2018/9/22 13:00,1688.316,1207,23817.689,886,0,0,0,524,0,0,0,0,-2,-1.6,0,-811,212.876,925.202,218.388,10.726,
2018/9/22 14:00,1687.686,1211,23805.167,886,0,0,0,241,0,0,0,0,-2,-1.73,0,-883,318.727,788.893,215.7,10.645,
2018/9/22 15:00,1685.971,1209,23796.107,886,0,0,0,204,0,0,0,0,-2,-1.73,0,-889,429.43,631.414,231.096,10.954,
2018/9/22 16:00,1696.325,1206,24016.771,886,0,0,0,267,0,0,0,0,-2,-1.73,0,-910,604.827,407.519,244.388,10.845,
2018/9/22 17:00,1760.233,1201,24647.68,885,0,0,0,129,0,0,0,0,-2,-1.6,0,-586,766.749,150.529,231.938,10.845,
2018/9/22 18:00,1957.414,1097,24911.073,885,0,0,442,537,0,0,0,0,-2,-1.6,0,-30,929.829,5.504,177.52,10.921,
2018/9/22 19:00,1932.363,1059,24467.78,886,0,0,470,509,0,0,0,0,-2,-1.73,0,-31,1074.298,0,153.91,10.381,
2018/9/22 20:00,1837.975,1071,24328.251,886,0,0,237,0,0,0,0,0,-2,-1.73,0,-647,983.707,0,147.754,11.032,
2018/9/22 21:00,1704.928,1186,23530.267,886,0,0,14,0,0,0,0,0,-2,-1.73,0,-1530,877.602,0,139.389,11.477,
2018/9/22 22:00,1547.546,1279,22288.364,886,0,0,0,0,0,0,0,0,-2,-1.73,0,-1983,854.797,0,41.642,11.628,
2018/9/22 23:00,1577.827,1397,21795.734,887,0,0,0,0,0,0,0,0,-2,-1.73,0,-2288,663.732,0,2.136,11.022,
2018/9/23 0:00,1527.467,1397,21059.62,887,0,0,0,0,0,0,0,0,-2,-1.73,0,-2288,560.692,0,0,10.541,
2018/9/23 1:00,1517.194,1443,20560.917,886,0,0,0,0,0,0,0,0,-2,-1.6,0,-2271,503.732,0,0,10.778,
2018/9/23 2:00,1498.045,1349,20418.75,887,0,0,0,0,0,0,0,0,-2,-1.73,0,-2262,444.89,0,0,10.911,
2018/9/23 3:00,1494.733,1392,20047.134,887,0,0,0,0,0,0,0,0,-2,-1.6,0,-1962,435.034,0,0,11.028,
2018/9/23 4:00,1484.675,1350,20308.764,893,0,0,0,0,0,0,0,0,-2,-1.73,0,-1922,425.236,0,0,11.025,
2018/9/23 5:00,1498.034,1348,20891.327,904,0,0,0,0,0,0,0,0,-2,-1.73,0,-1918,476.003,0,0,11.005,
2018/9/23 6:00,1495.618,1308,21214.53,910,0,0,0,44,0,0,0,0,-2,-1.73,0,-965,587.581,29.889,0,11.563,
2018/9/23 7:00,1643.632,1306,22112.875,910,0,0,212,594,0,0,0,0,-2,-1.73,0,-484,552.932,310.728,5.447,12.452,
2018/9/23 8:00,1761.852,1320,23103.761,910,0,0,327,874,0,0,0,0,-2,-1.73,0,-385,379.814,662.555,151.597,12.474,
2018/9/23 9:00,1737.178,1318,23114.087,910,0,0,210,703,0,0,0,0,-2,-1.6,0,-257,320.826,938.778,267.361,12.113,
2018/9/23 10:00,1634.92,1307,22609.821,912,0,0,209,778,0,0,0,0,-2,-1.73,0,-352,305.763,1078.666,220.097,12.293,
2018/9/23 11:00,1586.177,1295,22365.407,912,0,0,6,854,0,0,0,0,-2,-1.73,0,-485,355.203,1128.203,232.554,12.278,
2018/9/23 12:00,1550.995,1293,21828.1,912,0,0,0,856,0,0,0,0,-2,-1.6,0,-480,412.075,1183.79,246.441,12.285,
2018/9/23 13:00,1558.599,1300,21405.39,912,0,0,0,855,0,0,0,0,-2,-1.73,0,-485,410.005,1168.659,183.427,12.384,
2018/9/23 14:00,1558.26,1297,20859.871,912,0,0,0,876,0,0,0,0,-2,-1.73,0,-484,493.605,1029.651,111.032,12.517,
2018/9/23 15:00,1523.924,1288,21168.473,912,0,0,0,599,0,0,0,0,-2,-1.73,0,-492,589.15,763.801,55.648,12.377,
2018/9/23 16:00,1585.784,1276,21741.85,912,0,0,0,834,0,0,0,0,-2,-1.6,0,-488,644.111,380.015,43.505,12.387,
2018/9/23 17:00,1693.677,1271,22473.197,912,0,0,0,1049,0,0,0,0,-2,-1.73,0,-467,726.974,95.146,92.476,12.371,
2018/9/23 18:00,1992.447,1169,23645.06,912,0,0,321,1179,0,0,0,0,-2,-1.6,0,-27,767.178,2.708,90.54,12.59,
2018/9/23 19:00,1975.11,1148,23450.512,912,0,0,418,1023,0,0,0,0,-2,-1.73,0,-19,735.485,0,89.779,12.387,
2018/9/23 20:00,1778.349,1152,22575.947,912,0,0,375,438,0,0,0,0,-2,-1.73,0,-26,628.263,0,89.095,12.332,
2018/9/23 21:00,1671.59,1190,21502.259,912,0,0,35,187,0,0,0,0,-2,-1.6,0,-63,637.741,0,23.476,12.368,
2018/9/23 22:00,1581.337,1286,21041.65,912,0,0,0,0,0,0,0,0,-2,-1.73,0,-1045,662.509,0,0,12.495,
2018/9/23 23:00,1545.641,1404,20707.007,912,0,0,0,0,0,0,0,0,-2,-1.73,0,-1849,684.989,0,0,12.458,
2018/9/24 0:00,1516.28,1374,20221.703,912,0,0,0,0,0,0,0,0,-2,-1.73,0,-1932,707.086,0,0,11.652,
2018/9/24 1:00,1493.336,1399,20251.931,912,0,0,0,0,0,0,0,0,-2,-1.73,0,-2239,692.09,0,0,11.058,
2018/9/24 2:00,1488.19,1386,20244.781,914,0,0,0,0,0,0,0,0,-2,-1.73,0,-2273,582.119,0,0,11.04,
2018/9/24 3:00,1491.815,1421,20336.324,915,0,0,0,0,0,0,0,0,-2,-1.6,0,-2270,515.995,0,0,11.135,
2018/9/24 4:00,1520.79,1407,20659.666,915,0,0,0,0,0,0,0,0,-2,-1.73,0,-2266,499.902,0,0,11.278,
2018/9/24 5:00,1766.235,1255,21090.376,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-1623,574.834,0,0,11.285,
2018/9/24 6:00,1699.957,1274,21097.8,916,0,0,63,0,0,0,0,0,-2,-1.73,0,-614,519.483,10.762,0,12.193,
2018/9/24 7:00,1590.995,1282,21818.298,916,0,0,180,242,0,0,0,0,-2,-1.73,0,-140,458.574,117.735,0,12.409,
2018/9/24 8:00,1638.582,1254,22694.84,916,0,0,278,1082,0,0,0,0,-2,-1.6,0,-116,375.243,322.359,0,12.301,
2018/9/24 9:00,1632.935,1233,23588.357,916,0,0,260,896,0,0,0,0,-2,-1.73,0,-154,370.794,533.102,0.653,12.194,
2018/9/24 10:00,1702.296,1236,24017.765,916,0,0,209,737,0,0,0,0,-2,-1.73,0,-130,296.087,782.997,21.788,12.222,
2018/9/24 11:00,1772.077,1240,23988.494,916,0,0,27,721,0,0,0,0,-2,-1.6,0,-196,299.821,875.396,40.618,12.17,
2018/9/24 12:00,1779.058,1247,23494.038,916,0,0,0,660,0,0,0,0,-2,-1.73,0,-45,411.427,794.073,41.916,12.108,
2018/9/24 13:00,1832.123,1226,23380.184,916,0,0,0,294,0,0,0,0,-2,-1.6,0,-41,599.316,639.351,61.162,11.629,
2018/9/24 14:00,1845.377,1229,23047.893,916,0,0,0,437,0,0,0,0,-2,-1.73,0,-37,643.712,470.686,47.03,11.632,
2018/9/24 15:00,1877.681,1252,22965.467,916,0,0,0,497,0,0,0,0,-2,-1.6,0,-37,754.325,375.384,50.147,11.949,
2018/9/24 16:00,1947.153,1263,23304.157,916,0,0,0,952,0,0,0,0,-2,-1.73,0,-27,700.167,205.036,3.949,12.095,
2018/9/24 17:00,2063.478,1273,23780.957,916,0,0,68,1427,0,0,0,0,-2,-1.6,0,-19,478.128,60.009,21.8,11.509,
2018/9/24 18:00,1901.618,1158,23841.613,916,0,0,589,2487,290.55,0,0,0,-2,-1.73,0,-1,423.972,2.327,25.137,11.749,
2018/9/24 19:00,1758.816,1086,24054.903,916,0,0,347,2413,290.55,0,0,0,-2,-1.73,0,0,473.564,0,7.265,11.944,
2018/9/24 20:00,1903.417,1057,23575.251,916,0,0,199,1356,0,0,0,0,-2,-1.6,0,-18,461.389,0,0,12.245,
2018/9/24 21:00,1761.432,1113,23212.69,917,0,0,0,135,0,0,0,0,-2,-1.73,0,-474,603.286,0,0,11.764,
2018/9/24 22:00,1632.014,1138,22818.58,917,0,0,0,0,0,0,0,0,-2,-1.73,0,-2038,623.255,0,0,11.705,
2018/9/24 23:00,1596.629,1209,21659.063,917,0,0,0,0,0,0,0,0,-2,-1.6,0,-2174,670.239,0,0,12.047,
2018/9/25 0:00,1564.069,1241,21165.23,917,0,0,0,0,0,0,0,0,-2,-1.73,0,-2463,779.101,0,0,10.759,
2018/9/25 1:00,1548.961,1238,20934.67,916,0,0,0,0,0,0,0,0,-2,-1.6,0,-2503,841.244,0,0,10.671,
2018/9/25 2:00,1538.393,1226,20684.331,917,0,0,0,0,0,0,0,0,-2,-1.73,0,-2502,988.893,0,0,11.069,
2018/9/25 3:00,1542.552,1209,20927.113,918,0,0,0,0,0,0,0,0,-2,-1.73,0,-2499,1170.274,0,0,11.404,
2018/9/25 4:00,1579.566,1171,22270.743,917,0,0,0,0,0,0,0,0,-2,-1.6,0,-2478,1102.553,0,0,10.912,
2018/9/25 5:00,1874.271,1185,24557.903,917,0,0,0,0,0,0,0,0,-2,-1.73,0,-1541,1210.209,0.003,0,11.521,
2018/9/25 6:00,1830.231,1295,24961.275,918,0,0,0,0,0,0,0,0,-2,-1.73,0,-236,1367.959,19.08,0,12.415,
2018/9/25 7:00,1622.045,1293,23910.713,918,0,0,131,210,0,0,0,0,-2,-1.73,0,-42,1386.297,226.065,0,12.391,
2018/9/25 8:00,1660.886,1297,23602.51,918,0,0,210,850,0,0,0,0,-2,-1.6,0,-26,1326.852,481.05,0,11.981,
2018/9/25 9:00,1574.316,1307,22932.36,917,0,0,209,1309,0,0,30,0,-2,-1.73,0,-16,1397.991,687.787,0.959,12.679,
2018/9/25 10:00,1686.548,1348,22783.566,916,0,0,210,1563,0,0,40,0,-2,-1.6,0,-12,1465.788,740.382,62.164,11.662,
2018/9/25 11:00,1763.053,1304,23275.33,917,0,0,128,1353,0,0,49.167,0,-2,-1.73,0,-14,1444.396,712.806,133.588,11.374,
2018/9/25 12:00,1752.084,1285,23329.63,917,0,0,68,1001,0,0,50,0,-2,-1.6,0,-20,1462.783,797.556,132.421,11.234,
2018/9/25 13:00,1716.668,1291,23397.321,916,0,0,0,741,0,0,29.5,0,-2,-1.6,0,-27,1506.028,780.657,165.3,11.286,
2018/9/25 14:00,1677.008,1314,22974.928,916,0,0,0,1094,0,0,30,0,-2,-1.73,0,-22,1658.033,654.613,183.478,11.643,
2018/9/25 15:00,1727.008,1314,23533.653,916,0,0,0,1238,0,0,30,0,-2,-1.6,0,-19,1503.189,527.644,196.901,12.02,
2018/9/25 16:00,1777.371,1300,24553.03,916,0,0,0,671,0,0,30,0,-2,-1.73,0,-35,1462.118,349.33,177.846,11.952,
2018/9/25 17:00,1844.663,1311,24997.877,916,0,0,123,1189,0,0,15,0,-2,-1.73,0,-26,1344.093,123.03,150.272,12.362,
2018/9/25 18:00,1997.735,1183,25280.403,916,0,0,536,2180,60,0,451,0,-2,-1.6,0,-7,1218.339,4.311,149.84,12.412,
2018/9/25 19:00,2035.796,1190,24819.384,916,0,0,395,2203,450,0,451,0,-2,-1.73,0,-1,1152.221,0,136.9,12.522,
2018/9/25 20:00,1830.804,1191,24455.19,916,0,0,117,1383,390,0,0,0,-2,-1.73,0,-22,1083.626,0,139.526,12.574,
2018/9/25 21:00,1689.556,1187,23891.039,916,0,0,0,143,0,0,0,0,-2,-1.73,0,-518,1070.944,0,137.188,12.57,
2018/9/25 22:00,1614.189,1201,23433.61,915,0,0,0,0,0,0,0,0,-2,-1.73,0,-2153,934.777,0,14.968,12.391,
2018/9/25 23:00,1564.077,1353,22645.823,916,0,0,0,0,0,0,0,0,-2,-1.6,0,-2596,841.633,0,0,12.426,
2018/9/26 0:00,1520.946,1328,22177.986,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2512,729.159,0,0,12.809,
2018/9/26 1:00,1503.95,1331,21656.093,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2519,822.107,0,0,12.43,
2018/9/26 2:00,1496.557,1311,21568.107,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2511,918.376,0,0,12.339,
2018/9/26 3:00,1516.37,1280,21906,916,0,0,0,0,0,0,0,0,-2,-1.6,0,-2502,900.697,0,0,12.46,
2018/9/26 4:00,1566.259,1294,23029.593,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2348,912.533,0,0,12.492,
2018/9/26 5:00,1850.57,1287,25013.501,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-1174,848.343,0.01,0,12.522,
2018/9/26 6:00,1816.515,1297,25095.936,916,0,0,0,812,0,0,0,0,-2,-1.6,0,-30,660.517,54.267,11.386,12.534,
2018/9/26 7:00,1620.503,1292,24018.656,916,0,0,201,1009,0,0,0,0,-2,-1.73,0,-25,605.258,400.38,87.736,12.567,
2018/9/26 8:00,1633.408,1263,23740.745,916,0,0,211,1345,0,0,50,0,-2,-1.73,0,-20,539.612,780.623,228.979,12.543,
2018/9/26 9:00,1590.954,1265,23038.634,915,0,0,210,1820,0,0,100,0,-2,-1.6,0,-6,476.59,983.805,295.62,12.668,
2018/9/26 10:00,1676.183,1245,22977.614,915,0,0,126,2028,0,0,100,0,-2,-1.73,0,-5,458.348,1094.227,266.568,12.682,
2018/9/26 11:00,1735.558,1233,22860.577,915,0,0,118,2082,0,0,100,0,-2,-1.6,0,-5,612.783,1166.101,247.588,12.623,
2018/9/26 12:00,1747.833,1248,23039.427,916,0,0,2,1623,0,0,100,0,-2,-1.73,0,-13,781.676,1169.613,287.956,12.386,
2018/9/26 13:00,1763.52,1243,23370.976,916,0,0,0,1321,0,0,30,0,-2,-1.6,0,-20,720.463,1167.719,298.597,12.278,
2018/9/26 14:00,1762.897,1249,23730.429,916,0,0,0,1122,0,0,30,0,-2,-1.73,0,-27,752.812,1092.382,298.392,12.254,
2018/9/26 15:00,1757.396,1270,23833.704,915,0,0,0,1208,0,0,15,0,-2,-1.73,0,-25,752.68,926.05,297.751,11.975,
2018/9/26 16:00,1813.641,1296,24090.097,915,0,0,0,1570,0,0,0,156.888,-2,-1.6,0,-21,592.023,646.765,295.426,12.053,
2018/9/26 17:00,1885.895,1303,24639.863,915,0,0,89,1185,0,0,0,915.586,-2,-1.73,0,-29,581.118,228.093,279.985,12.506,
2018/9/26 18:00,2024.145,1209,24925.826,915,0,0,480,2085,0,0,416,986.925,-2,-1.6,0,-10,465.17,7.717,223.775,12.649,
2018/9/26 19:00,2085.087,1205,24690.72,916,0,0,470,1964,0,0,416,951.915,-2,-1.73,0,-9,523.356,0,207.283,12.255,
2018/9/26 20:00,1904.905,1182,24412.283,916,0,0,206,1559,0,0,0,83.982,-2,-1.73,0,-20,652.347,0,192.773,12.456,
2018/9/26 21:00,1697.21,1184,23640.419,916,0,0,112,440,0,0,0,0,-2,-1.6,0,-109,611.443,0,179.877,12.865,
2018/9/26 22:00,1639.129,1246,23114.696,915,0,0,0,0,0,0,0,0,-2,-1.73,0,-1020,551.908,0,96.288,12.473,
2018/9/26 23:00,1564.806,1310,22304.91,915,0,0,0,0,0,0,0,0,-2,-1.6,0,-1343,457.051,0,68.754,11.991,
2018/9/27 0:00,1502.938,1282,22382.86,915,0,0,0,0,0,0,0,0,-2,-1.6,0,-2146,301.438,0,42.35,11.964,
2018/9/27 1:00,1489.142,1239,22361.655,915,0,0,0,0,0,0,0,0,-2,-1.73,0,-2195,239.951,0,42.83,12.36,
2018/9/27 2:00,1497.311,1275,22720.253,916,0,0,0,0,0,0,0,0,-2,-1.6,0,-2531,232.772,0,42.758,12.364,
2018/9/27 3:00,1550.758,1233,23121.227,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2544,245.015,0,42.681,11.865,
2018/9/27 4:00,1582.8,1255,23631.841,916,0,0,0,0,0,0,0,0,-2,-1.73,0,-2511,375.062,0,34.9,12.083,
2018/9/27 5:00,1804.073,1236,24191.373,916,0,0,0,235,0,0,0,0,-2,-1.6,0,-317,430.238,0.013,7.506,12.607,
2018/9/27 6:00,1793.068,1284,24598.173,917,0,0,0,1130,0,0,0,0,-2,-1.73,0,-28,409.853,57.766,82.537,12.035,
2018/9/27 7:00,1589.384,1267,24662.074,917,0,0,242,666,0,0,0,0,-2,-1.6,0,-33,311.221,447.649,101.709,11.856,
2018/9/27 8:00,1672.631,1247,24855.399,916,0,0,219,872,0,0,0,0,-2,-1.73,0,-31,209.669,816.815,232.117,12.585,
2018/9/27 9:00,1601.25,1241,24690.167,916,0,0,156,770,0,0,0,0,-2,-1.6,0,-33,242.55,1045.652,261.157,12.559,
2018/9/27 10:00,1722.341,1227,24638.81,915,0,0,121,675,0,0,0,0,-2,-1.73,0,-38,317.83,1144.899,265.142,11.236,
2018/9/27 11:00,1780.067,1232,24145.607,915,0,0,122,1066,0,0,0,0,-2,-1.6,0,-30,326.208,1207.762,270.875,11.751,
2018/9/27 12:00,1798.082,1249,23627.23,915,0,0,121,1323,0,0,0,0,-2,-1.73,0,-24,378.098,1227.695,270.88,11.997,
2018/9/27 13:00,1793.076,1269,23603.781,915,0,0,12,1304,0,0,0,0,-2,-1.6,0,-26,449.669,1197.192,263.784,11.288,
2018/9/27 14:00,1834.622,1272,23608.934,916,0,0,0,1348,0,0,0,0,-2,-1.73,0,-23,431.679,1128.956,287.683,11.501,
2018/9/27 15:00,1820.173,1277,23827.111,915,0,0,0,1406,0,0,0,0.05,-2,-1.6,0,-20,426.272,962.248,296.287,12.125,
2018/9/27 16:00,1817.828,1281,23886.577,915,0,0,0,1858,0,0,0,0,-2,-1.6,0,-13,393.29,678.571,296.969,10.489,
2018/9/27 17:00,1877.074,1291,24216.22,914,0,0,76,1941,0,0,0,335.588,-2,-1.73,0,-13,378.215,255.445,277.801,12.079,
2018/9/27 18:00,1848.133,1229,24343.573,914,0,0,441,2334,201.15,0,501,644.712,-2,-1.6,0,-5,367.224,8.733,222.817,12.364,
2018/9/27 19:00,1742.951,1225,24442.474,914,0,0,469,1764,119.2,0,501,580.471,-2,-1.73,0,-10,529.905,0,200.713,11.76,
2018/9/27 20:00,1863.906,1211,24564.067,914,0,0,234,1252,0,0,0,17.462,-2,-1.73,0,-24,566.044,0,198.293,11.629,
2018/9/27 21:00,1724.973,1203,24659.29,913,0,0,46,27,0,0,0,0,-2,-1.6,0,-803,541.394,0,189.066,12.12,
2018/9/27 22:00,1660.871,1204,24390.219,914,0,0,0,0,0,0,0,0,-2,-1.47,0,-2318,431.712,0,100.271,11.628,
2018/9/27 23:00,1582.489,1283,23405.847,914,0,0,0,0,0,0,0,0,-2,-1.6,0,-2569,403.776,0,60.282,11.642,
2018/9/28 0:00,1542.263,1259,22743.092,915,0,0,0,0,0,0,0,0,-2,-1.73,0,-2565,451.498,0,42.258,11.546,
2018/9/28 1:00,1534.011,1251,22282.393,914,0,0,0,0,0,0,0,0,-2,-1.6,0,-2560,621.532,0,6.571,11.471,
2018/9/28 2:00,1541.523,1247,21989.74,917,0,0,0,0,0,0,0,0,-2,-1.73,0,-2553,771.179,0,0,11.23,
2018/9/28 3:00,1556.032,1240,22232.377,918,0,0,0,0,0,0,0,0,-2,-1.6,0,-2556,839.662,0,0,11.154,
2018/9/28 4:00,1607.966,1236,23167.127,918,0,0,0,0,0,0,0,0,-2,-1.73,0,-2534,817.21,0,0,11.644,
2018/9/28 5:00,2026.49,1223,24523.906,919,0,0,0,0,0,0,0,0,-2,-1.73,0,-1030,799.977,0.012,28.556,11.497,
2018/9/28 6:00,2148.883,1275,24627.583,919,0,0,0,439,0,0,0,0,-2,-1.6,0,-50,836.377,68.079,90.088,11.474,
