unit,datetime,date,year,month,month_date,weekday,hour,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2019-01-01 00:00:00,2019-01-01,2019,1,01-01,Tuesday,0,0.0,340.0,0.0,,9415.0,975.0,,76.216,340.0,10466.216,10806.216,0.0,0.031463372562606555,0.0,,0.8712578019910022,0.09022584778982763,,0.007052977656563592,0.031463372562606555,0.9685366274373934
Mwh,2019-01-01 01:00:00,2019-01-01,2019,1,01-01,Tuesday,1,0.0,337.0,0.0,,9802.0,961.0,,76.378,337.0,10839.378,11176.378,0.0,0.030152881371764625,0.0,,0.8770283181188038,0.0859849228435187,,0.006833877665912874,0.030152881371764625,0.9698471186282354
Mwh,2019-01-01 02:00:00,2019-01-01,2019,1,01-01,Tuesday,2,0.0,338.0,0.0,,10602.0,951.0,,76.541,338.0,11629.541,11967.541,0.0,0.028243061795234295,0.0,,0.8858962756008106,0.07946494605700537,,0.006395716546949787,0.028243061795234295,0.9717569382047657
Mwh,2019-01-01 03:00:00,2019-01-01,2019,1,01-01,Tuesday,3,0.0,340.0,0.0,,10697.0,965.0,,76.703,340.0,11738.703,12078.703,0.0,0.02814871762307592,0.0,,0.8856083306295387,0.07989268384196549,,0.006350267905419978,0.02814871762307592,0.9718512823769241
Mwh,2019-01-01 04:00:00,2019-01-01,2019,1,01-01,Tuesday,4,0.0,341.0,0.0,,10222.0,944.0,,76.865,341.0,11242.865,11583.865,0.0,0.02943749776089414,0.0,,0.8824343170435774,0.08149266242312043,,0.006635522772408,0.02943749776089414,0.9705625022391059
Mwh,2019-01-01 05:00:00,2019-01-01,2019,1,01-01,Tuesday,5,0.0,339.0,0.0,,9991.0,898.0,,77.027,339.0,10966.027,11305.027,0.0,0.02998665991686707,0.0,,0.8837661334201148,0.0794336891013175,,0.0068135175617006485,0.02998665991686707,0.9700133400831329
Mwh,2019-01-01 06:00:00,2019-01-01,2019,1,01-01,Tuesday,6,0.0,339.0,0.0,,10145.0,870.0,,77.189,339.0,11092.189,11431.189,0.0,0.029655707730840596,0.0,,0.8874842328300232,0.07610756851277675,,0.0067524909263594534,0.029655707730840596,0.9703442922691594
Mwh,2019-01-01 07:00:00,2019-01-01,2019,1,01-01,Tuesday,7,0.0,338.0,0.0,,10618.0,878.0,,77.351,338.0,11573.351,11911.351,0.0,0.028376294175194734,0.0,,0.8914186140598157,0.07371120202905615,,0.006493889735933396,0.028376294175194734,0.9716237058248053
Mwh,2019-01-01 08:00:00,2019-01-01,2019,1,01-01,Tuesday,8,0.0,340.0,0.0,,11369.0,895.0,,77.514,340.0,12341.514,12681.514,0.0,0.026810678914205355,0.0,,0.8965017899282374,0.07057516949474645,,0.0061123616628109235,0.026810678914205355,0.9731893210857946
Mwh,2019-01-01 09:00:00,2019-01-01,2019,1,01-01,Tuesday,9,0.0,341.0,0.0,,10765.0,963.0,,77.676,341.0,11805.676,12146.676,0.0,0.028073523983022187,0.0,,0.8862506911355832,0.07928094896085151,,0.006394835920543201,0.028073523983022187,0.9719264760169778
