date,mw,region
2004-06-10 0:00,20928,ОЭС УРАЛА
2004-06-10 1:00,20497,ОЭС УРАЛА
2004-06-10 2:00,20203,ОЭС УРАЛА
2004-06-10 3:00,19882,ОЭС УРАЛА
2004-06-10 4:00,19920,ОЭС УРАЛА
2004-06-10 5:00,20269,ОЭС УРАЛА
2004-06-10 6:00,20606,ОЭС УРАЛА
2004-06-10 7:00,21944,ОЭС УРАЛА
2004-06-10 8:00,23251,ОЭС УРАЛА
2004-06-10 9:00,24331,ОЭС УРАЛА
2004-06-10 10:00,24165,ОЭС УРАЛА
2004-06-10 11:00,23848,ОЭС УРАЛА
2004-06-10 12:00,23806,ОЭС УРАЛА
2004-06-10 13:00,23728,ОЭС УРАЛА
2004-06-10 14:00,23673,ОЭС УРАЛА
2004-06-10 15:00,23687,ОЭС УРАЛА
2004-06-10 16:00,23584,ОЭС УРАЛА
2004-06-10 17:00,23333,ОЭС УРАЛА
2004-06-10 18:00,23210,ОЭС УРАЛА
2004-06-10 19:00,22991,ОЭС УРАЛА
2004-06-10 20:00,22399,ОЭС УРАЛА
2004-06-10 21:00,22424,ОЭС УРАЛА
2004-06-10 22:00,22998,ОЭС УРАЛА
2004-06-10 23:00,22401,ОЭС УРАЛА
