datetime,data,type,unit,network,region
2015-05-01 00:00:00,147.5,wind,MW,wem,WEM
2015-05-01 00:30:00,153.4,wind,MW,wem,WEM
2015-05-01 01:00:00,186.5,wind,MW,wem,WEM
2015-05-01 01:30:00,207.6,wind,MW,wem,WEM
2015-05-01 02:00:00,191.7,wind,MW,wem,WEM
2015-05-01 02:30:00,176.8,wind,MW,wem,WEM
2015-05-01 03:00:00,163.9,wind,MW,wem,WEM
2015-05-01 03:30:00,159.1,wind,MW,wem,WEM
2015-05-01 04:00:00,160.9,wind,MW,wem,WEM
2015-05-01 04:30:00,197.4,wind,MW,wem,WEM
2015-05-01 05:00:00,222.7,wind,MW,wem,WEM
2015-05-01 05:30:00,196.2,wind,MW,wem,WEM
2015-05-01 06:00:00,189.5,wind,MW,wem,WEM
2015-05-01 06:30:00,202.3,wind,MW,wem,WEM
2015-05-01 07:00:00,186.6,wind,MW,wem,WEM
2015-05-01 07:30:00,211.9,wind,MW,wem,WEM
2015-05-01 08:00:00,240.8,wind,MW,wem,WEM
2015-05-01 08:30:00,238.5,wind,MW,wem,WEM
2015-05-01 09:00:00,259.8,wind,MW,wem,WEM
2015-05-01 09:30:00,192.2,wind,MW,wem,WEM
2015-05-01 10:00:00,196.0,wind,MW,wem,WEM
2015-05-01 10:30:00,179.9,wind,MW,wem,WEM
2015-05-01 11:00:00,137.0,wind,MW,wem,WEM
2015-05-01 11:30:00,122.0,wind,MW,wem,WEM
2015-05-01 12:00:00,103.9,wind,MW,wem,WEM
2015-05-01 12:30:00,90.49,wind,MW,wem,WEM
2015-05-01 13:00:00,89.26,wind,MW,wem,WEM
2015-05-01 13:30:00,86.88,wind,MW,wem,WEM
2015-05-01 14:00:00,79.95,wind,MW,wem,WEM
2015-05-01 14:30:00,76.31,wind,MW,wem,WEM
2015-05-01 15:00:00,76.67,wind,MW,wem,WEM
2015-05-01 15:30:00,68.69,wind,MW,wem,WEM
2015-05-01 16:00:00,64.89,wind,MW,wem,WEM
2015-05-01 16:30:00,64.79,wind,MW,wem,WEM
2015-05-01 17:00:00,81.73,wind,MW,wem,WEM
2015-05-01 17:30:00,95.93,wind,MW,wem,WEM
2015-05-01 18:00:00,119.0,wind,MW,wem,WEM
2015-05-01 18:30:00,168.8,wind,MW,wem,WEM
2015-05-01 19:00:00,206.7,wind,MW,wem,WEM
2015-05-01 19:30:00,249.7,wind,MW,wem,WEM
2015-05-01 20:00:00,267.1,wind,MW,wem,WEM
2015-05-01 20:30:00,285.0,wind,MW,wem,WEM
2015-05-01 21:00:00,276.6,wind,MW,wem,WEM
2015-05-01 21:30:00,259.6,wind,MW,wem,WEM
2015-05-01 22:00:00,280.7,wind,MW,wem,WEM
2015-05-01 22:30:00,282.0,wind,MW,wem,WEM
2015-05-01 23:00:00,307.4,wind,MW,wem,WEM
2015-05-01 23:30:00,304.8,wind,MW,wem,WEM
2015-05-02 00:00:00,287.3,wind,MW,wem,WEM
2015-05-02 00:30:00,243.4,wind,MW,wem,WEM
2015-05-02 01:00:00,234.2,wind,MW,wem,WEM
2015-05-02 01:30:00,261.1,wind,MW,wem,WEM
2015-05-02 02:00:00,275.8,wind,MW,wem,WEM
2015-05-02 02:30:00,265.4,wind,MW,wem,WEM
2015-05-02 03:00:00,270.0,wind,MW,wem,WEM
2015-05-02 03:30:00,254.1,wind,MW,wem,WEM
2015-05-02 04:00:00,249.1,wind,MW,wem,WEM
2015-05-02 04:30:00,267.1,wind,MW,wem,WEM
2015-05-02 05:00:00,242.8,wind,MW,wem,WEM
2015-05-02 05:30:00,201.7,wind,MW,wem,WEM
2015-05-02 06:00:00,204.8,wind,MW,wem,WEM
2015-05-02 06:30:00,210.4,wind,MW,wem,WEM
2015-05-02 07:00:00,189.9,wind,MW,wem,WEM
2015-05-02 07:30:00,162.3,wind,MW,wem,WEM
2015-05-02 08:00:00,110.5,wind,MW,wem,WEM
2015-05-02 08:30:00,98.14,wind,MW,wem,WEM
2015-05-02 09:00:00,75.6,wind,MW,wem,WEM
2015-05-02 09:30:00,49.65,wind,MW,wem,WEM
2015-05-02 10:00:00,33.17,wind,MW,wem,WEM
2015-05-02 10:30:00,72.82,wind,MW,wem,WEM
2015-05-02 11:00:00,91.79,wind,MW,wem,WEM
2015-05-02 11:30:00,94.55,wind,MW,wem,WEM
2015-05-02 12:00:00,47.4,wind,MW,wem,WEM
2015-05-02 12:30:00,47.67,wind,MW,wem,WEM
2015-05-02 13:00:00,47.64,wind,MW,wem,WEM
2015-05-02 13:30:00,52.45,wind,MW,wem,WEM
2015-05-02 14:00:00,52.96,wind,MW,wem,WEM
2015-05-02 14:30:00,42.48,wind,MW,wem,WEM
2015-05-02 15:00:00,60.02,wind,MW,wem,WEM
2015-05-02 15:30:00,60.73,wind,MW,wem,WEM
2015-05-02 16:00:00,48.98,wind,MW,wem,WEM
2015-05-02 16:30:00,47.58,wind,MW,wem,WEM
2015-05-02 17:00:00,61.53,wind,MW,wem,WEM
2015-05-02 17:30:00,63.59,wind,MW,wem,WEM
2015-05-02 18:00:00,48.86,wind,MW,wem,WEM
2015-05-02 18:30:00,40.98,wind,MW,wem,WEM
2015-05-02 19:00:00,64.1,wind,MW,wem,WEM
2015-05-02 19:30:00,54.96,wind,MW,wem,WEM
2015-05-02 20:00:00,58.67,wind,MW,wem,WEM
2015-05-02 20:30:00,79.21,wind,MW,wem,WEM
2015-05-02 21:00:00,75.12,wind,MW,wem,WEM
2015-05-02 21:30:00,93.23,wind,MW,wem,WEM
2015-05-02 22:00:00,95.96,wind,MW,wem,WEM
2015-05-02 22:30:00,66.42,wind,MW,wem,WEM
2015-05-02 23:00:00,79.24,wind,MW,wem,WEM
2015-05-02 23:30:00,82.56,wind,MW,wem,WEM
2015-05-03 00:00:00,70.65,wind,MW,wem,WEM
2015-05-03 00:30:00,76.71,wind,MW,wem,WEM
2015-05-03 01:00:00,94.91,wind,MW,wem,WEM
2015-05-03 01:30:00,111.6,wind,MW,wem,WEM
2015-05-03 02:00:00,98.36,wind,MW,wem,WEM
2015-05-03 02:30:00,100.8,wind,MW,wem,WEM
2015-05-03 03:00:00,118.3,wind,MW,wem,WEM
2015-05-03 03:30:00,129.0,wind,MW,wem,WEM
2015-05-03 04:00:00,123.0,wind,MW,wem,WEM
2015-05-03 04:30:00,121.5,wind,MW,wem,WEM
2015-05-03 05:00:00,119.8,wind,MW,wem,WEM
2015-05-03 05:30:00,109.8,wind,MW,wem,WEM
2015-05-03 06:00:00,90.91,wind,MW,wem,WEM
2015-05-03 06:30:00,72.19,wind,MW,wem,WEM
2015-05-03 07:00:00,73.76,wind,MW,wem,WEM
2015-05-03 07:30:00,60.73,wind,MW,wem,WEM
2015-05-03 08:00:00,43.24,wind,MW,wem,WEM
2015-05-03 08:30:00,51.11,wind,MW,wem,WEM
2015-05-03 09:00:00,49.84,wind,MW,wem,WEM
2015-05-03 09:30:00,66.16,wind,MW,wem,WEM
2015-05-03 10:00:00,103.1,wind,MW,wem,WEM
2015-05-03 10:30:00,89.16,wind,MW,wem,WEM
2015-05-03 11:00:00,105.6,wind,MW,wem,WEM
2015-05-03 11:30:00,124.9,wind,MW,wem,WEM
2015-05-03 12:00:00,129.6,wind,MW,wem,WEM
2015-05-03 12:30:00,164.1,wind,MW,wem,WEM
2015-05-03 13:00:00,191.3,wind,MW,wem,WEM
2015-05-03 13:30:00,207.8,wind,MW,wem,WEM
2015-05-03 14:00:00,219.7,wind,MW,wem,WEM
2015-05-03 14:30:00,187.0,wind,MW,wem,WEM
2015-05-03 15:00:00,211.5,wind,MW,wem,WEM
2015-05-03 15:30:00,225.2,wind,MW,wem,WEM
2015-05-03 16:00:00,244.7,wind,MW,wem,WEM
2015-05-03 16:30:00,270.6,wind,MW,wem,WEM
2015-05-03 17:00:00,261.6,wind,MW,wem,WEM
2015-05-03 17:30:00,261.9,wind,MW,wem,WEM
2015-05-03 18:00:00,292.6,wind,MW,wem,WEM
2015-05-03 18:30:00,317.6,wind,MW,wem,WEM
2015-05-03 19:00:00,330.7,wind,MW,wem,WEM
2015-05-03 19:30:00,306.8,wind,MW,wem,WEM
2015-05-03 20:00:00,313.4,wind,MW,wem,WEM
2015-05-03 20:30:00,299.3,wind,MW,wem,WEM
2015-05-03 21:00:00,331.5,wind,MW,wem,WEM
2015-05-03 21:30:00,386.8,wind,MW,wem,WEM
2015-05-03 22:00:00,377.0,wind,MW,wem,WEM
2015-05-03 22:30:00,383.1,wind,MW,wem,WEM
2015-05-03 23:00:00,397.3,wind,MW,wem,WEM
2015-05-03 23:30:00,405.1,wind,MW,wem,WEM
2015-05-04 00:00:00,408.1,wind,MW,wem,WEM
2015-05-04 00:30:00,400.4,wind,MW,wem,WEM
2015-05-04 01:00:00,404.4,wind,MW,wem,WEM
2015-05-04 01:30:00,383.9,wind,MW,wem,WEM
2015-05-04 02:00:00,370.7,wind,MW,wem,WEM
2015-05-04 02:30:00,340.1,wind,MW,wem,WEM
2015-05-04 03:00:00,339.8,wind,MW,wem,WEM
2015-05-04 03:30:00,406.7,wind,MW,wem,WEM
2015-05-04 04:00:00,394.2,wind,MW,wem,WEM
2015-05-04 04:30:00,395.2,wind,MW,wem,WEM
2015-05-04 05:00:00,372.7,wind,MW,wem,WEM
2015-05-04 05:30:00,347.4,wind,MW,wem,WEM
2015-05-04 06:00:00,298.4,wind,MW,wem,WEM
2015-05-04 06:30:00,276.8,wind,MW,wem,WEM
2015-05-04 07:00:00,250.8,wind,MW,wem,WEM
2015-05-04 07:30:00,210.1,wind,MW,wem,WEM
2015-05-04 08:00:00,240.5,wind,MW,wem,WEM
2015-05-04 08:30:00,280.4,wind,MW,wem,WEM
2015-05-04 09:00:00,279.5,wind,MW,wem,WEM
2015-05-04 09:30:00,293.4,wind,MW,wem,WEM
2015-05-04 10:00:00,316.8,wind,MW,wem,WEM
2015-05-04 10:30:00,332.2,wind,MW,wem,WEM
2015-05-04 11:00:00,334.6,wind,MW,wem,WEM
2015-05-04 11:30:00,298.4,wind,MW,wem,WEM
2015-05-04 12:00:00,307.9,wind,MW,wem,WEM
2015-05-04 12:30:00,360.9,wind,MW,wem,WEM
2015-05-04 13:00:00,288.5,wind,MW,wem,WEM
2015-05-04 13:30:00,331.5,wind,MW,wem,WEM
2015-05-04 14:00:00,307.5,wind,MW,wem,WEM
2015-05-04 14:30:00,272.6,wind,MW,wem,WEM
2015-05-04 15:00:00,310.3,wind,MW,wem,WEM
2015-05-04 15:30:00,278.8,wind,MW,wem,WEM
2015-05-04 16:00:00,250.4,wind,MW,wem,WEM
2015-05-04 16:30:00,224.0,wind,MW,wem,WEM
2015-05-04 17:00:00,196.5,wind,MW,wem,WEM
2015-05-04 17:30:00,160.9,wind,MW,wem,WEM
2015-05-04 18:00:00,171.5,wind,MW,wem,WEM
2015-05-04 18:30:00,203.5,wind,MW,wem,WEM
