ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2540.43,20.12.2019,2019-12-20
5,BATI ANADOLU YTM,5363.69,20.12.2019,2019-12-20
11,DOĞU AKDENİZ YTM,3216.9,20.12.2019,2019-12-20
9,DOĞU ANADOLU YTM,1331.76,20.12.2019,2019-12-20
10,GÜNEY DOĞU ANADOLU YTM,5326.5,20.12.2019,2019-12-20
4,KUZEY BATI ANADOLU YTM,8509.09,20.12.2019,2019-12-20
6,ORTA ANADOLU YTM,4368.47,20.12.2019,2019-12-20
8,ORTA KARADENİZ YTM,1992.18,20.12.2019,2019-12-20
3,TRAKYA YTM,6182.15,20.12.2019,2019-12-20
