ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2407.9,11.03.2019,2019-03-11
5,BATI ANADOLU YTM,4771.23,11.03.2019,2019-03-11
11,DOĞU AKDENİZ YTM,3045.57,11.03.2019,2019-03-11
9,DOĞU ANADOLU YTM,1354.52,11.03.2019,2019-03-11
10,GÜNEY DOĞU ANADOLU YTM,5035.05,11.03.2019,2019-03-11
4,KUZEY BATI ANADOLU YTM,7630.77,11.03.2019,2019-03-11
6,ORTA ANADOLU YTM,3663.24,11.03.2019,2019-03-11
8,ORTA KARADENİZ YTM,1839.43,11.03.2019,2019-03-11
3,TRAKYA YTM,5752.9,11.03.2019,2019-03-11
