ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2454.75,26.04.2019,2019-04-26
5,BATI ANADOLU YTM,4940.3,26.04.2019,2019-04-26
11,DOĞU AKDENİZ YTM,2739.57,26.04.2019,2019-04-26
9,DOĞU ANADOLU YTM,1292.23,26.04.2019,2019-04-26
10,GÜNEY DOĞU ANADOLU YTM,4446.4,26.04.2019,2019-04-26
4,KUZEY BATI ANADOLU YTM,7793.1,26.04.2019,2019-04-26
6,ORTA ANADOLU YTM,3766.51,26.04.2019,2019-04-26
8,ORTA KARADENİZ YTM,1871.15,26.04.2019,2019-04-26
3,TRAKYA YTM,5738.03,26.04.2019,2019-04-26
