ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2516.99,10.04.2019,2019-04-10
5,BATI ANADOLU YTM,5291.95,10.04.2019,2019-04-10
11,DOĞU AKDENİZ YTM,2832.46,10.04.2019,2019-04-10
9,DOĞU ANADOLU YTM,1308.83,10.04.2019,2019-04-10
10,GÜNEY DOĞU ANADOLU YTM,4738.1,10.04.2019,2019-04-10
4,KUZEY BATI ANADOLU YTM,8200.68,10.04.2019,2019-04-10
6,ORTA ANADOLU YTM,3819.18,10.04.2019,2019-04-10
8,ORTA KARADENİZ YTM,1887.63,10.04.2019,2019-04-10
3,TRAKYA YTM,5977.93,10.04.2019,2019-04-10
