unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2021-01-01,2021,1,01-01,Friday,6.95175,0.0,17.418,46.52225,0.53025,0.89475,0.0,5.87625,24.36975,53.8235,78.19325,0.08890473282540372,0.0,0.22275580053265465,0.5949650385423294,0.006781275877393508,0.011442803566804039,0.0,0.07515034865541462,0.3116605333580584,0.6883394666419416
Gwh,2021-01-02,2021,1,01-02,Saturday,6.7725,0.0,16.7485,46.54925,0.43075,2.502,0.0,5.798,23.521,55.28,78.801,0.08594434080785776,0.0,0.2125417190137181,0.5907190264082943,0.005466301189071205,0.03175086610576008,0.0,0.07357774647529854,0.2984860598215759,0.7015139401784242
Gwh,2021-01-03,2021,1,01-03,Sunday,7.23375,0.0,15.6725,46.5535,0.32325,1.8415,0.0,5.69375,22.90625,54.412,77.31825,0.093558118555451,0.0,0.20270117339696642,0.6021023497039831,0.004180772327361262,0.02381714536994823,0.0,0.07364044064628984,0.2962592919524174,0.7037407080475825
Gwh,2021-01-04,2021,1,01-04,Monday,7.93625,0.0,28.75725,46.549,0.279,0.222,0.0,5.6855,36.6935,52.7355,89.429,0.0887435842959219,0.0,0.3215651522436793,0.5205134799673484,0.0031197933556228966,0.0024824162184526274,0.0,0.06357557391897484,0.41030873653960126,0.5896912634603988
Gwh,2021-01-05,2021,1,01-05,Tuesday,8.02325,0.0,32.25825,46.5225,0.30425,0.64625,0.0,5.6465,40.2815,53.1195,93.401,0.08590111454909477,0.0,0.3453737112022355,0.4980942388197129,0.0032574597702380065,0.006919090802025674,0.0,0.06045438485669318,0.4312748257513303,0.5687251742486698
Gwh,2021-01-06,2021,1,01-06,Wednesday,7.5415,0.0,31.5125,46.539,0.34,0.9095,0.0,5.7515,39.054,53.54,92.594,0.08144696200617751,0.0,0.34032982698662984,0.5026135602738839,0.0036719441864483666,0.00982245069874938,0.0,0.06211525584811111,0.42177678899280735,0.5782232110071928
Gwh,2021-01-07,2021,1,01-07,Thursday,7.609,0.0,32.20225,46.51025,0.32225,0.50675,0.0,5.03375,39.81125,52.373,92.18425,0.08254121501232585,0.0,0.3493248575543002,0.5045357531248559,0.0034957164591565256,0.005497142950124344,0.0,0.054605314899237124,0.43186607256662607,0.5681339274333739
Gwh,2021-01-08,2021,1,01-08,Friday,7.43175,0.0,33.91925,44.04425,0.26375,0.0315,0.0,4.6655,41.351,49.005,90.356,0.08224965691265661,0.0,0.3753956571782726,0.4874524104652707,0.002919009252290938,0.0003486210102262163,0.0,0.051634645181282926,0.45764531409092923,0.5423546859090709
Gwh,2021-01-09,2021,1,01-09,Saturday,7.69,0.0,28.36675,46.53025,0.169,0.066,0.0,5.12925,36.05675,51.8945,87.95125,0.08743480052870198,0.0,0.32252810505819984,0.5290459203251802,0.0019215190233225793,0.0007504157132502381,0.0,0.058319239351345205,0.40996290558690185,0.5900370944130982
Gwh,2021-01-10,2021,1,01-10,Sunday,7.11,0.0,28.44875,46.488,0.168,0.21875,0.0,5.03125,35.55875,51.906,87.46475,0.08128989107040266,0.0,0.32525960458356085,0.531505549378464,0.0019207737974441135,0.002501007548755356,0.0,0.057523173621373186,0.40654949565396353,0.5934505043460365
Gwh,2021-01-11,2021,1,01-11,Monday,7.34675,0.0,33.85425,46.41725,0.1805,0.83425,0.0,5.094,41.201,52.526,93.727,0.07838456367962274,0.0,0.3612006145507698,0.49523883192676604,0.001925805797689033,0.008900850341950558,0.0,0.05434933370320185,0.4395851782303925,0.5604148217696074
Gwh,2021-01-12,2021,1,01-12,Tuesday,7.656,0.0,32.82925,46.42,0.21675,0.619,0.0,5.3375,40.48525,52.59325,93.0785,0.0822531519094098,0.0,0.352704974833071,0.4987188233587778,0.0023286795554290193,0.0066503005527592295,0.0,0.057344069790553134,0.4349581267424808,0.5650418732575191
Gwh,2021-01-13,2021,1,01-13,Wednesday,7.752,0.0,32.81375,46.459,0.239,3.65275,0.0,5.48575,40.56575,55.8365,96.40225,0.08041306089847489,0.0,0.3403836528711726,0.48192858569172403,0.002479195246998903,0.037890713131695584,0.0,0.056904792159934034,0.4207967137696475,0.5792032862303526
Gwh,2021-01-14,2021,1,01-14,Thursday,8.1005,0.0,35.0735,46.515,0.30675,4.334875,0.0,5.033,43.174,56.189625,99.363625,0.08152379706356326,0.0,0.3529812846501927,0.46812905628191404,0.003087145824239001,0.04362637735891781,0.0,0.050652338821173246,0.4345050817137559,0.5654949182862441
Gwh,2021-01-15,2021,1,01-15,Friday,7.6745,0.0,37.072875,44.675,0.34325,2.42725,0.0,4.50625,44.747375,51.95175,96.699125,0.0793647305495267,0.0,0.383383768984466,0.4620000439507596,0.003549670175402311,0.025101054430430474,0.0,0.0466007319094149,0.46274849953399266,0.5372515004660073
Gwh,2021-01-16,2021,1,01-16,Saturday,7.7335,0.0,32.75475,46.47075,0.3985,2.9655,0.0,4.694,40.48825,54.52875,95.017,0.08139069850658304,0.0,0.3447251544460465,0.4890782702042793,0.004193986339286655,0.031210204489722893,0.0,0.049401686014081694,0.42611585295262955,0.5738841470473706
Gwh,2021-01-17,2021,1,01-17,Sunday,6.76175,0.0,29.35475,46.54,0.4335,1.386,0.0,4.8935,36.1165,53.253,89.3695,0.07566060009287284,0.0,0.32846496847358436,0.5207593194546237,0.004850648151774375,0.015508646685949904,0.0,0.05475581714119471,0.40412556856645726,0.5958744314335428
Gwh,2021-01-18,2021,1,01-18,Monday,6.874,0.0,37.51725,46.536,0.50375,0.36725,0.0,4.46275,44.39125,51.86975,96.261,0.07141002067296205,0.0,0.3897450680961137,0.4834356593012747,0.005233168157405388,0.003815148398624573,0.0,0.04636093537361964,0.46115508876907574,0.5388449112309243
Gwh,2021-01-19,2021,1,01-19,Tuesday,7.45725,0.0,35.17925,46.54725,0.5505,1.85675,0.0,4.3945,42.6365,53.349,95.9855,0.07769142214188601,0.0,0.36650587849206395,0.48494043371134177,0.0057352412603987055,0.019344067593542773,0.0,0.04578295680076678,0.4441973006339499,0.5558026993660501
Gwh,2021-01-20,2021,1,01-20,Wednesday,7.38075,0.0,32.42975,46.56025,0.60725,3.0635,0.0,3.57625,39.8105,53.80725,93.61775,0.07883921585383113,0.0,0.3464059967260482,0.4973442536271167,0.006486483599531071,0.032723495277337894,0.0,0.03820055491613503,0.4252452125798793,0.5747547874201206
Gwh,2021-01-21,2021,1,01-21,Thursday,7.762,0.0,30.30075,46.542,0.7,5.710375,0.0,3.9415,38.06275,56.893875,94.956625,0.08174258510135549,0.0,0.31910095793737403,0.4901395768857623,0.007371786855314202,0.06013666766273548,0.0,0.04150842555745847,0.40084354303872954,0.5991564569612705
Gwh,2021-01-22,2021,1,01-22,Friday,7.86625,0.0,29.07625,46.52675,0.72625,5.817375,0.0,4.646,36.9425,57.716375,94.658875,0.08310102988230106,0.0,0.30716876785193153,0.4915202087495758,0.007672286407375959,0.06145620260118241,0.0,0.04908150450763333,0.3902697977342326,0.6097302022657675
Gwh,2021-01-23,2021,1,01-23,Saturday,7.74475,0.0,25.53525,46.524,0.78025,2.9892510000000003,0.0,5.5085,33.28,55.802001000000004,89.082001,0.08693956032711928,0.0,0.2866488147252103,0.5222603834415439,0.00875878394334676,0.03355617258754662,0.0,0.061836284975233094,0.37358837505232956,0.6264116249476704
