datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2021-12-01 00:00:00,1501,FLA,32,21,1926,0,3912,20165
2021-12-01 01:00:00,1487,FLA,31,21,1926,0,3912,19771
2021-12-01 02:00:00,1496,FLA,32,19,2059,0,3915,18695
2021-12-01 03:00:00,1486,FLA,32,-1,2091,0,3915,17410
2021-12-01 04:00:00,1350,FLA,32,0,2028,0,3914,15778
2021-12-01 05:00:00,1222,FLA,32,0,2044,0,3914,14273
2021-12-01 06:00:00,1213,FLA,32,0,1948,0,3916,13037
2021-12-01 07:00:00,1213,FLA,33,-1,1835,0,3917,12474
2021-12-01 08:00:00,1212,FLA,32,0,1759,0,3917,12330
2021-12-01 09:00:00,1209,FLA,32,0,1727,0,3918,12419
2021-12-01 10:00:00,1209,FLA,32,0,1940,0,3913,12750
2021-12-01 11:00:00,1329,FLA,32,18,2214,0,3919,14083
2021-12-01 12:00:00,1594,FLA,32,17,2351,0,3917,16502
2021-12-01 13:00:00,1648,FLA,32,352,2352,0,3916,17586
2021-12-01 14:00:00,1622,FLA,32,1868,2109,0,3914,16257
2021-12-01 15:00:00,1391,FLA,33,2942,1801,1,3910,15164
2021-12-01 16:00:00,977,FLA,31,3286,1884,0,3912,14750
2021-12-01 17:00:00,866,FLA,31,3345,1845,0,3910,14637
2021-12-01 18:00:00,779,FLA,32,3220,1945,0,3907,15039
2021-12-01 19:00:00,796,FLA,30,3000,1947,0,3907,15706
2021-12-01 20:00:00,797,FLA,31,2746,1957,0,3906,16350
2021-12-01 21:00:00,780,FLA,31,2140,2022,0,3902,17239
2021-12-01 22:00:00,780,FLA,30,952,2152,0,3908,18458
2021-12-01 23:00:00,901,FLA,38,60,2213,0,3905,19739
2021-12-02 00:00:00,1068,FLA,29,26,2263,0,3906,20502
2021-12-02 01:00:00,1084,FLA,29,21,2263,2,3907,19629
2021-12-02 02:00:00,1037,FLA,29,20,2253,43,3906,18522
2021-12-02 03:00:00,1002,FLA,30,-1,2216,52,3908,17148
2021-12-02 04:00:00,987,FLA,30,0,2043,43,3908,15283
2021-12-02 05:00:00,808,FLA,31,0,2092,71,3913,13662
2021-12-02 06:00:00,664,FLA,30,0,1690,8,3913,12165
2021-12-02 07:00:00,634,FLA,31,0,1500,0,3911,11403
2021-12-02 08:00:00,635,FLA,31,0,1505,0,3918,10916
2021-12-02 09:00:00,634,FLA,31,-1,1439,0,3920,10938
2021-12-02 10:00:00,654,FLA,30,0,1470,0,3920,11338
2021-12-02 11:00:00,731,FLA,31,18,1579,0,3918,12655
2021-12-02 12:00:00,933,FLA,31,18,1817,0,3917,14845
2021-12-02 13:00:00,1041,FLA,31,339,1876,0,3917,16033
2021-12-02 14:00:00,1009,FLA,31,1881,1875,0,3918,15168
2021-12-02 15:00:00,965,FLA,31,3013,1775,1,3918,14463
2021-12-02 16:00:00,800,FLA,31,3464,1786,2,3915,14395
2021-12-02 17:00:00,680,FLA,31,3562,1859,0,3920,14724
2021-12-02 18:00:00,860,FLA,31,3479,1863,0,3914,15091
2021-12-02 19:00:00,978,FLA,31,3460,1876,0,3912,15207
2021-12-02 20:00:00,991,FLA,32,3317,1756,0,3918,15665
2021-12-02 21:00:00,1001,FLA,31,2654,1858,0,3914,16411
2021-12-02 22:00:00,1142,FLA,31,1077,2036,0,3915,17783
2021-12-02 23:00:00,1289,FLA,37,59,2221,0,3912,18892
2021-12-03 00:00:00,1347,FLA,30,25,2187,0,3915,19880
2021-12-03 01:00:00,1218,FLA,30,7,2195,0,3913,18960
2021-12-03 02:00:00,985,FLA,30,0,2230,0,3915,17959
2021-12-03 03:00:00,896,FLA,31,0,2060,0,3912,16686
2021-12-03 04:00:00,894,FLA,30,0,1749,0,3914,15078
2021-12-03 05:00:00,803,FLA,31,-1,1572,0,3912,13551
2021-12-03 06:00:00,683,FLA,31,0,1374,0,3919,12349
2021-12-03 07:00:00,667,FLA,31,0,1180,0,3918,11787
2021-12-03 08:00:00,614,FLA,31,0,1362,0,3921,11277
2021-12-03 09:00:00,617,FLA,31,0,1345,0,3923,11235
2021-12-03 10:00:00,680,FLA,31,-1,1405,0,3923,11624
2021-12-03 11:00:00,704,FLA,31,18,1486,0,3926,12807
2021-12-03 12:00:00,716,FLA,31,18,1732,0,3923,15093
2021-12-03 13:00:00,719,FLA,31,290,1777,0,3924,16287
2021-12-03 14:00:00,641,FLA,31,1703,1723,0,3924,15599
2021-12-03 15:00:00,516,FLA,31,2943,1579,0,3922,14558
2021-12-03 16:00:00,603,FLA,31,3464,1476,0,3922,14142
2021-12-03 17:00:00,765,FLA,31,3571,1388,0,3917,14087
2021-12-03 18:00:00,811,FLA,31,3576,1452,0,3919,14219
2021-12-03 19:00:00,833,FLA,32,3304,1567,0,3916,14742
2021-12-03 20:00:00,887,FLA,32,3015,1622,0,3913,15356
2021-12-03 21:00:00,1070,FLA,31,2124,1685,0,3912,16412
2021-12-03 22:00:00,1155,FLA,31,802,1746,0,3916,17643
2021-12-03 23:00:00,1207,FLA,36,84,1735,8,3914,18483
2021-12-04 00:00:00,1327,FLA,31,54,1686,12,3914,18826
2021-12-04 01:00:00,1287,FLA,30,24,1626,0,3917,17857
2021-12-04 02:00:00,1166,FLA,31,17,1513,0,3913,17067
2021-12-04 03:00:00,1132,FLA,30,0,1419,0,3914,16046
2021-12-04 04:00:00,1094,FLA,31,0,1343,0,3911,14871
2021-12-04 05:00:00,965,FLA,30,0,1358,0,3917,13682
2021-12-04 06:00:00,870,FLA,31,-1,1345,0,3912,12277
2021-12-04 07:00:00,865,FLA,31,0,1351,0,3915,11203
2021-12-04 08:00:00,867,FLA,31,0,1352,0,3913,10667
2021-12-04 09:00:00,870,FLA,30,0,1334,0,3916,10474
2021-12-04 10:00:00,871,FLA,31,0,1266,0,3917,10659
2021-12-04 11:00:00,882,FLA,31,-1,1326,0,3919,11267
2021-12-04 12:00:00,964,FLA,31,0,1347,0,3917,12438
2021-12-04 13:00:00,1044,FLA,31,245,1336,0,3916,13552
2021-12-04 14:00:00,1057,FLA,31,1399,1334,0,3916,14096
2021-12-04 15:00:00,1092,FLA,30,2246,1350,0,3916,14106
2021-12-04 16:00:00,1184,FLA,31,2709,1350,0,3922,14130
2021-12-04 17:00:00,1144,FLA,31,2965,1478,0,3915,14140
2021-12-04 18:00:00,1110,FLA,30,2858,1518,0,3919,14524
2021-12-04 19:00:00,1193,FLA,28,2824,1488,0,3913,14730
2021-12-04 20:00:00,1450,FLA,27,2582,1485,0,3914,14934
2021-12-04 21:00:00,1583,FLA,28,1768,1512,0,3914,15900
2021-12-04 22:00:00,1692,FLA,28,817,1611,0,3910,16734
2021-12-04 23:00:00,1784,FLA,37,56,1669,0,3915,17362
2021-12-05 00:00:00,1783,FLA,28,5,1688,0,3915,17671
2021-12-05 01:00:00,1784,FLA,28,4,1659,0,3912,16785
2021-12-05 02:00:00,1783,FLA,28,0,1690,0,3915,15923
2021-12-05 03:00:00,1778,FLA,29,-1,1690,0,3912,14921
2021-12-05 04:00:00,1609,FLA,28,0,1634,0,3919,13920
2021-12-05 05:00:00,1374,FLA,29,0,1349,0,3914,12920
2021-12-05 06:00:00,1303,FLA,28,0,1515,0,3916,11641
2021-12-05 07:00:00,1114,FLA,29,0,1489,0,3918,10832
2021-12-05 08:00:00,1058,FLA,28,-1,1484,0,3917,10335
2021-12-05 09:00:00,1165,FLA,29,0,1418,0,3918,10123
2021-12-05 10:00:00,1169,FLA,29,0,1414,0,3917,10128
2021-12-05 11:00:00,1202,FLA,28,0,1488,0,3918,10625
2021-12-05 12:00:00,1259,FLA,29,0,1551,0,3918,11360
2021-12-05 13:00:00,1289,FLA,29,209,1583,0,3916,12249
2021-12-05 14:00:00,1319,FLA,29,1293,1581,0,3919,13135
2021-12-05 15:00:00,1470,FLA,29,2364,1525,0,3918,13355
2021-12-05 16:00:00,1662,FLA,28,2801,1548,0,3914,13717
2021-12-05 17:00:00,1624,FLA,29,2741,1553,0,3918,14668
2021-12-05 18:00:00,1621,FLA,28,2441,1563,0,3914,15834
2021-12-05 19:00:00,1753,FLA,25,2428,1811,0,3913,16240
2021-12-05 20:00:00,1790,FLA,26,2483,1971,0,3912,16499
2021-12-05 21:00:00,1763,FLA,26,1776,2038,0,3911,17286
2021-12-05 22:00:00,1702,FLA,26,774,2089,0,3910,18013
2021-12-05 23:00:00,1754,FLA,37,38,2192,0,3912,18841
2021-12-06 00:00:00,1798,FLA,27,8,2224,0,3917,19731
2021-12-06 01:00:00,1888,FLA,27,3,2198,0,3913,18814
2021-12-06 02:00:00,2050,FLA,27,0,2155,0,3914,17428
2021-12-06 03:00:00,2025,FLA,27,0,2016,0,3916,16226
2021-12-06 04:00:00,1755,FLA,27,-1,1904,0,3914,14655
2021-12-06 05:00:00,1733,FLA,28,0,1772,0,3917,12717
2021-12-06 06:00:00,1745,FLA,27,0,1730,0,3919,11121
2021-12-06 07:00:00,1688,FLA,27,0,1752,0,3913,10192
2021-12-06 08:00:00,1682,FLA,28,0,1712,0,3915,9528
2021-12-06 09:00:00,1685,FLA,27,-1,1713,0,3909,9467
2021-12-06 10:00:00,1739,FLA,28,0,1807,0,3905,9801
2021-12-06 11:00:00,1876,FLA,27,0,1872,0,3908,11010
2021-12-06 12:00:00,1989,FLA,27,0,1830,0,3912,13200
2021-12-06 13:00:00,1969,FLA,26,163,1879,0,3911,14567
2021-12-06 14:00:00,1958,FLA,27,1100,1826,0,3917,14670
2021-12-06 15:00:00,2051,FLA,26,2005,1808,0,3919,14576
2021-12-06 16:00:00,2212,FLA,27,2579,1820,0,3920,14877
2021-12-06 17:00:00,2229,FLA,28,2731,1808,0,3910,15722
2021-12-06 18:00:00,2297,FLA,29,2594,1822,0,3913,16821
2021-12-06 19:00:00,2333,FLA,29,2473,1789,0,3913,17417
2021-12-06 20:00:00,2327,FLA,28,2233,1927,0,3912,17710
2021-12-06 21:00:00,2246,FLA,29,1703,2216,0,3912,18217
2021-12-06 22:00:00,2388,FLA,28,618,2298,0,3908,19029
2021-12-06 23:00:00,2370,FLA,36,27,2325,0,3911,19830
2021-12-07 00:00:00,2452,FLA,26,3,2324,0,3912,20520
2021-12-07 01:00:00,2455,FLA,26,5,2251,0,3910,19846
2021-12-07 02:00:00,2405,FLA,28,1,2123,0,3907,18875
2021-12-07 03:00:00,2288,FLA,27,0,1945,0,3915,17330
2021-12-07 04:00:00,2082,FLA,28,0,1743,0,3912,15656
2021-12-07 05:00:00,1985,FLA,27,0,1533,0,3908,13640
2021-12-07 06:00:00,1936,FLA,28,0,1487,0,3909,11633
2021-12-07 07:00:00,1862,FLA,27,0,1406,0,3911,10542
2021-12-07 08:00:00,1805,FLA,28,0,1331,0,3912,9964
2021-12-07 09:00:00,1781,FLA,28,0,1146,0,3916,9810
2021-12-07 10:00:00,1754,FLA,27,0,1157,0,3911,10003
2021-12-07 11:00:00,1861,FLA,28,0,1357,0,3906,10831
2021-12-07 12:00:00,1959,FLA,28,0,1583,0,3897,12672
2021-12-07 13:00:00,1948,FLA,28,132,1554,0,3885,13844
2021-12-07 14:00:00,1896,FLA,27,685,1563,0,3890,14441
2021-12-07 15:00:00,1904,FLA,28,1491,1574,0,3877,14916
2021-12-07 16:00:00,2060,FLA,28,2542,1717,7,3888,15787
2021-12-07 17:00:00,2165,FLA,28,2965,1885,0,3897,14987
2021-12-07 18:00:00,2247,FLA,28,2917,1898,0,3900,16054
2021-12-07 19:00:00,2147,FLA,31,2775,1904,0,3903,17252
2021-12-07 20:00:00,2168,FLA,32,2564,2037,0,3901,17929
2021-12-07 21:00:00,2217,FLA,32,1822,2139,0,3903,18903
2021-12-07 22:00:00,2375,FLA,32,736,2264,0,3897,19534
2021-12-07 23:00:00,2451,FLA,37,38,2329,0,3901,20162
2021-12-08 00:00:00,2604,FLA,31,0,2293,0,3898,20502
2021-12-08 01:00:00,2500,FLA,31,3,2294,3,3903,19676
2021-12-08 02:00:00,2427,FLA,32,-1,2284,10,3895,18307
2021-12-08 03:00:00,2287,FLA,31,0,2281,0,3902,16694
2021-12-08 04:00:00,2095,FLA,31,0,1973,0,3902,14973
2021-12-08 05:00:00,1933,FLA,31,0,1838,0,3898,12979
2021-12-08 06:00:00,1838,FLA,32,0,1648,0,3902,11368
2021-12-08 07:00:00,1760,FLA,31,0,1625,0,3903,10362
2021-12-08 08:00:00,1732,FLA,31,0,1592,0,3904,9775
2021-12-08 09:00:00,1703,FLA,31,0,1547,0,3905,9516
2021-12-08 10:00:00,1756,FLA,32,0,1539,0,3906,9666
2021-12-08 11:00:00,1871,FLA,30,0,1618,0,3907,10488
2021-12-08 12:00:00,1944,FLA,32,0,1726,0,3904,12792
2021-12-08 13:00:00,2022,FLA,30,177,1835,0,3903,13694
2021-12-08 14:00:00,1983,FLA,31,1243,1833,0,3906,13901
2021-12-08 15:00:00,1944,FLA,32,2365,1852,17,3911,13972
2021-12-08 16:00:00,2203,FLA,35,2909,1845,54,3902,14366
2021-12-08 17:00:00,2367,FLA,34,3091,1839,53,3905,15207
2021-12-08 18:00:00,2360,FLA,34,3098,1969,53,3904,16286
2021-12-08 19:00:00,2424,FLA,34,2989,2065,52,3902,17428
2021-12-08 20:00:00,2409,FLA,34,2432,2138,52,3903,18670
2021-12-08 21:00:00,2354,FLA,33,1680,2150,55,3895,19905
2021-12-08 22:00:00,2416,FLA,33,674,2121,53,3895,21049
2021-12-08 23:00:00,2488,FLA,38,40,2186,51,3896,21577
2021-12-09 00:00:00,2326,FLA,32,0,2225,14,3896,22049
2021-12-09 01:00:00,2139,FLA,33,0,2198,9,3899,21358
2021-12-09 02:00:00,1994,FLA,33,0,2065,0,3899,20296
2021-12-09 03:00:00,1793,FLA,33,-1,2071,0,3894,18812
2021-12-09 04:00:00,1713,FLA,33,0,1954,0,3897,16883
2021-12-09 05:00:00,1626,FLA,33,0,1761,0,3898,14813
2021-12-09 06:00:00,1557,FLA,34,0,1542,1,3890,13196
2021-12-09 07:00:00,1465,FLA,33,0,1483,17,3889,11945
2021-12-09 08:00:00,1416,FLA,33,0,1483,0,3890,11184
2021-12-09 09:00:00,1100,FLA,33,0,1474,0,3890,10870
2021-12-09 10:00:00,1630,FLA,33,0,1460,0,3890,11007
2021-12-09 11:00:00,1385,FLA,33,0,1513,0,3886,12092
2021-12-09 12:00:00,1492,FLA,33,0,1573,0,3884,14129
2021-12-09 13:00:00,1634,FLA,32,62,1574,0,3904,15501
2021-12-09 14:00:00,1760,FLA,33,400,1594,0,3898,15685
2021-12-09 15:00:00,1751,FLA,32,935,1569,2,3890,16961
2021-12-09 16:00:00,1671,FLA,32,1559,1568,3,3879,17443
2021-12-09 17:00:00,1462,FLA,38,2273,1559,14,3874,18056
2021-12-09 18:00:00,1349,FLA,37,2520,1607,0,3880,19171
2021-12-09 19:00:00,1501,FLA,37,2453,1896,0,3882,19953
2021-12-09 20:00:00,1603,FLA,37,2090,1959,0,3883,20813
2021-12-09 21:00:00,1820,FLA,36,1356,1971,0,3927,21359
2021-12-09 22:00:00,1817,FLA,37,509,2164,0,3888,21825
2021-12-09 23:00:00,1984,FLA,37,40,2186,0,3888,22094
2021-12-10 00:00:00,2043,FLA,36,6,2170,0,3890,22605
2021-12-10 01:00:00,2036,FLA,36,1,2157,0,3888,21561
2021-12-10 02:00:00,2110,FLA,36,1,2010,0,3887,20232
2021-12-10 03:00:00,2101,FLA,36,1,1898,0,3886,18626
2021-12-10 04:00:00,1851,FLA,36,0,1690,0,3888,16898
2021-12-10 05:00:00,1498,FLA,35,-1,1687,0,3887,15105
2021-12-10 06:00:00,1401,FLA,36,0,1593,0,3895,12893
2021-12-10 07:00:00,1273,FLA,36,0,1585,0,3894,11825
2021-12-10 08:00:00,1135,FLA,35,0,1545,0,3894,11265
2021-12-10 09:00:00,1145,FLA,36,0,1455,0,3892,10951
2021-12-10 10:00:00,1154,FLA,35,0,1486,0,3891,11038
2021-12-10 11:00:00,1211,FLA,35,0,1619,0,3894,12080
2021-12-10 12:00:00,1243,FLA,35,0,1711,0,3891,14303
2021-12-10 13:00:00,1357,FLA,36,113,1949,0,3891,15218
2021-12-10 14:00:00,1369,FLA,35,891,1923,0,3887,15778
2021-12-10 15:00:00,1319,FLA,35,1915,1911,0,3889,16327
2021-12-10 16:00:00,1328,FLA,35,2604,1871,3,3268,17533
2021-12-10 17:00:00,1284,FLA,36,3093,1782,0,2900,19024
2021-12-10 18:00:00,1090,FLA,38,3077,1952,8,2836,20444
2021-12-10 19:00:00,1285,FLA,37,2957,2170,0,2832,21411
2021-12-10 20:00:00,1461,FLA,36,2771,2262,0,2834,22052
2021-12-10 21:00:00,1574,FLA,36,2050,2242,0,2830,22826
2021-12-10 22:00:00,1583,FLA,36,1382,2233,0,2827,23458
2021-12-10 23:00:00,1495,FLA,37,40,2241,0,2831,23459
2021-12-11 00:00:00,1552,FLA,37,6,2241,0,2795,23316
2021-12-11 01:00:00,1589,FLA,36,1,2237,0,2797,22041
2021-12-11 02:00:00,1448,FLA,36,2,2175,0,2798,20656
2021-12-11 03:00:00,1367,FLA,36,0,1999,0,2798,19537
2021-12-11 04:00:00,1227,FLA,36,0,1792,0,2798,18112
2021-12-11 05:00:00,1079,FLA,36,0,1705,0,2799,16555
2021-12-11 06:00:00,1109,FLA,36,-1,1547,0,2806,14893
2021-12-11 07:00:00,949,FLA,36,0,1510,0,2804,13725
2021-12-11 08:00:00,851,FLA,36,0,1502,0,2803,13053
2021-12-11 09:00:00,824,FLA,36,0,1500,0,2805,12578
2021-12-11 10:00:00,828,FLA,36,0,1501,0,2807,12352
2021-12-11 11:00:00,826,FLA,36,0,1483,0,2805,12668
2021-12-11 12:00:00,827,FLA,36,0,1487,0,2806,13305
2021-12-11 13:00:00,866,FLA,37,166,1552,0,2841,14197
2021-12-11 14:00:00,921,FLA,36,1304,1576,0,2841,15556
2021-12-11 15:00:00,893,FLA,35,2243,1826,9,2840,16948
2021-12-11 16:00:00,1115,FLA,36,2801,1927,0,2839,17830
2021-12-11 17:00:00,1131,FLA,36,2899,2199,0,2843,19092
2021-12-11 18:00:00,1232,FLA,35,2863,2265,0,2842,20302
2021-12-11 19:00:00,1374,FLA,36,2843,2277,0,2841,21262
2021-12-11 20:00:00,1473,FLA,35,2580,2283,0,2838,22002
2021-12-11 21:00:00,1490,FLA,36,1943,2269,0,2838,22575
2021-12-11 22:00:00,1443,FLA,35,895,2267,0,2840,23083
2021-12-11 23:00:00,1429,FLA,38,51,2253,0,2839,23177
2021-12-12 00:00:00,1412,FLA,35,5,2248,0,2836,22689
2021-12-12 01:00:00,1317,FLA,35,0,2259,0,2807,21230
2021-12-12 02:00:00,1300,FLA,36,0,2278,13,2803,20373
2021-12-12 03:00:00,1264,FLA,35,0,2075,0,2807,19263
2021-12-12 04:00:00,1107,FLA,36,0,1982,0,2805,17837
2021-12-12 05:00:00,1045,FLA,35,0,1809,0,2808,16430
2021-12-12 06:00:00,948,FLA,36,0,1572,0,2855,14871
2021-12-12 07:00:00,851,FLA,35,0,1497,0,2886,13655
2021-12-12 08:00:00,821,FLA,36,-1,1483,0,2963,12753
2021-12-12 09:00:00,800,FLA,35,0,1459,0,3045,12174
2021-12-12 10:00:00,782,FLA,36,0,1399,0,3163,11795
2021-12-12 11:00:00,794,FLA,36,0,1382,0,3261,11787
2021-12-12 12:00:00,825,FLA,36,0,1420,0,3244,12298
2021-12-12 13:00:00,884,FLA,36,154,1441,0,3297,13113
2021-12-12 14:00:00,896,FLA,36,1077,1553,0,3422,14442
2021-12-12 15:00:00,949,FLA,35,1995,1635,0,3517,16078
2021-12-12 16:00:00,1122,FLA,36,2475,1841,0,3619,17442
2021-12-12 17:00:00,1245,FLA,35,2602,2029,0,3643,18612
2021-12-12 18:00:00,1424,FLA,36,2600,2179,0,3729,19665
2021-12-12 19:00:00,1553,FLA,36,2616,2339,0,3803,20338
2021-12-12 20:00:00,1587,FLA,36,2260,2363,0,3802,20987
2021-12-12 21:00:00,1591,FLA,35,1650,2328,0,3836,21511
2021-12-12 22:00:00,1549,FLA,36,650,2346,0,3833,21992
2021-12-12 23:00:00,1615,FLA,37,40,2425,0,3829,22113
2021-12-13 00:00:00,1708,FLA,35,6,2444,0,3847,22438
2021-12-13 01:00:00,1612,FLA,35,2,2411,0,3865,21473
2021-12-13 02:00:00,1573,FLA,36,0,2312,12,3861,20237
2021-12-13 03:00:00,1419,FLA,35,-1,2140,0,3861,18711
2021-12-13 04:00:00,1121,FLA,35,0,2001,0,3862,17002
2021-12-13 05:00:00,859,FLA,36,0,1996,0,3866,15089
2021-12-13 06:00:00,779,FLA,35,0,1946,0,3872,13417
2021-12-13 07:00:00,778,FLA,35,0,1962,0,3870,12022
2021-12-13 08:00:00,815,FLA,36,0,1906,0,3872,11464
2021-12-13 09:00:00,772,FLA,36,-1,1858,0,3870,11340
2021-12-13 10:00:00,730,FLA,35,0,1900,0,3875,11523
2021-12-13 11:00:00,739,FLA,35,0,2012,0,3874,12606
2021-12-13 12:00:00,848,FLA,36,0,2203,0,3874,14445
2021-12-13 13:00:00,986,FLA,36,124,2221,0,3873,15765
2021-12-13 14:00:00,1121,FLA,35,1040,2243,0,3875,15743
2021-12-13 15:00:00,1139,FLA,35,2020,2281,22,3880,16197
2021-12-13 16:00:00,1374,FLA,36,2581,2305,5,3874,16882
2021-12-13 17:00:00,1482,FLA,35,2637,2318,8,3867,17785
2021-12-13 18:00:00,1577,FLA,36,2528,2287,0,3872,18970
2021-12-13 19:00:00,1534,FLA,36,2411,2258,0,3859,19612
2021-12-13 20:00:00,1539,FLA,36,2033,2294,0,3870,20401
2021-12-13 21:00:00,1576,FLA,35,1486,2303,29,3867,21001
2021-12-13 22:00:00,1587,FLA,36,631,2277,9,3869,21555
2021-12-13 23:00:00,1592,FLA,37,34,2332,0,3873,22153
2021-12-14 00:00:00,1732,FLA,35,8,2318,0,3878,22742
2021-12-14 01:00:00,1703,FLA,36,1,2416,17,3883,21762
2021-12-14 02:00:00,1667,FLA,36,0,2329,38,3872,20481
2021-12-14 03:00:00,1574,FLA,36,0,2250,0,3870,18892
2021-12-14 04:00:00,1314,FLA,36,0,2196,0,3876,17089
2021-12-14 05:00:00,926,FLA,35,0,1913,0,3874,15756
2021-12-14 06:00:00,950,FLA,36,0,1783,0,3865,13902
2021-12-14 07:00:00,867,FLA,36,0,1613,0,3865,12768
2021-12-14 08:00:00,831,FLA,36,0,1575,0,3867,12035
