ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2733.43,05.07.2020,2020-07-05
5,BATI ANADOLU YTM,5454.87,05.07.2020,2020-07-05
11,DOĞU AKDENİZ YTM,3293.07,05.07.2020,2020-07-05
9,DOĞU ANADOLU YTM,1084.45,05.07.2020,2020-07-05
10,GÜNEY DOĞU ANADOLU YTM,5937.28,05.07.2020,2020-07-05
4,KUZEY BATI ANADOLU YTM,6565.42,05.07.2020,2020-07-05
6,ORTA ANADOLU YTM,4506.79,05.07.2020,2020-07-05
8,ORTA KARADENİZ YTM,1952.77,05.07.2020,2020-07-05
3,TRAKYA YTM,4312.11,05.07.2020,2020-07-05
