ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2919.06,26.09.2020,2020-09-26
5,BATI ANADOLU YTM,5566.18,26.09.2020,2020-09-26
11,DOĞU AKDENİZ YTM,3511.35,26.09.2020,2020-09-26
9,DOĞU ANADOLU YTM,1188.27,26.09.2020,2020-09-26
10,GÜNEY DOĞU ANADOLU YTM,5558.83,26.09.2020,2020-09-26
4,KUZEY BATI ANADOLU YTM,8215.81,26.09.2020,2020-09-26
6,ORTA ANADOLU YTM,4239.09,26.09.2020,2020-09-26
8,ORTA KARADENİZ YTM,2030.71,26.09.2020,2020-09-26
3,TRAKYA YTM,5352.29,26.09.2020,2020-09-26
