ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,1970.38,05.05.2020,2020-05-05
5,BATI ANADOLU YTM,4388.93,05.05.2020,2020-05-05
11,DOĞU AKDENİZ YTM,2497.31,05.05.2020,2020-05-05
9,DOĞU ANADOLU YTM,1254.43,05.05.2020,2020-05-05
10,GÜNEY DOĞU ANADOLU YTM,4855.53,05.05.2020,2020-05-05
4,KUZEY BATI ANADOLU YTM,6676.74,05.05.2020,2020-05-05
6,ORTA ANADOLU YTM,3416.97,05.05.2020,2020-05-05
8,ORTA KARADENİZ YTM,1749.24,05.05.2020,2020-05-05
3,TRAKYA YTM,4706.22,05.05.2020,2020-05-05
