ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,1853.63,05.04.2020,2020-04-05
5,BATI ANADOLU YTM,4297.65,05.04.2020,2020-04-05
11,DOĞU AKDENİZ YTM,2664.57,05.04.2020,2020-04-05
9,DOĞU ANADOLU YTM,1258.19,05.04.2020,2020-04-05
10,GÜNEY DOĞU ANADOLU YTM,4322.27,05.04.2020,2020-04-05
4,KUZEY BATI ANADOLU YTM,5754.77,05.04.2020,2020-04-05
6,ORTA ANADOLU YTM,3242.67,05.04.2020,2020-04-05
8,ORTA KARADENİZ YTM,1644.98,05.04.2020,2020-04-05
3,TRAKYA YTM,3872.61,05.04.2020,2020-04-05
