ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,3690.81,26.08.2020,2020-08-26
5,BATI ANADOLU YTM,6803.51,26.08.2020,2020-08-26
11,DOĞU AKDENİZ YTM,3973.23,26.08.2020,2020-08-26
9,DOĞU ANADOLU YTM,1133.87,26.08.2020,2020-08-26
10,GÜNEY DOĞU ANADOLU YTM,6806.68,26.08.2020,2020-08-26
4,KUZEY BATI ANADOLU YTM,9086.87,26.08.2020,2020-08-26
6,ORTA ANADOLU YTM,5374.26,26.08.2020,2020-08-26
8,ORTA KARADENİZ YTM,2095.64,26.08.2020,2020-08-26
3,TRAKYA YTM,6466.69,26.08.2020,2020-08-26
