ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2388.34,13.03.2020,2020-03-13
5,BATI ANADOLU YTM,4934.47,13.03.2020,2020-03-13
11,DOĞU AKDENİZ YTM,3055.87,13.03.2020,2020-03-13
9,DOĞU ANADOLU YTM,1304.0,13.03.2020,2020-03-13
10,GÜNEY DOĞU ANADOLU YTM,5071.94,13.03.2020,2020-03-13
4,KUZEY BATI ANADOLU YTM,8080.19,13.03.2020,2020-03-13
6,ORTA ANADOLU YTM,3856.02,13.03.2020,2020-03-13
8,ORTA KARADENİZ YTM,1913.91,13.03.2020,2020-03-13
3,TRAKYA YTM,6086.09,13.03.2020,2020-03-13
