date,mw,region
2018-11-15 0:00,27365,ОЭС ЦЕНТРА
2018-11-15 1:00,27194,ОЭС ЦЕНТРА
2018-11-15 2:00,26498,ОЭС ЦЕНТРА
2018-11-15 3:00,26263,ОЭС ЦЕНТРА
2018-11-15 4:00,26250,ОЭС ЦЕНТРА
2018-11-15 5:00,26924,ОЭС ЦЕНТРА
2018-11-15 6:00,28149,ОЭС ЦЕНТРА
2018-11-15 7:00,30647,ОЭС ЦЕНТРА
2018-11-15 8:00,31404,ОЭС ЦЕНТРА
2018-11-15 9:00,32085,ОЭС ЦЕНТРА
2018-11-15 10:00,32576,ОЭС ЦЕНТРА
2018-11-15 11:00,32004,ОЭС ЦЕНТРА
2018-11-15 12:00,31426,ОЭС ЦЕНТРА
2018-11-15 13:00,31454,ОЭС ЦЕНТРА
2018-11-15 14:00,31531,ОЭС ЦЕНТРА
2018-11-15 15:00,31376,ОЭС ЦЕНТРА
2018-11-15 16:00,31646,ОЭС ЦЕНТРА
2018-11-15 17:00,32301,ОЭС ЦЕНТРА
2018-11-15 18:00,33282,ОЭС ЦЕНТРА
2018-11-15 19:00,32809,ОЭС ЦЕНТРА
2018-11-15 20:00,32375,ОЭС ЦЕНТРА
2018-11-15 21:00,31656,ОЭС ЦЕНТРА
2018-11-15 22:00,31686,ОЭС ЦЕНТРА
2018-11-15 23:00,28561,ОЭС ЦЕНТРА
