date,year,month,month_date,coal,lignite,coal_lignite,gas_naptha_diesel,hydro,nuclear,res,total,unit,weekday,hour
2021-02-16,2021,2,02-16,2980.0,78.0,,121.0,266.0,80.0,313.0,3838.0,MU,Tuesday,0
2021-02-17,2021,2,02-17,2939.0,82.0,,123.0,266.0,83.0,324.0,3816.0,MU,Wednesday,0
2021-02-18,2021,2,02-18,2892.0,77.0,,120.0,263.0,86.0,363.0,3800.0,MU,Thursday,0
2021-02-19,2021,2,02-19,2832.0,75.0,,117.0,259.0,90.0,363.0,3736.0,MU,Friday,0
2021-02-20,2021,2,02-20,2807.0,73.0,,113.0,249.0,91.0,370.0,3704.0,MU,Saturday,0
2021-02-21,2021,2,02-21,2714.0,67.0,,104.0,245.0,91.0,346.0,3567.0,MU,Sunday,0
2021-02-22,2021,2,02-22,2863.0,66.0,,107.0,265.0,91.0,323.0,3716.0,MU,Monday,0
2021-02-23,2021,2,02-23,2932.0,69.0,,108.0,286.0,91.0,341.0,3827.0,MU,Tuesday,0
2021-02-24,2021,2,02-24,2983.0,71.0,,106.0,289.0,91.0,350.0,3890.0,MU,Wednesday,0
2021-02-25,2021,2,02-25,3006.0,74.0,,120.0,312.0,91.0,332.0,3934.0,MU,Thursday,0
2021-02-26,2021,2,02-26,3018.0,73.0,,122.0,304.0,91.0,374.0,3982.0,MU,Friday,0
2021-02-27,2021,2,02-27,3031.0,73.0,,122.0,298.0,91.0,363.0,3978.0,MU,Saturday,0
2021-02-28,2021,2,02-28,2987.0,77.0,,105.0,270.0,91.0,341.0,3871.0,MU,Sunday,0
2021-03-01,2021,3,03-01,3046.0,78.0,,118.0,299.0,90.0,347.0,3978.0,MU,Monday,0
2021-03-02,2021,3,03-02,3105.0,73.0,,112.0,302.0,91.0,355.0,4037.0,MU,Tuesday,0
2021-03-03,2021,3,03-03,3134.0,68.0,,112.0,279.0,91.0,357.0,4041.0,MU,Wednesday,0
2021-03-04,2021,3,03-04,3119.0,71.0,,127.0,275.0,91.0,377.0,4060.0,MU,Thursday,0
2021-03-05,2021,3,03-05,3171.0,77.0,,133.0,290.0,90.0,352.0,4113.0,MU,Friday,0
2021-03-06,2021,3,03-06,3140.0,78.0,,128.0,315.0,77.0,362.0,4102.0,MU,Saturday,0
2021-03-07,2021,3,03-07,3024.0,75.0,,110.0,260.0,68.0,417.0,3953.0,MU,Sunday,0
2021-03-08,2021,3,03-08,3135.0,74.0,,117.0,297.0,72.0,388.0,4082.0,MU,Monday,0
2021-03-09,2021,3,03-09,3229.0,74.0,,117.0,305.0,86.0,368.0,4179.0,MU,Tuesday,0
2021-03-10,2021,3,03-10,3261.0,80.0,,112.0,295.0,81.0,346.0,4176.0,MU,Wednesday,0
2021-03-11,2021,3,03-11,3233.0,80.0,,125.0,286.0,84.0,358.0,4166.0,MU,Thursday,0
2021-03-12,2021,3,03-12,3100.0,79.0,,129.0,265.0,85.0,359.0,4017.0,MU,Friday,0
2021-03-13,2021,3,03-13,3019.0,78.0,,117.0,271.0,93.0,354.0,3933.0,MU,Saturday,0
2021-03-14,2021,3,03-14,3009.0,77.0,,105.0,264.0,95.0,366.0,3916.0,MU,Sunday,0
2021-03-15,2021,3,03-15,3140.0,76.0,,116.0,291.0,89.0,358.0,4070.0,MU,Monday,0
2021-03-16,2021,3,03-16,3188.0,74.0,,117.0,326.0,88.0,342.0,4135.0,MU,Tuesday,0
2021-03-17,2021,3,03-17,3225.0,72.0,,121.0,328.0,88.0,335.0,4168.0,MU,Wednesday,0
2021-03-18,2021,3,03-18,3268.0,71.0,,114.0,304.0,86.0,332.0,4174.0,MU,Thursday,0
2021-03-19,2021,3,03-19,3255.0,73.0,,118.0,294.0,83.0,319.0,4143.0,MU,Friday,0
2021-03-20,2021,3,03-20,3225.0,72.0,,120.0,276.0,83.0,344.0,4120.0,MU,Saturday,0
2021-03-21,2021,3,03-21,3148.0,71.0,,100.0,234.0,78.0,355.0,3986.0,MU,Sunday,0
2021-03-22,2021,3,03-22,3184.0,65.0,,111.0,283.0,84.0,334.0,4061.0,MU,Monday,0
2021-03-23,2021,3,03-23,3105.0,61.0,,122.0,287.0,86.0,358.0,4020.0,MU,Tuesday,0
2021-03-24,2021,3,03-24,3176.0,62.0,,117.0,282.0,89.0,366.0,4091.0,MU,Wednesday,0
2021-03-25,2021,3,03-25,3222.0,67.0,,111.0,294.0,96.0,349.0,4137.0,MU,Thursday,0
2021-03-26,2021,3,03-26,3201.0,70.0,,128.0,300.0,98.0,358.0,4154.0,MU,Friday,0
2021-03-27,2021,3,03-27,3225.0,69.0,,127.0,291.0,95.0,350.0,4157.0,MU,Saturday,0
2021-03-28,2021,3,03-28,3128.0,70.0,,99.0,253.0,93.0,385.0,4029.0,MU,Sunday,0
2021-03-29,2021,3,03-29,2861.0,75.0,,93.0,243.0,109.0,404.0,3785.0,MU,Monday,0
2021-03-30,2021,3,03-30,2955.0,75.0,,100.0,262.0,93.0,436.0,3921.0,MU,Tuesday,0
2021-03-31,2021,3,03-31,3086.0,78.0,,112.0,268.0,93.0,470.0,4107.0,MU,Wednesday,0
2021-04-01,2021,4,04-01,3090.0,75.0,,105.0,300.0,89.0,424.0,4083.0,MU,Thursday,0
2021-04-02,2021,4,04-02,3140.0,73.0,,115.0,307.0,90.0,414.0,4137.0,MU,Friday,0
2021-04-03,2021,4,04-03,3177.0,72.0,,121.0,292.0,89.0,425.0,4176.0,MU,Saturday,0
2021-04-04,2021,4,04-04,3103.0,72.0,,115.0,265.0,94.0,391.0,4040.0,MU,Sunday,0
2021-04-05,2021,4,04-05,3197.0,70.0,,117.0,293.0,101.0,392.0,4170.0,MU,Monday,0
2021-04-06,2021,4,04-06,3182.0,69.0,,125.0,302.0,101.0,380.0,4160.0,MU,Tuesday,0
2021-04-07,2021,4,04-07,3226.0,72.0,,138.0,325.0,103.0,350.0,4215.0,MU,Wednesday,0
2021-04-08,2021,4,04-08,3277.0,75.0,,149.0,310.0,99.0,343.0,4252.0,MU,Thursday,0
2021-04-09,2021,4,04-09,3256.0,73.0,,133.0,289.0,108.0,352.0,4211.0,MU,Friday,0
2021-04-10,2021,4,04-10,3235.0,76.0,,112.0,274.0,108.0,363.0,4168.0,MU,Saturday,0
2021-04-11,2021,4,04-11,3150.0,69.0,,99.0,253.0,97.0,357.0,4025.0,MU,Sunday,0
2021-04-12,2021,4,04-12,3241.0,70.0,,106.0,275.0,97.0,340.0,4129.0,MU,Monday,0
2021-04-13,2021,4,04-13,3293.0,68.0,,107.0,251.0,97.0,321.0,4136.0,MU,Tuesday,0
2021-04-14,2021,4,04-14,3165.0,67.0,,109.0,246.0,107.0,364.0,4057.0,MU,Wednesday,0
2021-04-15,2021,4,04-15,3151.0,68.0,,103.0,249.0,107.0,356.0,4034.0,MU,Thursday,0
2021-04-16,2021,4,04-16,3162.0,68.0,,99.0,252.0,107.0,367.0,4055.0,MU,Friday,0
2021-04-17,2021,4,04-17,3075.0,70.0,,102.0,275.0,97.0,357.0,3975.0,MU,Saturday,0
2021-04-18,2021,4,04-18,3048.0,71.0,,100.0,261.0,107.0,350.0,3937.0,MU,Sunday,0
2021-04-19,2021,4,04-19,3103.0,73.0,,104.0,294.0,89.0,416.0,4080.0,MU,Monday,0
2021-04-20,2021,4,04-20,3154.0,72.0,,113.0,277.0,84.0,401.0,4101.0,MU,Tuesday,0
2021-04-21,2021,4,04-21,3091.0,72.0,,111.0,294.0,85.0,360.0,4013.0,MU,Wednesday,0
2021-04-22,2021,4,04-22,2989.0,69.0,,103.0,293.0,90.0,385.0,3929.0,MU,Thursday,0
2021-04-23,2021,4,04-23,2944.0,70.0,,97.0,309.0,91.0,413.0,3923.0,MU,Friday,0
2021-04-24,2021,4,04-24,2987.0,80.0,,98.0,318.0,100.0,351.0,3935.0,MU,Saturday,0
2021-04-25,2021,4,04-25,2906.0,76.0,,96.0,303.0,116.0,346.0,3843.0,MU,Sunday,0
2021-04-26,2021,4,04-26,3072.0,78.0,,113.0,300.0,120.0,341.0,4024.0,MU,Monday,0
2021-04-27,2021,4,04-27,3102.0,77.0,,120.0,306.0,122.0,348.0,4075.0,MU,Tuesday,0
2021-04-28,2021,4,04-28,3116.0,75.0,,142.0,318.0,113.0,361.0,4125.0,MU,Wednesday,0
2021-04-29,2021,4,04-29,3117.0,73.0,,136.0,334.0,109.0,357.0,4126.0,MU,Thursday,0
2021-04-30,2021,4,04-30,3089.0,82.0,,134.0,323.0,109.0,335.0,4071.0,MU,Friday,0
2021-05-01,2021,5,05-01,2951.0,80.0,,118.0,308.0,112.0,330.0,3899.0,MU,Saturday,0
2021-05-02,2021,5,05-02,2874.0,75.0,,113.0,299.0,113.0,314.0,3788.0,MU,Sunday,0
2021-05-03,2021,5,05-03,2885.0,80.0,,108.0,322.0,113.0,353.0,3861.0,MU,Monday,0
2021-05-04,2021,5,05-04,2900.0,78.0,,111.0,348.0,117.0,343.0,3897.0,MU,Tuesday,0
2021-05-05,2021,5,05-05,2851.0,77.0,,116.0,380.0,118.0,364.0,3907.0,MU,Wednesday,0
2021-05-06,2021,5,05-06,2803.0,76.0,,116.0,414.0,118.0,355.0,3883.0,MU,Thursday,0
2021-05-07,2021,5,05-07,2781.0,79.0,,117.0,391.0,118.0,328.0,3814.0,MU,Friday,0
2021-05-08,2021,5,05-08,2863.0,83.0,,122.0,389.0,116.0,312.0,3884.0,MU,Saturday,0
2021-05-09,2021,5,05-09,2738.0,80.0,,116.0,369.0,109.0,336.0,3748.0,MU,Sunday,0
2021-05-10,2021,5,05-10,2774.0,79.0,,113.0,360.0,110.0,359.0,3795.0,MU,Monday,0
2021-05-11,2021,5,05-11,2702.0,75.0,,110.0,362.0,111.0,417.0,3779.0,MU,Tuesday,0
2021-05-12,2021,5,05-12,2560.0,75.0,,109.0,395.0,103.0,450.0,3692.0,MU,Wednesday,0
2021-05-13,2021,5,05-13,2415.0,71.0,,106.0,433.0,103.0,467.0,3595.0,MU,Thursday,0
2021-05-14,2021,5,05-14,2592.0,71.0,,106.0,417.0,104.0,403.0,3693.0,MU,Friday,0
2021-05-15,2021,5,05-15,2606.0,74.0,,103.0,382.0,115.0,387.0,3666.0,MU,Saturday,0
2021-05-16,2021,5,05-16,2365.0,70.0,,101.0,350.0,123.0,498.0,3506.0,MU,Sunday,0
2021-05-17,2021,5,05-17,2331.0,71.0,,102.0,370.0,124.0,544.0,3542.0,MU,Monday,0
2021-05-18,2021,5,05-18,2252.0,66.0,,89.0,375.0,125.0,469.0,3376.0,MU,Tuesday,0
2021-05-19,2021,5,05-19,2155.0,65.0,,89.0,394.0,125.0,415.0,3243.0,MU,Wednesday,0
2021-05-20,2021,5,05-20,2129.0,68.0,,81.0,430.0,125.0,430.0,3264.0,MU,Thursday,0
2021-05-21,2021,5,05-21,2167.0,70.0,,76.0,450.0,128.0,471.0,3362.0,MU,Friday,0
2021-05-22,2021,5,05-22,2291.0,77.0,,76.0,450.0,130.0,422.0,3445.0,MU,Saturday,0
2021-05-23,2021,5,05-23,2310.0,77.0,,73.0,425.0,130.0,453.0,3469.0,MU,Sunday,0
2021-05-24,2021,5,05-24,2400.0,85.0,,76.0,439.0,130.0,463.0,3593.0,MU,Monday,0
2021-05-25,2021,5,05-25,2362.0,83.0,,82.0,410.0,121.0,536.0,3595.0,MU,Tuesday,0
2021-05-26,2021,5,05-26,2273.0,85.0,,87.0,391.0,106.0,634.0,3577.0,MU,Wednesday,0
2021-05-27,2021,5,05-27,2249.0,83.0,,89.0,449.0,106.0,637.0,3613.0,MU,Thursday,0
2021-05-28,2021,5,05-28,2329.0,86.0,,94.0,528.0,110.0,582.0,3728.0,MU,Friday,0
2021-05-29,2021,5,05-29,2454.0,88.0,,102.0,545.0,115.0,528.0,3831.0,MU,Saturday,0
2021-05-30,2021,5,05-30,2353.0,80.0,,93.0,515.0,121.0,545.0,3707.0,MU,Sunday,0
2021-05-31,2021,5,05-31,2435.0,82.0,,90.0,522.0,128.0,583.0,3839.0,MU,Monday,0
2021-06-01,2021,6,06-01,2280.0,78.0,,98.0,507.0,125.0,530.0,3619.0,MU,Tuesday,0
2021-06-02,2021,6,06-02,2484.0,83.0,,111.0,497.0,122.0,424.0,3720.0,MU,Wednesday,0
2021-06-03,2021,6,06-03,2592.0,86.0,,108.0,486.0,119.0,339.0,3731.0,MU,Thursday,0
2021-06-04,2021,6,06-04,2662.0,84.0,,116.0,479.0,120.0,311.0,3771.0,MU,Friday,0
2021-06-05,2021,6,06-05,2587.0,76.0,,109.0,468.0,125.0,326.0,3690.0,MU,Saturday,0
2021-06-06,2021,6,06-06,2495.0,77.0,,102.0,467.0,125.0,341.0,3607.0,MU,Sunday,0
2021-06-07,2021,6,06-07,2559.0,82.0,,104.0,521.0,125.0,481.0,3871.0,MU,Monday,0
2021-06-08,2021,6,06-08,2576.0,82.0,,105.0,534.0,124.0,575.0,3995.0,MU,Tuesday,0
2021-06-09,2021,6,06-09,2515.0,85.0,,107.0,563.0,124.0,632.0,4025.0,MU,Wednesday,0
2021-06-10,2021,6,06-10,2461.0,81.0,,106.0,556.0,127.0,666.0,3998.0,MU,Thursday,0
2021-06-11,2021,6,06-11,2317.0,74.0,,101.0,575.0,128.0,688.0,3883.0,MU,Friday,0
2021-06-12,2021,6,06-12,2285.0,77.0,,103.0,591.0,128.0,664.0,3848.0,MU,Saturday,0
2021-06-13,2021,6,06-13,2133.0,73.0,,94.0,606.0,128.0,636.0,3670.0,MU,Sunday,0
2021-06-14,2021,6,06-14,2324.0,85.0,,101.0,636.0,128.0,610.0,3883.0,MU,Monday,0
2021-06-15,2021,6,06-15,2305.0,84.0,,103.0,616.0,128.0,655.0,3890.0,MU,Tuesday,0
2021-06-16,2021,6,06-16,2344.0,88.0,,92.0,631.0,123.0,587.0,3865.0,MU,Wednesday,0
2021-06-17,2021,6,06-17,2389.0,88.0,,90.0,625.0,122.0,544.0,3858.0,MU,Thursday,0
2021-06-18,2021,6,06-18,2419.0,88.0,,92.0,611.0,120.0,524.0,3854.0,MU,Friday,0
2021-06-19,2021,6,06-19,2357.0,78.0,,91.0,589.0,110.0,547.0,3772.0,MU,Saturday,0
2021-06-20,2021,6,06-20,2184.0,73.0,,89.0,580.0,107.0,623.0,3655.0,MU,Sunday,0
2021-06-21,2021,6,06-21,2455.0,83.0,,92.0,646.0,119.0,550.0,3944.0,MU,Monday,0
2021-06-22,2021,6,06-22,2672.0,83.0,,98.0,669.0,97.0,513.0,4133.0,MU,Tuesday,0
2021-06-23,2021,6,06-23,2759.0,81.0,,100.0,648.0,99.0,488.0,4176.0,MU,Wednesday,0
2021-06-24,2021,6,06-24,2679.0,76.0,,95.0,614.0,103.0,582.0,4150.0,MU,Thursday,0
2021-06-25,2021,6,06-25,2661.0,78.0,,90.0,612.0,107.0,623.0,4171.0,MU,Friday,0
2021-06-26,2021,6,06-26,2648.0,80.0,,93.0,620.0,106.0,593.0,4140.0,MU,Saturday,0
2021-06-27,2021,6,06-27,2685.0,87.0,,97.0,617.0,107.0,415.0,4009.0,MU,Sunday,0
2021-06-28,2021,6,06-28,2921.0,88.0,,95.0,642.0,106.0,383.0,4234.0,MU,Monday,0
2021-06-29,2021,6,06-29,3039.0,92.0,,111.0,658.0,105.0,405.0,4410.0,MU,Tuesday,0
2021-06-30,2021,6,06-30,2960.0,91.0,,117.0,661.0,106.0,550.0,4486.0,MU,Wednesday,0
2021-07-01,2021,7,07-01,2859.0,91.0,,115.0,669.0,108.0,576.0,4419.0,MU,Thursday,0
2021-07-02,2021,7,07-02,2724.0,84.0,,120.0,667.0,109.0,616.0,4320.0,MU,Friday,0
2021-07-03,2021,7,07-03,2796.0,82.0,,111.0,668.0,109.0,540.0,4306.0,MU,Saturday,0
2021-07-04,2021,7,07-04,2875.0,82.0,,105.0,657.0,106.0,450.0,4275.0,MU,Sunday,0
2021-07-05,2021,7,07-05,3060.0,80.0,,113.0,692.0,105.0,389.0,4439.0,MU,Monday,0
2021-07-06,2021,7,07-06,3175.0,79.0,,121.0,692.0,105.0,381.0,4553.0,MU,Tuesday,0
2021-07-07,2021,7,07-07,3129.0,83.0,,119.0,680.0,107.0,450.0,4568.0,MU,Wednesday,0
2021-07-08,2021,7,07-08,3052.0,77.0,,104.0,648.0,108.0,485.0,4474.0,MU,Thursday,0
2021-07-09,2021,7,07-09,3018.0,71.0,,102.0,653.0,109.0,456.0,4409.0,MU,Friday,0
2021-07-10,2021,7,07-10,3014.0,78.0,,101.0,632.0,109.0,462.0,4396.0,MU,Saturday,0
2021-07-11,2021,7,07-11,2836.0,77.0,,96.0,612.0,109.0,423.0,4152.0,MU,Sunday,0
2021-07-12,2021,7,07-12,2785.0,78.0,,95.0,615.0,101.0,466.0,4140.0,MU,Monday,0
2021-07-13,2021,7,07-13,2757.0,82.0,,91.0,612.0,99.0,491.0,4133.0,MU,Tuesday,0
2021-07-14,2021,7,07-14,2701.0,79.0,,91.0,644.0,99.0,449.0,4063.0,MU,Wednesday,0
2021-07-15,2021,7,07-15,2763.0,76.0,,89.0,667.0,100.0,422.0,4117.0,MU,Thursday,0
2021-07-16,2021,7,07-16,2925.0,79.0,,93.0,695.0,103.0,409.0,4303.0,MU,Friday,0
2021-07-17,2021,7,07-17,2585.0,70.0,,88.0,647.0,104.0,522.0,4016.0,MU,Saturday,0
2021-07-18,2021,7,07-18,2958.0,79.0,,98.0,679.0,104.0,417.0,4335.0,MU,Sunday,0
2021-07-19,2021,7,07-19,2370.0,63.0,,81.0,630.0,104.0,672.0,3921.0,MU,Monday,0
2021-07-20,2021,7,07-20,2292.0,67.0,,81.0,627.0,105.0,695.0,3867.0,MU,Tuesday,0
2021-07-21,2021,7,07-21,2268.0,66.0,,79.0,634.0,105.0,677.0,3830.0,MU,Wednesday,0
2021-07-22,2021,7,07-22,2331.0,71.0,,89.0,663.0,105.0,629.0,3887.0,MU,Thursday,0
2021-07-23,2021,7,07-23,2466.0,79.0,,95.0,678.0,105.0,562.0,3985.0,MU,Friday,0
2021-07-24,2021,7,07-24,2448.0,81.0,,91.0,690.0,105.0,606.0,4021.0,MU,Saturday,0
2021-07-25,2021,7,07-25,2397.0,76.0,,85.0,667.0,105.0,637.0,3966.0,MU,Sunday,0
2021-07-26,2021,7,07-26,2473.0,66.0,,85.0,685.0,100.0,703.0,4113.0,MU,Monday,0
2021-07-27,2021,7,07-27,2416.0,70.0,,85.0,660.0,101.0,733.0,4064.0,MU,Tuesday,0
2021-07-28,2021,7,07-28,2185.0,73.0,,93.0,665.0,101.0,735.0,3852.0,MU,Wednesday,0
2021-07-29,2021,7,07-29,2186.0,72.0,,93.0,684.0,101.0,705.0,3841.0,MU,Thursday,0
2021-07-30,2021,7,07-30,2139.0,70.0,,93.0,705.0,101.0,718.0,3826.0,MU,Friday,0
2021-07-31,2021,7,07-31,2144.0,68.0,,94.0,710.0,101.0,714.0,3830.0,MU,Saturday,0
2021-08-01,2021,8,08-01,2030.0,59.0,,88.0,718.0,101.0,714.0,3710.0,MU,Sunday,0
2021-08-02,2021,8,08-02,2244.0,66.0,,89.0,744.0,96.0,711.0,3950.0,MU,Monday,0
2021-08-03,2021,8,08-03,2329.0,64.0,,95.0,751.0,97.0,714.0,4050.0,MU,Tuesday,0
2021-08-04,2021,8,08-04,2410.0,68.0,,94.0,751.0,99.0,705.0,4125.0,MU,Wednesday,0
2021-08-05,2021,8,08-05,2561.0,73.0,,95.0,759.0,100.0,660.0,4248.0,MU,Thursday,0
2021-08-06,2021,8,08-06,2672.0,72.0,,98.0,766.0,100.0,600.0,4309.0,MU,Friday,0
2021-08-07,2021,8,08-07,2791.0,80.0,,115.0,778.0,95.0,465.0,4325.0,MU,Saturday,0
2021-08-08,2021,8,08-08,2744.0,81.0,,87.0,745.0,97.0,413.0,4167.0,MU,Sunday,0
2021-08-09,2021,8,08-09,2847.0,80.0,,90.0,730.0,97.0,484.0,4327.0,MU,Monday,0
2021-08-10,2021,8,08-10,2898.0,82.0,,88.0,735.0,97.0,532.0,4430.0,MU,Tuesday,0
2021-08-11,2021,8,08-11,2927.0,82.0,,86.0,748.0,87.0,542.0,4473.0,MU,Wednesday,0
2021-08-12,2021,8,08-12,2987.0,80.0,,93.0,736.0,66.0,549.0,4512.0,MU,Thursday,0
2021-08-13,2021,8,08-13,3021.0,77.0,,93.0,739.0,66.0,540.0,4536.0,MU,Friday,0
2021-08-14,2021,8,08-14,2973.0,70.0,,89.0,690.0,65.0,642.0,4530.0,MU,Saturday,0
2021-08-15,2021,8,08-15,2831.0,69.0,,88.0,729.0,70.0,549.0,4336.0,MU,Sunday,0
2021-08-16,2021,8,08-16,3029.0,63.0,,124.0,739.0,87.0,403.0,4445.0,MU,Monday,0
2021-08-17,2021,8,08-17,3100.0,62.0,,152.0,713.0,95.0,406.0,4529.0,MU,Tuesday,0
2021-08-18,2021,8,08-18,3003.0,62.0,,126.0,692.0,96.0,499.0,4477.0,MU,Wednesday,0
2021-08-19,2021,8,08-19,2926.0,67.0,,122.0,693.0,96.0,553.0,4457.0,MU,Thursday,0
2021-08-20,2021,8,08-20,2893.0,68.0,,115.0,706.0,96.0,416.0,4294.0,MU,Friday,0
2021-08-21,2021,8,08-21,2803.0,70.0,,103.0,695.0,96.0,322.0,4089.0,MU,Saturday,0
2021-08-22,2021,8,08-22,2657.0,69.0,,85.0,623.0,96.0,292.0,3822.0,MU,Sunday,0
2021-08-23,2021,8,08-23,2728.0,71.0,,96.0,687.0,99.0,366.0,4047.0,MU,Monday,0
2021-08-24,2021,8,08-24,2830.0,70.0,,96.0,712.0,92.0,467.0,4266.0,MU,Tuesday,0
2021-08-25,2021,8,08-25,2830.0,68.0,,102.0,719.0,90.0,530.0,4339.0,MU,Wednesday,0
2021-08-26,2021,8,08-26,2789.0,68.0,,134.0,725.0,90.0,550.0,4355.0,MU,Thursday,0
2021-08-27,2021,8,08-27,2835.0,68.0,,159.0,731.0,92.0,477.0,4362.0,MU,Friday,0
2021-08-28,2021,8,08-28,2844.0,72.0,,168.0,720.0,91.0,407.0,4302.0,MU,Saturday,0
2021-08-29,2021,8,08-29,2732.0,78.0,,163.0,658.0,87.0,413.0,4131.0,MU,Sunday,0
2021-08-30,2021,8,08-30,2752.0,74.0,,142.0,650.0,84.0,423.0,4125.0,MU,Monday,0
2021-08-31,2021,8,08-31,2720.0,70.0,,129.0,649.0,88.0,425.0,4081.0,MU,Tuesday,0
