date,year,month,month_date,coal,lignite,coal_lignite,gas_naptha_diesel,hydro,nuclear,res,total,unit,weekday,hour
2020-08-31,2020,8,08-31,2303.0,42.0,,127.0,703.0,129.0,405.0,3709.0,MU,Monday,0
2020-09-01,2020,9,09-01,2424.0,57.0,,146.0,696.0,128.0,322.0,3772.0,MU,Tuesday,0
2020-09-02,2020,9,09-02,2477.0,66.0,,146.0,727.0,125.0,228.0,3770.0,MU,Wednesday,0
2020-09-03,2020,9,09-03,2517.0,62.0,,147.0,722.0,119.0,235.0,3802.0,MU,Thursday,0
2020-09-04,2020,9,09-04,2575.0,58.0,,154.0,717.0,120.0,242.0,3866.0,MU,Friday,0
2020-09-05,2020,9,09-05,2601.0,56.0,,152.0,706.0,119.0,254.0,3888.0,MU,Saturday,0
2020-09-06,2020,9,09-06,2415.0,54.0,,146.0,675.0,116.0,320.0,3726.0,MU,Sunday,0
2020-09-07,2020,9,09-07,2494.0,49.0,,150.0,689.0,116.0,368.0,3867.0,MU,Monday,0
2020-09-08,2020,9,09-08,2642.0,50.0,,148.0,683.0,115.0,333.0,3970.0,MU,Tuesday,0
2020-09-09,2020,9,09-09,2747.0,56.0,,181.0,649.0,114.0,308.0,4056.0,MU,Wednesday,0
2020-09-10,2020,9,09-10,2713.0,59.0,,166.0,661.0,114.0,316.0,4029.0,MU,Thursday,0
2020-09-11,2020,9,09-11,2663.0,59.0,,153.0,698.0,114.0,337.0,4025.0,MU,Friday,0
2020-09-12,2020,9,09-12,2628.0,60.0,,137.0,698.0,116.0,346.0,3986.0,MU,Saturday,0
2020-09-13,2020,9,09-13,2476.0,65.0,,130.0,662.0,116.0,325.0,3774.0,MU,Sunday,0
2020-09-14,2020,9,09-14,2501.0,65.0,,135.0,708.0,116.0,346.0,3871.0,MU,Monday,0
2020-09-15,2020,9,09-15,2539.0,67.0,,149.0,680.0,116.0,373.0,3924.0,MU,Tuesday,0
2020-09-16,2020,9,09-16,2584.0,67.0,,154.0,684.0,116.0,365.0,3970.0,MU,Wednesday,0
2020-09-17,2020,9,09-17,2219.0,61.0,,143.0,675.0,100.0,471.0,3669.0,MU,Thursday,0
2020-09-18,2020,9,09-18,2491.0,64.0,,160.0,710.0,116.0,426.0,3966.0,MU,Friday,0
2020-09-19,2020,9,09-19,2578.0,72.0,,161.0,724.0,116.0,347.0,3999.0,MU,Saturday,0
2020-09-20,2020,9,09-20,2471.0,69.0,,142.0,688.0,116.0,346.0,3831.0,MU,Sunday,0
2020-09-21,2020,9,09-21,2442.0,60.0,,140.0,701.0,116.0,403.0,3861.0,MU,Monday,0
2020-09-22,2020,9,09-22,2392.0,62.0,,146.0,710.0,116.0,433.0,3858.0,MU,Tuesday,0
2020-09-23,2020,9,09-23,2304.0,61.0,,130.0,719.0,116.0,450.0,3779.0,MU,Wednesday,0
2020-09-24,2020,9,09-24,2391.0,66.0,,125.0,742.0,116.0,369.0,3808.0,MU,Thursday,0
2020-09-25,2020,9,09-25,2456.0,59.0,,110.0,705.0,116.0,383.0,3828.0,MU,Friday,0
2020-09-26,2020,9,09-26,2381.0,52.0,,100.0,699.0,116.0,351.0,3699.0,MU,Saturday,0
2020-09-27,2020,9,09-27,2370.0,54.0,,92.0,660.0,116.0,329.0,3622.0,MU,Sunday,0
2020-09-28,2020,9,09-28,2578.0,55.0,,105.0,651.0,116.0,326.0,3831.0,MU,Monday,0
2020-09-29,2020,9,09-29,2594.0,58.0,,114.0,628.0,117.0,320.0,3831.0,MU,Tuesday,0
2020-09-30,2020,9,09-30,2587.0,58.0,,125.0,599.0,117.0,320.0,3805.0,MU,Wednesday,0
2020-10-01,2020,10,10-01,2499.0,58.0,,125.0,597.0,117.0,362.0,3757.0,MU,Thursday,0
2020-10-02,2020,10,10-02,2423.0,63.0,,138.0,565.0,117.0,372.0,3678.0,MU,Friday,0
2020-10-03,2020,10,10-03,2495.0,65.0,,158.0,534.0,117.0,402.0,3770.0,MU,Saturday,0
2020-10-04,2020,10,10-04,2395.0,63.0,,162.0,521.0,117.0,411.0,3669.0,MU,Sunday,0
2020-10-05,2020,10,10-05,2542.0,64.0,,164.0,548.0,117.0,368.0,3803.0,MU,Monday,0
2020-10-06,2020,10,10-06,2641.0,61.0,,151.0,558.0,116.0,324.0,3851.0,MU,Tuesday,0
2020-10-07,2020,10,10-07,2722.0,62.0,,147.0,552.0,115.0,312.0,3910.0,MU,Wednesday,0
2020-10-08,2020,10,10-08,2772.0,59.0,,140.0,527.0,116.0,263.0,3877.0,MU,Thursday,0
2020-10-09,2020,10,10-09,2782.0,58.0,,156.0,518.0,116.0,272.0,3902.0,MU,Friday,0
2020-10-10,2020,10,10-10,2738.0,55.0,,163.0,461.0,116.0,291.0,3823.0,MU,Saturday,0
2020-10-11,2020,10,10-11,2522.0,53.0,,164.0,447.0,116.0,289.0,3590.0,MU,Sunday,0
2020-10-12,2020,10,10-12,2585.0,58.0,,163.0,473.0,116.0,301.0,3696.0,MU,Monday,0
2020-10-13,2020,10,10-13,2611.0,59.0,,161.0,477.0,110.0,327.0,3745.0,MU,Tuesday,0
2020-10-14,2020,10,10-14,2477.0,56.0,,146.0,487.0,115.0,454.0,3734.0,MU,Wednesday,0
2020-10-15,2020,10,10-15,2472.0,60.0,,173.0,488.0,115.0,447.0,3754.0,MU,Thursday,0
2020-10-16,2020,10,10-16,2548.0,50.0,,156.0,490.0,115.0,422.0,3783.0,MU,Friday,0
2020-10-17,2020,10,10-17,2612.0,51.0,,162.0,477.0,116.0,328.0,3746.0,MU,Saturday,0
2020-10-18,2020,10,10-18,2502.0,53.0,,171.0,452.0,116.0,256.0,3550.0,MU,Sunday,0
2020-10-19,2020,10,10-19,2593.0,52.0,,163.0,450.0,116.0,265.0,3638.0,MU,Monday,0
2020-10-20,2020,10,10-20,2637.0,48.0,,147.0,430.0,116.0,269.0,3647.0,MU,Tuesday,0
2020-10-21,2020,10,10-21,2588.0,49.0,,158.0,417.0,113.0,279.0,3604.0,MU,Wednesday,0
2020-10-22,2020,10,10-22,2558.0,54.0,,157.0,407.0,111.0,305.0,3590.0,MU,Thursday,0
2020-10-23,2020,10,10-23,2512.0,49.0,,158.0,406.0,111.0,307.0,3542.0,MU,Friday,0
2020-10-24,2020,10,10-24,2459.0,42.0,,155.0,417.0,116.0,298.0,3486.0,MU,Saturday,0
2020-10-25,2020,10,10-25,2324.0,44.0,,151.0,400.0,117.0,259.0,3296.0,MU,Sunday,0
2020-10-26,2020,10,10-26,2420.0,48.0,,158.0,395.0,118.0,259.0,3398.0,MU,Monday,0
2020-10-27,2020,10,10-27,2504.0,53.0,,155.0,409.0,117.0,258.0,3497.0,MU,Tuesday,0
2020-10-28,2020,10,10-28,2549.0,57.0,,153.0,395.0,117.0,256.0,3527.0,MU,Wednesday,0
2020-10-29,2020,10,10-29,2576.0,63.0,,159.0,393.0,117.0,229.0,3537.0,MU,Thursday,0
2020-10-30,2020,10,10-30,2588.0,63.0,,157.0,389.0,114.0,254.0,3564.0,MU,Friday,0
2020-10-31,2020,10,10-31,2591.0,64.0,,158.0,382.0,114.0,249.0,3558.0,MU,Saturday,0
2020-11-01,2020,11,11-01,2478.0,67.0,,153.0,357.0,114.0,260.0,3429.0,MU,Sunday,0
2020-11-02,2020,11,11-02,2570.0,66.0,,159.0,377.0,112.0,275.0,3560.0,MU,Monday,0
2020-11-03,2020,11,11-03,2605.0,64.0,,159.0,371.0,92.0,301.0,3591.0,MU,Tuesday,0
2020-11-04,2020,11,11-04,2617.0,56.0,,153.0,350.0,90.0,269.0,3534.0,MU,Wednesday,0
2020-11-05,2020,11,11-05,2571.0,56.0,,161.0,332.0,91.0,267.0,3478.0,MU,Thursday,0
2020-11-06,2020,11,11-06,2610.0,59.0,,157.0,311.0,90.0,274.0,3501.0,MU,Friday,0
2020-11-07,2020,11,11-07,2586.0,61.0,,149.0,306.0,91.0,293.0,3486.0,MU,Saturday,0
2020-11-08,2020,11,11-08,2489.0,60.0,,146.0,296.0,92.0,288.0,3370.0,MU,Sunday,0
2020-11-09,2020,11,11-09,2580.0,61.0,,138.0,319.0,95.0,291.0,3484.0,MU,Monday,0
2020-11-10,2020,11,11-10,2568.0,67.0,,133.0,306.0,110.0,314.0,3497.0,MU,Tuesday,0
2020-11-11,2020,11,11-11,2544.0,64.0,,133.0,318.0,116.0,326.0,3501.0,MU,Wednesday,0
2020-11-12,2020,11,11-12,2589.0,65.0,,131.0,322.0,114.0,295.0,3516.0,MU,Thursday,0
2020-11-13,2020,11,11-13,2514.0,68.0,,131.0,303.0,120.0,288.0,3424.0,MU,Friday,0
2020-11-14,2020,11,11-14,2148.0,67.0,,109.0,275.0,125.0,318.0,3043.0,MU,Saturday,0
2020-11-15,2020,11,11-15,2027.0,64.0,,102.0,286.0,126.0,269.0,2874.0,MU,Sunday,0
2020-11-16,2020,11,11-16,2040.0,67.0,,134.0,274.0,126.0,307.0,2947.0,MU,Monday,0
2020-11-17,2020,11,11-17,2260.0,66.0,,97.0,279.0,126.0,345.0,3174.0,MU,Tuesday,0
2020-11-18,2020,11,11-18,2375.0,69.0,,121.0,288.0,127.0,316.0,3295.0,MU,Wednesday,0
2020-11-19,2020,11,11-19,2410.0,70.0,,126.0,281.0,130.0,335.0,3352.0,MU,Thursday,0
2020-11-20,2020,11,11-20,2427.0,66.0,,125.0,290.0,131.0,324.0,3363.0,MU,Friday,0
2020-11-21,2020,11,11-21,2410.0,66.0,,103.0,292.0,131.0,339.0,3341.0,MU,Saturday,0
2020-11-22,2020,11,11-22,2399.0,63.0,,101.0,274.0,126.0,291.0,3254.0,MU,Sunday,0
2020-11-23,2020,11,11-23,2499.0,59.0,,116.0,291.0,126.0,258.0,3348.0,MU,Monday,0
2020-11-24,2020,11,11-24,2520.0,63.0,,147.0,290.0,126.0,266.0,3411.0,MU,Tuesday,0
2020-11-25,2020,11,11-25,2472.0,51.0,,115.0,286.0,125.0,320.0,3370.0,MU,Wednesday,0
2020-11-26,2020,11,11-26,2312.0,49.0,,111.0,280.0,123.0,381.0,3256.0,MU,Thursday,0
2020-11-27,2020,11,11-27,2323.0,57.0,,102.0,285.0,122.0,408.0,3296.0,MU,Friday,0
2020-11-28,2020,11,11-28,2389.0,56.0,,99.0,283.0,122.0,359.0,3308.0,MU,Saturday,0
2020-11-29,2020,11,11-29,2406.0,57.0,,101.0,268.0,123.0,302.0,3257.0,MU,Sunday,0
2020-11-30,2020,11,11-30,2517.0,59.0,,115.0,282.0,125.0,292.0,3389.0,MU,Monday,0
2020-12-01,2020,12,12-01,2532.0,56.0,,122.0,280.0,121.0,320.0,3431.0,MU,Tuesday,0
2020-12-02,2020,12,12-02,2559.0,60.0,,174.0,282.0,121.0,280.0,3475.0,MU,Wednesday,0
2020-12-03,2020,12,12-03,2625.0,54.0,,131.0,298.0,120.0,248.0,3476.0,MU,Thursday,0
2020-12-04,2020,12,12-04,2638.0,51.0,,132.0,293.0,120.0,264.0,3498.0,MU,Friday,0
2020-12-05,2020,12,12-05,2625.0,51.0,,121.0,291.0,121.0,270.0,3478.0,MU,Saturday,0
2020-12-06,2020,12,12-06,2489.0,54.0,,112.0,260.0,120.0,303.0,3338.0,MU,Sunday,0
2020-12-07,2020,12,12-07,2577.0,59.0,,105.0,288.0,120.0,278.0,3427.0,MU,Monday,0
2020-12-08,2020,12,12-08,2628.0,51.0,,117.0,272.0,120.0,287.0,3474.0,MU,Tuesday,0
2020-12-09,2020,12,12-09,2558.0,67.0,,170.0,287.0,109.0,297.0,3487.0,MU,Wednesday,0
2020-12-10,2020,12,12-10,2559.0,65.0,,168.0,283.0,96.0,338.0,3509.0,MU,Thursday,0
2020-12-11,2020,12,12-11,2575.0,62.0,,110.0,290.0,96.0,308.0,3441.0,MU,Friday,0
2020-12-12,2020,12,12-12,2452.0,62.0,,111.0,282.0,114.0,306.0,3327.0,MU,Saturday,0
2020-12-13,2020,12,12-13,2406.0,59.0,,94.0,270.0,116.0,309.0,3254.0,MU,Sunday,0
2020-12-14,2020,12,12-14,2514.0,64.0,,98.0,292.0,103.0,336.0,3407.0,MU,Monday,0
2020-12-15,2020,12,12-15,2584.0,65.0,,110.0,284.0,95.0,352.0,3491.0,MU,Tuesday,0
2020-12-16,2020,12,12-16,2590.0,60.0,,99.0,287.0,110.0,372.0,3520.0,MU,Wednesday,0
2020-12-17,2020,12,12-17,2632.0,57.0,,101.0,294.0,122.0,360.0,3565.0,MU,Thursday,0
2020-12-18,2020,12,12-18,2668.0,65.0,,134.0,272.0,122.0,356.0,3616.0,MU,Friday,0
2020-12-19,2020,12,12-19,2684.0,60.0,,87.0,256.0,118.0,388.0,3593.0,MU,Saturday,0
2020-12-20,2020,12,12-20,2621.0,63.0,,84.0,235.0,116.0,361.0,3480.0,MU,Sunday,0
2020-12-21,2020,12,12-21,2724.0,64.0,,94.0,263.0,116.0,353.0,3613.0,MU,Monday,0
2020-12-22,2020,12,12-22,2802.0,65.0,,99.0,282.0,115.0,313.0,3675.0,MU,Tuesday,0
2020-12-23,2020,12,12-23,2794.0,69.0,,98.0,288.0,121.0,321.0,3692.0,MU,Wednesday,0
2020-12-24,2020,12,12-24,2789.0,72.0,,97.0,285.0,125.0,347.0,3714.0,MU,Thursday,0
2020-12-25,2020,12,12-25,2745.0,75.0,,90.0,274.0,120.0,365.0,3669.0,MU,Friday,0
2020-12-26,2020,12,12-26,2801.0,76.0,,92.0,285.0,121.0,331.0,3706.0,MU,Saturday,0
2020-12-27,2020,12,12-27,2686.0,67.0,,95.0,251.0,121.0,356.0,3576.0,MU,Sunday,0
2020-12-28,2020,12,12-28,2773.0,77.0,,94.0,280.0,122.0,329.0,3673.0,MU,Monday,0
2020-12-29,2020,12,12-29,2806.0,77.0,,92.0,272.0,102.0,392.0,3740.0,MU,Tuesday,0
2020-12-30,2020,12,12-30,2769.0,72.0,,91.0,292.0,85.0,442.0,3751.0,MU,Wednesday,0
2020-12-31,2020,12,12-31,2780.0,66.0,,90.0,300.0,85.0,400.0,3721.0,MU,Thursday,0
