date,year,month,month_date,coal,lignite,coal_lignite,gas_naptha_diesel,hydro,nuclear,res,total,unit,weekday,hour
2019-01-17,2019,1,01-17,2637.0,91.0,,123.0,245.0,87.0,258.0,3441.0,MU,Thursday,0
2019-01-18,2019,1,01-18,2679.0,98.0,,124.0,249.0,87.0,262.0,3499.0,MU,Friday,0
2019-01-19,2019,1,01-19,2675.0,101.0,,117.0,248.0,87.0,247.0,3475.0,MU,Saturday,0
2019-01-20,2019,1,01-20,2578.0,96.0,,117.0,224.0,87.0,265.0,3366.0,MU,Sunday,0
2019-01-21,2019,1,01-21,2548.0,88.0,,115.0,243.0,85.0,291.0,3370.0,MU,Monday,0
2019-01-22,2019,1,01-22,2539.0,89.0,,116.0,261.0,83.0,238.0,3326.0,MU,Tuesday,0
2019-01-23,2019,1,01-23,2654.0,89.0,,118.0,257.0,83.0,230.0,3430.0,MU,Wednesday,0
2019-01-24,2019,1,01-24,2614.0,85.0,,108.0,243.0,83.0,283.0,3416.0,MU,Thursday,0
2019-01-25,2019,1,01-25,2564.0,84.0,,114.0,247.0,82.0,251.0,3342.0,MU,Friday,0
2019-01-26,2019,1,01-26,2380.0,85.0,,110.0,230.0,84.0,271.0,3160.0,MU,Saturday,0
2019-01-27,2019,1,01-27,2378.0,84.0,,106.0,229.0,85.0,274.0,3156.0,MU,Sunday,0
2019-01-28,2019,1,01-28,2511.0,86.0,,111.0,247.0,85.0,290.0,3330.0,MU,Monday,0
2019-01-29,2019,1,01-29,2581.0,82.0,,107.0,245.0,85.0,283.0,3383.0,MU,Tuesday,0
2019-01-30,2019,1,01-30,2644.0,80.0,,111.0,238.0,86.0,279.0,3437.0,MU,Wednesday,0
2019-01-31,2019,1,01-31,2634.0,77.0,,106.0,239.0,87.0,282.0,3425.0,MU,Thursday,0
2019-02-01,2019,2,02-01,2586.0,71.0,,102.0,254.0,86.0,321.0,3419.0,MU,Friday,0
2019-02-02,2019,2,02-02,2567.0,78.0,,106.0,246.0,84.0,327.0,3409.0,MU,Saturday,0
2019-02-03,2019,2,02-03,2485.0,78.0,,104.0,227.0,86.0,335.0,3315.0,MU,Sunday,0
2019-02-04,2019,2,02-04,2549.0,81.0,,102.0,247.0,83.0,339.0,3401.0,MU,Monday,0
2019-02-05,2019,2,02-05,2683.0,82.0,,101.0,251.0,90.0,288.0,3495.0,MU,Tuesday,0
2019-02-06,2019,2,02-06,2673.0,81.0,,100.0,247.0,88.0,305.0,3495.0,MU,Wednesday,0
2019-02-07,2019,2,02-07,2560.0,82.0,,99.0,223.0,81.0,318.0,3363.0,MU,Thursday,0
2019-02-08,2019,2,02-08,2603.0,86.0,,98.0,248.0,76.0,260.0,3370.0,MU,Friday,0
2019-02-09,2019,2,02-09,2610.0,84.0,,94.0,240.0,64.0,278.0,3369.0,MU,Saturday,0
2019-02-10,2019,2,02-10,2551.0,83.0,,95.0,223.0,64.0,282.0,3298.0,MU,Sunday,0
2019-02-11,2019,2,02-11,2577.0,80.0,,93.0,235.0,79.0,332.0,3396.0,MU,Monday,0
2019-02-12,2019,2,02-12,2607.0,82.0,,98.0,224.0,86.0,365.0,3461.0,MU,Tuesday,0
2019-02-13,2019,2,02-13,2653.0,91.0,,105.0,238.0,81.0,335.0,3503.0,MU,Wednesday,0
2019-02-14,2019,2,02-14,2646.0,95.0,,108.0,246.0,80.0,299.0,3474.0,MU,Thursday,0
2019-02-15,2019,2,02-15,2599.0,97.0,,109.0,272.0,76.0,269.0,3424.0,MU,Friday,0
2019-02-16,2019,2,02-16,2586.0,91.0,,102.0,261.0,91.0,278.0,3409.0,MU,Saturday,0
2019-02-17,2019,2,02-17,2549.0,91.0,,101.0,245.0,91.0,277.0,3354.0,MU,Sunday,0
2019-02-18,2019,2,02-18,2578.0,89.0,,113.0,255.0,91.0,297.0,3423.0,MU,Monday,0
2019-02-19,2019,2,02-19,2694.0,91.0,,113.0,275.0,91.0,256.0,3519.0,MU,Tuesday,0
2019-02-20,2019,2,02-20,2673.0,91.0,,111.0,261.0,90.0,299.0,3525.0,MU,Wednesday,0
2019-02-21,2019,2,02-21,2674.0,90.0,,106.0,288.0,90.0,307.0,3555.0,MU,Thursday,0
2019-02-22,2019,2,02-22,2664.0,89.0,,111.0,309.0,93.0,317.0,3583.0,MU,Friday,0
2019-02-23,2019,2,02-23,2663.0,86.0,,110.0,296.0,96.0,319.0,3570.0,MU,Saturday,0
2019-02-24,2019,2,02-24,2596.0,79.0,,111.0,283.0,97.0,295.0,3462.0,MU,Sunday,0
2019-02-25,2019,2,02-25,2656.0,90.0,,105.0,290.0,97.0,288.0,3526.0,MU,Monday,0
2019-02-26,2019,2,02-26,2669.0,80.0,,107.0,282.0,98.0,308.0,3544.0,MU,Tuesday,0
2019-02-27,2019,2,02-27,2644.0,82.0,,105.0,272.0,97.0,295.0,3495.0,MU,Wednesday,0
2019-02-28,2019,2,02-28,2634.0,81.0,,104.0,276.0,93.0,307.0,3495.0,MU,Thursday,0
2019-03-01,2019,3,03-01,2707.0,87.0,,110.0,280.0,94.0,289.0,3566.0,MU,Friday,0
2019-03-02,2019,3,03-02,2646.0,80.0,,105.0,267.0,94.0,341.0,3533.0,MU,Saturday,0
2019-03-03,2019,3,03-03,2564.0,80.0,,105.0,253.0,95.0,265.0,3362.0,MU,Sunday,0
2019-03-04,2019,3,03-04,2647.0,93.0,,102.0,266.0,96.0,284.0,3488.0,MU,Monday,0
2019-03-05,2019,3,03-05,2718.0,94.0,,105.0,272.0,95.0,300.0,3584.0,MU,Tuesday,0
2019-03-06,2019,3,03-06,2727.0,95.0,,102.0,272.0,93.0,290.0,3580.0,MU,Wednesday,0
2019-03-07,2019,3,03-07,2795.0,101.0,,104.0,281.0,90.0,278.0,3651.0,MU,Thursday,0
2019-03-08,2019,3,03-08,2789.0,86.0,,103.0,283.0,91.0,305.0,3657.0,MU,Friday,0
2019-03-09,2019,3,03-09,2775.0,85.0,,96.0,285.0,90.0,296.0,3628.0,MU,Saturday,0
2019-03-10,2019,3,03-10,2726.0,79.0,,109.0,250.0,90.0,280.0,3536.0,MU,Sunday,0
2019-03-11,2019,3,03-11,2797.0,92.0,,113.0,277.0,91.0,297.0,3668.0,MU,Monday,0
2019-03-12,2019,3,03-12,2817.0,104.0,,114.0,276.0,90.0,301.0,3702.0,MU,Tuesday,0
2019-03-13,2019,3,03-13,2821.0,101.0,,114.0,283.0,82.0,301.0,3702.0,MU,Wednesday,0
2019-03-14,2019,3,03-14,2797.0,87.0,,114.0,276.0,89.0,311.0,3675.0,MU,Thursday,0
2019-03-15,2019,3,03-15,2744.0,88.0,,116.0,290.0,90.0,337.0,3666.0,MU,Friday,0
2019-03-16,2019,3,03-16,2750.0,82.0,,115.0,279.0,91.0,350.0,3667.0,MU,Saturday,0
2019-03-17,2019,3,03-17,2688.0,87.0,,110.0,260.0,91.0,308.0,3544.0,MU,Sunday,0
2019-03-18,2019,3,03-18,2803.0,83.0,,122.0,278.0,86.0,281.0,3653.0,MU,Monday,0
2019-03-19,2019,3,03-19,2860.0,81.0,,117.0,301.0,85.0,299.0,3742.0,MU,Tuesday,0
2019-03-20,2019,3,03-20,2848.0,94.0,,114.0,296.0,85.0,300.0,3738.0,MU,Wednesday,0
2019-03-21,2019,3,03-21,2511.0,85.0,,97.0,280.0,85.0,300.0,3358.0,MU,Thursday,0
2019-03-22,2019,3,03-22,2637.0,89.0,,105.0,286.0,86.0,296.0,3499.0,MU,Friday,0
2019-03-23,2019,3,03-23,2760.0,88.0,,111.0,286.0,86.0,292.0,3622.0,MU,Saturday,0
2019-03-24,2019,3,03-24,2751.0,91.0,,109.0,273.0,89.0,293.0,3605.0,MU,Sunday,0
2019-03-25,2019,3,03-25,2853.0,94.0,,105.0,291.0,91.0,294.0,3728.0,MU,Monday,0
2019-03-26,2019,3,03-26,2852.0,92.0,,108.0,307.0,91.0,302.0,3752.0,MU,Tuesday,0
2019-03-27,2019,3,03-27,2900.0,91.0,,111.0,308.0,91.0,287.0,3787.0,MU,Wednesday,0
2019-03-28,2019,3,03-28,2933.0,90.0,,109.0,308.0,92.0,290.0,3822.0,MU,Thursday,0
2019-03-29,2019,3,03-29,2969.0,90.0,,109.0,333.0,88.0,295.0,3885.0,MU,Friday,0
2019-03-30,2019,3,03-30,3009.0,91.0,,106.0,351.0,87.0,322.0,3967.0,MU,Saturday,0
2019-03-31,2019,3,03-31,2723.0,89.0,,97.0,324.0,87.0,340.0,3660.0,MU,Sunday,0
2019-04-01,2019,4,04-01,2781.0,86.0,,110.0,350.0,88.0,303.0,3718.0,MU,Monday,0
2019-04-02,2019,4,04-02,2895.0,88.0,,126.0,352.0,88.0,283.0,3832.0,MU,Tuesday,0
2019-04-03,2019,4,04-03,2935.0,96.0,,125.0,366.0,89.0,291.0,3900.0,MU,Wednesday,0
2019-04-04,2019,4,04-04,2977.0,99.0,,124.0,342.0,88.0,304.0,3933.0,MU,Thursday,0
2019-04-05,2019,4,04-05,2910.0,93.0,,123.0,339.0,88.0,333.0,3886.0,MU,Friday,0
2019-04-06,2019,4,04-06,2854.0,92.0,,114.0,338.0,87.0,330.0,3815.0,MU,Saturday,0
2019-04-07,2019,4,04-07,2628.0,84.0,,113.0,327.0,87.0,330.0,3569.0,MU,Sunday,0
2019-04-08,2019,4,04-08,2868.0,87.0,,125.0,346.0,87.0,330.0,3844.0,MU,Monday,0
2019-04-09,2019,4,04-09,2825.0,93.0,,129.0,342.0,86.0,350.0,3826.0,MU,Tuesday,0
2019-04-10,2019,4,04-10,2848.0,101.0,,134.0,370.0,86.0,316.0,3854.0,MU,Wednesday,0
2019-04-11,2019,4,04-11,2808.0,99.0,,131.0,427.0,87.0,334.0,3884.0,MU,Thursday,0
2019-04-12,2019,4,04-12,2901.0,96.0,,141.0,388.0,82.0,310.0,3919.0,MU,Friday,0
2019-04-13,2019,4,04-13,2880.0,94.0,,134.0,375.0,85.0,326.0,3894.0,MU,Saturday,0
2019-04-14,2019,4,04-14,2791.0,93.0,,124.0,362.0,87.0,305.0,3763.0,MU,Sunday,0
2019-04-15,2019,4,04-15,2836.0,92.0,,132.0,363.0,93.0,355.0,3871.0,MU,Monday,0
2019-04-16,2019,4,04-16,2657.0,83.0,,135.0,377.0,92.0,321.0,3666.0,MU,Tuesday,0
2019-04-17,2019,4,04-17,2512.0,85.0,,115.0,384.0,95.0,300.0,3490.0,MU,Wednesday,0
2019-04-18,2019,4,04-18,2588.0,81.0,,113.0,356.0,96.0,297.0,3531.0,MU,Thursday,0
2019-04-19,2019,4,04-19,2650.0,81.0,,117.0,338.0,96.0,304.0,3585.0,MU,Friday,0
2019-04-20,2019,4,04-20,2702.0,86.0,,115.0,348.0,96.0,304.0,3651.0,MU,Saturday,0
2019-04-21,2019,4,04-21,2617.0,83.0,,121.0,336.0,94.0,309.0,3560.0,MU,Sunday,0
2019-04-22,2019,4,04-22,2770.0,81.0,,123.0,372.0,92.0,319.0,3758.0,MU,Monday,0
2019-04-23,2019,4,04-23,2793.0,77.0,,124.0,396.0,91.0,326.0,3807.0,MU,Tuesday,0
2019-04-24,2019,4,04-24,2855.0,85.0,,124.0,422.0,91.0,328.0,3905.0,MU,Wednesday,0
2019-04-25,2019,4,04-25,2963.0,90.0,,124.0,454.0,92.0,310.0,4033.0,MU,Thursday,0
2019-04-26,2019,4,04-26,2960.0,89.0,,130.0,466.0,91.0,309.0,4045.0,MU,Friday,0
2019-04-27,2019,4,04-27,2959.0,87.0,,123.0,462.0,93.0,310.0,4034.0,MU,Saturday,0
2019-04-28,2019,4,04-28,2842.0,80.0,,113.0,443.0,94.0,309.0,3881.0,MU,Sunday,0
2019-04-29,2019,4,04-29,2921.0,81.0,,127.0,447.0,95.0,358.0,4028.0,MU,Monday,0
2019-04-30,2019,4,04-30,2824.0,73.0,,123.0,443.0,95.0,456.0,4014.0,MU,Tuesday,0
2019-05-01,2019,5,05-01,2623.0,71.0,,120.0,445.0,95.0,434.0,3788.0,MU,Wednesday,0
2019-05-02,2019,5,05-02,2619.0,71.0,,134.0,474.0,95.0,467.0,3859.0,MU,Thursday,0
2019-05-03,2019,5,05-03,2537.0,77.0,,130.0,451.0,95.0,475.0,3765.0,MU,Friday,0
2019-05-04,2019,5,05-04,2577.0,74.0,,124.0,472.0,95.0,444.0,3787.0,MU,Saturday,0
2019-05-05,2019,5,05-05,2627.0,76.0,,114.0,469.0,96.0,346.0,3728.0,MU,Sunday,0
2019-05-06,2019,5,05-06,2794.0,78.0,,123.0,492.0,95.0,368.0,3950.0,MU,Monday,0
2019-05-07,2019,5,05-07,2792.0,73.0,,130.0,453.0,95.0,477.0,4019.0,MU,Tuesday,0
2019-05-08,2019,5,05-08,2810.0,71.0,,132.0,449.0,95.0,508.0,4065.0,MU,Wednesday,0
2019-05-09,2019,5,05-09,2851.0,74.0,,129.0,489.0,95.0,468.0,4107.0,MU,Thursday,0
2019-05-10,2019,5,05-10,2902.0,83.0,,129.0,519.0,95.0,388.0,4116.0,MU,Friday,0
2019-05-11,2019,5,05-11,2858.0,84.0,,135.0,509.0,95.0,380.0,4061.0,MU,Saturday,0
2019-05-12,2019,5,05-12,2774.0,83.0,,133.0,474.0,95.0,338.0,3897.0,MU,Sunday,0
2019-05-13,2019,5,05-13,2801.0,79.0,,140.0,451.0,95.0,399.0,3964.0,MU,Monday,0
2019-05-14,2019,5,05-14,2749.0,72.0,,131.0,459.0,95.0,444.0,3951.0,MU,Tuesday,0
2019-05-15,2019,5,05-15,2821.0,82.0,,122.0,454.0,92.0,393.0,3964.0,MU,Wednesday,0
2019-05-16,2019,5,05-16,2883.0,83.0,,121.0,436.0,91.0,352.0,3967.0,MU,Thursday,0
2019-05-17,2019,5,05-17,2835.0,78.0,,122.0,454.0,94.0,360.0,3942.0,MU,Friday,0
2019-05-18,2019,5,05-18,2767.0,74.0,,117.0,479.0,104.0,338.0,3880.0,MU,Saturday,0
2019-05-19,2019,5,05-19,2770.0,79.0,,121.0,469.0,111.0,324.0,3874.0,MU,Sunday,0
2019-05-20,2019,5,05-20,2908.0,91.0,,141.0,514.0,113.0,307.0,4075.0,MU,Monday,0
2019-05-21,2019,5,05-21,3004.0,91.0,,141.0,499.0,115.0,322.0,4171.0,MU,Tuesday,0
2019-05-22,2019,5,05-22,3003.0,86.0,,136.0,477.0,114.0,332.0,4148.0,MU,Wednesday,0
2019-05-23,2019,5,05-23,2971.0,90.0,,141.0,509.0,115.0,362.0,4188.0,MU,Thursday,0
2019-05-24,2019,5,05-24,2860.0,87.0,,130.0,479.0,116.0,367.0,4038.0,MU,Friday,0
2019-05-25,2019,5,05-25,2851.0,89.0,,130.0,450.0,116.0,368.0,4003.0,MU,Saturday,0
2019-05-26,2019,5,05-26,2768.0,78.0,,121.0,431.0,117.0,412.0,3926.0,MU,Sunday,0
2019-05-27,2019,5,05-27,2942.0,80.0,,130.0,463.0,116.0,374.0,4107.0,MU,Monday,0
2019-05-28,2019,5,05-28,3003.0,83.0,,147.0,451.0,116.0,399.0,4199.0,MU,Tuesday,0
2019-05-29,2019,5,05-29,3060.0,85.0,,146.0,418.0,116.0,380.0,4205.0,MU,Wednesday,0
2019-05-30,2019,5,05-30,3073.0,83.0,,146.0,435.0,116.0,378.0,4232.0,MU,Thursday,0
2019-05-31,2019,5,05-31,2995.0,87.0,,142.0,459.0,110.0,392.0,4186.0,MU,Friday,0
2019-06-01,2019,6,06-01,2879.0,92.0,,132.0,484.0,104.0,415.0,4106.0,MU,Saturday,0
2019-06-02,2019,6,06-02,2803.0,82.0,,123.0,468.0,104.0,445.0,4025.0,MU,Sunday,0
2019-06-03,2019,6,06-03,2732.0,66.0,,131.0,476.0,104.0,493.0,4002.0,MU,Monday,0
2019-06-04,2019,6,06-04,2829.0,70.0,,141.0,502.0,92.0,471.0,4104.0,MU,Tuesday,0
2019-06-05,2019,6,06-05,2986.0,73.0,,143.0,505.0,82.0,389.0,4177.0,MU,Wednesday,0
2019-06-06,2019,6,06-06,2939.0,72.0,,139.0,499.0,81.0,374.0,4105.0,MU,Thursday,0
2019-06-07,2019,6,06-07,2879.0,71.0,,142.0,507.0,81.0,379.0,4060.0,MU,Friday,0
2019-06-08,2019,6,06-08,2910.0,77.0,,142.0,516.0,107.0,344.0,4096.0,MU,Saturday,0
2019-06-09,2019,6,06-09,2879.0,73.0,,123.0,491.0,113.0,359.0,4038.0,MU,Sunday,0
2019-06-10,2019,6,06-10,2924.0,79.0,,132.0,502.0,114.0,382.0,4134.0,MU,Monday,0
2019-06-11,2019,6,06-11,2891.0,76.0,,153.0,493.0,117.0,460.0,4187.0,MU,Tuesday,0
2019-06-12,2019,6,06-12,2751.0,70.0,,150.0,484.0,109.0,427.0,3990.0,MU,Wednesday,0
2019-06-13,2019,6,06-13,2683.0,70.0,,131.0,483.0,117.0,488.0,3972.0,MU,Thursday,0
2019-06-14,2019,6,06-14,2853.0,76.0,,136.0,479.0,97.0,488.0,4128.0,MU,Friday,0
2019-06-15,2019,6,06-15,2756.0,68.0,,135.0,481.0,117.0,554.0,4110.0,MU,Saturday,0
2019-06-16,2019,6,06-16,2553.0,64.0,,121.0,500.0,112.0,558.0,3908.0,MU,Sunday,0
2019-06-17,2019,6,06-17,2595.0,66.0,,124.0,513.0,109.0,613.0,4020.0,MU,Monday,0
2019-06-18,2019,6,06-18,2618.0,70.0,,119.0,492.0,107.0,529.0,3935.0,MU,Tuesday,0
2019-06-19,2019,6,06-19,2698.0,68.0,,127.0,485.0,111.0,519.0,4009.0,MU,Wednesday,0
2019-06-20,2019,6,06-20,2754.0,75.0,,131.0,476.0,112.0,484.0,4031.0,MU,Thursday,0
2019-06-21,2019,6,06-21,2820.0,84.0,,141.0,486.0,112.0,415.0,4059.0,MU,Friday,0
2019-06-22,2019,6,06-22,2780.0,89.0,,152.0,463.0,112.0,381.0,3975.0,MU,Saturday,0
2019-06-23,2019,6,06-23,2674.0,80.0,,135.0,472.0,113.0,354.0,3827.0,MU,Sunday,0
2019-06-24,2019,6,06-24,2765.0,78.0,,140.0,503.0,113.0,324.0,3923.0,MU,Monday,0
2019-06-25,2019,6,06-25,2835.0,84.0,,134.0,505.0,112.0,367.0,4038.0,MU,Tuesday,0
2019-06-26,2019,6,06-26,2811.0,85.0,,128.0,511.0,112.0,420.0,4066.0,MU,Wednesday,0
2019-06-27,2019,6,06-27,2750.0,81.0,,114.0,505.0,112.0,516.0,4079.0,MU,Thursday,0
2019-06-28,2019,6,06-28,2714.0,79.0,,112.0,509.0,112.0,556.0,4082.0,MU,Friday,0
2019-06-29,2019,6,06-29,2704.0,82.0,,112.0,504.0,113.0,540.0,4054.0,MU,Saturday,0
2019-06-30,2019,6,06-30,2571.0,79.0,,104.0,502.0,113.0,512.0,3881.0,MU,Sunday,0
2019-07-01,2019,7,07-01,2674.0,79.0,,112.0,524.0,112.0,479.0,3980.0,MU,Monday,0
2019-07-02,2019,7,07-02,2644.0,85.0,,128.0,522.0,108.0,461.0,3949.0,MU,Tuesday,0
2019-07-03,2019,7,07-03,2671.0,86.0,,142.0,548.0,109.0,484.0,4041.0,MU,Wednesday,0
2019-07-04,2019,7,07-04,2605.0,81.0,,114.0,532.0,108.0,534.0,3973.0,MU,Thursday,0
2019-07-05,2019,7,07-05,2507.0,81.0,,109.0,533.0,108.0,552.0,3890.0,MU,Friday,0
2019-07-06,2019,7,07-06,2408.0,78.0,,110.0,515.0,110.0,548.0,3769.0,MU,Saturday,0
2019-07-07,2019,7,07-07,2236.0,72.0,,106.0,546.0,110.0,545.0,3616.0,MU,Sunday,0
2019-07-08,2019,7,07-08,2378.0,67.0,,115.0,567.0,111.0,581.0,3818.0,MU,Monday,0
2019-07-09,2019,7,07-09,2353.0,65.0,,103.0,545.0,79.0,593.0,3738.0,MU,Tuesday,0
2019-07-10,2019,7,07-10,2379.0,63.0,,108.0,550.0,111.0,591.0,3802.0,MU,Wednesday,0
2019-07-11,2019,7,07-11,2351.0,62.0,,110.0,566.0,112.0,594.0,3794.0,MU,Thursday,0
2019-07-12,2019,7,07-12,2497.0,71.0,,117.0,583.0,112.0,512.0,3890.0,MU,Friday,0
2019-07-13,2019,7,07-13,2491.0,70.0,,111.0,566.0,112.0,533.0,3883.0,MU,Saturday,0
2019-07-14,2019,7,07-14,2324.0,64.0,,109.0,531.0,109.0,570.0,3708.0,MU,Sunday,0
2019-07-15,2019,7,07-15,2389.0,66.0,,111.0,542.0,112.0,598.0,3818.0,MU,Monday,0
2019-07-16,2019,7,07-16,2397.0,63.0,,114.0,558.0,116.0,540.0,3788.0,MU,Tuesday,0
2019-07-17,2019,7,07-17,2549.0,72.0,,107.0,537.0,118.0,452.0,3836.0,MU,Wednesday,0
2019-07-18,2019,7,07-18,2641.0,78.0,,144.0,569.0,114.0,414.0,3959.0,MU,Thursday,0
2019-07-19,2019,7,07-19,2697.0,83.0,,172.0,549.0,118.0,357.0,3976.0,MU,Friday,0
2019-07-20,2019,7,07-20,2693.0,79.0,,147.0,560.0,119.0,341.0,3939.0,MU,Saturday,0
2019-07-21,2019,7,07-21,2624.0,75.0,,110.0,551.0,118.0,349.0,3827.0,MU,Sunday,0
2019-07-22,2019,7,07-22,2747.0,79.0,,127.0,573.0,118.0,358.0,4000.0,MU,Monday,0
2019-07-23,2019,7,07-23,2825.0,80.0,,128.0,555.0,118.0,365.0,4071.0,MU,Tuesday,0
2019-07-24,2019,7,07-24,2714.0,77.0,,127.0,548.0,118.0,471.0,4054.0,MU,Wednesday,0
2019-07-25,2019,7,07-25,2490.0,71.0,,116.0,523.0,118.0,514.0,3832.0,MU,Thursday,0
2019-07-26,2019,7,07-26,2353.0,74.0,,112.0,538.0,118.0,514.0,3710.0,MU,Friday,0
2019-07-27,2019,7,07-27,2208.0,72.0,,113.0,516.0,118.0,541.0,3567.0,MU,Saturday,0
2019-07-28,2019,7,07-28,2089.0,73.0,,111.0,536.0,119.0,511.0,3438.0,MU,Sunday,0
2019-07-29,2019,7,07-29,2222.0,71.0,,115.0,543.0,118.0,520.0,3589.0,MU,Monday,0
2019-07-30,2019,7,07-30,2349.0,75.0,,112.0,556.0,118.0,474.0,3684.0,MU,Tuesday,0
2019-07-31,2019,7,07-31,2353.0,78.0,,114.0,543.0,119.0,525.0,3731.0,MU,Wednesday,0
2019-08-01,2019,8,08-01,2340.0,72.0,,113.0,573.0,119.0,543.0,3759.0,MU,Thursday,0
2019-08-02,2019,8,08-02,2277.0,77.0,,113.0,579.0,119.0,513.0,3678.0,MU,Friday,0
2019-08-03,2019,8,08-03,2241.0,76.0,,113.0,583.0,119.0,490.0,3622.0,MU,Saturday,0
2019-08-04,2019,8,08-04,2192.0,75.0,,106.0,564.0,113.0,490.0,3540.0,MU,Sunday,0
2019-08-05,2019,8,08-05,2288.0,76.0,,125.0,609.0,113.0,543.0,3754.0,MU,Monday,0
2019-08-06,2019,8,08-06,2196.0,75.0,,130.0,610.0,113.0,532.0,3657.0,MU,Tuesday,0
2019-08-07,2019,8,08-07,2118.0,71.0,,121.0,614.0,113.0,521.0,3558.0,MU,Wednesday,0
2019-08-08,2019,8,08-08,2185.0,76.0,,121.0,608.0,110.0,468.0,3568.0,MU,Thursday,0
2019-08-09,2019,8,08-09,2127.0,77.0,,122.0,600.0,110.0,529.0,3566.0,MU,Friday,0
2019-08-10,2019,8,08-10,2127.0,77.0,,122.0,695.0,110.0,529.0,3660.0,MU,Saturday,0
2019-08-11,2019,8,08-11,2165.0,69.0,,113.0,696.0,112.0,506.0,3661.0,MU,Sunday,0
2019-08-12,2019,8,08-12,2335.0,79.0,,138.0,714.0,106.0,448.0,3820.0,MU,Monday,0
2019-08-13,2019,8,08-13,2318.0,69.0,,133.0,716.0,111.0,432.0,3779.0,MU,Tuesday,0
2019-08-14,2019,8,08-14,2262.0,64.0,,117.0,733.0,112.0,442.0,3729.0,MU,Wednesday,0
2019-08-15,2019,8,08-15,1978.0,59.0,,103.0,722.0,83.0,407.0,3351.0,MU,Thursday,0
2019-08-16,2019,8,08-16,2091.0,60.0,,101.0,744.0,115.0,447.0,3558.0,MU,Friday,0
2019-08-17,2019,8,08-17,2091.0,65.0,,105.0,758.0,111.0,352.0,3482.0,MU,Saturday,0
2019-08-18,2019,8,08-18,2064.0,70.0,,110.0,664.0,114.0,306.0,3329.0,MU,Sunday,0
2019-08-19,2019,8,08-19,2246.0,77.0,,121.0,690.0,114.0,305.0,3553.0,MU,Monday,0
2019-08-20,2019,8,08-20,2308.0,76.0,,127.0,755.0,112.0,329.0,3706.0,MU,Tuesday,0
2019-08-21,2019,8,08-21,2284.0,73.0,,121.0,751.0,113.0,447.0,3791.0,MU,Wednesday,0
2019-08-22,2019,8,08-22,2342.0,62.0,,117.0,727.0,113.0,424.0,3785.0,MU,Thursday,0
2019-08-23,2019,8,08-23,2354.0,64.0,,134.0,727.0,114.0,437.0,3830.0,MU,Friday,0
2019-08-24,2019,8,08-24,2267.0,65.0,,108.0,730.0,114.0,461.0,3746.0,MU,Saturday,0
2019-08-25,2019,8,08-25,2258.0,64.0,,108.0,629.0,114.0,430.0,3603.0,MU,Sunday,0
2019-08-26,2019,8,08-26,2347.0,71.0,,113.0,700.0,113.0,419.0,3763.0,MU,Monday,0
2019-08-27,2019,8,08-27,2455.0,81.0,,112.0,733.0,113.0,422.0,3916.0,MU,Tuesday,0
2019-08-28,2019,8,08-28,2576.0,77.0,,123.0,748.0,114.0,370.0,4008.0,MU,Wednesday,0
2019-08-29,2019,8,08-29,2621.0,73.0,,135.0,751.0,114.0,370.0,4064.0,MU,Thursday,0
2019-08-30,2019,8,08-30,2604.0,73.0,,130.0,705.0,114.0,416.0,4041.0,MU,Friday,0
2019-08-31,2019,8,08-31,2574.0,68.0,,136.0,707.0,114.0,400.0,3998.0,MU,Saturday,0
