coal,lignite,hydro,nuclear,gas_naptha_diesel,res,total,year,month,month_date,weekday,hour,date,unit
2688.0,79.0,604.0,123.0,109.0,439.0,4041.0,2021,9,09-06,Monday,0,2021-09-06,MU
2568.0,78.0,611.0,123.0,113.0,495.0,3987.0,2021,9,09-07,Tuesday,0,2021-09-07,MU
2504.0,80.0,639.0,121.0,101.0,553.0,3998.0,2021,9,09-08,Wednesday,0,2021-09-08,MU
2603.0,84.0,643.0,120.0,94.0,523.0,4067.0,2021,9,09-09,Thursday,0,2021-09-09,MU
2511.0,79.0,631.0,120.0,96.0,520.0,3957.0,2021,9,09-10,Friday,0,2021-09-10,MU
2336.0,78.0,653.0,120.0,94.0,500.0,3780.0,2021,9,09-11,Saturday,0,2021-09-11,MU
2132.0,75.0,670.0,120.0,88.0,561.0,3645.0,2021,9,09-12,Sunday,0,2021-09-12,MU
2215.0,80.0,720.0,120.0,89.0,578.0,3801.0,2021,9,09-13,Monday,0,2021-09-13,MU
2230.0,79.0,729.0,120.0,82.0,526.0,3766.0,2021,9,09-14,Tuesday,0,2021-09-14,MU
2366.0,82.0,747.0,122.0,76.0,450.0,3842.0,2021,9,09-15,Wednesday,0,2021-09-15,MU
2406.0,84.0,695.0,124.0,79.0,457.0,3845.0,2021,9,09-16,Thursday,0,2021-09-16,MU
2482.0,88.0,661.0,123.0,74.0,421.0,3848.0,2021,9,09-17,Friday,0,2021-09-17,MU
2631.0,88.0,694.0,114.0,74.0,360.0,3961.0,2021,9,09-18,Saturday,0,2021-09-18,MU
2691.0,80.0,678.0,114.0,76.0,327.0,3966.0,2021,9,09-19,Sunday,0,2021-09-19,MU
2738.0,75.0,696.0,114.0,110.0,353.0,4087.0,2021,9,09-20,Monday,0,2021-09-20,MU
2644.0,68.0,658.0,114.0,114.0,416.0,4015.0,2021,9,09-21,Tuesday,0,2021-09-21,MU
2531.0,64.0,660.0,113.0,108.0,402.0,3877.0,2021,9,09-22,Wednesday,0,2021-09-22,MU
2534.0,63.0,648.0,115.0,91.0,366.0,3818.0,2021,9,09-23,Thursday,0,2021-09-23,MU
2570.0,63.0,689.0,113.0,101.0,432.0,3968.0,2021,9,09-24,Friday,0,2021-09-24,MU
2534.0,65.0,665.0,118.0,100.0,387.0,3868.0,2021,9,09-25,Saturday,0,2021-09-25,MU
2462.0,66.0,618.0,123.0,90.0,364.0,3722.0,2021,9,09-26,Sunday,0,2021-09-26,MU
2505.0,68.0,586.0,123.0,90.0,424.0,3797.0,2021,9,09-27,Monday,0,2021-09-27,MU
2444.0,72.0,602.0,123.0,88.0,520.0,3849.0,2021,9,09-28,Tuesday,0,2021-09-28,MU
2445.0,73.0,636.0,128.0,93.0,504.0,3879.0,2021,9,09-29,Wednesday,0,2021-09-29,MU
2531.0,81.0,660.0,129.0,102.0,418.0,3920.0,2021,9,09-30,Thursday,0,2021-09-30,MU
2618.0,83.0,649.0,128.0,104.0,318.0,3900.0,2021,10,10-01,Friday,0,2021-10-01,MU
2504.0,82.0,618.0,129.0,106.0,278.0,3716.0,2021,10,10-02,Saturday,0,2021-10-02,MU
2462.0,77.0,622.0,129.0,85.0,329.0,3704.0,2021,10,10-03,Sunday,0,2021-10-03,MU
2593.0,74.0,655.0,128.0,109.0,345.0,3903.0,2021,10,10-04,Monday,0,2021-10-04,MU
2649.0,73.0,630.0,128.0,140.0,288.0,3908.0,2021,10,10-05,Tuesday,0,2021-10-05,MU
2686.0,77.0,594.0,129.0,156.0,283.0,3925.0,2021,10,10-06,Wednesday,0,2021-10-06,MU
2703.0,75.0,599.0,131.0,148.0,307.0,3962.0,2021,10,10-07,Thursday,0,2021-10-07,MU
2725.0,69.0,579.0,120.0,156.0,329.0,3977.0,2021,10,10-08,Friday,0,2021-10-08,MU
,,,,,,,2021,10,10-09,Saturday,0,2021-10-09,MU
2592.0,67.0,551.0,132.0,119.0,392.0,3854.0,2021,10,10-10,Sunday,0,2021-10-10,MU
2700.0,75.0,570.0,132.0,123.0,358.0,3959.0,2021,10,10-11,Monday,0,2021-10-11,MU
2728.0,76.0,576.0,132.0,128.0,354.0,3995.0,2021,10,10-12,Tuesday,0,2021-10-12,MU
2752.0,68.0,554.0,133.0,118.0,353.0,3978.0,2021,10,10-13,Wednesday,0,2021-10-13,MU
2720.0,64.0,519.0,132.0,115.0,352.0,3902.0,2021,10,10-14,Thursday,0,2021-10-14,MU
,,,,,,,2021,10,10-15,Friday,0,2021-10-15,MU
2711.0,73.0,506.0,121.0,91.0,289.0,3791.0,2021,10,10-16,Saturday,0,2021-10-16,MU
2502.0,71.0,509.0,123.0,81.0,361.0,3648.0,2021,10,10-17,Sunday,0,2021-10-17,MU
2374.0,62.0,529.0,123.0,76.0,462.0,3626.0,2021,10,10-18,Monday,0,2021-10-18,MU
2497.0,65.0,570.0,123.0,71.0,333.0,3660.0,2021,10,10-19,Tuesday,0,2021-10-19,MU
2587.0,67.0,571.0,123.0,81.0,300.0,3728.0,2021,10,10-20,Wednesday,0,2021-10-20,MU
2552.0,71.0,569.0,124.0,80.0,329.0,3725.0,2021,10,10-21,Thursday,0,2021-10-21,MU
2562.0,74.0,563.0,127.0,78.0,358.0,3763.0,2021,10,10-22,Friday,0,2021-10-22,MU
2519.0,80.0,544.0,128.0,89.0,339.0,3699.0,2021,10,10-23,Saturday,0,2021-10-23,MU
2411.0,81.0,518.0,133.0,73.0,291.0,3508.0,2021,10,10-24,Sunday,0,2021-10-24,MU
2520.0,81.0,510.0,134.0,86.0,286.0,3617.0,2021,10,10-25,Monday,0,2021-10-25,MU
2586.0,81.0,516.0,133.0,80.0,301.0,3696.0,2021,10,10-26,Tuesday,0,2021-10-26,MU
2566.0,76.0,502.0,133.0,68.0,341.0,3686.0,2021,10,10-27,Wednesday,0,2021-10-27,MU
2534.0,78.0,507.0,133.0,67.0,338.0,3659.0,2021,10,10-28,Thursday,0,2021-10-28,MU
2568.0,73.0,502.0,134.0,69.0,292.0,3639.0,2021,10,10-29,Friday,0,2021-10-29,MU
2513.0,73.0,482.0,134.0,66.0,310.0,3579.0,2021,10,10-30,Saturday,0,2021-10-30,MU
2448.0,76.0,460.0,134.0,64.0,278.0,3461.0,2021,10,10-31,Sunday,0,2021-10-31,MU
2520.0,75.0,433.0,134.0,67.0,281.0,3510.0,2021,11,11-01,Monday,0,2021-11-01,MU
2557.0,68.0,419.0,134.0,68.0,299.0,3545.0,2021,11,11-02,Tuesday,0,2021-11-02,MU
2493.0,66.0,416.0,134.0,64.0,300.0,3473.0,2021,11,11-03,Wednesday,0,2021-11-03,MU
2215.0,70.0,386.0,134.0,64.0,284.0,3154.0,2021,11,11-04,Thursday,0,2021-11-04,MU
2073.0,65.0,395.0,133.0,61.0,296.0,3023.0,2021,11,11-05,Friday,0,2021-11-05,MU
2174.0,66.0,407.0,129.0,63.0,316.0,3155.0,2021,11,11-06,Saturday,0,2021-11-06,MU
2231.0,70.0,406.0,129.0,64.0,288.0,3189.0,2021,11,11-07,Sunday,0,2021-11-07,MU
2395.0,61.0,410.0,129.0,66.0,304.0,3364.0,2021,11,11-08,Monday,0,2021-11-08,MU
2512.0,56.0,388.0,129.0,67.0,306.0,3458.0,2021,11,11-09,Tuesday,0,2021-11-09,MU
2577.0,56.0,393.0,129.0,66.0,277.0,3497.0,2021,11,11-10,Wednesday,0,2021-11-10,MU
2514.0,59.0,378.0,124.0,59.0,317.0,3451.0,2021,11,11-11,Thursday,0,2021-11-11,MU
2531.0,68.0,375.0,125.0,57.0,344.0,3499.0,2021,11,11-12,Friday,0,2021-11-12,MU
2568.0,70.0,366.0,128.0,64.0,312.0,3509.0,2021,11,11-13,Saturday,0,2021-11-13,MU
2524.0,70.0,337.0,129.0,64.0,303.0,3427.0,2021,11,11-14,Sunday,0,2021-11-14,MU
2583.0,66.0,351.0,130.0,66.0,329.0,3525.0,2021,11,11-15,Monday,0,2021-11-15,MU
2579.0,66.0,335.0,129.0,65.0,381.0,3556.0,2021,11,11-16,Tuesday,0,2021-11-16,MU
2617.0,65.0,350.0,114.0,66.0,338.0,3550.0,2021,11,11-17,Wednesday,0,2021-11-17,MU
2629.0,71.0,361.0,105.0,67.0,279.0,3511.0,2021,11,11-18,Thursday,0,2021-11-18,MU
2545.0,65.0,314.0,104.0,68.0,330.0,3427.0,2021,11,11-19,Friday,0,2021-11-19,MU
2538.0,67.0,317.0,102.0,67.0,347.0,3438.0,2021,11,11-20,Saturday,0,2021-11-20,MU
2421.0,70.0,308.0,103.0,66.0,335.0,3303.0,2021,11,11-21,Sunday,0,2021-11-21,MU
2583.0,66.0,321.0,103.0,59.0,313.0,3445.0,2021,11,11-22,Monday,0,2021-11-22,MU
2695.0,70.0,325.0,103.0,62.0,268.0,3523.0,2021,11,11-23,Tuesday,0,2021-11-23,MU
2719.0,76.0,320.0,110.0,64.0,271.0,3561.0,2021,11,11-24,Wednesday,0,2021-11-24,MU
2708.0,71.0,312.0,120.0,71.0,294.0,3576.0,2021,11,11-25,Thursday,0,2021-11-25,MU
2723.0,57.0,322.0,125.0,74.0,288.0,3589.0,2021,11,11-26,Friday,0,2021-11-26,MU
2690.0,56.0,315.0,126.0,72.0,284.0,3542.0,2021,11,11-27,Saturday,0,2021-11-27,MU
2537.0,58.0,294.0,125.0,78.0,304.0,3397.0,2021,11,11-28,Sunday,0,2021-11-28,MU
2579.0,59.0,311.0,125.0,77.0,325.0,3476.0,2021,11,11-29,Monday,0,2021-11-29,MU
2590.0,60.0,313.0,125.0,75.0,343.0,3506.0,2021,11,11-30,Tuesday,0,2021-11-30,MU
2554.0,68.0,306.0,125.0,65.0,325.0,3443.0,2021,12,12-01,Wednesday,0,2021-12-01,MU
2503.0,69.0,308.0,126.0,63.0,302.0,3370.0,2021,12,12-02,Thursday,0,2021-12-02,MU
2544.0,63.0,320.0,83.0,64.0,307.0,3381.0,2021,12,12-03,Friday,0,2021-12-03,MU
2594.0,62.0,316.0,125.0,60.0,287.0,3445.0,2021,12,12-04,Saturday,0,2021-12-04,MU
2547.0,70.0,291.0,125.0,63.0,290.0,3386.0,2021,12,12-05,Sunday,0,2021-12-05,MU
2633.0,74.0,299.0,125.0,61.0,325.0,3517.0,2021,12,12-06,Monday,0,2021-12-06,MU
2691.0,71.0,284.0,125.0,61.0,361.0,3593.0,2021,12,12-07,Tuesday,0,2021-12-07,MU
2719.0,70.0,296.0,124.0,60.0,362.0,3631.0,2021,12,12-08,Wednesday,0,2021-12-08,MU
2744.0,72.0,303.0,125.0,61.0,350.0,3654.0,2021,12,12-09,Thursday,0,2021-12-09,MU
2691.0,73.0,298.0,125.0,63.0,401.0,3651.0,2021,12,12-10,Friday,0,2021-12-10,MU
2693.0,76.0,296.0,129.0,63.0,374.0,3630.0,2021,12,12-11,Saturday,0,2021-12-11,MU
2609.0,73.0,264.0,130.0,63.0,358.0,3497.0,2021,12,12-12,Sunday,0,2021-12-12,MU
2724.0,72.0,288.0,129.0,64.0,337.0,3615.0,2021,12,12-13,Monday,0,2021-12-13,MU
2773.0,73.0,289.0,130.0,65.0,343.0,3673.0,2021,12,12-14,Tuesday,0,2021-12-14,MU
2776.0,71.0,286.0,130.0,63.0,367.0,3693.0,2021,12,12-15,Wednesday,0,2021-12-15,MU
2790.0,73.0,271.0,130.0,65.0,390.0,3719.0,2021,12,12-16,Thursday,0,2021-12-16,MU
2774.0,71.0,268.0,130.0,64.0,430.0,3737.0,2021,12,12-17,Friday,0,2021-12-17,MU
2762.0,68.0,242.0,130.0,60.0,449.0,3711.0,2021,12,12-18,Saturday,0,2021-12-18,MU
2637.0,67.0,241.0,135.0,62.0,424.0,3564.0,2021,12,12-19,Sunday,0,2021-12-19,MU
2834.0,72.0,263.0,136.0,61.0,352.0,3717.0,2021,12,12-20,Monday,0,2021-12-20,MU
2944.0,74.0,283.0,135.0,63.0,295.0,3794.0,2021,12,12-21,Tuesday,0,2021-12-21,MU
3004.0,72.0,270.0,135.0,62.0,281.0,3825.0,2021,12,12-22,Wednesday,0,2021-12-22,MU
3035.0,73.0,277.0,135.0,61.0,268.0,3849.0,2021,12,12-23,Thursday,0,2021-12-23,MU
3053.0,80.0,269.0,136.0,62.0,284.0,3884.0,2021,12,12-24,Friday,0,2021-12-24,MU
2998.0,83.0,266.0,136.0,58.0,283.0,3824.0,2021,12,12-25,Saturday,0,2021-12-25,MU
2894.0,83.0,250.0,136.0,57.0,263.0,3684.0,2021,12,12-26,Sunday,0,2021-12-26,MU
2908.0,81.0,262.0,135.0,56.0,319.0,3761.0,2021,12,12-27,Monday,0,2021-12-27,MU
2843.0,81.0,253.0,130.0,59.0,345.0,3711.0,2021,12,12-28,Tuesday,0,2021-12-28,MU
2761.0,82.0,257.0,131.0,55.0,366.0,3652.0,2021,12,12-29,Wednesday,0,2021-12-29,MU
2737.0,78.0,246.0,131.0,58.0,465.0,3716.0,2021,12,12-30,Thursday,0,2021-12-30,MU
2810.0,77.0,258.0,130.0,63.0,428.0,3767.0,2021,12,12-31,Friday,0,2021-12-31,MU
