coal,hydro,nuclear,gas_naptha_diesel,res,total,date,year,month,month_date,weekday,unit
1817.0,304.0,123.0,130.0,300.0,2674.0,2020-03-28,2020,3,03-28,Saturday,MU
1803.0,334.0,123.0,126.0,299.0,2685.0,2020-03-29,2020,3,03-29,Sunday,MU
1804.0,339.0,122.0,136.0,316.0,2717.0,2020-03-30,2020,3,03-30,Monday,MU
1854.0,322.0,119.0,137.0,331.0,2763.0,2020-03-31,2020,3,03-31,Tuesday,MU
1884.0,332.0,115.0,148.0,306.0,2785.0,2020-04-01,2020,4,04-01,Wednesday,MU
1960.0,328.0,115.0,150.0,311.0,2864.0,2020-04-02,2020,4,04-02,Thursday,MU
1946.0,330.0,113.0,161.0,320.0,2870.0,2020-04-03,2020,4,04-03,Friday,MU
1981.0,325.0,111.0,154.0,293.0,2864.0,2020-04-04,2020,4,04-04,Saturday,MU
1926.0,319.0,111.0,154.0,311.0,2821.0,2020-04-05,2020,4,04-05,Sunday,MU
1974.0,296.0,110.0,155.0,294.0,2829.0,2020-04-06,2020,4,04-06,Monday,MU
1910.0,301.0,115.0,156.0,318.0,2800.0,2020-04-07,2020,4,04-07,Tuesday,MU
1917.0,300.0,115.0,146.0,303.0,2781.0,2020-04-08,2020,4,04-08,Wednesday,MU
1924.0,291.0,115.0,146.0,299.0,2775.0,2020-04-09,2020,4,04-09,Thursday,MU
1947.0,301.0,115.0,136.0,287.0,2786.0,2020-04-10,2020,4,04-10,Friday,MU
2008.0,329.0,116.0,132.0,290.0,2875.0,2020-04-11,2020,4,04-11,Saturday,MU
1994.0,348.0,114.0,127.0,307.0,2890.0,2020-04-12,2020,4,04-12,Sunday,MU
2037.0,360.0,105.0,143.0,342.0,2987.0,2020-04-13,2020,4,04-13,Monday,MU
2062.0,371.0,106.0,167.0,346.0,3052.0,2020-04-14,2020,4,04-14,Tuesday,MU
2043.0,388.0,106.0,160.0,318.0,3015.0,2020-04-15,2020,4,04-15,Wednesday,MU
2071.0,388.0,107.0,162.0,319.0,3047.0,2020-04-16,2020,4,04-16,Thursday,MU
2059.0,397.0,107.0,166.0,324.0,3053.0,2020-04-17,2020,4,04-17,Friday,MU
2036.0,368.0,106.0,148.0,321.0,2979.0,2020-04-18,2020,4,04-18,Saturday,MU
2004.0,366.0,112.0,136.0,317.0,2935.0,2020-04-19,2020,4,04-19,Sunday,MU
2008.0,357.0,115.0,127.0,333.0,2940.0,2020-04-20,2020,4,04-20,Monday,MU
1993.0,342.0,116.0,129.0,297.0,2877.0,2020-04-21,2020,4,04-21,Tuesday,MU
2034.0,368.0,116.0,132.0,318.0,2968.0,2020-04-22,2020,4,04-22,Wednesday,MU
2036.0,369.0,115.0,111.0,352.0,2983.0,2020-04-23,2020,4,04-23,Thursday,MU
2018.0,361.0,115.0,118.0,381.0,2993.0,2020-04-24,2020,4,04-24,Friday,MU
1955.0,373.0,115.0,121.0,411.0,2975.0,2020-04-25,2020,4,04-25,Saturday,MU
1883.0,363.0,115.0,132.0,320.0,2813.0,2020-04-26,2020,4,04-26,Sunday,MU
1840.0,374.0,112.0,132.0,343.0,2801.0,2020-04-27,2020,4,04-27,Monday,MU
1938.0,416.0,115.0,130.0,308.0,2907.0,2020-04-28,2020,4,04-28,Tuesday,MU
1989.0,407.0,115.0,129.0,285.0,2925.0,2020-04-29,2020,4,04-29,Wednesday,MU
2066.0,406.0,108.0,133.0,320.0,3033.0,2020-04-30,2020,4,04-30,Thursday,MU
1974.0,412.0,103.0,142.0,374.0,3005.0,2020-05-01,2020,5,05-01,Friday,MU
2009.0,450.0,101.0,133.0,386.0,3079.0,2020-05-02,2020,5,05-02,Saturday,MU
1968.0,452.0,107.0,132.0,373.0,3032.0,2020-05-03,2020,5,05-03,Sunday,MU
2011.0,454.0,115.0,136.0,355.0,3071.0,2020-05-04,2020,5,05-04,Monday,MU
2085.0,449.0,115.0,153.0,326.0,3128.0,2020-05-05,2020,5,05-05,Tuesday,MU
2078.0,453.0,115.0,140.0,349.0,3135.0,2020-05-06,2020,5,05-06,Wednesday,MU
2123.0,443.0,116.0,139.0,337.0,3158.0,2020-05-07,2020,5,05-07,Thursday,MU
2246.0,445.0,115.0,148.0,331.0,3285.0,2020-05-08,2020,5,05-08,Friday,MU
2314.0,469.0,111.0,153.0,335.0,3382.0,2020-05-09,2020,5,05-09,Saturday,MU
2134.0,428.0,106.0,154.0,332.0,3154.0,2020-05-10,2020,5,05-10,Sunday,MU
2115.0,432.0,106.0,152.0,324.0,3129.0,2020-05-11,2020,5,05-11,Monday,MU
2312.0,463.0,98.0,148.0,303.0,3324.0,2020-05-12,2020,5,05-12,Tuesday,MU
2360.0,461.0,110.0,151.0,319.0,3401.0,2020-05-13,2020,5,05-13,Wednesday,MU
2395.0,465.0,107.0,150.0,306.0,3423.0,2020-05-14,2020,5,05-14,Thursday,MU
2426.0,449.0,105.0,160.0,334.0,3474.0,2020-05-15,2020,5,05-15,Friday,MU
2411.0,482.0,107.0,161.0,339.0,3500.0,2020-05-16,2020,5,05-16,Saturday,MU
2314.0,482.0,107.0,154.0,376.0,3433.0,2020-05-17,2020,5,05-17,Sunday,MU
2320.0,470.0,108.0,169.0,414.0,3481.0,2020-05-18,2020,5,05-18,Monday,MU
2287.0,466.0,107.0,162.0,475.0,3497.0,2020-05-19,2020,5,05-19,Tuesday,MU
2229.0,447.0,109.0,157.0,511.0,3453.0,2020-05-20,2020,5,05-20,Wednesday,MU
2238.0,509.0,99.0,154.0,508.0,3508.0,2020-05-21,2020,5,05-21,Thursday,MU
2338.0,567.0,90.0,150.0,526.0,3671.0,2020-05-22,2020,5,05-22,Friday,MU
2446.0,593.0,91.0,159.0,477.0,3766.0,2020-05-23,2020,5,05-23,Saturday,MU
2485.0,576.0,91.0,150.0,476.0,3778.0,2020-05-24,2020,5,05-24,Sunday,MU
2531.0,585.0,93.0,152.0,472.0,3833.0,2020-05-25,2020,5,05-25,Monday,MU
2555.0,557.0,102.0,145.0,513.0,3872.0,2020-05-26,2020,5,05-26,Tuesday,MU
2451.0,526.0,118.0,137.0,552.0,3784.0,2020-05-27,2020,5,05-27,Wednesday,MU
2268.0,503.0,118.0,138.0,576.0,3603.0,2020-05-28,2020,5,05-28,Thursday,MU
2259.0,497.0,118.0,136.0,544.0,3554.0,2020-05-29,2020,5,05-29,Friday,MU
2280.0,515.0,118.0,152.0,421.0,3486.0,2020-05-30,2020,5,05-30,Saturday,MU
2151.0,508.0,110.0,152.0,353.0,3274.0,2020-05-31,2020,5,05-31,Sunday,MU
2225.0,526.0,110.0,152.0,324.0,3337.0,2020-06-01,2020,6,06-01,Monday,MU
2226.0,498.0,111.0,151.0,362.0,3348.0,2020-06-02,2020,6,06-02,Tuesday,MU
2188.0,497.0,109.0,144.0,355.0,3293.0,2020-06-03,2020,6,06-03,Wednesday,MU
2127.0,505.0,110.0,139.0,384.0,3265.0,2020-06-04,2020,6,06-04,Thursday,MU
2053.0,523.0,110.0,132.0,422.0,3240.0,2020-06-05,2020,6,06-05,Friday,MU
2080.0,538.0,110.0,140.0,454.0,3322.0,2020-06-06,2020,6,06-06,Saturday,MU
2054.0,529.0,111.0,149.0,457.0,3300.0,2020-06-07,2020,6,06-07,Sunday,MU
2219.0,587.0,111.0,145.0,461.0,3523.0,2020-06-08,2020,6,06-08,Monday,MU
2341.0,623.0,112.0,164.0,458.0,3698.0,2020-06-09,2020,6,06-09,Tuesday,MU
2415.0,606.0,110.0,166.0,469.0,3766.0,2020-06-10,2020,6,06-10,Wednesday,MU
2395.0,575.0,110.0,175.0,430.0,3685.0,2020-06-11,2020,6,06-11,Thursday,MU
2366.0,585.0,107.0,183.0,424.0,3665.0,2020-06-12,2020,6,06-12,Friday,MU
2322.0,610.0,110.0,171.0,420.0,3633.0,2020-06-13,2020,6,06-13,Saturday,MU
2229.0,598.0,110.0,169.0,444.0,3550.0,2020-06-14,2020,6,06-14,Sunday,MU
2322.0,629.0,110.0,182.0,488.0,3731.0,2020-06-15,2020,6,06-15,Monday,MU
2357.0,638.0,110.0,178.0,491.0,3774.0,2020-06-16,2020,6,06-16,Tuesday,MU
2347.0,651.0,110.0,173.0,513.0,3794.0,2020-06-17,2020,6,06-17,Wednesday,MU
2357.0,640.0,109.0,173.0,531.0,3810.0,2020-06-18,2020,6,06-18,Thursday,MU
2349.0,658.0,110.0,167.0,559.0,3843.0,2020-06-19,2020,6,06-19,Friday,MU
2319.0,644.0,113.0,166.0,554.0,3796.0,2020-06-20,2020,6,06-20,Saturday,MU
2226.0,637.0,113.0,163.0,491.0,3630.0,2020-06-21,2020,6,06-21,Sunday,MU
2308.0,680.0,113.0,158.0,464.0,3723.0,2020-06-22,2020,6,06-22,Monday,MU
2444.0,691.0,113.0,154.0,429.0,3831.0,2020-06-23,2020,6,06-23,Tuesday,MU
2518.0,712.0,113.0,157.0,346.0,3846.0,2020-06-24,2020,6,06-24,Wednesday,MU
2504.0,698.0,111.0,154.0,359.0,3826.0,2020-06-25,2020,6,06-25,Thursday,MU
2458.0,666.0,112.0,157.0,383.0,3776.0,2020-06-26,2020,6,06-26,Friday,MU
2453.0,661.0,112.0,153.0,426.0,3805.0,2020-06-27,2020,6,06-27,Saturday,MU
2378.0,659.0,112.0,143.0,430.0,3722.0,2020-06-28,2020,6,06-28,Sunday,MU
2483.0,669.0,112.0,151.0,370.0,3785.0,2020-06-29,2020,6,06-29,Monday,MU
2575.0,667.0,111.0,161.0,337.0,3851.0,2020-06-30,2020,6,06-30,Tuesday,MU
2587.0,665.0,104.0,144.0,431.0,3931.0,2020-07-01,2020,7,07-01,Wednesday,MU
2608.0,632.0,104.0,154.0,494.0,3992.0,2020-07-02,2020,7,07-02,Thursday,MU
2567.0,647.0,105.0,156.0,519.0,3994.0,2020-07-03,2020,7,07-03,Friday,MU
2457.0,633.0,102.0,155.0,489.0,3836.0,2020-07-04,2020,7,07-04,Saturday,MU
2096.0,597.0,105.0,141.0,422.0,3361.0,2020-07-05,2020,7,07-05,Sunday,MU
2198.0,631.0,105.0,143.0,489.0,3566.0,2020-07-06,2020,7,07-06,Monday,MU
2281.0,631.0,105.0,142.0,492.0,3651.0,2020-07-07,2020,7,07-07,Tuesday,MU
2355.0,664.0,101.0,136.0,431.0,3687.0,2020-07-08,2020,7,07-08,Wednesday,MU
2472.0,656.0,101.0,146.0,367.0,3742.0,2020-07-09,2020,7,07-09,Thursday,MU
2455.0,622.0,104.0,150.0,429.0,3760.0,2020-07-10,2020,7,07-10,Friday,MU
2326.0,603.0,108.0,154.0,457.0,3648.0,2020-07-11,2020,7,07-11,Saturday,MU
2066.0,593.0,109.0,150.0,491.0,3409.0,2020-07-12,2020,7,07-12,Sunday,MU
2375.0,646.0,106.0,167.0,382.0,3676.0,2020-07-13,2020,7,07-13,Monday,MU
2554.0,668.0,105.0,177.0,337.0,3841.0,2020-07-14,2020,7,07-14,Tuesday,MU
2538.0,643.0,106.0,163.0,359.0,3809.0,2020-07-15,2020,7,07-15,Wednesday,MU
2536.0,626.0,106.0,135.0,389.0,3792.0,2020-07-16,2020,7,07-16,Thursday,MU
2559.0,623.0,106.0,146.0,415.0,3849.0,2020-07-17,2020,7,07-17,Friday,MU
2660.0,657.0,106.0,141.0,335.0,3899.0,2020-07-18,2020,7,07-18,Saturday,MU
2493.0,621.0,106.0,124.0,365.0,3709.0,2020-07-19,2020,7,07-19,Sunday,MU
2391.0,636.0,106.0,121.0,403.0,3657.0,2020-07-20,2020,7,07-20,Monday,MU
2315.0,645.0,92.0,109.0,371.0,3532.0,2020-07-21,2020,7,07-21,Tuesday,MU
2479.0,634.0,84.0,128.0,301.0,3626.0,2020-07-22,2020,7,07-22,Wednesday,MU
2535.0,642.0,82.0,134.0,309.0,3702.0,2020-07-23,2020,7,07-23,Thursday,MU
2578.0,626.0,79.0,146.0,304.0,3733.0,2020-07-24,2020,7,07-24,Friday,MU
2588.0,632.0,79.0,146.0,292.0,3737.0,2020-07-25,2020,7,07-25,Saturday,MU
2532.0,612.0,82.0,141.0,350.0,3717.0,2020-07-26,2020,7,07-26,Sunday,MU
2672.0,644.0,83.0,151.0,436.0,3986.0,2020-07-27,2020,7,07-27,Monday,MU
2728.0,643.0,83.0,155.0,432.0,4041.0,2020-07-28,2020,7,07-28,Tuesday,MU
2654.0,628.0,83.0,152.0,406.0,3923.0,2020-07-29,2020,7,07-29,Wednesday,MU
2585.0,635.0,78.0,175.0,356.0,3829.0,2020-07-30,2020,7,07-30,Thursday,MU
2661.0,628.0,79.0,168.0,361.0,3897.0,2020-07-31,2020,7,07-31,Friday,MU
2592.0,631.0,79.0,145.0,373.0,3820.0,2020-08-01,2020,8,08-01,Saturday,MU
2495.0,610.0,78.0,139.0,429.0,3751.0,2020-08-02,2020,8,08-02,Sunday,MU
2435.0,621.0,77.0,128.0,516.0,3777.0,2020-08-03,2020,8,08-03,Monday,MU
2396.0,646.0,90.0,127.0,522.0,3781.0,2020-08-04,2020,8,08-04,Tuesday,MU
2378.0,658.0,99.0,138.0,456.0,3729.0,2020-08-05,2020,8,08-05,Wednesday,MU
2283.0,662.0,101.0,126.0,511.0,3683.0,2020-08-06,2020,8,08-06,Thursday,MU
2437.0,679.0,102.0,126.0,535.0,3879.0,2020-08-07,2020,8,08-07,Friday,MU
2497.0,671.0,102.0,133.0,552.0,3955.0,2020-08-08,2020,8,08-08,Saturday,MU
2423.0,652.0,102.0,137.0,466.0,3780.0,2020-08-09,2020,8,08-09,Sunday,MU
2402.0,680.0,101.0,150.0,446.0,3779.0,2020-08-10,2020,8,08-10,Monday,MU
2341.0,661.0,101.0,155.0,531.0,3789.0,2020-08-11,2020,8,08-11,Tuesday,MU
2205.0,645.0,101.0,134.0,623.0,3708.0,2020-08-12,2020,8,08-12,Wednesday,MU
2153.0,654.0,101.0,103.0,585.0,3596.0,2020-08-13,2020,8,08-13,Thursday,MU
2194.0,660.0,101.0,131.0,533.0,3619.0,2020-08-14,2020,8,08-14,Friday,MU
2122.0,653.0,94.0,127.0,483.0,3479.0,2020-08-15,2020,8,08-15,Saturday,MU
2074.0,661.0,100.0,131.0,452.0,3418.0,2020-08-16,2020,8,08-16,Sunday,MU
2280.0,675.0,100.0,143.0,471.0,3669.0,2020-08-17,2020,8,08-17,Monday,MU
2293.0,668.0,100.0,146.0,495.0,3702.0,2020-08-18,2020,8,08-18,Tuesday,MU
2183.0,670.0,100.0,141.0,493.0,3587.0,2020-08-19,2020,8,08-19,Wednesday,MU
2135.0,659.0,101.0,130.0,423.0,3448.0,2020-08-20,2020,8,08-20,Thursday,MU
2149.0,653.0,101.0,137.0,388.0,3428.0,2020-08-21,2020,8,08-21,Friday,MU
2132.0,668.0,104.0,122.0,407.0,3433.0,2020-08-22,2020,8,08-22,Saturday,MU
2050.0,649.0,104.0,119.0,479.0,3401.0,2020-08-23,2020,8,08-23,Sunday,MU
2170.0,729.0,115.0,121.0,457.0,3592.0,2020-08-24,2020,8,08-24,Monday,MU
2304.0,731.0,120.0,116.0,460.0,3731.0,2020-08-25,2020,8,08-25,Tuesday,MU
2377.0,747.0,119.0,119.0,417.0,3779.0,2020-08-26,2020,8,08-26,Wednesday,MU
2365.0,735.0,120.0,121.0,396.0,3737.0,2020-08-27,2020,8,08-27,Thursday,MU
2332.0,737.0,125.0,138.0,402.0,3734.0,2020-08-28,2020,8,08-28,Friday,MU
2329.0,713.0,128.0,140.0,414.0,3724.0,2020-08-29,2020,8,08-29,Saturday,MU
2198.0,673.0,129.0,130.0,458.0,3588.0,2020-08-30,2020,8,08-30,Sunday,MU
2345.0,703.0,129.0,127.0,405.0,3709.0,2020-08-31,2020,8,08-31,Monday,MU
2480.0,696.0,128.0,146.0,322.0,3772.0,2020-09-01,2020,9,09-01,Tuesday,MU
2544.0,727.0,125.0,146.0,228.0,3770.0,2020-09-02,2020,9,09-02,Wednesday,MU
2579.0,722.0,119.0,147.0,235.0,3802.0,2020-09-03,2020,9,09-03,Thursday,MU
2633.0,717.0,120.0,154.0,242.0,3866.0,2020-09-04,2020,9,09-04,Friday,MU
2657.0,706.0,119.0,152.0,254.0,3888.0,2020-09-05,2020,9,09-05,Saturday,MU
2469.0,675.0,116.0,146.0,320.0,3726.0,2020-09-06,2020,9,09-06,Sunday,MU
2544.0,689.0,116.0,150.0,368.0,3867.0,2020-09-07,2020,9,09-07,Monday,MU
2691.0,683.0,115.0,148.0,333.0,3970.0,2020-09-08,2020,9,09-08,Tuesday,MU
2804.0,649.0,114.0,181.0,308.0,4056.0,2020-09-09,2020,9,09-09,Wednesday,MU
2772.0,661.0,114.0,166.0,316.0,4029.0,2020-09-10,2020,9,09-10,Thursday,MU
2723.0,698.0,114.0,153.0,337.0,4025.0,2020-09-11,2020,9,09-11,Friday,MU
2689.0,698.0,116.0,137.0,346.0,3986.0,2020-09-12,2020,9,09-12,Saturday,MU
2541.0,662.0,116.0,130.0,325.0,3774.0,2020-09-13,2020,9,09-13,Sunday,MU
2566.0,708.0,116.0,135.0,346.0,3871.0,2020-09-14,2020,9,09-14,Monday,MU
2606.0,680.0,116.0,149.0,373.0,3924.0,2020-09-15,2020,9,09-15,Tuesday,MU
2651.0,684.0,116.0,154.0,365.0,3970.0,2020-09-16,2020,9,09-16,Wednesday,MU
2527.0,698.0,116.0,158.0,392.0,3891.0,2020-09-17,2020,9,09-17,Thursday,MU
2554.0,710.0,116.0,160.0,426.0,3966.0,2020-09-18,2020,9,09-18,Friday,MU
2651.0,724.0,116.0,161.0,347.0,3999.0,2020-09-19,2020,9,09-19,Saturday,MU
2539.0,688.0,116.0,142.0,346.0,3831.0,2020-09-20,2020,9,09-20,Sunday,MU
2501.0,701.0,116.0,140.0,403.0,3861.0,2020-09-21,2020,9,09-21,Monday,MU
2453.0,710.0,116.0,146.0,433.0,3858.0,2020-09-22,2020,9,09-22,Tuesday,MU
2364.0,719.0,116.0,130.0,450.0,3779.0,2020-09-23,2020,9,09-23,Wednesday,MU
2456.0,742.0,116.0,125.0,369.0,3808.0,2020-09-24,2020,9,09-24,Thursday,MU
2514.0,705.0,116.0,110.0,383.0,3828.0,2020-09-25,2020,9,09-25,Friday,MU
2433.0,699.0,116.0,100.0,351.0,3699.0,2020-09-26,2020,9,09-26,Saturday,MU
2425.0,660.0,116.0,92.0,329.0,3622.0,2020-09-27,2020,9,09-27,Sunday,MU
2633.0,651.0,116.0,105.0,326.0,3831.0,2020-09-28,2020,9,09-28,Monday,MU
2652.0,628.0,117.0,114.0,320.0,3831.0,2020-09-29,2020,9,09-29,Tuesday,MU
2644.0,599.0,117.0,125.0,320.0,3805.0,2020-09-30,2020,9,09-30,Wednesday,MU
2556.0,597.0,117.0,125.0,362.0,3757.0,2020-10-01,2020,10,10-01,Thursday,MU
2486.0,565.0,117.0,138.0,372.0,3678.0,2020-10-02,2020,10,10-02,Friday,MU
2559.0,534.0,117.0,158.0,402.0,3770.0,2020-10-03,2020,10,10-03,Saturday,MU
2458.0,521.0,117.0,162.0,411.0,3669.0,2020-10-04,2020,10,10-04,Sunday,MU
