date,year,month,month_date,coal,lignite,coal_lignite,gas_naptha_diesel,hydro,nuclear,res,total,unit,weekday,hour
2018-02-06,2018,2,02-06,2693.0,,2693.0,112.0,194.0,122.0,239.0,3359.0,MU,Tuesday,0
2018-02-07,2018,2,02-07,2757.0,,2757.0,113.0,203.0,117.0,209.0,3398.0,MU,Wednesday,0
2018-02-08,2018,2,02-08,2792.0,,2792.0,110.0,222.0,117.0,163.0,3403.0,MU,Thursday,0
2018-02-09,2018,2,02-09,2774.0,,2774.0,110.0,214.0,118.0,172.0,3388.0,MU,Friday,0
2018-02-10,2018,2,02-10,2800.0,,2800.0,109.0,219.0,122.0,170.0,3418.0,MU,Saturday,0
2018-02-11,2018,2,02-11,2763.0,,2763.0,107.0,218.0,122.0,186.0,3397.0,MU,Sunday,0
2018-02-12,2018,2,02-12,2575.0,,2575.0,107.0,171.0,122.0,228.0,3203.0,MU,Monday,0
2018-02-13,2018,2,02-13,2571.0,,2571.0,105.0,208.0,122.0,198.0,3205.0,MU,Tuesday,0
2018-02-14,2018,2,02-14,2616.0,,2616.0,105.0,195.0,122.0,221.0,3262.0,MU,Wednesday,0
2018-02-15,2018,2,02-15,2587.0,,2587.0,104.0,187.0,122.0,284.0,3285.0,MU,Thursday,0
2018-02-16,2018,2,02-16,2610.0,,2610.0,106.0,201.0,122.0,275.0,3314.0,MU,Friday,0
2018-02-17,2018,2,02-17,2741.0,,2741.0,111.0,206.0,101.0,206.0,3365.0,MU,Saturday,0
2018-02-18,2018,2,02-18,2728.0,,2728.0,112.0,212.0,101.0,189.0,3342.0,MU,Sunday,0
2018-02-19,2018,2,02-19,2653.0,,2653.0,109.0,193.0,121.0,198.0,3273.0,MU,Monday,0
2018-02-20,2018,2,02-20,2695.0,,2695.0,112.0,221.0,95.0,217.0,3339.0,MU,Tuesday,0
2018-02-21,2018,2,02-21,2766.0,,2766.0,112.0,231.0,87.0,223.0,3418.0,MU,Wednesday,0
2018-02-22,2018,2,02-22,2787.0,,2787.0,113.0,226.0,87.0,223.0,3434.0,MU,Thursday,0
2018-02-23,2018,2,02-23,2817.0,,2817.0,119.0,233.0,84.0,210.0,3465.0,MU,Friday,0
2018-02-24,2018,2,02-24,2801.0,,2801.0,121.0,223.0,83.0,241.0,3472.0,MU,Saturday,0
2018-02-25,2018,2,02-25,2756.0,,2756.0,87.0,223.0,78.0,257.0,3404.0,MU,Sunday,0
2018-02-26,2018,2,02-26,2719.0,,2719.0,111.0,191.0,96.0,284.0,3401.0,MU,Monday,0
2018-02-27,2018,2,02-27,2762.0,,2762.0,110.0,234.0,99.0,250.0,3457.0,MU,Tuesday,0
2018-02-28,2018,2,02-28,2807.0,,2807.0,117.0,242.0,99.0,259.0,3525.0,MU,Wednesday,0
2018-03-01,2018,3,03-01,2862.0,,2862.0,117.0,247.0,98.0,228.0,3551.0,MU,Thursday,0
2018-03-02,2018,3,03-02,2840.0,,2840.0,115.0,236.0,99.0,230.0,3520.0,MU,Friday,0
2018-03-04,2018,3,03-04,2617.0,,2617.0,96.0,233.0,99.0,244.0,3289.0,MU,Sunday,0
2018-03-05,2018,3,03-05,2755.0,,2755.0,100.0,219.0,99.0,216.0,3389.0,MU,Monday,0
2018-03-06,2018,3,03-06,2765.0,,2765.0,108.0,259.0,99.0,219.0,3451.0,MU,Tuesday,0
2018-03-07,2018,3,03-07,2815.0,,2815.0,117.0,250.0,94.0,237.0,3512.0,MU,Wednesday,0
2018-03-08,2018,3,03-08,2840.0,,2840.0,112.0,248.0,92.0,249.0,3540.0,MU,Thursday,0
2018-03-09,2018,3,03-09,2874.0,,2874.0,112.0,258.0,76.0,248.0,3570.0,MU,Friday,0
2018-03-10,2018,3,03-10,2873.0,,2873.0,115.0,264.0,71.0,245.0,3569.0,MU,Saturday,0
2018-03-11,2018,3,03-11,2850.0,,2850.0,118.0,249.0,73.0,236.0,3523.0,MU,Sunday,0
2018-03-12,2018,3,03-12,2811.0,,2811.0,116.0,210.0,71.0,238.0,3445.0,MU,Monday,0
2018-03-13,2018,3,03-13,2867.0,,2867.0,120.0,230.0,76.0,261.0,3555.0,MU,Tuesday,0
2018-03-14,2018,3,03-14,2869.0,,2869.0,122.0,236.0,87.0,267.0,3580.0,MU,Wednesday,0
2018-03-15,2018,3,03-15,2864.0,,2864.0,125.0,245.0,96.0,264.0,3593.0,MU,Thursday,0
2018-03-18,2018,3,03-18,2732.0,,2732.0,126.0,223.0,98.0,203.0,3383.0,MU,Sunday,0
2018-03-19,2018,3,03-19,2666.0,,2666.0,146.0,193.0,99.0,199.0,3302.0,MU,Monday,0
2018-03-20,2018,3,03-20,2768.0,,2768.0,127.0,220.0,98.0,243.0,3455.0,MU,Tuesday,0
2018-03-21,2018,3,03-21,2816.0,,2816.0,125.0,229.0,98.0,239.0,3506.0,MU,Wednesday,0
2018-03-22,2018,3,03-22,2810.0,,2810.0,123.0,227.0,97.0,261.0,3519.0,MU,Thursday,0
2018-03-23,2018,3,03-23,2854.0,,2854.0,125.0,228.0,93.0,249.0,3551.0,MU,Friday,0
2018-03-24,2018,3,03-24,2905.0,,2905.0,140.0,233.0,93.0,236.0,3607.0,MU,Saturday,0
2018-03-25,2018,3,03-25,2895.0,,2895.0,131.0,242.0,99.0,225.0,3591.0,MU,Sunday,0
2018-03-26,2018,3,03-26,2781.0,,2781.0,121.0,202.0,94.0,247.0,3449.0,MU,Monday,0
2018-03-27,2018,3,03-27,2899.0,,2899.0,118.0,256.0,85.0,222.0,3583.0,MU,Tuesday,0
2018-03-28,2018,3,03-28,2931.0,,2931.0,118.0,272.0,88.0,230.0,3638.0,MU,Wednesday,0
2018-03-29,2018,3,03-29,2983.0,,2983.0,129.0,244.0,96.0,230.0,3684.0,MU,Thursday,0
2018-03-30,2018,3,03-30,2965.0,,2965.0,122.0,252.0,99.0,229.0,3664.0,MU,Friday,0
2018-03-31,2018,3,03-31,2895.0,,2895.0,119.0,218.0,101.0,252.0,3585.0,MU,Saturday,0
2018-04-01,2018,4,04-01,2773.0,,2773.0,122.0,198.0,105.0,286.0,3482.0,MU,Sunday,0
2018-04-02,2018,4,04-02,2751.0,,2751.0,124.0,195.0,108.0,247.0,3425.0,MU,Monday,0
2018-04-03,2018,4,04-03,2717.0,,2717.0,121.0,230.0,107.0,236.0,3412.0,MU,Tuesday,0
2018-04-04,2018,4,04-04,2851.0,,2851.0,128.0,263.0,108.0,223.0,3574.0,MU,Wednesday,0
2018-04-05,2018,4,04-05,2898.0,,2898.0,127.0,267.0,108.0,237.0,3634.0,MU,Thursday,0
2018-04-06,2018,4,04-06,2893.0,,2893.0,132.0,249.0,107.0,253.0,3635.0,MU,Friday,0
2018-04-07,2018,4,04-07,2883.0,,2883.0,137.0,243.0,103.0,226.0,3592.0,MU,Saturday,0
2018-04-08,2018,4,04-08,2775.0,,2775.0,126.0,224.0,101.0,239.0,3467.0,MU,Sunday,0
2018-04-09,2018,4,04-09,2640.0,,2640.0,128.0,233.0,102.0,225.0,3329.0,MU,Monday,0
2018-04-10,2018,4,04-10,2737.0,,2737.0,126.0,241.0,104.0,230.0,3437.0,MU,Tuesday,0
2018-04-11,2018,4,04-11,2803.0,,2803.0,122.0,264.0,103.0,234.0,3525.0,MU,Wednesday,0
2018-04-12,2018,4,04-12,2760.0,,2760.0,127.0,248.0,102.0,236.0,3472.0,MU,Thursday,0
2018-04-13,2018,4,04-13,2716.0,,2716.0,139.0,258.0,101.0,231.0,3445.0,MU,Friday,0
2018-04-14,2018,4,04-14,2773.0,,2773.0,143.0,282.0,102.0,242.0,3539.0,MU,Saturday,0
2018-04-15,2018,4,04-15,2783.0,,2783.0,142.0,273.0,103.0,234.0,3534.0,MU,Sunday,0
2018-04-16,2018,4,04-16,2735.0,,2735.0,137.0,211.0,103.0,244.0,3430.0,MU,Monday,0
2018-04-17,2018,4,04-17,2888.0,,2888.0,137.0,243.0,102.0,226.0,3596.0,MU,Tuesday,0
2018-04-18,2018,4,04-18,2929.0,,2929.0,137.0,247.0,100.0,247.0,3661.0,MU,Wednesday,0
2018-04-19,2018,4,04-19,2888.0,,2888.0,145.0,244.0,100.0,257.0,3635.0,MU,Thursday,0
2018-04-20,2018,4,04-20,2926.0,,2926.0,148.0,241.0,100.0,292.0,3705.0,MU,Friday,0
2018-04-21,2018,4,04-21,2771.0,,2771.0,139.0,250.0,101.0,332.0,3591.0,MU,Saturday,0
2018-04-22,2018,4,04-22,2900.0,,2900.0,137.0,281.0,100.0,255.0,3673.0,MU,Sunday,0
2018-04-23,2018,4,04-23,2778.0,,2778.0,135.0,233.0,101.0,263.0,3508.0,MU,Monday,0
2018-04-24,2018,4,04-24,2898.0,,2898.0,140.0,278.0,101.0,240.0,3655.0,MU,Tuesday,0
2018-04-25,2018,4,04-25,2906.0,,2906.0,137.0,283.0,100.0,269.0,3695.0,MU,Wednesday,0
2018-04-26,2018,4,04-26,2909.0,,2909.0,136.0,284.0,100.0,298.0,3726.0,MU,Thursday,0
2018-04-27,2018,4,04-27,2906.0,,2906.0,143.0,293.0,100.0,280.0,3723.0,MU,Friday,0
2018-04-28,2018,4,04-28,2929.0,,2929.0,143.0,303.0,100.0,264.0,3739.0,MU,Saturday,0
2018-04-29,2018,4,04-29,2941.0,,2941.0,145.0,318.0,84.0,274.0,3765.0,MU,Sunday,0
2018-04-30,2018,4,04-30,2773.0,,2773.0,139.0,293.0,73.0,335.0,3615.0,MU,Monday,0
2018-05-01,2018,5,05-01,2686.0,,2686.0,138.0,304.0,75.0,387.0,3590.0,MU,Tuesday,0
2018-05-02,2018,5,05-02,2614.0,,2614.0,139.0,295.0,88.0,372.0,3509.0,MU,Wednesday,0
2018-05-03,2018,5,05-03,2663.0,,2663.0,135.0,343.0,98.0,340.0,3578.0,MU,Thursday,0
2018-05-04,2018,5,05-04,2546.0,,2546.0,121.0,377.0,84.0,284.0,3413.0,MU,Friday,0
2018-05-05,2018,5,05-05,2733.0,,2733.0,131.0,370.0,89.0,236.0,3557.0,MU,Saturday,0
2018-05-06,2018,5,05-06,2845.0,,2845.0,144.0,372.0,91.0,240.0,3692.0,MU,Sunday,0
2018-05-07,2018,5,05-07,2735.0,,2735.0,132.0,316.0,91.0,297.0,3569.0,MU,Monday,0
2018-05-08,2018,5,05-08,2836.0,,2836.0,131.0,349.0,91.0,306.0,3714.0,MU,Tuesday,0
2018-05-09,2018,5,05-09,2780.0,,2780.0,127.0,368.0,91.0,304.0,3672.0,MU,Wednesday,0
2018-05-10,2018,5,05-10,2800.0,,2800.0,128.0,355.0,91.0,259.0,3632.0,MU,Thursday,0
2018-05-11,2018,5,05-11,2862.0,,2862.0,137.0,360.0,91.0,237.0,3689.0,MU,Friday,0
2018-05-12,2018,5,05-12,2910.0,,2910.0,144.0,305.0,91.0,296.0,3743.0,MU,Saturday,0
2018-05-13,2018,5,05-13,2844.0,,2844.0,146.0,310.0,91.0,339.0,3730.0,MU,Sunday,0
2018-05-14,2018,5,05-14,2682.0,,2682.0,131.0,297.0,91.0,275.0,3478.0,MU,Monday,0
2018-05-15,2018,5,05-15,2617.0,,2617.0,125.0,336.0,91.0,280.0,3449.0,MU,Tuesday,0
2018-05-16,2018,5,05-16,2828.0,,2828.0,126.0,354.0,91.0,246.0,3642.0,MU,Wednesday,0
2018-05-17,2018,5,05-17,2841.0,,2841.0,133.0,339.0,91.0,249.0,3654.0,MU,Thursday,0
2018-05-18,2018,5,05-18,2888.0,,2888.0,140.0,346.0,94.0,268.0,3736.0,MU,Friday,0
2018-05-19,2018,5,05-19,2872.0,,2872.0,136.0,364.0,90.0,302.0,3765.0,MU,Saturday,0
2018-05-20,2018,5,05-20,2861.0,,2861.0,145.0,358.0,95.0,301.0,3760.0,MU,Sunday,0
2018-05-21,2018,5,05-21,2783.0,,2783.0,127.0,329.0,95.0,332.0,3666.0,MU,Monday,0
2018-05-22,2018,5,05-22,2933.0,,2933.0,136.0,349.0,95.0,315.0,3828.0,MU,Tuesday,0
2018-05-23,2018,5,05-23,3045.0,,3045.0,136.0,366.0,95.0,269.0,3910.0,MU,Wednesday,0
2018-05-24,2018,5,05-24,3033.0,,3033.0,136.0,381.0,95.0,259.0,3902.0,MU,Thursday,0
2018-05-25,2018,5,05-25,3005.0,,3005.0,140.0,383.0,95.0,291.0,3915.0,MU,Friday,0
2018-05-26,2018,5,05-26,2971.0,,2971.0,133.0,396.0,91.0,298.0,3889.0,MU,Saturday,0
2018-05-27,2018,5,05-27,2956.0,,2956.0,127.0,427.0,83.0,262.0,3857.0,MU,Sunday,0
2018-05-28,2018,5,05-28,2906.0,,2906.0,131.0,411.0,87.0,278.0,3814.0,MU,Monday,0
2018-05-29,2018,5,05-29,2981.0,,2981.0,142.0,393.0,92.0,323.0,3931.0,MU,Tuesday,0
2018-05-30,2018,5,05-30,2875.0,,2875.0,141.0,356.0,96.0,440.0,3906.0,MU,Wednesday,0
2018-05-31,2018,5,05-31,2929.0,,2929.0,137.0,380.0,106.0,401.0,3952.0,MU,Thursday,0
2018-06-01,2018,6,06-01,2965.0,,2965.0,136.0,405.0,107.0,350.0,3965.0,MU,Friday,0
2018-06-02,2018,6,06-02,2853.0,,2853.0,129.0,422.0,106.0,313.0,3824.0,MU,Saturday,0
2018-06-03,2018,6,06-03,2634.0,,2634.0,115.0,426.0,107.0,324.0,3606.0,MU,Sunday,0
2018-06-04,2018,6,06-04,2558.0,,2558.0,109.0,421.0,107.0,388.0,3586.0,MU,Monday,0
2018-06-05,2018,6,06-05,2768.0,,2768.0,119.0,455.0,106.0,372.0,3822.0,MU,Tuesday,0
2018-06-06,2018,6,06-06,2797.0,,2797.0,121.0,473.0,106.0,360.0,3859.0,MU,Wednesday,0
2018-06-07,2018,6,06-07,2684.0,,2684.0,116.0,476.0,105.0,380.0,3763.0,MU,Thursday,0
2018-06-08,2018,6,06-08,2684.0,,2684.0,112.0,473.0,105.0,429.0,3804.0,MU,Friday,0
2018-06-09,2018,6,06-09,2659.0,,2659.0,109.0,445.0,103.0,463.0,3781.0,MU,Saturday,0
2018-06-10,2018,6,06-10,2455.0,,2455.0,113.0,452.0,100.0,490.0,3611.0,MU,Sunday,0
2018-06-11,2018,6,06-11,2290.0,,2290.0,108.0,468.0,103.0,473.0,3442.0,MU,Monday,0
2018-06-12,2018,6,06-12,2406.0,,2406.0,114.0,486.0,106.0,547.0,3657.0,MU,Tuesday,0
2018-06-13,2018,6,06-13,2419.0,,2419.0,116.0,474.0,106.0,601.0,3716.0,MU,Wednesday,0
2018-06-14,2018,6,06-14,2440.0,,2440.0,115.0,486.0,106.0,605.0,3752.0,MU,Thursday,0
2018-06-15,2018,6,06-15,2556.0,,2556.0,116.0,509.0,106.0,533.0,3819.0,MU,Friday,0
2018-06-16,2018,6,06-16,2628.0,,2628.0,124.0,505.0,107.0,519.0,3885.0,MU,Saturday,0
2018-06-17,2018,6,06-17,2590.0,,2590.0,121.0,497.0,108.0,509.0,3823.0,MU,Sunday,0
2018-06-18,2018,6,06-18,2391.0,,2391.0,116.0,478.0,108.0,491.0,3581.0,MU,Monday,0
2018-06-19,2018,6,06-19,2620.0,,2620.0,119.0,468.0,107.0,436.0,3748.0,MU,Tuesday,0
2018-06-20,2018,6,06-20,2747.0,,2747.0,128.0,467.0,107.0,394.0,3842.0,MU,Wednesday,0
2018-06-21,2018,6,06-21,2841.0,,2841.0,135.0,484.0,107.0,376.0,3941.0,MU,Thursday,0
2018-06-22,2018,6,06-22,2875.0,,2875.0,137.0,456.0,107.0,376.0,3955.0,MU,Friday,0
2018-06-23,2018,6,06-23,2899.0,,2899.0,141.0,442.0,103.0,383.0,3971.0,MU,Saturday,0
2018-06-24,2018,6,06-24,2856.0,,2856.0,141.0,452.0,101.0,367.0,3917.0,MU,Sunday,0
2018-06-25,2018,6,06-25,2664.0,,2664.0,125.0,439.0,101.0,428.0,3759.0,MU,Monday,0
2018-06-26,2018,6,06-26,2713.0,,2713.0,123.0,441.0,101.0,463.0,3841.0,MU,Tuesday,0
2018-06-27,2018,6,06-27,2595.0,,2595.0,123.0,445.0,101.0,513.0,3774.0,MU,Wednesday,0
2018-06-28,2018,6,06-28,2535.0,,2535.0,120.0,445.0,104.0,460.0,3662.0,MU,Thursday,0
2018-06-29,2018,6,06-29,2400.0,,2400.0,111.0,471.0,106.0,385.0,3473.0,MU,Friday,0
2018-06-30,2018,6,06-30,2492.0,,2492.0,115.0,485.0,106.0,330.0,3528.0,MU,Saturday,0
2018-07-01,2018,7,07-01,2594.0,,2594.0,114.0,511.0,104.0,296.0,3620.0,MU,Sunday,0
2018-07-02,2018,7,07-02,2521.0,,2521.0,115.0,498.0,99.0,303.0,3537.0,MU,Monday,0
2018-07-03,2018,7,07-03,2483.0,,2483.0,122.0,513.0,98.0,426.0,3642.0,MU,Tuesday,0
2018-07-04,2018,7,07-04,2368.0,,2368.0,124.0,516.0,98.0,462.0,3569.0,MU,Wednesday,0
2018-07-05,2018,7,07-05,2319.0,,2319.0,128.0,511.0,99.0,499.0,3554.0,MU,Thursday,0
2018-07-06,2018,7,07-06,1910.0,,1910.0,103.0,488.0,72.0,473.0,3047.0,MU,Friday,0
2018-07-07,2018,7,07-07,2592.0,,2592.0,146.0,483.0,100.0,447.0,3769.0,MU,Saturday,0
2018-07-08,2018,7,07-08,2628.0,,2628.0,140.0,487.0,101.0,456.0,3812.0,MU,Sunday,0
2018-07-09,2018,7,07-09,2524.0,,2524.0,135.0,490.0,102.0,468.0,3719.0,MU,Monday,0
2018-07-10,2018,7,07-10,2593.0,,2593.0,138.0,516.0,102.0,475.0,3822.0,MU,Tuesday,0
2018-07-11,2018,7,07-11,2636.0,,2636.0,137.0,527.0,102.0,483.0,3886.0,MU,Wednesday,0
2018-07-12,2018,7,07-12,2572.0,,2572.0,127.0,520.0,102.0,513.0,3835.0,MU,Thursday,0
2018-07-13,2018,7,07-13,2480.0,,2480.0,124.0,532.0,102.0,485.0,3723.0,MU,Friday,0
2018-07-14,2018,7,07-14,2430.0,,2430.0,123.0,526.0,103.0,455.0,3637.0,MU,Saturday,0
2018-07-15,2018,7,07-15,2389.0,,2389.0,111.0,529.0,103.0,422.0,3555.0,MU,Sunday,0
2018-07-16,2018,7,07-16,2320.0,,2320.0,106.0,524.0,103.0,439.0,3493.0,MU,Monday,0
2018-07-17,2018,7,07-17,2382.0,,2382.0,111.0,529.0,102.0,451.0,3572.0,MU,Tuesday,0
2018-07-18,2018,7,07-18,2352.0,,2352.0,118.0,545.0,102.0,460.0,3577.0,MU,Wednesday,0
2018-07-19,2018,7,07-19,2447.0,,2447.0,118.0,567.0,101.0,451.0,3683.0,MU,Thursday,0
2018-07-20,2018,7,07-20,2467.0,,2467.0,123.0,579.0,101.0,457.0,3728.0,MU,Friday,0
2018-07-21,2018,7,07-21,2452.0,,2452.0,122.0,566.0,96.0,480.0,3714.0,MU,Saturday,0
2018-07-22,2018,7,07-22,2311.0,,2311.0,107.0,558.0,95.0,503.0,3574.0,MU,Sunday,0
2018-07-23,2018,7,07-23,2106.0,,2106.0,104.0,555.0,102.0,516.0,3387.0,MU,Monday,0
2018-07-24,2018,7,07-24,2268.0,,2268.0,106.0,585.0,109.0,491.0,3560.0,MU,Tuesday,0
2018-07-25,2018,7,07-25,2370.0,,2370.0,111.0,606.0,113.0,471.0,3670.0,MU,Wednesday,0
2018-07-26,2018,7,07-26,2294.0,,2294.0,114.0,592.0,110.0,526.0,3635.0,MU,Thursday,0
2018-07-27,2018,7,07-27,2129.0,,2129.0,106.0,566.0,109.0,547.0,3457.0,MU,Friday,0
2018-07-28,2018,7,07-28,2158.0,,2158.0,100.0,579.0,115.0,513.0,3462.0,MU,Saturday,0
2018-07-29,2018,7,07-29,2226.0,,2226.0,99.0,576.0,114.0,506.0,3522.0,MU,Sunday,0
2018-07-30,2018,7,07-30,2223.0,,2223.0,97.0,580.0,118.0,486.0,3504.0,MU,Monday,0
2018-08-01,2018,8,08-01,2432.0,,2432.0,107.0,592.0,119.0,520.0,3772.0,MU,Wednesday,0
2018-08-02,2018,8,08-02,2437.0,,2437.0,103.0,578.0,104.0,559.0,3781.0,MU,Thursday,0
2018-08-03,2018,8,08-03,2502.0,,2502.0,104.0,599.0,79.0,554.0,3839.0,MU,Friday,0
2018-08-04,2018,8,08-04,2536.0,,2536.0,116.0,606.0,78.0,530.0,3865.0,MU,Saturday,0
2018-08-05,2018,8,08-05,2569.0,,2569.0,115.0,604.0,78.0,543.0,3907.0,MU,Sunday,0
2018-08-06,2018,8,08-06,2472.0,,2472.0,110.0,580.0,79.0,553.0,3794.0,MU,Monday,0
2018-08-07,2018,8,08-07,2482.0,,2482.0,108.0,583.0,78.0,572.0,3823.0,MU,Tuesday,0
2018-08-08,2018,8,08-08,2567.0,,2567.0,111.0,505.0,78.0,519.0,3782.0,MU,Wednesday,0
2018-08-09,2018,8,08-09,2587.0,,2587.0,120.0,538.0,78.0,413.0,3736.0,MU,Thursday,0
2018-08-10,2018,8,08-10,2648.0,,2648.0,113.0,562.0,78.0,450.0,3850.0,MU,Friday,0
2018-08-11,2018,8,08-11,2673.0,,2673.0,122.0,585.0,79.0,513.0,3972.0,MU,Saturday,0
2018-08-12,2018,8,08-12,2530.0,,2530.0,116.0,590.0,78.0,551.0,3864.0,MU,Sunday,0
2018-08-13,2018,8,08-13,2328.0,,2328.0,110.0,587.0,78.0,531.0,3633.0,MU,Monday,0
2018-08-14,2018,8,08-14,2445.0,,2445.0,105.0,588.0,78.0,522.0,3738.0,MU,Tuesday,0
2018-08-15,2018,8,08-15,2549.0,,2549.0,115.0,628.0,78.0,458.0,3828.0,MU,Wednesday,0
2018-08-16,2018,8,08-16,2341.0,,2341.0,102.0,604.0,78.0,407.0,3531.0,MU,Thursday,0
2018-08-17,2018,8,08-17,2373.0,,2373.0,99.0,640.0,78.0,428.0,3615.0,MU,Friday,0
2018-08-18,2018,8,08-18,2389.0,,2389.0,100.0,661.0,78.0,476.0,3704.0,MU,Saturday,0
2018-08-19,2018,8,08-19,2453.0,,2453.0,122.0,611.0,78.0,456.0,3721.0,MU,Sunday,0
2018-08-20,2018,8,08-20,2293.0,,2293.0,104.0,657.0,78.0,453.0,3586.0,MU,Monday,0
2018-08-21,2018,8,08-21,2341.0,,2341.0,107.0,672.0,78.0,460.0,3660.0,MU,Tuesday,0
2018-08-22,2018,8,08-22,2386.0,,2386.0,107.0,679.0,78.0,472.0,3723.0,MU,Wednesday,0
2018-08-23,2018,8,08-23,2420.0,,2420.0,110.0,688.0,78.0,483.0,3780.0,MU,Thursday,0
2018-08-24,2018,8,08-24,2395.0,,2395.0,105.0,669.0,76.0,462.0,3706.0,MU,Friday,0
2018-08-25,2018,8,08-25,2444.0,,2444.0,110.0,654.0,74.0,439.0,3723.0,MU,Saturday,0
2018-08-26,2018,8,08-26,2387.0,,2387.0,104.0,690.0,75.0,438.0,3696.0,MU,Sunday,0
2018-08-27,2018,8,08-27,2224.0,,2224.0,99.0,680.0,78.0,411.0,3490.0,MU,Monday,0
2018-08-28,2018,8,08-28,2393.0,,2393.0,104.0,714.0,78.0,347.0,3638.0,MU,Tuesday,0
2018-08-29,2018,8,08-29,2464.0,,2464.0,96.0,719.0,79.0,346.0,3706.0,MU,Wednesday,0
2018-08-30,2018,8,08-30,2476.0,,2476.0,99.0,715.0,78.0,352.0,3720.0,MU,Thursday,0
2018-08-31,2018,8,08-31,2402.0,,2402.0,97.0,711.0,76.0,422.0,3709.0,MU,Friday,0
2018-09-01,2018,9,09-01,2462.0,,2462.0,94.0,742.0,78.0,431.0,3805.0,MU,Saturday,0
