coal,lignite,hydro,nuclear,gas_naptha_diesel,res,total,year,month,month_date,weekday,hour,date,unit
2322.0,76.0,791.0,114.0,128.0,448.0,3878.0,2019,9,09-06,Friday,0,2019-09-06,MU
2263.0,75.0,812.0,113.0,134.0,438.0,3835.0,2019,9,09-07,Saturday,0,2019-09-07,MU
2182.0,71.0,794.0,116.0,110.0,421.0,3693.0,2019,9,09-08,Sunday,0,2019-09-08,MU
2305.0,76.0,816.0,119.0,125.0,443.0,3883.0,2019,9,09-09,Monday,0,2019-09-09,MU
2399.0,81.0,814.0,119.0,132.0,415.0,3959.0,2019,9,09-10,Tuesday,0,2019-09-10,MU
2429.0,78.0,793.0,119.0,142.0,396.0,3957.0,2019,9,09-11,Wednesday,0,2019-09-11,MU
2346.0,73.0,795.0,119.0,128.0,428.0,3888.0,2019,9,09-12,Thursday,0,2019-09-12,MU
2322.0,71.0,790.0,118.0,129.0,410.0,3839.0,2019,9,09-13,Friday,0,2019-09-13,MU
2342.0,74.0,773.0,117.0,135.0,387.0,3827.0,2019,9,09-14,Saturday,0,2019-09-14,MU
2266.0,77.0,773.0,116.0,125.0,377.0,3733.0,2019,9,09-15,Sunday,0,2019-09-15,MU
2339.0,80.0,794.0,115.0,133.0,397.0,3858.0,2019,9,09-16,Monday,0,2019-09-16,MU
2394.0,73.0,750.0,107.0,147.0,328.0,3800.0,2019,9,09-17,Tuesday,0,2019-09-17,MU
2372.0,70.0,734.0,103.0,159.0,278.0,3717.0,2019,9,09-18,Wednesday,0,2019-09-18,MU
2370.0,73.0,738.0,104.0,153.0,262.0,3700.0,2019,9,09-19,Thursday,0,2019-09-19,MU
2418.0,76.0,727.0,104.0,158.0,284.0,3767.0,2019,9,09-20,Friday,0,2019-09-20,MU
2435.0,79.0,714.0,113.0,153.0,263.0,3757.0,2019,9,09-21,Saturday,0,2019-09-21,MU
2254.0,74.0,695.0,115.0,135.0,237.0,3511.0,2019,9,09-22,Sunday,0,2019-09-22,MU
2389.0,78.0,686.0,116.0,146.0,219.0,3633.0,2019,9,09-23,Monday,0,2019-09-23,MU
2356.0,77.0,691.0,116.0,164.0,188.0,3592.0,2019,9,09-24,Tuesday,0,2019-09-24,MU
2265.0,76.0,694.0,116.0,154.0,220.0,3526.0,2019,9,09-25,Wednesday,0,2019-09-25,MU
2176.0,77.0,691.0,115.0,146.0,225.0,3430.0,2019,9,09-26,Thursday,0,2019-09-26,MU
2096.0,74.0,703.0,114.0,142.0,214.0,3344.0,2019,9,09-27,Friday,0,2019-09-27,MU
1991.0,76.0,687.0,112.0,145.0,231.0,3241.0,2019,9,09-28,Saturday,0,2019-09-28,MU
1820.0,66.0,665.0,112.0,127.0,258.0,3048.0,2019,9,09-29,Sunday,0,2019-09-29,MU
1915.0,72.0,703.0,112.0,135.0,254.0,3191.0,2019,9,09-30,Monday,0,2019-09-30,MU
2006.0,74.0,679.0,113.0,132.0,280.0,3282.0,2019,10,10-01,Tuesday,0,2019-10-01,MU
2001.0,74.0,637.0,112.0,127.0,236.0,3187.0,2019,10,10-02,Wednesday,0,2019-10-02,MU
2152.0,76.0,630.0,112.0,148.0,235.0,3353.0,2019,10,10-03,Thursday,0,2019-10-03,MU
2240.0,78.0,582.0,113.0,144.0,228.0,3383.0,2019,10,10-04,Friday,0,2019-10-04,MU
2294.0,75.0,564.0,113.0,138.0,207.0,3391.0,2019,10,10-05,Saturday,0,2019-10-05,MU
2211.0,69.0,539.0,116.0,138.0,207.0,3280.0,2019,10,10-06,Sunday,0,2019-10-06,MU
2228.0,69.0,528.0,116.0,132.0,202.0,3274.0,2019,10,10-07,Monday,0,2019-10-07,MU
2052.0,63.0,556.0,117.0,133.0,209.0,3129.0,2019,10,10-08,Tuesday,0,2019-10-08,MU
2191.0,73.0,590.0,117.0,139.0,204.0,3313.0,2019,10,10-09,Wednesday,0,2019-10-09,MU
2320.0,74.0,590.0,117.0,144.0,195.0,3439.0,2019,10,10-10,Thursday,0,2019-10-10,MU
2376.0,75.0,581.0,117.0,140.0,184.0,3473.0,2019,10,10-11,Friday,0,2019-10-11,MU
2393.0,78.0,534.0,116.0,139.0,194.0,3455.0,2019,10,10-12,Saturday,0,2019-10-12,MU
2316.0,77.0,509.0,116.0,140.0,200.0,3358.0,2019,10,10-13,Sunday,0,2019-10-13,MU
2415.0,80.0,529.0,113.0,144.0,213.0,3495.0,2019,10,10-14,Monday,0,2019-10-14,MU
2479.0,81.0,525.0,93.0,144.0,213.0,3536.0,2019,10,10-15,Tuesday,0,2019-10-15,MU
2502.0,87.0,494.0,93.0,140.0,214.0,3530.0,2019,10,10-16,Wednesday,0,2019-10-16,MU
2484.0,91.0,494.0,109.0,139.0,202.0,3519.0,2019,10,10-17,Thursday,0,2019-10-17,MU
2445.0,88.0,460.0,116.0,139.0,215.0,3463.0,2019,10,10-18,Friday,0,2019-10-18,MU
2385.0,83.0,421.0,103.0,134.0,243.0,3369.0,2019,10,10-19,Saturday,0,2019-10-19,MU
2259.0,82.0,407.0,103.0,128.0,215.0,3194.0,2019,10,10-20,Sunday,0,2019-10-20,MU
2223.0,82.0,457.0,103.0,130.0,206.0,3202.0,2019,10,10-21,Monday,0,2019-10-21,MU
2240.0,85.0,476.0,106.0,131.0,199.0,3239.0,2019,10,10-22,Tuesday,0,2019-10-22,MU
2209.0,83.0,454.0,115.0,134.0,227.0,3220.0,2019,10,10-23,Wednesday,0,2019-10-23,MU
2138.0,83.0,438.0,117.0,120.0,263.0,3158.0,2019,10,10-24,Thursday,0,2019-10-24,MU
2116.0,78.0,439.0,114.0,103.0,285.0,3135.0,2019,10,10-25,Friday,0,2019-10-25,MU
1983.0,74.0,435.0,112.0,96.0,305.0,3005.0,2019,10,10-26,Saturday,0,2019-10-26,MU
1850.0,70.0,416.0,113.0,94.0,222.0,2765.0,2019,10,10-27,Sunday,0,2019-10-27,MU
1783.0,72.0,431.0,117.0,95.0,200.0,2698.0,2019,10,10-28,Monday,0,2019-10-28,MU
1881.0,78.0,431.0,119.0,96.0,215.0,2820.0,2019,10,10-29,Tuesday,0,2019-10-29,MU
1948.0,78.0,448.0,123.0,97.0,229.0,2922.0,2019,10,10-30,Wednesday,0,2019-10-30,MU
2026.0,80.0,450.0,121.0,99.0,237.0,3014.0,2019,10,10-31,Thursday,0,2019-10-31,MU
2079.0,80.0,454.0,109.0,102.0,223.0,3047.0,2019,11,11-01,Friday,0,2019-11-01,MU
2141.0,81.0,450.0,102.0,103.0,191.0,3067.0,2019,11,11-02,Saturday,0,2019-11-02,MU
2097.0,74.0,430.0,111.0,96.0,168.0,2976.0,2019,11,11-03,Sunday,0,2019-11-03,MU
2236.0,76.0,438.0,111.0,113.0,188.0,3163.0,2019,11,11-04,Monday,0,2019-11-04,MU
2328.0,76.0,420.0,109.0,116.0,196.0,3245.0,2019,11,11-05,Tuesday,0,2019-11-05,MU
2385.0,81.0,392.0,106.0,109.0,196.0,3270.0,2019,11,11-06,Wednesday,0,2019-11-06,MU
2308.0,77.0,363.0,106.0,100.0,225.0,3179.0,2019,11,11-07,Thursday,0,2019-11-07,MU
2226.0,76.0,360.0,100.0,102.0,292.0,3156.0,2019,11,11-08,Friday,0,2019-11-08,MU
2175.0,70.0,397.0,107.0,106.0,278.0,3132.0,2019,11,11-09,Saturday,0,2019-11-09,MU
2141.0,67.0,362.0,107.0,101.0,246.0,3024.0,2019,11,11-10,Sunday,0,2019-11-10,MU
2292.0,77.0,382.0,107.0,113.0,231.0,3202.0,2019,11,11-11,Monday,0,2019-11-11,MU
2337.0,81.0,369.0,107.0,125.0,238.0,3257.0,2019,11,11-12,Tuesday,0,2019-11-12,MU
2372.0,83.0,346.0,108.0,118.0,249.0,3276.0,2019,11,11-13,Wednesday,0,2019-11-13,MU
2366.0,88.0,343.0,111.0,122.0,239.0,3270.0,2019,11,11-14,Thursday,0,2019-11-14,MU
2383.0,88.0,333.0,111.0,116.0,230.0,3262.0,2019,11,11-15,Friday,0,2019-11-15,MU
2380.0,84.0,323.0,111.0,124.0,252.0,3274.0,2019,11,11-16,Saturday,0,2019-11-16,MU
2262.0,76.0,303.0,113.0,106.0,297.0,3156.0,2019,11,11-17,Sunday,0,2019-11-17,MU
2390.0,88.0,331.0,113.0,113.0,267.0,3302.0,2019,11,11-18,Monday,0,2019-11-18,MU
2451.0,93.0,347.0,111.0,119.0,214.0,3335.0,2019,11,11-19,Tuesday,0,2019-11-19,MU
2470.0,96.0,336.0,111.0,95.0,246.0,3354.0,2019,11,11-20,Wednesday,0,2019-11-20,MU
2420.0,89.0,328.0,111.0,123.0,278.0,3348.0,2019,11,11-21,Thursday,0,2019-11-21,MU
2428.0,84.0,318.0,111.0,139.0,268.0,3349.0,2019,11,11-22,Friday,0,2019-11-22,MU
2376.0,81.0,311.0,113.0,123.0,309.0,3312.0,2019,11,11-23,Saturday,0,2019-11-23,MU
2324.0,87.0,284.0,137.0,85.0,293.0,3210.0,2019,11,11-24,Sunday,0,2019-11-24,MU
2413.0,79.0,316.0,111.0,120.0,303.0,3342.0,2019,11,11-25,Monday,0,2019-11-25,MU
2436.0,73.0,304.0,112.0,110.0,331.0,3365.0,2019,11,11-26,Tuesday,0,2019-11-26,MU
2413.0,70.0,310.0,112.0,102.0,335.0,3341.0,2019,11,11-27,Wednesday,0,2019-11-27,MU
2345.0,73.0,316.0,116.0,104.0,338.0,3292.0,2019,11,11-28,Thursday,0,2019-11-28,MU
2347.0,73.0,325.0,117.0,110.0,337.0,3309.0,2019,11,11-29,Friday,0,2019-11-29,MU
2334.0,72.0,320.0,110.0,107.0,328.0,3272.0,2019,11,11-30,Saturday,0,2019-11-30,MU
2252.0,60.0,291.0,102.0,98.0,265.0,3068.0,2019,12,12-01,Sunday,0,2019-12-01,MU
2308.0,67.0,327.0,96.0,105.0,287.0,3191.0,2019,12,12-02,Monday,0,2019-12-02,MU
2309.0,76.0,303.0,100.0,115.0,319.0,3222.0,2019,12,12-03,Tuesday,0,2019-12-03,MU
2343.0,79.0,296.0,103.0,114.0,333.0,3268.0,2019,12,12-04,Wednesday,0,2019-12-04,MU
2346.0,98.0,316.0,99.0,113.0,358.0,3329.0,2019,12,12-05,Thursday,0,2019-12-05,MU
2367.0,83.0,324.0,110.0,113.0,324.0,3322.0,2019,12,12-06,Friday,0,2019-12-06,MU
2340.0,87.0,332.0,108.0,105.0,335.0,3306.0,2019,12,12-07,Saturday,0,2019-12-07,MU
2280.0,85.0,314.0,104.0,101.0,302.0,3187.0,2019,12,12-08,Sunday,0,2019-12-08,MU
2372.0,83.0,350.0,104.0,113.0,301.0,3323.0,2019,12,12-09,Monday,0,2019-12-09,MU
2523.0,82.0,328.0,106.0,109.0,259.0,3407.0,2019,12,12-10,Tuesday,0,2019-12-10,MU
2597.0,81.0,315.0,105.0,108.0,234.0,3439.0,2019,12,12-11,Wednesday,0,2019-12-11,MU
2558.0,77.0,288.0,105.0,97.0,252.0,3377.0,2019,12,12-12,Thursday,0,2019-12-12,MU
2355.0,73.0,291.0,106.0,90.0,262.0,3179.0,2019,12,12-13,Friday,0,2019-12-13,MU
2390.0,76.0,307.0,111.0,90.0,266.0,3240.0,2019,12,12-14,Saturday,0,2019-12-14,MU
2254.0,74.0,279.0,104.0,84.0,334.0,3130.0,2019,12,12-15,Sunday,0,2019-12-15,MU
2306.0,78.0,300.0,104.0,94.0,369.0,3250.0,2019,12,12-16,Monday,0,2019-12-16,MU
2375.0,82.0,287.0,99.0,100.0,389.0,3331.0,2019,12,12-17,Tuesday,0,2019-12-17,MU
2458.0,83.0,300.0,101.0,104.0,331.0,3377.0,2019,12,12-18,Wednesday,0,2019-12-18,MU
2522.0,84.0,289.0,102.0,104.0,311.0,3413.0,2019,12,12-19,Thursday,0,2019-12-19,MU
2613.0,87.0,309.0,102.0,103.0,253.0,3466.0,2019,12,12-20,Friday,0,2019-12-20,MU
2556.0,85.0,290.0,102.0,103.0,313.0,3448.0,2019,12,12-21,Saturday,0,2019-12-21,MU
2427.0,80.0,272.0,101.0,96.0,378.0,3353.0,2019,12,12-22,Sunday,0,2019-12-22,MU
2535.0,90.0,320.0,101.0,102.0,335.0,3483.0,2019,12,12-23,Monday,0,2019-12-23,MU
2612.0,91.0,309.0,101.0,104.0,318.0,3534.0,2019,12,12-24,Tuesday,0,2019-12-24,MU
2601.0,90.0,288.0,100.0,105.0,313.0,3497.0,2019,12,12-25,Wednesday,0,2019-12-25,MU
2687.0,91.0,281.0,99.0,121.0,265.0,3545.0,2019,12,12-26,Thursday,0,2019-12-26,MU
2649.0,92.0,286.0,101.0,112.0,315.0,3555.0,2019,12,12-27,Friday,0,2019-12-27,MU
2608.0,88.0,275.0,101.0,98.0,348.0,3517.0,2019,12,12-28,Saturday,0,2019-12-28,MU
2544.0,82.0,277.0,100.0,100.0,330.0,3433.0,2019,12,12-29,Sunday,0,2019-12-29,MU
2657.0,82.0,297.0,100.0,99.0,317.0,3553.0,2019,12,12-30,Monday,0,2019-12-30,MU
2678.0,81.0,303.0,106.0,108.0,290.0,3568.0,2019,12,12-31,Tuesday,0,2019-12-31,MU
