date,mw,region
2003-08-04 0:00,1942,ОЭС ВОСТОКА
2003-08-04 1:00,2140,ОЭС ВОСТОКА
2003-08-04 2:00,2356,ОЭС ВОСТОКА
2003-08-04 3:00,2407,ОЭС ВОСТОКА
2003-08-04 4:00,2378,ОЭС ВОСТОКА
2003-08-04 5:00,2350,ОЭС ВОСТОКА
2003-08-04 6:00,2390,ОЭС ВОСТОКА
2003-08-04 7:00,2300,ОЭС ВОСТОКА
2003-08-04 8:00,2371,ОЭС ВОСТОКА
2003-08-04 9:00,2293,ОЭС ВОСТОКА
2003-08-04 10:00,2341,ОЭС ВОСТОКА
2003-08-04 11:00,2370,ОЭС ВОСТОКА
2003-08-04 12:00,2348,ОЭС ВОСТОКА
2003-08-04 13:00,2281,ОЭС ВОСТОКА
2003-08-04 14:00,2294,ОЭС ВОСТОКА
2003-08-04 15:00,2504,ОЭС ВОСТОКА
2003-08-04 16:00,2382,ОЭС ВОСТОКА
2003-08-04 17:00,2201,ОЭС ВОСТОКА
2003-08-04 18:00,1958,ОЭС ВОСТОКА
2003-08-04 19:00,1858,ОЭС ВОСТОКА
2003-08-04 20:00,1813,ОЭС ВОСТОКА
2003-08-04 21:00,1721,ОЭС ВОСТОКА
2003-08-04 22:00,1805,ОЭС ВОСТОКА
2003-08-04 23:00,1846,ОЭС ВОСТОКА
