datetime,ccgt,oil,coal,nuclear,wind,ps,npshyd,ocgt,other,intfr,intirl,intned,intew,biomass,intnem,intelec,intifa2,intnsl,solar
2018/10/10 3:00,8172.5,0,0,5640.5,3689,0,677.5,0,121,1308,180,468,504,2301,0,0,0,0,0
2018/10/10 4:00,8326,0,0,5643.5,3510,0,674,0,120.5,1358,180,469,504,2346,0,0,0,0,0
2018/10/10 5:00,9810,0,0,5645,3651.5,0,671.5,0,120,1293,180,508,504,2356.5,0,0,0,0,0
2018/10/10 6:00,13414,0,397.5,5645.5,4384,169,680,0,120.5,997,180,0,504,2355.5,0,0,0,0,2.25
2018/10/10 7:00,15204.5,0,1146,5642.5,4633,476,844.5,0,120,1869,169,783,447,2357,0,0,0,0,1121
2018/10/10 8:00,15406.5,0,1260.5,5645,4800,227,897,0,121,1998,36,1056,225,2345,0,0,0,0,4890
2018/10/10 9:00,14621.5,0,1248.5,5643,4886,377,913,0,120.5,1803,127,1007,20,2330,0,0,0,0,8790
2018/10/10 10:00,14095.5,0,1251,5647.5,4825.5,515,949.5,0,121,706,116,831,1,2328.5,0,0,0,0,11900
2018/10/10 11:00,13551,0,1246,5655.5,4894.5,482,947.5,0,121,0,180,1056,61,2324,0,0,0,0,13770
2018/10/10 12:00,12288.5,0,1202,5639,5162.5,546,936.5,0,121,45,180,1001,82,2304.5,0,0,0,0,14270
2018/10/10 13:00,10653.5,0,981.5,5636,5915,472,945,0,78,344,180,1000,288,2266,0,0,0,0,13290
2018/10/10 14:00,10255,0,856.5,5635.5,6282.5,246,922,0,57,505,180,997,442,2313,0,0,0,0,10940
2018/10/10 15:00,11029.5,0,972,5639.5,6606.5,169,911.5,0,56,1106,177,518,386,2343.5,0,0,0,0,7530
2018/10/10 16:00,12884.5,0,1149.5,5641.5,6911.5,541,929.5,0,57,1498,180,330,411,2326.5,0,0,0,0,3530
2018/10/10 17:00,14276,0,1080.5,5642,7293,498,972,46.5,56.5,1499,180,1047,471,2242,0,0,0,0,425.7
2018/10/10 18:00,15383,0,1053.5,5638.5,7365.5,1109,977,66,56,1498,180,1058,504,2239,0,0,0,0,0.133
2018/10/10 19:00,15165.5,0,1047,5642.5,7969,1115,986.5,66,57,1498,180,1058,504,2240.5,0,0,0,0,0
2018/10/10 20:00,12961.5,0,1021,5642,7977.5,692,986.5,51.5,57,1498,180,1059,445,2275,0,0,0,0,0
2018/10/10 21:00,10335,0,1013.5,5643.5,7862.5,390,923.5,0,95,1498,180,999,497,2265,0,0,0,0,0
2018/10/10 22:00,7576.5,0,811.5,5647.5,7728.5,181,844,0,97.5,1498,179,632,504,2251,0,0,0,0,0
2018/10/10 23:00,5165.5,0,554.5,5648,7386,0,804.5,0,94,1302,154,804,504,2074.5,0,0,0,0,0
2018/10/11 0:00,4585.5,0,299.5,5641,6993,0,778.5,0,81.5,1204,154,639,504,1931.5,0,0,0,0,0
2018/10/11 1:00,4526,0,299.5,5639.5,6795.5,0,766,0,64,1204,154,707,504,1942,0,0,0,0,0
2018/10/11 2:00,5153,0,302.5,5635.5,6578.5,0,758,0,64,1204,154,615,504,1967,0,0,0,0,0
2018/10/11 3:00,4322,0,299,5638,6975.5,0,716,0,64,1204,154,711,504,1878,0,0,0,0,0
2018/10/11 4:00,4360,0,300,5643,7050.5,0,710.5,0,64,1204,154,712,504,1761,0,0,0,0,0
2018/10/11 5:00,5730,0,444,5645.5,6714.5,0,708.5,0,64,1251,153,706,504,1868.5,0,0,0,0,0
2018/10/11 6:00,8195.5,0,944.5,5642.5,7257,131,730,0,64,1348,143,758,480,1951.5,0,0,0,0,0.0579
2018/10/11 7:00,11716,0,1491,5643.5,7915.5,497,745,0,64,1463,34,998,262,2245.5,0,0,0,0,387.2
2018/10/11 8:00,12391,0,1469.5,5645,8453.5,322,759.5,0,64,1498,0,1058,32,2279,0,0,0,0,2420
2018/10/11 9:00,11696,0,1545,5642.5,8617,201,829,0,64,1394,0,1058,0,2276.5,0,0,0,0,4590
2018/10/11 10:00,11590.5,0,1520.5,5645.5,8677.5,202,886.5,0,21.5,340,0,1059,0,2303.5,0,0,0,0,6340
2018/10/11 11:00,11808.5,0,1491,5653,8782.5,273,867.5,0,0,0,0,1057,0,2325,0,0,0,0,6190
2018/10/11 12:00,11340,0,1798.5,5646.5,8864,200,915.5,0,0,415,0,1001,0,2307,0,0,0,0,6420
2018/10/11 13:00,11401,0,1350,5641,9185,176,877.5,0,3,78,0,1000,0,2277,0,0,0,0,4960
2018/10/11 14:00,11780.5,0,1347,5624,9670.5,157,782,0,0,0,0,917,0,2258.5,0,0,0,0,3850
2018/10/11 15:00,13339,0,1529,5624,8425,369,805,0,52.5,108,0,217,0,2227,0,0,0,0,2240
2018/10/11 16:00,15637.5,0,1604.5,5644,7461,289,892,0,63,1091,0,103,0,2045,0,0,0,0,903
2018/10/11 17:00,16706.5,0,1617,5657.5,7078.5,516,885.5,0,63,998,0,451,0,2069,0,0,0,0,154
2018/10/11 18:00,17716,0,1616,5692.5,5828,1561,931.5,35,63,998,0,1048,0,2078,0,0,0,0,0.109
2018/10/11 19:00,18175,0,1607,5711.5,5018.5,1348,969.5,196.5,63,1053,0,1058,0,2128.5,0,0,0,0,0
2018/10/11 20:00,16603,0,1401,5713,4552.5,1108,973.5,64,63,998,0,1058,35,2092.5,0,0,0,0,0
2018/10/11 21:00,14893.5,0,1174.5,5722,4485,430,973,0,63,998,119,1001,297,2085.5,0,0,0,0,0
2018/10/11 22:00,11224.5,0,1001,5753.5,4424,159,973,0,63,996,151,1000,499,2088,0,0,0,0,0
2018/10/11 23:00,8907.5,0,164,5762.5,4752,108,951,0,63,815,130,806,504,2001.5,0,0,0,0,0
2018/10/12 0:00,6524.5,0,0,5765.5,5673.5,0,928.5,0,63,711,130,712,504,1648.5,0,0,0,0,0
2018/10/12 1:00,5659.5,0,0,5754.5,6842.5,0,919.5,0,63,710,130,710,504,1609.5,0,0,0,0,0
2018/10/12 2:00,5250.5,0,0,5820.5,7380.5,0,766.5,0,63,710,130,708,504,1353,0,0,0,0,0
2018/10/12 3:00,5169.5,0,0,5846.5,7229,0,653,0,63,681,128,269,504,1294.5,0,0,0,0,0
2018/10/12 4:00,5278,0,0,5830.5,6976.5,0,653.5,0,63,388,129,262,504,1191,0,0,0,0,0
2018/10/12 5:00,5512,0,1.5,5818,7509.5,0,655.5,0,63,468,130,262,504,1434,0,0,0,0,0
2018/10/12 6:00,7521,0,152,5805.5,8028.5,0,683,0,63,995,130,262,504,1454.5,0,0,0,0,0.0403
2018/10/12 7:00,11982,0,357,5804,8445,192,734.5,0,63,996,124,209,470,1501,0,0,0,0,211.2
2018/10/12 8:00,12467,0,429.5,5804.5,9136.5,146,715.5,0,63,913,23,722,227,1531,0,0,0,0,1319
2018/10/12 9:00,12123.5,0,380,5805,9611.5,256,615,0,63,997,122,909,226,1510,0,0,0,0,2011
2018/10/12 10:00,11878,0,379,5806,10025.5,141,579,0,63,998,91,1057,251,1523.5,0,0,0,0,2500
2018/10/12 11:00,11522.5,0,379.5,5813,10098,388,602.5,0,63,998,117,1058,228,1612,0,0,0,0,2630
2018/10/12 12:00,11735.5,0,379.5,5889,10252.5,145,600.5,0,63,998,108,1001,129,1624.5,0,0,0,0,3430
2018/10/12 13:00,10574.5,0,379.5,5900,10390,242,609.5,0,83.5,998,96,1000,16,1623,0,0,0,0,4080
2018/10/12 14:00,9871,0,379,5906,10162.5,199,609.5,0,65,1473,25,998,0,1680,0,0,0,0,3710
2018/10/12 15:00,10468,0,380,5897.5,10075,254,606,0,64,1496,0,613,0,1688,0,0,0,0,1861
2018/10/12 16:00,12357,0,379.5,5891,9536,431,628.5,0,64,1496,0,618,48,1693,0,0,0,0,555
2018/10/12 17:00,12873,0,379,5902.5,9914.5,641,751,0,68,1496,0,932,1,1697,0,0,0,0,42.736
2018/10/12 18:00,13922.5,0,287,5890,10167,593,632,0,80,1496,0,1057,0,1703.5,0,0,0,0,0.052
2018/10/12 19:00,13176,0,0,5879,10381,587,632.5,0,87,1496,0,1058,0,1716,0,0,0,0,0
2018/10/12 20:00,11311,0,0,5887,10133,260,616.5,0,88,1496,0,1058,0,1716.5,0,0,0,0,0
2018/10/12 21:00,9262.5,0,0,5890.5,9801,32,606.5,0,88,1496,0,1001,0,1675.5,0,0,0,0,0
2018/10/12 22:00,7447,0,0,5890,9164.5,34,605.5,0,88,731,0,1000,0,1645,0,0,0,0,0
2018/10/12 23:00,6615.5,0,0,5870.5,8350,0,602.5,0,88,438,0,761,0,1488,0,0,0,0,0
2018/10/13 0:00,6149.5,0,0,5838,7793,0,601,0,88,344,0,711,0,1436,0,0,0,0,0
2018/10/13 1:00,5708.5,0,0,5807.5,7402,0,613,0,88,813,0,711,0,1423,0,0,0,0,0
2018/10/13 2:00,5163.5,0,0,5770.5,7172,0,697.5,0,88,963,0,710,0,1498.5,0,0,0,0,0
2018/10/13 3:00,4678,0,0,5742,6817,0,785.5,0,88,964,0,710,0,1499,0,0,0,0,0
2018/10/13 4:00,4701,0,0,5711,6419,0,805.5,0,88,1003,0,710,0,1586.5,0,0,0,0,0
2018/10/13 5:00,5633,0,0,5754,5933.5,0,967.5,0,88,873,0,711,0,1592,0,0,0,0,0
2018/10/13 6:00,6902,0,0,5756.5,5588.5,66,955.5,0,88,920,0,800,0,1594,0,0,0,0,0.726
2018/10/13 7:00,10576,0,0,5723,5381,155,946,0,88,462,24,276,101,1585.5,0,0,0,0,306.4
2018/10/13 8:00,12632.5,0,0,5689.5,5097.5,253,940,0,88,1261,0,660,7,1589,0,0,0,0,925
2018/10/13 9:00,13645.5,0,0,5532.5,4983.5,660,932,0,88,1296,0,1053,0,1592.5,0,0,0,0,1996
2018/10/13 10:00,13574.5,0,0,5593,5093,794,937.5,0,88,1296,0,1058,0,1584,0,0,0,0,4320
2018/10/13 11:00,12742.5,0,0,5591,5768,379,930.5,0,88,1313,0,1058,0,1570,0,0,0,0,7560
2018/10/13 12:00,11735,0,0,5594,6108,162,935,0,88,1213,0,1001,0,1589.5,0,0,0,0,8320
2018/10/13 13:00,11442.5,0,0,5590,6000,201,756.5,0,88,1011,0,999,0,1593,0,0,0,0,7310
2018/10/13 14:00,10764.5,0,0,5641,6602.5,159,750.5,0,88,1008,0,644,0,1568,0,0,0,0,5540
2018/10/13 15:00,9209.5,0,0,5669,7871,153,693.5,0,88,1290,0,848,0,1403.5,0,0,0,0,3000
2018/10/13 16:00,9792,0,0,5667.5,9158.5,140,713.5,0,88,1084,0,298,0,1422,0,0,0,0,1119
2018/10/13 17:00,10760,0,0,5669,9620,159,724,0,88,1297,0,1047,0,1434.5,0,0,0,0,64.454
2018/10/13 18:00,12575,0,0,5675.5,9145.5,372,926,0,88,1347,99,1058,0,1437.5,0,0,0,0,0.121
2018/10/13 19:00,10575.5,0,0,5674,9189.5,663,874.5,0,88,1497,68,1058,0,1437.5,0,0,0,0,0
2018/10/13 20:00,8542,0,0,5674,9081.5,668,753.5,0,88,1458,73,1011,145,1433,0,0,0,0,0
2018/10/13 21:00,7665,0,0,5674.5,9149.5,428,732,0,88,567,128,837,415,1256.5,0,0,0,0,0
2018/10/13 22:00,6427.5,0,0,5677,8234.5,500,717,0,88,199,122,998,429,1202.5,0,0,0,0,0
2018/10/13 23:00,5403.5,0,0,5671,6796.5,73,677.5,0,88,1449,10,698,275,1191.5,0,0,0,0,0
2018/10/14 0:00,5454,0,0,5673.5,6565,0,675,0,88,1455,0,690,24,1193,0,0,0,0,0
2018/10/14 1:00,5743,0,0,5681,6200,0,635.5,0,88,1455,0,710,0,1332.5,0,0,0,0,0
2018/10/14 2:00,5245.5,0,0,5671,5837,0,632.5,0,88,1456,0,710,0,1500.5,0,0,0,0,0
2018/10/14 3:00,5002,0,0,5669.5,5302.5,0,633.5,0,88,1455,0,710,0,1524.5,0,0,0,0,0
2018/10/14 4:00,6031,0,0,5677,3905,0,636.5,0,88,1603,105,710,16,1626,0,0,0,0,0
2018/10/14 5:00,7138,0,0,5684,2976.5,0,684.5,0,88,1604,142,710,150,1639.5,0,0,0,0,0
2018/10/14 6:00,8518,0,0,5682.5,2405,0,891.5,0,88,1653,136,711,204,1844.5,0,0,0,0,0.0738
2018/10/14 7:00,10944,0,40,5683,1754.5,0,765.5,0,88,1848,27,924,9,2127.5,0,0,0,0,44.7
2018/10/14 8:00,13058,0,344,5682,1350,212,961.5,0,88,1998,28,1057,0,2133.5,0,0,0,0,210.8
2018/10/14 9:00,15017,0,494.5,5678.5,1215,640,959,0,88,1998,21,1058,0,2139,0,0,0,0,458
2018/10/14 10:00,16311,0,494.5,5674.5,1442,761,960,0,88,1978,0,1058,0,2079.5,0,0,0,0,884
2018/10/14 11:00,16903,0,413,5671,1699,649,958.5,0,88,1978,0,1058,0,2235,0,0,0,0,1633
2018/10/14 12:00,17122,0,455,5677,2508.5,864,945,0,88,1998,0,1001,0,2287,0,0,0,0,1855
2018/10/14 13:00,16634,0,486,5683,2692.5,437,901,0,88,1998,0,1000,0,2282.5,0,0,0,0,2350
2018/10/14 14:00,16322.5,0,385,5675,2583.5,458,802,0,88,1998,0,1000,0,2308,0,0,0,0,2840
2018/10/14 15:00,16405.5,0,456.5,5678.5,2579,437,803,0,88,1998,0,1000,0,2338.5,0,0,0,0,2370
2018/10/14 16:00,17283,0,995,5679,2798.5,254,891,0,89.5,1998,0,1000,0,2344,0,0,0,0,1327
2018/10/14 17:00,18262,0,1303,5682.5,3289.5,285,999,0,90,1998,0,1058,0,2353.5,0,0,0,0,102.08
2018/10/14 18:00,18764,0,1399,5681.5,3437,1128,1002.5,0,90,1998,0,1058,0,2351.5,0,0,0,0,0.0194
2018/10/14 19:00,18246.5,0,1113,5686,3381,1336,977.5,0,90,1998,0,1058,0,2315,0,0,0,0,0
2018/10/14 20:00,17812.5,0,733.5,5689.5,3218.5,213,928.5,0,90,1907,0,1057,0,2291.5,0,0,0,0,0
2018/10/14 21:00,14815,0,607,5692.5,3293,183,898.5,0,90,1998,0,1001,0,2286,0,0,0,0,0
2018/10/14 22:00,12265.5,0,211.5,5692.5,3325.5,92,880.5,0,89.5,1991,0,1000,0,2203.5,0,0,0,0,0
2018/10/14 23:00,10236,0,0,5694,3461.5,0,767,0,90,1794,0,832,0,2124,0,0,0,0,0
2018/10/15 0:00,9508.5,0,0,5691.5,3533.5,0,600.5,0,90,1748,0,878,0,2070,0,0,0,0,0
2018/10/15 1:00,9081,0,0,5688,3410.5,0,596.5,0,90,1748,0,878,0,2169,0,0,0,0,0
2018/10/15 2:00,9091,0,5,5685.5,3169.5,0,601,0,90,1748,0,879,0,2182.5,0,0,0,0,0
2018/10/15 3:00,8786.5,0,51,5689,3132,0,613,0,90,1748,0,878,0,2157.5,0,0,0,0,0
2018/10/15 4:00,8513,0,130.5,5688,3118,0,636,0,90,1799,0,902,0,2211.5,0,0,0,0,0
2018/10/15 5:00,9759,0,476,5692,2733,0,692,0,90,1800,0,843,0,2283,0,0,0,0,0
2018/10/15 6:00,12999,0,1703.5,5695,2478.5,125,914,0,90,1776,0,0,0,2567,0,0,0,0,0.00866
2018/10/15 7:00,19015.5,0,2384,5695,2236,341,1041,0,90,1530,0,0,0,2849.5,0,0,0,0,39.313
2018/10/15 8:00,20521.5,0,2700,5698,2275.5,193,1022.5,0,90,1817,0,100,0,2938.5,0,0,0,0,406
2018/10/15 9:00,20848.5,0,2915.5,5696,2464,314,1006.5,0,90,1689,0,159,0,2958,0,0,0,0,1040
2018/10/15 10:00,20908.5,0,3106,5686.5,2481,184,922.5,0,87.5,1549,0,101,0,2955.5,0,0,0,0,2246
2018/10/15 11:00,20894.5,0,3079.5,5688.5,2592,177,806,0,86.5,1220,0,202,0,2949.5,0,0,0,0,3610
2018/10/15 12:00,20550,0,3115,5687,2585.5,176,646,0,89.5,1556,0,202,0,2937,0,0,0,0,3650
2018/10/15 13:00,20413,0,2978,5687.5,2534,185,602.5,0,90,1532,0,209,0,2925.5,0,0,0,0,2830
2018/10/15 14:00,20266,0,3007,5691,2386.5,223,583,0,89.5,1480,0,313,0,2919,0,0,0,0,2690
2018/10/15 15:00,20780.5,0,3356.5,5691.5,2240,316,641.5,0,89,907,0,0,0,2905,0,0,0,0,1835
2018/10/15 16:00,21441.5,0,3669,5696.5,2030.5,337,867,0,89,1792,0,0,0,2902.5,0,0,0,0,629
2018/10/15 17:00,21878.5,0,3414.5,5699,2008,924,979.5,0,90,2000,0,487,0,2914,0,0,0,0,69.78
2018/10/15 18:00,22179.5,0,3477.5,5699,2150.5,1492,1015,0,90,1999,0,673,0,2891.5,0,0,0,0,0.0898
2018/10/15 19:00,21807,0,3063,5693,2003.5,1290,1009.5,0,90,1998,0,1052,0,2880.5,0,0,0,0,0
2018/10/15 20:00,20935.5,0,2521.5,5695,2051,320,910.5,0,90,1992,0,345,0,2980.5,0,0,0,0,0
2018/10/15 21:00,18574,0,1540,5695,2513.5,173,630.5,0,90,916,7,918,42,2994,0,0,0,0,0
2018/10/15 22:00,13930,0,952,5695.5,2746.5,177,616,0,74.5,1991,0,999,0,2936.5,0,0,0,0,0
2018/10/15 23:00,10486,0,1060.5,5698.5,2878,35,618.5,0,69,1702,72,855,26,2861.5,0,0,0,0,0
2018/10/16 0:00,8687,0,1080.5,5698,3129,0,577.5,0,69,1702,123,854,11,2853.5,0,0,0,0,0
2018/10/16 1:00,8156.5,0,1069,5705,3463,0,591,0,68.5,1702,162,854,206,2861.5,0,0,0,0,0
2018/10/16 2:00,7945,0,1036,5698,3600,0,580,0,69,1703,162,854,418,2668,0,0,0,0,0
2018/10/16 3:00,7209.5,0,901,5700,3737,0,565,0,69,1702,162,854,490,2690.5,0,0,0,0,0
2018/10/16 4:00,6863.5,0,899.5,5700.5,3894,0,573.5,0,68.5,1703,162,850,502,2867.5,0,0,0,0,0
2018/10/16 5:00,8494.5,0,1436,5700.5,4310.5,0,647,0,68.5,891,162,360,504,2870,0,0,0,0,0
2018/10/16 6:00,13145.5,0,2281.5,5694.5,4321,23,654,0,68.5,0,163,268,504,2870,0,0,0,0,0.0139
2018/10/16 7:00,16379.5,0,2607,5698,4457.5,526,799,0,75,0,164,461,503,2868,0,0,0,0,129.18
2018/10/16 8:00,16475,0,2671.5,5701.5,5032.5,623,794,0,79,720,164,165,414,2864,0,0,0,0,931
2018/10/16 9:00,16608.5,0,2802.5,5699,5649,223,709.5,0,68.5,1,164,800,503,2833.5,0,0,0,0,2780
2018/10/16 10:00,16668.5,0,3482,5700,5679,196,602.5,0,69,0,155,864,503,2817.5,0,0,0,0,4900
2018/10/16 11:00,16392.5,0,3222,5696,5680.5,157,528.5,0,67,0,149,1054,397,2781.5,0,0,0,0,5670
2018/10/16 12:00,15871,0,3069.5,5697.5,6072.5,146,508,0,69,0,148,640,280,2798.5,0,0,0,0,5180
2018/10/16 13:00,15160.5,0,2872.5,5686,6301.5,201,502.5,0,68.5,0,162,555,27,2814.5,0,0,0,0,4320
2018/10/16 14:00,15089.5,0,2929.5,5692.5,6467,193,502,0,68.5,0,124,255,0,2816.5,0,0,0,0,3850
2018/10/16 15:00,15011.5,0,2927.5,5693.5,6615,220,505.5,0,68,0,161,0,46,2804.5,0,0,0,0,2580
2018/10/16 16:00,16869.5,0,3084,5697,6594.5,241,806,0,68,0,80,228,63,2785,0,0,0,0,975
2018/10/16 17:00,18222,0,3437.5,5700.5,6314,375,875,0,69,0,0,303,10,2793,0,0,0,0,90.38
2018/10/16 18:00,19113.5,0,3646,5700,5778,1124,960,0,69,0,0,764,0,2744.5,0,0,0,0,0
2018/10/16 19:00,18012.5,0,3152.5,5704,6067.5,393,959,0,69,1249,0,1051,0,2724,0,0,0,0,0
2018/10/16 20:00,17208,0,2933,5704,6128,479,755.5,0,69,57,0,662,0,2723,0,0,0,0,0
2018/10/16 21:00,15516,0,1679.5,5704,5695.5,274,651.5,0,69,0,0,996,0,2698,0,0,0,0,0
2018/10/16 22:00,12970,0,1209,5703,5459.5,406,652.5,0,69,0,80,1000,0,2103.5,0,0,0,0,0
2018/10/16 23:00,10146.5,0,673,5701.5,5132.5,0,621.5,0,69,881,62,879,0,1479.5,0,0,0,0,0
2018/10/17 0:00,8980,0,634.5,5699.5,4875.5,0,555.5,0,69,1510,0,878,0,1477.5,0,0,0,0,0
2018/10/17 1:00,9197.5,0,639,5704,4371,0,542.5,0,69,1676,0,878,0,1471,0,0,0,0,0
2018/10/17 2:00,9197,0,633,5705.5,4178,0,521.5,0,69,1676,0,878,0,1474.5,0,0,0,0,0
2018/10/17 3:00,8771,0,635,5702.5,4241.5,0,517.5,0,68.5,1675,0,878,0,1477.5,0,0,0,0,0
2018/10/17 4:00,8977.5,0,724.5,5701,4049,0,518,0,69,1676,0,874,0,1481,0,0,0,0,0
2018/10/17 5:00,11892,0,1637,5702.5,3475.5,0,529.5,0,69,66,43,357,33,1484.5,0,0,0,0,0
2018/10/17 6:00,15702,0,3460,5701.5,2919,62,598,0,69,0,127,0,51,1893.5,0,0,0,0,0.00908
2018/10/17 7:00,19914.5,0,4350,5701.5,2535,280,953,0,69,0,0,151,0,2639.5,0,0,0,0,197.2
2018/10/17 8:00,20369.5,0,4966.5,5702,2393.5,225,900.5,0,69.5,0,0,154,0,2677.5,0,0,0,0,1333
2018/10/17 9:00,20378,0,5160,5704.5,2224.5,174,751,0,68,0,0,267,0,2619.5,0,0,0,0,3140
2018/10/17 10:00,20140.5,0,4648.5,5700,2228,155,667.5,0,68,0,0,1047,0,2598,0,0,0,0,4620
2018/10/17 11:00,20467.5,0,4434,5708,2256,202,611,0,69,0,0,1058,0,2599.5,0,0,0,0,5440
2018/10/17 12:00,20680,0,4064,5700,2270.5,171,553.5,0,69,0,0,1001,0,2600,0,0,0,0,5720
2018/10/17 13:00,19864,0,3593,5694.5,2192.5,182,553,0,69,0,0,990,0,2578,0,0,0,0,5230
2018/10/17 14:00,19957,0,3583,5694.5,2172.5,241,559,0,69,0,0,220,0,2602,0,0,0,0,4420
2018/10/17 15:00,19945,0,4121,5688.5,2200.5,313,575.5,0,69,0,0,157,0,2632.5,0,0,0,0,2840
2018/10/17 16:00,20600.5,0,5198.5,5536.5,2169.5,177,920.5,0,69,0,0,155,0,2693,0,0,0,0,1173
2018/10/17 17:00,20864,0,5565.5,5498,2191.5,288,1015,0,69,1469,0,0,0,2717.5,0,0,0,0,75.62
2018/10/17 18:00,21074.5,0,5919,5502,2245,1047,1018.5,0,69,1794,0,0,0,2701.5,0,0,0,0,0
2018/10/17 19:00,20997,0,5679,5502.5,2252,196,998,0,69,1988,0,673,0,2711,0,0,0,0,0
2018/10/17 20:00,20827.5,0,4710.5,5501.5,2361.5,215,808,0,69,839,0,224,0,2712,0,0,0,0,0
2018/10/17 21:00,19219,0,2681.5,5501.5,2261,253,606,0,69,501,0,982,0,2700.5,0,0,0,0,0
2018/10/17 22:00,16840,0,1604.5,5500,2155.5,181,537,0,68.5,597,0,1000,0,2155,0,0,0,0,0
2018/10/17 23:00,12766.5,0,1523,5502,2145,0,516.5,0,69,1903,0,951,0,1786,0,0,0,0,0
2018/10/18 0:00,11344,0,1364.5,5507.5,2256,0,516,0,69,1800,0,902,0,1720,0,0,0,0,0
2018/10/18 1:00,11742.5,0,1480.5,5505.5,2159.5,0,514.5,0,69,1800,0,900,0,1491,0,0,0,0,0
2018/10/18 2:00,11448,0,1457.5,5508.5,2276,0,510.5,0,69,1800,0,900,0,1491,0,0,0,0,0
2018/10/18 3:00,11014.5,0,1425,5505,2252.5,0,497,0,69,1800,0,901,0,1492,0,0,0,0,0
2018/10/18 4:00,11171,0,1440,5500.5,2170.5,0,505,0,69,1802,0,901,0,1491.5,0,0,0,0,0
2018/10/18 5:00,13215,0,1932,5494,2007.5,0,549,0,68.5,824,0,753,0,1492,0,0,0,0,0
2018/10/18 6:00,17410,0,3074,5493,1937,72,728,0,68.5,273,0,0,0,1495,0,0,0,0,0.0221
2018/10/18 7:00,20010.5,0,3892,5491.5,2107,595,745.5,0,68,1922,0,455,0,1492.5,0,0,0,0,595
2018/10/18 8:00,20402.5,0,4098,5457.5,2007,551,700,0,69,1998,0,1050,0,1525,0,0,0,0,3250
2018/10/18 9:00,20195.5,0,4027.5,5271.5,1718,352,668,0,68.5,1998,0,1058,0,1575.5,0,0,0,0,7160
2018/10/18 10:00,6560,0,1294,1753,569,61,220,0,22.5,1833,0,1053,0,529,0,0,0,0,10410
2018/10/18 11:00,10885.5,0,1826.5,2552,956.5,84,360.5,0,38.5,1332,0,1023,0,923.5,0,0,0,0,11700
2018/10/18 12:00,18538.5,0,2924.5,4992,1576.5,137,601,0,84.5,1588,0,987,0,1598,0,0,0,0,11140
2018/10/18 13:00,18243,0,2872.5,5380.5,1548.5,137,487,0,104.5,1543,0,1000,0,1606,0,0,0,0,9450
2018/10/18 14:00,18636.5,0,2988,5380,1475,153,491,0,104,1354,0,1000,0,1599.5,0,0,0,0,7050
2018/10/18 15:00,19060,0,3414,5377.5,1315,149,543,0,103,1551,0,1000,0,1562.5,0,0,0,0,4640
2018/10/18 16:00,19842.5,0,4113.5,5387,1477.5,169,601,0,80.5,1998,0,1000,0,1562.5,0,0,0,0,2157
2018/10/18 17:00,20639.5,0,5353.5,5372,1430,576,767,0,86,1998,0,1058,0,1564,0,0,0,0,148.62
2018/10/18 18:00,21326.5,0,5918,5384.5,1385.5,1222,959.5,0,110,1998,0,1058,0,1601,0,0,0,0,0
2018/10/18 19:00,21494.5,0,5836,5353,1388,1076,830,0,110,1998,0,1058,0,1609,0,0,0,0,0
2018/10/18 20:00,20829,0,5304.5,5132,1442.5,445,672,0,110,1998,0,1058,0,1608,0,0,0,0,0
2018/10/18 21:00,19318,0,4012,4920,1499,171,558,0,110,1998,0,1001,0,1609.5,0,0,0,0,0
2018/10/18 22:00,17074,0,1714,4915.5,1740.5,140,508.5,0,110,1998,0,1000,0,1603,0,0,0,0,0
2018/10/18 23:00,13313,0,916.5,5203.5,1971.5,13,501.5,0,110,1898,81,951,0,1623.5,0,0,0,0,0
2018/10/19 0:00,11022,0,876,5276,2275,0,494.5,0,63,1900,78,952,0,1643,0,0,0,0,0
2018/10/19 1:00,10883.5,0,878.5,5158.5,2558,0,461,0,26.5,1900,211,952,0,1652.5,0,0,0,0,0
2018/10/19 2:00,10677.5,0,835,5169.5,2564.5,0,459.5,0,27,1900,298,952,76,1653.5,0,0,0,0,0
2018/10/19 3:00,9855,0,871.5,5359,2616.5,0,457.5,0,27,1900,298,904,102,1652,0,0,0,0,0
2018/10/19 4:00,9931.5,0,874.5,5407,2587,0,458.5,0,27,1900,298,843,18,1638.5,0,0,0,0,0
2018/10/19 5:00,12025,0,1044.5,5366,2818.5,0,541,0,26.5,1791,236,0,152,1752,0,0,0,0,0
2018/10/19 6:00,16004.5,0,2111.5,5183,3070,52,634.5,0,26,0,258,0,354,2249,0,0,0,0,0.112
2018/10/19 7:00,18647,0,3007.5,5169,3732,421,686,0,27,334,47,0,151,2852.5,0,0,0,0,381.8
2018/10/19 8:00,19620.5,0,3043.5,5128,3841.5,367,666,0,27.5,1491,0,0,0,2850.5,0,0,0,0,2509
2018/10/19 9:00,19638,0,3116,4991,3438.5,401,602,0,30,838,0,0,0,2830,0,0,0,0,5540
2018/10/19 10:00,19317,0,2812,5131.5,3635.5,180,531.5,0,39,0,0,257,0,2840,0,0,0,0,8170
2018/10/19 11:00,18273,0,2483,5152.5,3813,137,458.5,0,26.5,0,0,535,0,2867,0,0,0,0,10180
2018/10/19 12:00,17566.5,0,2259,5149,3524.5,147,451,0,26.5,0,0,753,0,2884.5,0,0,0,0,11130
2018/10/19 13:00,16295,0,1326.5,5148,3466,170,434.5,0,30,526,0,997,0,2898.5,0,0,0,0,9870
