date,nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,unit,year,month,month_date,weekday
2016-01-01,528.636806640625,313.29868518066434,1873.9589853515624,209.1168579101564,0.0,2925.011335083008,1051.0523497314452,0.1807298318129844,0.10711024652209539,0.6406672558410383,0.07149266582388199,0.0,0.3593327441589616,Gwh,2016,1,01-01,Friday
2016-01-02,532.401,327.59933801269574,1913.1729662109376,208.69821533203125,0.0,2981.8715195556647,1068.698553344727,0.17854592208564848,0.1098636664471419,0.6416014082645733,0.06998900320263625,0.0,0.3583985917354267,Gwh,2016,1,01-02,Saturday
2016-01-03,544.8581484375,351.3128001708987,1935.5321548828128,207.2613167724609,0.0,3038.9644202636723,1103.4322653808595,0.17929072969871293,0.11560280134520871,0.6369051713724502,0.06820129758362821,0.0,0.3630948286275498,Gwh,2016,1,01-03,Sunday
2016-01-04,565.022146484375,354.2157330322271,1976.4319658203126,205.2727957763672,0.0,3100.9426411132818,1124.5106752929692,0.18220980259135786,0.11422840536807179,0.6373648901518365,0.06619690188873387,0.0,0.3626351098481635,Gwh,2016,1,01-04,Monday
2016-01-05,577.513,361.0129737548833,1982.786776171875,204.53232873535168,0.0,3125.84507866211,1143.0583024902348,0.1847541978143014,0.11549291940898111,0.6343202322171787,0.06543265055953872,0.0,0.3656797677828212,Gwh,2016,1,01-05,Tuesday
2016-01-06,591.919267578125,365.23679028320345,1968.9009925781252,205.45000927734372,0.0,3131.5070597167974,1162.6060671386724,0.189020575809162,0.11663291294519201,0.6287391198652401,0.0656073913804058,0.0,0.37126088013475994,Gwh,2016,1,01-06,Wednesday
2016-01-07,595.582,361.3007926025394,1936.7185376953128,205.11950244140618,0.0,3098.7208327392586,1162.0022950439459,0.1922025352227382,0.11659675463024874,0.625005814409961,0.066194895737052,0.0,0.37499418559003905,Gwh,2016,1,01-07,Thursday
2016-01-08,603.452,355.9586334228522,1922.62504921875,205.57475427246106,0.0,3087.610436914063,1164.985387695313,0.19544304967537451,0.11528612196900652,0.622690293513949,0.06658053484167012,0.0,0.37730970648605106,Gwh,2016,1,01-08,Friday
2016-01-09,591.743,357.82137744140675,1941.8395078125,202.1964052734376,0.0,3093.6002905273444,1151.7607827148443,0.19127972085208517,0.11566503227228862,0.6276956702384742,0.06535957663715197,0.0,0.3723043297615257,Gwh,2016,1,01-09,Saturday
2016-01-10,599.661,356.2908854980472,1914.4361390625002,204.2231547851564,0.0,3074.6111793457035,1160.1750402832035,0.19503636883529823,0.11588160736925056,0.6226595908852137,0.06642243291023757,0.0,0.3773404091147864,Gwh,2016,1,01-10,Sunday
