nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,year,month,unit
35692.03854296875,22866.568351074235,121762.50322148438,12798.681771728516,0.0,193119.79188725588,71357.2886657715,0.18481812865563726,0.118406136044429,0.6305024566957375,0.0662732786041963,0.0,0.36949754330426254,2016,1,Gwh
34215.69169140625,22039.864536376965,102853.62182636719,12162.817985839845,0.0,171271.99603999025,68418.37421362306,0.199773999734418,0.1286834102828514,0.6005279567265155,0.07101463325621518,0.0,0.39947204327348457,2016,2,Gwh
33773.26766796875,24098.12645654299,102891.21042128911,12567.898580566409,0.0,173330.50312636726,70439.29270507814,0.1948489565240933,0.13902992273076228,0.5936128296257001,0.07250829111944443,0.0,0.40638717037429994,2016,3,Gwh
29342.426828125,26652.73459082032,81457.48826015631,11100.906908203126,0.0,148553.55658730475,67096.06832714844,0.19752086387026682,0.17941498812353604,0.5483375163238441,0.07472663168235313,0.0,0.45166248367615597,2016,4,Gwh
30290.420828125,29764.505746093757,82724.95769827155,10706.032384033204,0.0,153485.9166565235,70760.95895825195,0.19734983826503139,0.19392336700638063,0.5389742557514026,0.06975253897718552,0.0,0.4610257442485975,2016,5,Gwh
28785.74135546875,29448.082026367196,74345.32391888676,9265.708964233398,0.0,141844.85626495612,67499.53234606935,0.20293821089782083,0.20760768350570477,0.5241312647954958,0.06532284080097844,0.0,0.47586873520450407,2016,6,Gwh
27646.52666015625,30240.907348632823,77623.1099387403,9379.34440710449,0.0,144889.88835463385,67266.77841589357,0.1908106008922331,0.20871647905901408,0.5357386275897269,0.06473429245902598,0.0,0.4642613724102732,2016,7,Gwh
29505.3619140625,29996.650558593767,85200.23053432623,9735.231860229493,0.0,154437.47486721197,69237.24433288576,0.19105053316516424,0.19423168233218918,0.5516810645057676,0.06303671999687908,0.0,0.4483189354942325,2016,8,Gwh
29934.70405078125,28661.398397949233,78466.92049942385,10131.471402343752,0.0,147194.49435049808,68727.57385107424,0.20336836770199454,0.19471786987970482,0.5330832572621853,0.06883050515611537,0.0,0.46691674273781475,2016,9,Gwh
37010.99616015625,28489.070400390643,87935.98398750006,11527.073670532227,0.0,164963.12421857918,77027.14023107912,0.22435920958380978,0.1726996292980127,0.5330644918617282,0.06987666925644935,0.0,0.4669355081382718,2016,10,Gwh
37178.713703125,24045.81416503908,107157.91902363284,12059.18137475586,0.0,180441.62826655278,73283.70924291994,0.20604288522714778,0.13326090213239494,0.5938647309551903,0.0668314816852669,0.0,0.4061352690448096,2016,11,Gwh
38391.14223046875,24176.140491455095,120563.74915664064,12815.32010913086,0.0,195946.35198769535,75382.6028310547,0.19592680262238085,0.12338142683551087,0.615289582753812,0.06540218778829632,0.0,0.384710417246188,2016,12,Gwh
