unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Mwh,2017-01-01 00:00:00,2017-01-01,2017,1,01-01,Sunday,0,3871.5,0.0,7996.5,7402.0,992.0,5287.0,0.0,213.5,11868.0,13894.5,25762.5,0.15027656477438137,0.0,0.31039301310043665,0.2873168364871422,0.038505579815623484,0.20522076661814653,0.0,0.008287239204269771,0.46066957787481805,0.5393304221251819,
Mwh,2017-01-01 01:00:00,2017-01-01,2017,1,01-01,Sunday,1,3862.5,0.0,8602.0,7404.5,909.0,4852.5,0.0,213.017,12464.5,13379.017,25843.517,0.1494572120350338,0.0,0.33284943376708365,0.2865128612332447,0.03517323125950698,0.18776469162459583,0.0,0.008242570080535092,0.4823066458021174,0.5176933541978825,
Mwh,2017-01-01 02:00:00,2017-01-01,2017,1,01-01,Sunday,2,3856.0,0.0,7240.0,7397.5,861.0,5688.0,0.0,212.534,11096.0,14159.034,25255.034,0.15268243155008226,0.0,0.28667551981913786,0.29291190025719227,0.03409221306136432,0.22522242496288067,0.0,0.00841551034934263,0.4393579513692201,0.5606420486307799,
Mwh,2017-01-01 03:00:00,2017-01-01,2017,1,01-01,Sunday,3,3464.5,0.0,6744.5,7198.5,847.0,5807.0,0.0,212.052,10209.0,14064.552,24273.552,0.14272736021493682,0.0,0.2778538550929835,0.29655733944500584,0.03489394547612974,0.23923157187707839,0.0,0.008735927893865719,0.4205812153079203,0.5794187846920796,
Mwh,2017-01-01 04:00:00,2017-01-01,2017,1,01-01,Sunday,4,3195.5,0.0,5667.5,7169.5,832.0,6191.5,0.0,211.569,8863.0,14404.569,23267.569,0.13733708063786124,0.0,0.24357937866220575,0.308132749063729,0.0357579255486467,0.2660999952337092,0.0,0.009092870853848118,0.38091645930006696,0.619083540699933,
Mwh,2017-01-01 05:00:00,2017-01-01,2017,1,01-01,Sunday,5,2677.5,0.0,5893.0,7178.5,844.0,6263.5,0.0,211.086,8570.5,14497.086,23067.586,0.11607196349024125,0.0,0.255466696861995,0.31119424459932654,0.0365881371375401,0.27152819545140094,0.0,0.009150762459496196,0.37153866035223626,0.6284613396477637,
Mwh,2017-01-01 06:00:00,2017-01-01,2017,1,01-01,Sunday,6,2892.5,0.0,5603.5,7220.5,859.5,6330.0,0.0,210.603,8496.0,14620.603,23116.603,0.1251265162100158,0.0,0.24240153278576443,0.3123512568001449,0.0371810685159926,0.2738291607984097,0.0,0.009110464889672588,0.36752804899578023,0.6324719510042197,
Mwh,2017-01-01 07:00:00,2017-01-01,2017,1,01-01,Sunday,7,3191.5,0.0,5817.5,7400.5,904.0,6209.5,0.0,210.121,9009.0,14724.121,23733.121,0.1344745177003901,0.0,0.24512157503431597,0.31182160997704433,0.03809022841959977,0.2616385767383902,0.0,0.00885349213025965,0.37959609273470607,0.6204039072652939,
Mwh,2017-01-01 08:00:00,2017-01-01,2017,1,01-01,Sunday,8,2504.0,0.0,5295.5,7411.0,1067.5,6388.0,7.0,209.638,7799.5,15083.138,22882.638,0.10942794270485773,0.0,0.23141999624344012,0.32387000135211685,0.04665108979130816,0.2791636174115939,0.0003059087855167748,0.00916144371116652,0.34084793894829785,0.6591520610517022,
Mwh,2017-01-01 09:00:00,2017-01-01,2017,1,01-01,Sunday,9,2858.0,0.0,5779.0,7417.5,1379.5,6324.5,80.821,209.155,8637.0,15411.476,24048.476000000002,0.11884328969536363,0.0,0.2403062880159225,0.3084395036092931,0.05736330235645701,0.26298963809598574,0.0033607535047127306,0.008697224722265143,0.35914957771128614,0.6408504222887138,
