datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2020-05-01 00:00:00,0,NY,1115,3370,0,502,0,4338,4210
2020-05-01 01:00:00,0,NY,1108,3584,0,506,0,4248,4115
2020-05-01 02:00:00,0,NY,1006,3488,0,460,0,4038,4012
2020-05-01 03:00:00,0,NY,982,3536,0,425,0,3885,3875
2020-05-01 04:00:00,0,NY,895,3296,0,413,0,3579,3309
2020-05-01 05:00:00,0,NY,849,2638,0,446,0,3573,3039
2020-05-01 06:00:00,0,NY,865,2469,0,473,0,3459,2560
2020-05-01 07:00:00,0,NY,663,2495,0,516,0,3453,2266
2020-05-01 08:00:00,0,NY,480,2447,0,185,336,3447,2319
2020-05-01 09:00:00,0,NY,500,2584,0,186,336,3449,2359
2020-05-01 10:00:00,0,NY,424,3000,0,553,0,3637,2616
2020-05-01 11:00:00,0,NY,330,3230,0,552,0,3645,3047
2020-05-01 12:00:00,0,NY,320,3338,0,547,0,3681,3198
2020-05-01 13:00:00,0,NY,240,3642,0,595,0,3686,3293
2020-05-01 14:00:00,0,NY,269,3859,0,600,0,3666,3729
2020-05-01 15:00:00,0,NY,234,3553,0,198,368,3680,3871
2020-05-01 16:00:00,0,NY,243,3624,0,591,0,3675,3685
2020-05-01 17:00:00,0,NY,266,3590,0,569,0,3630,3834
2020-05-01 18:00:00,0,NY,345,3415,0,205,377,3631,3804
2020-05-01 19:00:00,0,NY,425,3586,0,671,0,3622,3451
2020-05-01 20:00:00,0,NY,533,3479,0,205,584,3620,3283
2020-05-01 21:00:00,0,NY,582,3468,0,200,732,3628,3376
2020-05-01 22:00:00,0,NY,607,3481,0,195,811,3636,3463
2020-05-01 23:00:00,0,NY,566,3634,0,195,868,3632,3604
2020-05-02 00:00:00,0,NY,480,3505,0,193,890,3635,3910
2020-05-02 01:00:00,0,NY,368,3590,0,191,894,3645,4060
2020-05-02 02:00:00,0,NY,393,3393,0,194,861,3655,3911
2020-05-02 03:00:00,0,NY,430,3206,0,194,853,3637,3171
2020-05-02 04:00:00,0,NY,438,3081,0,189,820,3596,2555
2020-05-02 05:00:00,0,NY,327,2897,0,180,714,3442,2396
2020-05-02 06:00:00,0,NY,198,3201,0,175,511,3375,2294
2020-05-02 07:00:00,0,NY,152,3014,0,536,0,3381,2145
2020-05-02 08:00:00,0,NY,220,2708,0,536,0,3453,2080
2020-05-02 09:00:00,0,NY,210,2871,0,520,0,3330,2075
2020-05-02 10:00:00,0,NY,208,2917,0,554,0,3395,2313
2020-05-02 11:00:00,0,NY,257,2944,0,188,413,3509,2323
2020-05-02 12:00:00,0,NY,220,2820,0,190,465,3471,2455
2020-05-02 13:00:00,0,NY,158,2730,0,195,556,3417,2579
2020-05-02 14:00:00,0,NY,173,3214,0,204,556,3430,2575
2020-05-02 15:00:00,0,NY,154,3359,0,210,563,3453,2492
2020-05-02 16:00:00,0,NY,207,3026,0,213,564,3453,2448
2020-05-02 17:00:00,0,NY,190,2898,0,211,554,3400,2418
2020-05-02 18:00:00,0,NY,261,2865,0,210,555,3405,2352
2020-05-02 19:00:00,0,NY,400,3019,0,209,554,3408,2357
2020-05-02 20:00:00,0,NY,471,2869,0,206,560,3404,2414
2020-05-02 21:00:00,0,NY,510,3041,0,195,614,3402,2540
2020-05-02 22:00:00,0,NY,389,2885,0,187,752,3334,3254
2020-05-02 23:00:00,0,NY,324,2813,0,180,757,3342,3496
2020-05-03 00:00:00,0,NY,502,3117,0,187,718,3474,3549
2020-05-03 01:00:00,0,NY,416,3384,0,185,775,3433,3540
2020-05-03 02:00:00,0,NY,571,3283,0,183,729,3395,3253
2020-05-03 03:00:00,0,NY,716,3362,0,184,598,3430,2742
2020-05-03 04:00:00,0,NY,715,3353,0,185,515,3428,2551
2020-05-03 05:00:00,0,NY,763,3065,0,428,0,3596,2339
2020-05-03 06:00:00,0,NY,828,2966,0,413,0,3548,2106
2020-05-03 07:00:00,0,NY,710,2894,0,435,0,3422,1982
2020-05-03 08:00:00,0,NY,519,2844,0,507,0,3319,1923
2020-05-03 09:00:00,0,NY,459,2834,0,519,0,3361,2090
2020-05-03 10:00:00,0,NY,543,2771,0,189,467,3522,2317
2020-05-03 11:00:00,0,NY,498,3184,0,195,566,3628,2321
2020-05-03 12:00:00,0,NY,417,2946,0,192,667,3636,2366
2020-05-03 13:00:00,0,NY,475,3071,0,200,666,3641,2376
2020-05-03 14:00:00,0,NY,426,3471,0,202,724,3615,2398
2020-05-03 15:00:00,0,NY,588,3346,0,207,701,3610,2205
2020-05-03 16:00:00,0,NY,798,3272,0,211,684,3581,2166
2020-05-03 17:00:00,0,NY,827,2922,0,213,681,3558,2197
2020-05-03 18:00:00,0,NY,998,2526,0,211,655,3567,2428
2020-05-03 19:00:00,0,NY,1173,2423,0,215,658,3575,2305
2020-05-03 20:00:00,0,NY,1302,2456,0,218,628,3566,2312
2020-05-03 21:00:00,0,NY,1393,2550,0,209,772,3599,2811
2020-05-03 22:00:00,0,NY,1376,2814,0,203,523,3625,3234
2020-05-03 23:00:00,0,NY,1213,3181,0,524,0,3627,3677
2020-05-04 00:00:00,0,NY,933,3341,0,675,0,3663,3786
2020-05-04 01:00:00,0,NY,883,3648,0,194,519,3686,4104
2020-05-04 02:00:00,0,NY,824,3158,0,193,658,3673,3983
2020-05-04 03:00:00,0,NY,545,3423,0,195,789,3646,3303
2020-05-04 04:00:00,0,NY,315,3513,0,195,677,3636,3028
2020-05-04 05:00:00,0,NY,255,3019,0,723,0,3602,2578
2020-05-04 06:00:00,0,NY,229,3028,0,699,0,3480,2543
2020-05-04 07:00:00,0,NY,217,2803,0,701,0,3482,2453
2020-05-04 08:00:00,0,NY,134,2634,0,182,499,3426,2455
2020-05-04 09:00:00,0,NY,194,2889,0,184,585,3445,2517
2020-05-04 10:00:00,0,NY,265,2979,0,189,671,3572,2508
2020-05-04 11:00:00,0,NY,401,2892,0,195,651,3667,2844
2020-05-04 12:00:00,0,NY,442,3432,0,202,674,3660,3110
2020-05-04 13:00:00,0,NY,421,3686,0,214,829,3663,3381
2020-05-04 14:00:00,0,NY,507,3583,0,218,824,3668,3472
2020-05-04 15:00:00,0,NY,541,3628,0,225,829,3681,3579
2020-05-04 16:00:00,0,NY,578,3809,0,232,823,3693,3607
2020-05-04 17:00:00,0,NY,715,3835,0,227,883,3713,3865
2020-05-04 18:00:00,0,NY,831,3519,0,207,949,3725,4226
2020-05-04 19:00:00,0,NY,851,3294,0,202,943,3707,4533
2020-05-04 20:00:00,0,NY,899,3046,0,202,916,3696,4425
2020-05-04 21:00:00,0,NY,889,3270,0,199,918,3684,4409
2020-05-04 22:00:00,0,NY,691,3341,0,203,978,3692,4284
2020-05-04 23:00:00,0,NY,594,3314,0,201,992,3692,4292
2020-05-05 00:00:00,0,NY,578,3439,0,200,991,3727,4220
2020-05-05 01:00:00,0,NY,603,3412,0,199,641,3738,4605
2020-05-05 02:00:00,0,NY,415,3579,0,197,685,3680,4189
2020-05-05 03:00:00,0,NY,495,3788,0,196,772,3676,3721
2020-05-05 04:00:00,0,NY,483,3690,0,197,835,3649,2850
2020-05-05 05:00:00,0,NY,519,3226,0,193,869,3601,2282
2020-05-05 06:00:00,0,NY,591,3050,0,186,828,3562,2115
2020-05-05 07:00:00,0,NY,551,2932,0,184,649,3546,2132
2020-05-05 08:00:00,0,NY,518,2940,0,187,674,3547,2192
2020-05-05 09:00:00,0,NY,481,2893,0,186,670,3553,2399
2020-05-05 10:00:00,0,NY,444,3007,0,191,761,3598,2634
2020-05-05 11:00:00,0,NY,363,3147,0,193,795,3637,3229
2020-05-05 12:00:00,0,NY,271,3302,0,191,925,3645,3517
2020-05-05 13:00:00,0,NY,199,3505,0,202,872,3679,3527
2020-05-05 14:00:00,0,NY,208,3614,0,214,764,3704,3542
2020-05-05 15:00:00,0,NY,200,3685,0,218,862,3700,3524
2020-05-05 16:00:00,0,NY,212,3588,0,221,888,3700,3600
2020-05-05 17:00:00,0,NY,241,3360,0,225,890,3709,3627
2020-05-05 18:00:00,0,NY,195,3121,0,230,887,3665,3716
2020-05-05 19:00:00,0,NY,165,3471,0,216,891,3674,3789
2020-05-05 20:00:00,0,NY,166,3486,0,205,828,3674,3992
2020-05-05 21:00:00,0,NY,186,3529,0,210,712,3671,3839
2020-05-05 22:00:00,0,NY,181,3702,0,205,817,3670,3956
2020-05-05 23:00:00,0,NY,163,3835,0,198,900,3672,4339
2020-05-06 00:00:00,0,NY,174,3715,0,199,915,3704,4577
2020-05-06 01:00:00,0,NY,161,3761,0,199,943,3712,4856
2020-05-06 02:00:00,0,NY,166,3753,0,198,929,3690,4506
2020-05-06 03:00:00,0,NY,177,3521,0,194,853,3635,3798
2020-05-06 04:00:00,0,NY,200,3322,0,193,719,3615,3109
2020-05-06 05:00:00,0,NY,210,3033,0,191,807,3597,2664
2020-05-06 06:00:00,0,NY,219,2991,0,189,837,3598,2364
2020-05-06 07:00:00,0,NY,222,3030,0,193,864,3605,2244
2020-05-06 08:00:00,0,NY,215,3089,0,193,792,3605,2239
2020-05-06 09:00:00,0,NY,202,3096,0,195,794,3614,2336
