datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2020-05-01 00:00:00,8518,TEX,12075,120,2107,17,3897,20867
2020-05-01 01:00:00,8113,TEX,12638,111,756,14,3896,19873
2020-05-01 02:00:00,6699,TEX,15731,102,20,7,3893,17562
2020-05-01 03:00:00,5718,TEX,19046,51,0,9,3892,13494
2020-05-01 04:00:00,5528,TEX,18921,49,0,7,3893,10869
2020-05-01 05:00:00,5395,TEX,18886,11,0,6,3894,7692
2020-05-01 06:00:00,5479,TEX,18673,10,0,12,3896,5012
2020-05-01 07:00:00,4906,TEX,17964,10,0,6,3896,4197
2020-05-01 08:00:00,4526,TEX,17197,10,0,6,3897,4119
2020-05-01 09:00:00,4257,TEX,16642,10,0,6,3897,4095
2020-05-01 10:00:00,4123,TEX,16694,10,0,7,3897,4095
2020-05-01 11:00:00,4150,TEX,17158,10,0,8,3898,4317
2020-05-01 12:00:00,4581,TEX,17832,13,0,8,3898,4694
2020-05-01 13:00:00,4633,TEX,17695,49,125,12,3899,5712
2020-05-01 14:00:00,5043,TEX,16219,49,923,11,3898,7789
2020-05-01 15:00:00,5412,TEX,16176,49,1564,7,3898,9040
2020-05-01 16:00:00,5485,TEX,15583,148,1961,10,3898,11236
2020-05-01 17:00:00,6093,TEX,15220,249,2305,11,3897,12936
2020-05-01 18:00:00,6616,TEX,14312,241,2637,8,3898,15408
2020-05-01 19:00:00,7339,TEX,13108,233,2438,10,3896,18384
2020-05-01 20:00:00,7841,TEX,12784,170,2261,12,3894,20461
2020-05-01 21:00:00,8699,TEX,13005,186,2082,10,3894,21121
2020-05-01 22:00:00,8761,TEX,13795,153,1611,13,3893,21832
2020-05-01 23:00:00,7722,TEX,15610,188,1709,12,3890,21084
2020-05-02 00:00:00,6634,TEX,16458,155,1413,12,3889,20357
2020-05-02 01:00:00,6177,TEX,16433,187,507,8,3888,19316
2020-05-02 02:00:00,5927,TEX,17246,92,25,8,3889,18060
2020-05-02 03:00:00,5757,TEX,18353,64,0,7,3890,15571
2020-05-02 04:00:00,5761,TEX,18935,11,0,7,3892,12483
2020-05-02 05:00:00,6263,TEX,19591,9,0,9,3891,8615
2020-05-02 06:00:00,5841,TEX,19930,10,0,10,3893,6155
2020-05-02 07:00:00,5338,TEX,19745,10,0,11,3893,4952
2020-05-02 08:00:00,4933,TEX,19154,10,0,8,3894,4484
2020-05-02 09:00:00,4396,TEX,18498,44,0,8,3894,4452
2020-05-02 10:00:00,4238,TEX,18097,10,0,8,3895,4625
2020-05-02 11:00:00,4180,TEX,17545,10,0,9,3896,5238
2020-05-02 12:00:00,4086,TEX,17362,10,0,8,3896,5608
2020-05-02 13:00:00,4385,TEX,17188,10,262,8,3896,5735
2020-05-02 14:00:00,5058,TEX,15609,12,1582,8,3896,7308
2020-05-02 15:00:00,4922,TEX,14741,50,2564,12,3896,9980
2020-05-02 16:00:00,5095,TEX,13256,187,2754,10,3896,13439
2020-05-02 17:00:00,5257,TEX,11810,249,2866,10,3895,16891
2020-05-02 18:00:00,6387,TEX,10550,242,2892,22,3895,19696
