datetime,Wind,Hydro,Nuclear,Solar,Thermal,Thermal.Biomassa,Thermal.Carvão,Thermal.Carvão.mineral,Thermal.Gás,Thermal.Gás.natural,Thermal.Gás.Natural,Thermal.Óleo.Combustível,Thermal.Óleo.Diesel,Thermal.Petróleo,Thermal.Resíduos.Industriais,year,month,month_date,weekday,hour,date
2018-01-03 08:00:00,1.302429,50.403255,1.982612,0.213328,10.233835,0.436744,1.702305,5.407219,0.107537,1.04814,0.12209,,0.142613,0.21316,1.054027,2018,1,01-03,Wednesday,8,2018-01-03
2018-01-03 09:00:00,1.463977,53.457356,1.982674,0.390617,10.646275,0.442545,1.70666,5.417021,0.107411,1.217858,0.338985,,0.141154,0.21714,1.057501,2018,1,01-03,Wednesday,9,2018-01-03
2018-01-03 10:00:00,1.40597,55.569423,1.983688,0.463627,10.617319,0.433742,1.703298,5.371115,0.107499,1.252691,0.34991,,0.142628,0.21527,1.041166,2018,1,01-03,Wednesday,10,2018-01-03
2018-01-03 11:00:00,1.487262,56.12915,1.984972,0.453664,10.596957,0.433787,1.703931,5.349694,0.107543,1.26788,0.349625,,0.145046,0.21405,1.025401,2018,1,01-03,Wednesday,11,2018-01-03
2018-01-03 12:00:00,1.854407,54.919096,1.984924,0.503936,10.610241,0.418296,1.704586,5.36327,0.107445,1.285625,0.35105,,0.14184,0.21572,1.022409,2018,1,01-03,Wednesday,12,2018-01-03
2018-01-03 13:00:00,2.47424,55.46284,1.984802,0.509303,10.629959,0.428883,1.704875,5.392466,0.107426,1.272896,0.351392,,0.138673,0.21493,1.018418,2018,1,01-03,Wednesday,13,2018-01-03
2018-01-03 14:00:00,2.782315,56.444564,1.984838,0.481142,10.81302,0.44571,1.710247,5.574252,0.10756,1.274268,0.350794,,0.137811,0.2162,0.996178,2018,1,01-03,Wednesday,14,2018-01-03
2018-01-03 15:00:00,2.86525,57.326822,1.984773,0.443852,10.582934,0.448175,1.713033,5.606909,0.107589,1.212802,0.132903,,0.140943,0.21674,1.00384,2018,1,01-03,Wednesday,15,2018-01-03
2018-01-03 16:00:00,2.721957,57.197498,1.984981,0.288167,10.417977,0.444234,1.709123,5.604105,0.107508,1.132079,0.056,,0.13833,0.21607,1.010528,2018,1,01-03,Wednesday,16,2018-01-03
2018-01-03 17:00:00,2.595404,55.137782,1.984995,0.198041,10.329866,0.448513,1.711573,5.575992,0.10751,1.051074,0.056,,0.136408,0.21479,1.028006,2018,1,01-03,Wednesday,17,2018-01-03
2018-01-03 18:00:00,2.190748,52.289883,1.984984,0.061993,10.148155,0.444231,1.71737,5.41587,0.1075,1.036199,0.056,,0.130875,0.20908,1.03103,2018,1,01-03,Wednesday,18,2018-01-03
2018-01-03 19:00:00,1.927234,52.593581,1.984668,0.002838,10.189412,0.435353,1.71649,5.476849,0.10753,1.025223,0.056,,0.128702,0.20474,1.038525,2018,1,01-03,Wednesday,19,2018-01-03
2018-01-03 20:00:00,1.810776,56.303739,1.98392,0.0,10.101756,0.43779,1.575347,5.545305,0.107587,1.011507,0.056,,0.127506,0.20596,1.034754,2018,1,01-03,Wednesday,20,2018-01-03
2018-01-03 21:00:00,1.886427,57.269834,1.983287,0.0,10.214983,0.442583,1.619943,5.593327,0.107449,1.025428,0.056,,0.125138,0.20617,1.038945,2018,1,01-03,Wednesday,21,2018-01-03
2018-01-03 22:00:00,1.936715,56.463602,1.982704,0.0,10.293865,0.444621,1.674157,5.608569,0.10752,1.040758,0.056,,0.128749,0.20519,1.028301,2018,1,01-03,Wednesday,22,2018-01-03
2018-01-03 23:00:00,1.936911,53.916092,1.983079,0.0,10.328328,0.448071,1.670625,5.631815,0.107538,1.043667,0.056,,0.132124,0.20615,1.032338,2018,1,01-03,Wednesday,23,2018-01-03
2018-01-04 00:00:00,2.0091,49.700317,1.976803,0.0,10.336038,0.442905,1.666101,5.62961,0.107501,1.04994,0.060612,,0.137275,0.21104,1.031054,2018,1,01-04,Thursday,0,2018-01-04
2018-01-04 01:00:00,2.191509,46.086799,1.975986,0.0,10.248627,0.446325,1.668484,5.569993,0.107577,1.021362,0.06103,,0.140556,0.21096,1.02234,2018,1,01-04,Thursday,1,2018-01-04
2018-01-04 02:00:00,2.158843,44.037177,1.97603,0.0,10.07401,0.444985,1.662177,5.574353,0.107482,0.861659,0.06113,,0.142251,0.21091,1.009063,2018,1,01-04,Thursday,2,2018-01-04
2018-01-04 03:00:00,2.233529,42.744931,1.97601,0.0,10.077263,0.442754,1.663594,5.616117,0.107475,0.84281,0.06079,,0.144189,0.21184,0.987694,2018,1,01-04,Thursday,3,2018-01-04
2018-01-04 04:00:00,2.114021,42.534422,1.976101,0.0,9.977235,0.445907,1.668796,5.528983,0.107509,0.842805,0.06071,,0.143286,0.21158,0.967659,2018,1,01-04,Thursday,4,2018-01-04
2018-01-04 05:00:00,2.153324,43.170156,1.975897,0.0,9.964279,0.450338,1.670397,5.502629,0.107513,0.828686,0.06103,,0.146099,0.21202,0.985567,2018,1,01-04,Thursday,5,2018-01-04
2018-01-04 06:00:00,1.894851,43.875114,1.975814,0.00095,9.97038,0.444036,1.668813,5.509228,0.107489,0.826398,0.06047,,0.146166,0.21196,0.99582,2018,1,01-04,Thursday,6,2018-01-04
2018-01-04 07:00:00,1.523144,46.023028,1.97562,0.024622,10.014833,0.447292,1.674138,5.541023,0.107556,0.827056,0.06094,,0.147722,0.21133,0.997776,2018,1,01-04,Thursday,7,2018-01-04
2018-01-04 08:00:00,1.531686,50.418082,1.975534,0.076612,10.071871,0.450237,1.67179,5.509017,0.107509,0.907355,0.065542,,0.146195,0.21792,0.996306,2018,1,01-04,Thursday,8,2018-01-04
2018-01-04 09:00:00,1.351985,53.774603,1.975938,0.191681,10.339743,0.449002,1.670193,5.451292,0.107513,1.064872,0.239039,,0.145046,0.22122,0.991566,2018,1,01-04,Thursday,9,2018-01-04
2018-01-04 10:00:00,1.182794,56.515054,1.975953,0.271757,10.000836,0.429653,1.690783,4.982972,0.107469,1.066071,0.358835,,0.144267,0.22036,1.000426,2018,1,01-04,Thursday,10,2018-01-04
2018-01-04 11:00:00,1.306057,56.496979,1.975851,0.406535,10.455423,0.427817,1.698236,5.352344,0.10751,1.140458,0.362022,,0.143763,0.21971,1.003563,2018,1,01-04,Thursday,11,2018-01-04
2018-01-04 12:00:00,1.530286,54.825671,1.976158,0.407027,10.714031,0.423741,1.693161,5.578757,0.107553,1.158878,0.36057,,0.140814,0.22044,1.030117,2018,1,01-04,Thursday,12,2018-01-04
2018-01-04 13:00:00,1.734465,56.058507,1.976103,0.441931,10.637263,0.424516,1.688736,5.526584,0.107496,1.147089,0.360203,,0.139582,0.22122,1.021837,2018,1,01-04,Thursday,13,2018-01-04
2018-01-04 14:00:00,1.892437,57.332892,1.976003,0.499606,10.643723,0.408311,1.692442,5.558843,0.107456,1.140942,0.360269,,0.137622,0.22195,1.015888,2018,1,01-04,Thursday,14,2018-01-04
2018-01-04 15:00:00,2.203066,57.598434,1.975886,0.420569,10.627821,0.392688,1.690773,5.536256,0.107436,1.153999,0.358845,,0.137004,0.22142,1.0294,2018,1,01-04,Thursday,15,2018-01-04
2018-01-04 16:00:00,2.495817,57.221247,1.976071,0.338672,10.604051,0.412384,1.692643,5.548465,0.107399,1.169243,0.294479,,0.137952,0.22048,1.021006,2018,1,01-04,Thursday,16,2018-01-04
2018-01-04 17:00:00,2.774934,54.890057,1.976181,0.142597,10.38751,0.419232,1.696163,5.548647,0.107571,1.166643,0.05819,,0.141439,0.2208,1.028825,2018,1,01-04,Thursday,17,2018-01-04
2018-01-04 18:00:00,3.212367,50.731286,1.975956,0.055851,10.435864,0.428154,1.693657,5.573947,0.10746,1.190173,0.05869,,0.136507,0.21543,1.031846,2018,1,01-04,Thursday,18,2018-01-04
2018-01-04 19:00:00,3.235009,50.560557,1.976125,0.002377,10.522948,0.442525,1.699929,5.617103,0.107539,1.224559,0.05896,,0.134415,0.21227,1.025648,2018,1,01-04,Thursday,19,2018-01-04
2018-01-04 20:00:00,3.368444,54.092923,1.976535,0.0,10.495614,0.444289,1.694504,5.648363,0.107474,1.231816,0.05878,,0.135661,0.21081,0.963917,2018,1,01-04,Thursday,20,2018-01-04
2018-01-04 21:00:00,3.783714,54.828486,1.976506,0.0,10.506449,0.441682,1.693472,5.65925,0.107508,1.225493,0.05875,,0.138783,0.21164,0.969871,2018,1,01-04,Thursday,21,2018-01-04
2018-01-04 22:00:00,4.12774,53.849854,1.976677,0.0,10.453728,0.45545,1.695103,5.678521,0.107509,1.104671,0.05894,,0.12542,0.21101,1.017104,2018,1,01-04,Thursday,22,2018-01-04
2018-01-04 23:00:00,4.182616,51.393498,1.976737,0.0,10.444325,0.457007,1.695731,5.700778,0.107455,1.075481,0.05894,,0.115897,0.21178,1.021256,2018,1,01-04,Thursday,23,2018-01-04
2018-01-05 00:00:00,4.295705,47.247517,1.970978,0.0,10.300165,0.444616,1.69729,5.616739,0.107444,1.054257,0.05913,,0.118269,0.20762,0.9948,2018,1,01-05,Friday,0,2018-01-05
2018-01-05 01:00:00,4.157282,44.204057,1.969324,0.0,9.811464,0.456824,1.695123,5.379312,0.107507,0.77215,0.059406,,0.117355,0.20845,1.015337,2018,1,01-05,Friday,1,2018-01-05
2018-01-05 02:00:00,4.104567,42.72337,1.970128,0.0,9.181663,0.430979,1.50797,5.313086,0.107521,0.415277,0.05877,,0.11754,0.20805,1.02247,2018,1,01-05,Friday,2,2018-01-05
2018-01-05 03:00:00,4.200156,41.440976,1.971216,0.0,9.062667,0.448393,1.360751,5.318636,0.107515,0.391257,0.05875,,0.121617,0.20716,1.048588,2018,1,01-05,Friday,3,2018-01-05
2018-01-05 04:00:00,4.110475,40.94413,1.971065,0.0,9.112495,0.46877,1.363645,5.34013,0.107526,0.408317,0.05941,,0.123009,0.20684,1.034848,2018,1,01-05,Friday,4,2018-01-05
2018-01-05 05:00:00,3.986357,41.824491,1.971057,0.0,9.130853,0.468873,1.360539,5.338343,0.107531,0.409481,0.05945,,0.122227,0.2077,1.056709,2018,1,01-05,Friday,5,2018-01-05
2018-01-05 06:00:00,3.823421,42.514248,1.970998,0.003059,9.128543,0.46,1.360391,5.334933,0.107431,0.427478,0.05867,,0.119148,0.20721,1.053282,2018,1,01-05,Friday,6,2018-01-05
2018-01-05 07:00:00,3.762022,44.325066,1.970918,0.092094,9.26113,0.463642,1.519759,5.333284,0.10757,0.427819,0.05906,,0.117546,0.20663,1.02582,2018,1,01-05,Friday,7,2018-01-05
2018-01-05 08:00:00,3.723451,48.660375,1.970498,0.226339,9.353361,0.466297,1.698623,5.265595,0.107553,0.428356,0.05972,,0.117034,0.21331,0.996873,2018,1,01-05,Friday,8,2018-01-05
2018-01-05 09:00:00,3.743567,52.258747,1.969935,0.319347,9.386348,0.466905,1.691008,5.324193,0.10741,0.427787,0.05988,,0.120025,0.21478,0.97436,2018,1,01-05,Friday,9,2018-01-05
2018-01-05 10:00:00,3.285097,55.287565,1.970476,0.308903,9.390515,0.453695,1.691827,5.331329,0.107514,0.428322,0.06007,,0.120481,0.21489,0.982387,2018,1,01-05,Friday,10,2018-01-05
2018-01-05 11:00:00,3.115966,55.896886,1.97059,0.314986,9.522382,0.442516,1.693088,5.470704,0.107502,0.415603,0.05993,,0.122146,0.21563,0.995263,2018,1,01-05,Friday,11,2018-01-05
2018-01-05 12:00:00,3.126542,55.32055,1.971416,0.478682,9.499569,0.450163,1.687892,5.460824,0.107459,0.452268,0.06026,,0.121576,0.2147,0.944427,2018,1,01-05,Friday,12,2018-01-05
2018-01-05 13:00:00,3.257887,56.936422,1.971312,0.439066,9.448239,0.456101,1.683702,5.433018,0.107137,0.472422,0.05952,,0.121145,0.21501,0.900184,2018,1,01-05,Friday,13,2018-01-05
2018-01-05 14:00:00,3.343678,58.534244,1.971658,0.405216,9.477448,0.45187,1.681103,5.422398,0.106316,0.471757,0.06027,,0.120426,0.2157,0.947608,2018,1,01-05,Friday,14,2018-01-05
2018-01-05 15:00:00,4.065653,58.207406,1.971685,0.251514,9.532145,0.45333,1.684129,5.425148,0.105632,0.470021,0.06008,,0.118516,0.21646,0.998829,2018,1,01-05,Friday,15,2018-01-05
2018-01-05 16:00:00,4.370086,56.743616,1.971831,0.221252,9.585279,0.45608,1.686086,5.445973,0.105661,0.472177,0.0593,,0.115933,0.21476,1.029309,2018,1,01-05,Friday,16,2018-01-05
2018-01-05 17:00:00,4.406791,54.818333,1.971798,0.183356,9.341817,0.463878,1.686689,5.468707,0.107205,0.180123,0.05963,,0.115583,0.21376,1.046242,2018,1,01-05,Friday,17,2018-01-05
2018-01-05 18:00:00,4.606171,51.607469,1.971343,0.066317,8.81209,0.459859,1.690725,5.096173,0.107316,0.040412,0.06008,,0.114191,0.20835,1.034984,2018,1,01-05,Friday,18,2018-01-05
2018-01-05 19:00:00,4.446227,51.846201,1.970269,0.002228,8.564692,0.457839,1.695368,4.961903,0.107553,0.041072,0.0604,,0.112232,0.20517,0.923155,2018,1,01-05,Friday,19,2018-01-05
2018-01-05 20:00:00,4.194724,55.591066,1.970161,0.0,8.551349,0.464392,1.712684,4.950521,0.107509,0.041084,0.06003,,0.111102,0.2068,0.897227,2018,1,01-05,Friday,20,2018-01-05
2018-01-05 21:00:00,3.859844,56.688255,1.970233,0.0,8.582805,0.463005,1.71465,4.96993,0.107426,0.035582,0.05955,,0.109693,0.20518,0.917789,2018,1,01-05,Friday,21,2018-01-05
2018-01-05 22:00:00,3.375318,56.689655,1.970127,0.0,8.622658,0.46554,1.707498,4.966097,0.107553,0.02051,0.094,,0.112429,0.20748,0.941551,2018,1,01-05,Friday,22,2018-01-05
2018-01-05 23:00:00,3.118051,54.935856,1.970206,0.0,8.815185,0.46382,1.710391,4.971033,0.107498,0.020518,0.24828,,0.13037,0.20722,0.956055,2018,1,01-05,Friday,23,2018-01-05
2018-01-06 00:00:00,3.206256,51.355097,1.96421,0.0,8.75476,0.466776,1.649368,4.862558,0.107548,0.063624,0.267225,,0.137538,0.20725,0.992873,2018,1,01-06,Saturday,0,2018-01-06
2018-01-06 01:00:00,3.3054,47.876457,1.964069,0.0,8.751555,0.466999,1.547472,4.837224,0.107536,0.155829,0.266497,,0.140144,0.2081,1.021754,2018,1,01-06,Saturday,1,2018-01-06
2018-01-06 02:00:00,2.912958,46.013499,1.964444,0.0,8.655152,0.468494,1.54194,4.837994,0.107532,0.165546,0.15893,,0.14388,0.20878,1.022056,2018,1,01-06,Saturday,2,2018-01-06
2018-01-06 03:00:00,2.617247,44.964963,1.964436,0.0,8.543313,0.466167,1.5455,4.837976,0.107508,0.15285,0.06069,,0.144539,0.20845,1.019633,2018,1,01-06,Saturday,3,2018-01-06
2018-01-06 04:00:00,2.648311,44.142527,1.964447,0.0,8.552923,0.463858,1.543483,4.837767,0.107555,0.146279,0.06112,,0.14193,0.20855,1.042381,2018,1,01-06,Saturday,4,2018-01-06
2018-01-06 05:00:00,2.633307,43.970796,1.964557,0.0,8.549838,0.462105,1.543391,4.840602,0.107485,0.153452,0.06111,,0.139294,0.20828,1.034119,2018,1,01-06,Saturday,5,2018-01-06
2018-01-06 06:00:00,2.996354,42.694143,1.964689,0.004393,8.360014,0.454937,1.544975,4.840442,0.107516,0.008312,0.06107,,0.137147,0.20859,0.997025,2018,1,01-06,Saturday,6,2018-01-06
2018-01-06 07:00:00,3.208347,42.092736,1.96467,0.121252,8.396966,0.463326,1.525002,4.849432,0.107523,2e-06,0.06058,,0.139441,0.20904,1.04262,2018,1,01-06,Saturday,7,2018-01-06
