datetime,Wind,Hydro,Nuclear,Solar,Thermal,Thermal.Biomassa,Thermal.Carvão,Thermal.Carvão.mineral,Thermal.Gás,Thermal.Gás.natural,Thermal.Gás.Natural,Thermal.Óleo.Combustível,Thermal.Óleo.Diesel,Thermal.Petróleo,Thermal.Resíduos.Industriais,year,month,month_date,weekday,hour,date
2019-01-01 00:00:00,6.081406,41.460542,1.987732,0.0,5.839031,0.328494,0.66181,3.349023,0.0,0.119549,0.048662,,0.11427,0.257322,0.959901,2019,1,01-01,Tuesday,0,2019-01-01
2019-01-01 01:00:00,5.85829,41.881891,1.987475,0.0,5.519624,0.328602,0.53627,3.144206,0.0,0.119148,0.04854,,0.11427,0.272703,0.955885,2019,1,01-01,Tuesday,1,2019-01-01
2019-01-01 02:00:00,5.578974,41.954457,1.987431,0.0,5.419784,0.332242,0.5082,3.07497,0.0,0.118681,0.04855,,0.11427,0.272774,0.950097,2019,1,01-01,Tuesday,2,2019-01-01
2019-01-01 03:00:00,5.761302,40.840237,1.987525,0.0,5.435467,0.336869,0.50669,3.076624,0.0,0.118422,0.04855,,0.11427,0.272616,0.961426,2019,1,01-01,Tuesday,3,2019-01-01
2019-01-01 04:00:00,5.923669,39.875346,1.987738,0.0,5.434515,0.332891,0.50725,3.074578,0.0,0.11912,0.04855,,0.11427,0.272475,0.965381,2019,1,01-01,Tuesday,4,2019-01-01
2019-01-01 05:00:00,5.593268,39.538194,1.987382,0.0,5.375882,0.330053,0.483,3.060861,0.0,0.118819,0.04855,,0.11427,0.27273,0.947599,2019,1,01-01,Tuesday,5,2019-01-01
2019-01-01 06:00:00,5.765604,37.168706,1.987381,0.019593,4.763402,0.332452,0.37895,2.627762,0.0,0.046224,0.04854,,0.11427,0.272784,0.94242,2019,1,01-01,Tuesday,6,2019-01-01
2019-01-01 07:00:00,5.551752,35.702129,1.987157,0.381861,4.37206,0.332501,0.26416,2.353981,0.0,0.015375,0.04857,,0.11427,0.272531,0.970672,2019,1,01-01,Tuesday,7,2019-01-01
2019-01-01 08:00:00,6.042876,35.615295,1.987292,0.86714,4.354935,0.333905,0.26297,2.339744,0.0,0.015462,0.04855,,0.11427,0.272484,0.96755,2019,1,01-01,Tuesday,8,2019-01-01
2019-01-01 09:00:00,6.360797,36.481239,1.987168,1.092531,4.323244,0.327098,0.26287,2.335013,0.0,0.015388,0.04853,,0.11427,0.272227,0.947848,2019,1,01-01,Tuesday,9,2019-01-01
2019-01-01 10:00:00,6.39618,37.449625,1.986438,1.194724,4.341866,0.325293,0.26302,2.334079,0.0,0.01534,0.04854,,0.11427,0.27141,0.969914,2019,1,01-01,Tuesday,10,2019-01-01
2019-01-01 11:00:00,5.927947,38.643514,1.985913,1.277459,4.346297,0.324106,0.26392,2.332621,0.0,0.015563,0.04857,,0.11427,0.270731,0.976516,2019,1,01-01,Tuesday,11,2019-01-01
2019-01-01 12:00:00,5.517741,39.08613,1.986061,1.274473,4.34572,0.330254,0.26368,2.329044,0.0,0.015664,0.04858,,0.11427,0.270016,0.974212,2019,1,01-01,Tuesday,12,2019-01-01
2019-01-01 13:00:00,5.491141,38.833696,1.985962,1.223801,4.330691,0.330683,0.26271,2.325225,0.0,0.014923,0.04858,,0.11427,0.270363,0.963937,2019,1,01-01,Tuesday,13,2019-01-01
