datetime,Wind,Hydro,Nuclear,Solar,Thermal,Thermal.Biomassa,Thermal.Carvão,Thermal.Carvão.mineral,Thermal.Gás,Thermal.Gás.natural,Thermal.Gás.Natural,Thermal.Óleo.Combustível,Thermal.Óleo.Diesel,Thermal.Petróleo,Thermal.Resíduos.Industriais,year,month,month_date,weekday,hour,date
2020-01-01 00:00:00,2.088364,41.024413,1.997893,0.0,12.3577465,0.511071,2.432323,7.6959305,0.0,0.20218,0.022,,0.08877,0.121,1.284472,2020,1,01-01,Wednesday,0,2020-01-01
2020-01-01 01:00:00,1.732247,42.461909,1.998224,0.0,11.9691615,0.520442,2.434976,7.2930435,0.0,0.208646,0.022999,,0.08877,0.121,1.279285,2020,1,01-01,Wednesday,1,2020-01-01
2020-01-01 02:00:00,1.495537,42.28863,1.997923,0.0,11.999893,0.517456,2.434315,7.319963,0.0,0.203908,0.023,,0.08877,0.121,1.291481,2020,1,01-01,Wednesday,2,2020-01-01
2020-01-01 03:00:00,1.570304,41.374157,1.998242,0.0,11.9421595,0.520169,2.436514,7.2965635,0.0,0.171413,0.023,,0.08877,0.121,1.28473,2020,1,01-01,Wednesday,3,2020-01-01
2020-01-01 04:00:00,1.562913,40.417883,1.998219,0.0,11.9523875,0.531641,2.430994,7.3003165,0.0,0.174265,0.023,,0.08877,0.121,1.282401,2020,1,01-01,Wednesday,4,2020-01-01
2020-01-01 05:00:00,1.431103,37.703957,1.998119,0.011258,11.924255,0.523065,2.431819,7.303513,0.0,0.144068,0.024,,0.08877,0.121,1.28802,2020,1,01-01,Wednesday,5,2020-01-01
2020-01-01 06:00:00,1.455094,35.114239,1.997916,0.323484,11.692468,0.498799,2.40464,7.194611,0.0,0.075731,0.024,,0.08877,0.121,1.284917,2020,1,01-01,Wednesday,6,2020-01-01
2020-01-01 07:00:00,1.512519,35.150001,1.998117,0.82373,11.484504,0.490771,2.391285,7.048335,0.0,0.029164,0.024,,0.08877,0.121,1.291179,2020,1,01-01,Wednesday,7,2020-01-01
2020-01-01 08:00:00,1.781314,35.623,1.998308,1.074318,11.4683265,0.493935,2.414856,7.0162675,0.0,0.028305,0.019,,0.08877,0.121,1.286193,2020,1,01-01,Wednesday,8,2020-01-01
2020-01-01 09:00:00,1.986216,36.30519,1.997949,1.263371,11.4354505,0.479612,2.432815,7.0012295,0.0,0.028623,0.015,,0.08877,0.121,1.268401,2020,1,01-01,Wednesday,9,2020-01-01
2020-01-01 10:00:00,2.174282,37.056002,1.998022,1.37428,11.4348145,0.486572,2.438423,6.9850605,0.0,0.028606,0.016999,,0.08877,0.121,1.269384,2020,1,01-01,Wednesday,10,2020-01-01
2020-01-01 11:00:00,2.541601,37.204502,1.997953,1.49172,11.415328,0.489523,2.436403,6.960712,0.0,0.02842,0.022,,0.08877,0.121,1.2685,2020,1,01-01,Wednesday,11,2020-01-01
2020-01-01 12:00:00,2.86896,36.579224,1.998017,1.352642,11.4804645,0.498381,2.435857,7.0000365,0.0,0.028281,0.023,,0.08877,0.121,1.285139,2020,1,01-01,Wednesday,12,2020-01-01
2020-01-01 13:00:00,3.275261,35.851603,1.997881,1.236944,11.529594,0.502984,2.439803,7.024089,0.0,0.028442,0.023,,0.08877,0.121,1.301506,2020,1,01-01,Wednesday,13,2020-01-01
2020-01-01 14:00:00,3.271179,36.186466,1.998082,0.949336,11.5230085,0.506032,2.437165,7.0110265,0.0,0.028736,0.023,,0.08877,0.121,1.307279,2020,1,01-01,Wednesday,14,2020-01-01
2020-01-01 15:00:00,2.931272,36.86704,1.997713,0.932115,11.3434635,0.512926,2.43748,7.0255155,0.0,0.029229,0.023,,0.08877,0.121,1.105543,2020,1,01-01,Wednesday,15,2020-01-01
2020-01-01 16:00:00,2.487866,38.440831,1.995613,0.657423,11.199434,0.529179,2.427352,7.044371,0.0,0.028806,0.023,,0.08877,0.121,0.936956,2020,1,01-01,Wednesday,16,2020-01-01
2020-01-01 17:00:00,2.367653,40.194239,1.995456,0.246748,11.2886555,0.532156,2.428354,7.0777145,0.0,0.029338,0.023,,0.08877,0.121,0.988323,2020,1,01-01,Wednesday,17,2020-01-01
2020-01-01 18:00:00,2.574574,43.675071,1.995412,0.013048,11.432859,0.548716,2.428215,7.210774,0.0,0.029325,0.022,,0.08877,0.121,0.984059,2020,1,01-01,Wednesday,18,2020-01-01
2020-01-01 19:00:00,2.885701,48.134158,1.995791,0.0,11.678832,0.537252,2.431966,7.483683,0.0,0.028884,0.022,,0.08877,0.121,0.965277,2020,1,01-01,Wednesday,19,2020-01-01
2020-01-01 20:00:00,3.451243,48.951389,1.995356,0.0,11.9164895,0.536876,2.441948,7.6135145,0.0,0.028603,0.022,,0.08877,0.121,1.063778,2020,1,01-01,Wednesday,20,2020-01-01
2020-01-01 21:00:00,3.186987,49.56416,1.994065,0.0,11.893582,0.537847,2.445668,7.547728,0.0,0.029438,0.022,,0.08877,0.121,1.101131,2020,1,01-01,Wednesday,21,2020-01-01
2020-01-01 22:00:00,2.850898,49.068573,1.994035,0.0,12.078176,0.53068,2.446547,7.5655,0.0,0.028508,0.022,,0.08877,0.121,1.275171,2020,1,01-01,Wednesday,22,2020-01-01
2020-01-01 23:00:00,3.007396,46.557011,1.993745,6.5e-05,12.0921595,0.513563,2.445303,7.5852505,0.0,0.028315,0.022,,0.08877,0.121,1.287958,2020,1,01-01,Wednesday,23,2020-01-01
2020-01-02 00:00:00,3.041178,43.918536,1.994097,0.0,12.093665,0.494646,2.439713,7.624103,0.0,0.028373,0.021,,0.08877,0.121,1.27606,2020,1,01-02,Thursday,0,2020-01-02
2020-01-02 01:00:00,3.146812,41.553055,1.992612,0.0,12.095902,0.486233,2.446509,7.625648,0.0,0.028584,0.023,,0.08877,0.121,1.276158,2020,1,01-02,Thursday,1,2020-01-02
2020-01-02 02:00:00,2.878204,40.378513,1.989652,0.0,12.092563,0.489457,2.444557,7.622448,0.0,0.028788,0.023,,0.08877,0.121,1.274543,2020,1,01-02,Thursday,2,2020-01-02
2020-01-02 03:00:00,2.718968,39.483287,1.992928,0.0,12.100913,0.48854,2.444736,7.60715,0.0,0.028521,0.023,,0.08877,0.121,1.299196,2020,1,01-02,Thursday,3,2020-01-02
2020-01-02 04:00:00,2.645908,39.248391,1.992677,0.0,12.076206,0.49288,2.442776,7.604998,0.0,0.029282,0.023,,0.08877,0.121,1.2735,2020,1,01-02,Thursday,4,2020-01-02
