datetime,Wind,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás natural,Thermal:Gás Natural,Thermal:Óleo Combustível,Thermal:Óleo Diesel,Thermal:Petróleo,Thermal:Resíduos Industriais,year,month,month_date,weekday,hour,date
2022-01-02 02:00:00,7.018444,41.731715,1.99915,0.001015,6.931446,0.383701,0.893955,3.918422,,0.0,0.204579,,,0.033164,0.893125,2022,1,01-02,Sunday,2,2022-01-02
2022-01-02 03:00:00,6.766335,40.68251,2.000057,0.001008,6.880079,0.352031,0.893388,3.915944,,0.0,0.204885,,,0.033272,0.872559,2022,1,01-02,Sunday,3,2022-01-02
2022-01-02 04:00:00,6.562196,40.205657,2.000205,0.001017,6.886823,0.359892,0.894942,3.913391,,0.0,0.204735,,,0.033373,0.87349,2022,1,01-02,Sunday,4,2022-01-02
2022-01-02 05:00:00,6.988889,37.899445,2.000847,0.024277,6.831909,0.362592,0.887634,3.905444,,0.0,0.218404,,,0.03335,0.815985,2022,1,01-02,Sunday,5,2022-01-02
2022-01-02 06:00:00,6.925972,35.755811,2.001569,0.364122,6.789516,0.38099,0.885149,3.90865,,0.0,0.26337,,,0.033226,0.715131,2022,1,01-02,Sunday,6,2022-01-02
2022-01-02 07:00:00,7.148728,35.02239,2.001518,1.124646,6.791887,0.384154,0.890626,3.903356,,0.0,0.266075,,,0.025678,0.721498,2022,1,01-02,Sunday,7,2022-01-02
2022-01-02 08:00:00,6.908197,35.343161,2.00133,1.710365,6.780544,0.384425,0.895833,3.894546,,0.0,0.266026,,,0.020578,0.722636,2022,1,01-02,Sunday,8,2022-01-02
2022-01-02 09:00:00,5.920703,36.150038,2.001642,2.447025,6.757628,0.379648,0.898285,3.874879,,0.0,0.265467,,,0.020594,0.726255,2022,1,01-02,Sunday,9,2022-01-02
2022-01-02 10:00:00,5.779612,37.144111,2.001324,2.605414,6.747161,0.387884,0.896202,3.869432,,0.0,0.26474,,,0.017576,0.722311,2022,1,01-02,Sunday,10,2022-01-02
2022-01-02 11:00:00,5.969228,38.136988,2.00161,2.832712,6.751917,0.393833,0.904813,3.865276,,0.0,0.263472,,,0.015515,0.723508,2022,1,01-02,Sunday,11,2022-01-02
2022-01-02 12:00:00,5.988004,38.866173,2.001295,2.88642,6.745891,0.393015,0.89667,3.860305,,0.0,0.262468,,,0.0156,0.734333,2022,1,01-02,Sunday,12,2022-01-02
2022-01-02 13:00:00,6.717639,39.36505,2.000715,2.494675,6.761619,0.384878,0.90545,3.857111,,0.0,0.261225,,,0.018614,0.753841,2022,1,01-02,Sunday,13,2022-01-02
2022-01-02 14:00:00,7.514329,39.815246,2.000699,1.956511,6.805737,0.395918,0.907937,3.863358,,0.0,0.260564,,,0.022704,0.775756,2022,1,01-02,Sunday,14,2022-01-02
2022-01-02 15:00:00,7.964885,41.124166,2.00062,1.424968,6.833511,0.39906,0.910629,3.872678,,0.0,0.261715,,,0.027085,0.778844,2022,1,01-02,Sunday,15,2022-01-02
2022-01-02 16:00:00,7.968887,43.424106,2.000702,0.680915,6.990261,0.409533,0.923076,3.944992,,0.0,0.263235,,,0.028475,0.83895,2022,1,01-02,Sunday,16,2022-01-02
2022-01-02 17:00:00,7.927577,45.866351,2.000798,0.227324,7.590874,0.40855,1.019083,4.406304,,0.0,0.264488,,,0.027072,0.882377,2022,1,01-02,Sunday,17,2022-01-02
2022-01-02 18:00:00,7.486311,50.049809,2.000577,0.039459,8.221353,0.437322,1.07665,4.928734,,0.0,0.265037,,,0.023416,0.907194,2022,1,01-02,Sunday,18,2022-01-02
2022-01-02 19:00:00,7.150354,54.783254,2.000372,0.001281,8.25499,0.433901,1.088138,4.941596,,0.0,0.26567,,,0.032232,0.909453,2022,1,01-02,Sunday,19,2022-01-02
2022-01-02 20:00:00,7.067497,55.824627,2.000347,0.001015,8.260654,0.429758,1.077669,4.943277,,0.0,0.266195,,,0.034095,0.9187,2022,1,01-02,Sunday,20,2022-01-02
2022-01-02 21:00:00,6.792841,55.414824,2.000496,0.001038,8.266979,0.423517,1.077904,4.955899,,0.0,0.266394,,,0.034552,0.913713,2022,1,01-02,Sunday,21,2022-01-02
2022-01-02 22:00:00,6.642,54.159008,2.000507,0.001039,8.32384,0.442902,1.083298,4.984576,,0.0,0.266552,,,0.034185,0.914327,2022,1,01-02,Sunday,22,2022-01-02
2022-01-02 23:00:00,6.301555,52.104348,2.000639,0.00102,8.251193,0.436159,1.084619,4.962813,,0.0,0.266589,,,0.034375,0.869638,2022,1,01-02,Sunday,23,2022-01-02
2022-01-03 00:00:00,6.134703,50.043331,2.000362,0.001021,7.54504,0.405036,1.08765,4.291038,,0.0,0.266468,,,0.034473,0.863853,2022,1,01-03,Monday,0,2022-01-03
2022-01-03 01:00:00,5.782448,48.213159,2.000394,0.001029,7.332178,0.38388,1.091004,4.102524,,0.0,0.266732,,,0.032005,0.857033,2022,1,01-03,Monday,1,2022-01-03
2022-01-03 02:00:00,5.33707,46.979565,2.000202,0.001,7.298335,0.363827,1.088663,4.095551,,0.0,0.267131,,,0.031072,0.847591,2022,1,01-03,Monday,2,2022-01-03
2022-01-03 03:00:00,5.542974,45.813753,2.001711,0.00102,7.215855,0.358908,1.086607,4.038977,,0.0,0.267645,,,0.031013,0.824705,2022,1,01-03,Monday,3,2022-01-03
2022-01-03 04:00:00,5.599663,45.507038,2.002823,0.001017,7.159626,0.362675,1.090442,4.01053,,0.0,0.267443,,,0.030921,0.790615,2022,1,01-03,Monday,4,2022-01-03
2022-01-03 05:00:00,5.987581,44.624628,2.00291,0.02615,7.135105,0.361792,1.094121,4.005733,,0.0,0.267261,,,0.030904,0.766794,2022,1,01-03,Monday,5,2022-01-03
2022-01-03 06:00:00,6.251383,44.52687,2.002724,0.437085,7.146315,0.35847,1.09391,4.018748,,0.0,0.267088,,,0.026346,0.778753,2022,1,01-03,Monday,6,2022-01-03
2022-01-03 07:00:00,7.106569,46.180082,2.002846,1.090725,7.643965,0.390793,1.088767,4.501274,,0.0,0.26763,,,0.02078,0.774221,2022,1,01-03,Monday,7,2022-01-03
2022-01-03 08:00:00,7.134723,48.980938,2.002796,1.787568,8.681731,0.414003,1.099244,5.41212,,0.03943,0.31009,,,0.020798,0.789546,2022,1,01-03,Monday,8,2022-01-03
2022-01-03 09:00:00,7.001082,50.623309,2.003206,2.370184,8.953799,0.42053,1.126988,5.529544,,0.11795,0.341073,,,0.024313,0.800901,2022,1,01-03,Monday,9,2022-01-03
2022-01-03 10:00:00,6.456435,52.279928,2.003304,2.654684,9.02663,0.428869,1.150956,5.520638,,0.150975,0.341949,,,0.025995,0.818248,2022,1,01-03,Monday,10,2022-01-03
2022-01-03 11:00:00,6.589381,52.468907,2.003149,2.763179,9.031409,0.440952,1.152845,5.505625,,0.161925,0.348417,,,0.027673,0.808472,2022,1,01-03,Monday,11,2022-01-03
2022-01-03 12:00:00,5.722256,52.467443,2.003124,2.668747,9.210557,0.448048,1.160281,5.664222,,0.162505,0.351612,,,0.029157,0.811232,2022,1,01-03,Monday,12,2022-01-03
2022-01-03 13:00:00,6.021525,54.803035,2.003036,2.308178,9.283793,0.428402,1.161467,5.755613,,0.162005,0.350201,,,0.029905,0.8157,2022,1,01-03,Monday,13,2022-01-03
2022-01-03 14:00:00,5.640728,57.306231,2.003163,2.264687,9.382066,0.42422,1.167776,5.851203,,0.16083,0.349904,,,0.031174,0.817459,2022,1,01-03,Monday,14,2022-01-03
2022-01-03 15:00:00,5.93461,58.61574,2.002968,1.751615,9.521233,0.446725,1.167608,5.980016,,0.160005,0.349467,,,0.031062,0.80285,2022,1,01-03,Monday,15,2022-01-03
2022-01-03 16:00:00,5.61594,59.494511,2.002056,1.179815,9.585192,0.463067,1.169836,5.994392,,0.16162,0.37876,,,0.03132,0.804197,2022,1,01-03,Monday,16,2022-01-03
2022-01-03 17:00:00,5.792005,57.505744,2.002073,0.345543,9.804889,0.466349,1.166654,6.067791,,0.16251,0.554026,,,0.032948,0.771611,2022,1,01-03,Monday,17,2022-01-03
2022-01-03 18:00:00,5.994937,57.223696,2.002008,0.022576,9.968036,0.443387,1.163052,6.210614,,0.162575,0.574515,,,0.034736,0.796156,2022,1,01-03,Monday,18,2022-01-03
2022-01-03 19:00:00,6.598355,60.568162,2.000467,0.001165,9.965513,0.415184,1.15605,6.248124,,0.163625,0.578025,,,0.034577,0.785928,2022,1,01-03,Monday,19,2022-01-03
2022-01-03 20:00:00,6.933181,60.834179,2.00036,0.001,10.06348,0.425382,1.127593,6.334856,,0.16257,0.580769,,,0.035023,0.806287,2022,1,01-03,Monday,20,2022-01-03
2022-01-03 21:00:00,6.663628,60.952092,2.000052,0.001,10.221045,0.420391,1.129176,6.494843,,0.162245,0.583246,,,0.035057,0.801087,2022,1,01-03,Monday,21,2022-01-03
2022-01-03 22:00:00,6.580909,59.006645,2.00021,0.001001,10.270777,0.417215,1.133049,6.54358,,0.16255,0.584081,,,0.034712,0.797592,2022,1,01-03,Monday,22,2022-01-03
2022-01-03 23:00:00,7.197505,55.071682,2.000385,0.001001,10.235429,0.410407,1.129049,6.518682,,0.1622,0.583832,,,0.034572,0.799687,2022,1,01-03,Monday,23,2022-01-03
2022-01-04 00:00:00,7.277508,51.588729,2.000313,0.001,10.051028,0.38073,1.128785,6.378059,,0.152145,0.584002,,,0.035007,0.795799,2022,1,01-04,Tuesday,0,2022-01-04
2022-01-04 01:00:00,6.81374,48.981408,2.000452,0.001,9.95348,0.37657,1.128936,6.345597,,0.14031,0.548901,,,0.034005,0.780161,2022,1,01-04,Tuesday,1,2022-01-04
2022-01-04 02:00:00,7.136844,47.085606,2.000612,0.001,9.710962,0.385209,1.127412,6.096094,,0.14057,0.510543,,,0.030878,0.815756,2022,1,01-04,Tuesday,2,2022-01-04
2022-01-04 03:00:00,7.168738,46.08915,2.000448,0.001,9.643194,0.391281,1.124168,6.05608,,0.095495,0.510493,,,0.030947,0.82673,2022,1,01-04,Tuesday,3,2022-01-04
2022-01-04 04:00:00,6.680026,46.178242,2.000483,0.001,9.56207,0.412633,1.124334,6.043484,,0.0,0.510914,,,0.030804,0.832901,2022,1,01-04,Tuesday,4,2022-01-04
2022-01-04 05:00:00,6.893356,45.270291,2.00071,0.038098,9.567587,0.421552,1.123424,6.059203,,0.0,0.515709,,,0.030985,0.808214,2022,1,01-04,Tuesday,5,2022-01-04
2022-01-04 06:00:00,6.47093,45.320605,2.000421,0.573168,9.730408,0.430231,1.127279,6.094612,,0.04064,0.568567,,,0.030743,0.835331,2022,1,01-04,Tuesday,6,2022-01-04
2022-01-04 07:00:00,7.265615,47.282867,2.000546,1.455391,9.843864,0.472541,1.135967,6.094829,,0.122185,0.584478,,,0.021544,0.81182,2022,1,01-04,Tuesday,7,2022-01-04
2022-01-04 08:00:00,7.142692,50.694973,2.000711,1.887058,10.153446,0.486242,1.150342,6.373149,,0.14735,0.585136,,,0.020983,0.793744,2022,1,01-04,Tuesday,8,2022-01-04
2022-01-04 09:00:00,6.097831,53.125226,2.001386,2.005719,10.446644,0.480353,1.168659,6.654684,,0.15345,0.584651,,,0.025166,0.787181,2022,1,01-04,Tuesday,9,2022-01-04
2022-01-04 10:00:00,5.13332,54.600937,2.001446,2.542723,10.446029,0.46108,1.180177,6.683602,,0.15324,0.581545,,,0.025595,0.77179,2022,1,01-04,Tuesday,10,2022-01-04
2022-01-04 11:00:00,5.012187,54.691169,2.001749,2.667743,10.397205,0.456626,1.143974,6.695698,,0.152365,0.579472,,,0.026616,0.756954,2022,1,01-04,Tuesday,11,2022-01-04
2022-01-04 12:00:00,5.252705,53.06509,2.00194,2.741568,10.392711,0.466011,1.114196,6.707906,,0.1514,0.57825,,,0.030019,0.761429,2022,1,01-04,Tuesday,12,2022-01-04
2022-01-04 13:00:00,5.519442,54.513655,2.001864,2.741889,10.467185,0.472781,1.124909,6.759204,,0.151705,0.578388,,,0.030751,0.768947,2022,1,01-04,Tuesday,13,2022-01-04
2022-01-04 14:00:00,6.356203,56.217785,2.001708,2.125162,10.393965,0.460796,1.095251,6.728073,,0.15201,0.578666,,,0.030756,0.768913,2022,1,01-04,Tuesday,14,2022-01-04
2022-01-04 15:00:00,6.989949,56.847876,2.001684,1.907855,10.362095,0.459938,1.095945,6.722298,,0.153695,0.576731,,,0.030719,0.739269,2022,1,01-04,Tuesday,15,2022-01-04
2022-01-04 16:00:00,7.156272,57.485002,2.001795,1.407573,10.478452,0.470263,1.099642,6.73767,,0.16149,0.575909,,,0.030714,0.820764,2022,1,01-04,Tuesday,16,2022-01-04
2022-01-04 17:00:00,7.221083,56.572973,2.001886,0.411412,10.440956,0.474754,1.021032,6.756752,,0.162305,0.577079,,,0.029458,0.836576,2022,1,01-04,Tuesday,17,2022-01-04
2022-01-04 18:00:00,7.521697,56.571409,2.00192,0.034993,10.43372,0.459017,1.009079,6.79207,,0.16354,0.578674,,,0.024599,0.825238,2022,1,01-04,Tuesday,18,2022-01-04
2022-01-04 19:00:00,7.433852,60.051551,2.001975,0.001176,10.459336,0.451582,1.009613,6.817462,,0.163895,0.57996,,,0.021753,0.831071,2022,1,01-04,Tuesday,19,2022-01-04
2022-01-04 20:00:00,7.727808,60.18855,2.001915,0.001019,10.503566,0.448557,1.022341,6.837471,,0.16136,0.58179,,,0.025471,0.835576,2022,1,01-04,Tuesday,20,2022-01-04
2022-01-04 21:00:00,7.942796,59.659028,2.001864,0.001032,10.378716,0.460638,0.927787,6.786318,,0.1612,0.58306,,,0.025683,0.83903,2022,1,01-04,Tuesday,21,2022-01-04
2022-01-04 22:00:00,7.942685,57.665086,2.001555,0.001,10.165935,0.461449,0.912113,6.61998,,0.129395,0.585045,,,0.028002,0.831951,2022,1,01-04,Tuesday,22,2022-01-04
2022-01-04 23:00:00,7.87101,54.671983,2.000707,0.001012,9.444912,0.450309,0.883887,6.092312,,0.0,0.561979,,,0.033395,0.82603,2022,1,01-04,Tuesday,23,2022-01-04
2022-01-05 00:00:00,8.117059,50.895437,2.000559,0.001018,9.356267,0.41836,0.889809,6.081064,,0.0,0.511722,,,0.035163,0.823648,2022,1,01-05,Wednesday,0,2022-01-05
2022-01-05 01:00:00,8.34251,47.641997,2.000653,0.00102,9.362295,0.416077,0.89739,6.084509,,0.0,0.512136,,,0.03557,0.817613,2022,1,01-05,Wednesday,1,2022-01-05
2022-01-05 02:00:00,8.217799,45.985563,2.000513,0.001027,9.367184,0.423848,0.907039,6.078897,,0.0,0.512094,,,0.035569,0.805237,2022,1,01-05,Wednesday,2,2022-01-05
2022-01-05 03:00:00,8.159762,45.090717,2.000786,0.001035,9.167508,0.431232,0.902719,5.877686,,0.0,0.512484,,,0.03486,0.800527,2022,1,01-05,Wednesday,3,2022-01-05
2022-01-05 04:00:00,8.099616,45.12562,2.000729,0.001044,9.005579,0.402017,0.874205,5.780126,,0.0,0.512443,,,0.033076,0.796712,2022,1,01-05,Wednesday,4,2022-01-05
2022-01-05 05:00:00,8.01601,44.663868,2.000935,0.020734,8.979032,0.410902,0.83932,5.780298,,0.0,0.512756,,,0.031055,0.795701,2022,1,01-05,Wednesday,5,2022-01-05
2022-01-05 06:00:00,8.544491,43.815499,2.000797,0.744601,8.962487,0.42816,0.808637,5.781138,,0.0,0.512646,,,0.025809,0.803097,2022,1,01-05,Wednesday,6,2022-01-05
2022-01-05 07:00:00,8.51506,46.100976,2.001245,1.783623,9.290114,0.45904,0.774468,6.025521,,0.055335,0.542397,,,0.025592,0.807261,2022,1,01-05,Wednesday,7,2022-01-05
2022-01-05 08:00:00,7.355549,49.457051,2.000862,2.493068,9.888276,0.487613,0.76867,6.467672,,0.15766,0.584401,,,0.025598,0.800162,2022,1,01-05,Wednesday,8,2022-01-05
2022-01-05 09:00:00,6.299358,51.957383,2.001051,2.574889,10.006049,0.51302,0.767754,6.544421,,0.162015,0.586187,,,0.025708,0.814444,2022,1,01-05,Wednesday,9,2022-01-05
2022-01-05 10:00:00,5.574098,53.39726,2.000837,2.799988,10.056464,0.495647,0.772235,6.604799,,0.15597,0.584842,,,0.025558,0.828413,2022,1,01-05,Wednesday,10,2022-01-05
2022-01-05 11:00:00,5.168459,54.115997,2.00085,2.94926,9.979044,0.483012,0.768332,6.586526,,0.15214,0.583115,,,0.025686,0.794733,2022,1,01-05,Wednesday,11,2022-01-05
2022-01-05 12:00:00,5.237874,52.945136,2.000735,3.090169,9.986761,0.484981,0.768389,6.584915,,0.155345,0.581758,,,0.025593,0.80228,2022,1,01-05,Wednesday,12,2022-01-05
2022-01-05 13:00:00,5.038146,55.835956,2.000674,2.962877,10.018933,0.470724,0.77118,6.621937,,0.15281,0.581981,,,0.025783,0.814018,2022,1,01-05,Wednesday,13,2022-01-05
2022-01-05 14:00:00,5.600033,57.317755,2.000692,2.840088,10.225697,0.461113,0.77114,6.841968,,0.151275,0.579865,,,0.03241,0.808426,2022,1,01-05,Wednesday,14,2022-01-05
2022-01-05 15:00:00,6.282768,57.96583,2.000679,2.249806,10.383254,0.476351,0.772553,6.966947,,0.151195,0.580211,,,0.03306,0.819437,2022,1,01-05,Wednesday,15,2022-01-05
2022-01-05 16:00:00,6.613318,58.497372,2.000925,1.417063,10.40185,0.447669,0.768577,7.015399,,0.15248,0.580809,,,0.033398,0.821518,2022,1,01-05,Wednesday,16,2022-01-05
2022-01-05 17:00:00,7.443587,55.865629,2.000786,0.573901,10.773557,0.488859,0.757162,7.323604,,0.161935,0.583943,,,0.033571,0.841483,2022,1,01-05,Wednesday,17,2022-01-05
2022-01-05 18:00:00,7.676293,56.146598,2.000988,0.060787,10.811332,0.464377,0.727429,7.422726,,0.161395,0.58583,,,0.033045,0.83353,2022,1,01-05,Wednesday,18,2022-01-05
2022-01-05 19:00:00,7.921405,59.264096,2.00076,0.001528,10.834525,0.454522,0.731839,7.455234,,0.159575,0.587303,,,0.033003,0.829049,2022,1,01-05,Wednesday,19,2022-01-05
2022-01-05 20:00:00,7.877201,59.203976,2.000914,0.001002,11.039139,0.462829,0.729612,7.655906,,0.160775,0.587802,,,0.036103,0.815112,2022,1,01-05,Wednesday,20,2022-01-05
2022-01-05 21:00:00,7.758331,58.694141,2.000596,0.001078,11.183138,0.469692,0.728153,7.791537,,0.16002,0.589099,,,0.036281,0.813356,2022,1,01-05,Wednesday,21,2022-01-05
2022-01-05 22:00:00,7.611529,56.724583,2.000713,0.00108,11.204292,0.462187,0.7275,7.807663,,0.166592,0.58959,,,0.036262,0.816498,2022,1,01-05,Wednesday,22,2022-01-05
2022-01-05 23:00:00,7.644241,53.111827,2.000639,0.001078,11.224554,0.470597,0.727429,7.801284,,0.165798,0.590891,,,0.036299,0.835256,2022,1,01-05,Wednesday,23,2022-01-05
2022-01-06 00:00:00,7.12967,51.194435,2.000766,0.001078,10.387913,0.406417,0.750233,7.125041,,0.111112,0.534079,,,0.036246,0.828284,2022,1,01-06,Thursday,0,2022-01-06
2022-01-06 01:00:00,6.497452,49.60073,2.000677,0.001078,9.689191,0.399629,0.790906,6.516543,,0.00785,0.518048,,,0.036294,0.820921,2022,1,01-06,Thursday,1,2022-01-06
2022-01-06 02:00:00,5.934341,48.283553,1.999978,0.001078,9.402268,0.39936,0.79922,6.21467,,0.007869,0.518248,,,0.03618,0.822221,2022,1,01-06,Thursday,2,2022-01-06
2022-01-06 03:00:00,5.317001,47.860205,2.000106,0.001078,9.342049,0.396607,0.798195,6.165852,,0.006368,0.518697,,,0.036369,0.811961,2022,1,01-06,Thursday,3,2022-01-06
2022-01-06 04:00:00,5.099231,48.016429,1.999793,0.001078,9.369402,0.401213,0.804321,6.18466,,1e-05,0.518916,,,0.036271,0.817011,2022,1,01-06,Thursday,4,2022-01-06
2022-01-06 05:00:00,5.128825,47.329697,1.999945,0.029512,9.390242,0.415661,0.801706,6.200315,,0.0,0.517111,,,0.033082,0.813867,2022,1,01-06,Thursday,5,2022-01-06
2022-01-06 06:00:00,4.690354,47.277467,1.999989,0.449034,9.54011,0.404051,0.77951,6.376329,,0.010605,0.519951,,,0.026259,0.820405,2022,1,01-06,Thursday,6,2022-01-06
2022-01-06 07:00:00,4.280068,49.891111,1.999798,1.101931,10.088356,0.445442,0.739263,6.831917,,0.09172,0.555369,,,0.021781,0.802364,2022,1,01-06,Thursday,7,2022-01-06
2022-01-06 08:00:00,4.575442,52.039631,2.000495,1.731905,10.744557,0.440957,0.725591,7.453063,,0.147695,0.590959,,,0.02172,0.768072,2022,1,01-06,Thursday,8,2022-01-06
2022-01-06 09:00:00,4.550272,53.080254,1.999958,2.275116,10.752108,0.448367,0.726751,7.447405,,0.152425,0.591063,,,0.025891,0.768079,2022,1,01-06,Thursday,9,2022-01-06
2022-01-06 10:00:00,4.398853,53.984798,2.00123,2.577336,10.774373,0.468598,0.73676,7.433713,,0.153208,0.588014,,,0.029621,0.774959,2022,1,01-06,Thursday,10,2022-01-06
2022-01-06 11:00:00,4.517765,53.703709,2.000825,2.841794,10.800173,0.481021,0.74023,7.421223,,0.166241,0.585871,,,0.032597,0.78749,2022,1,01-06,Thursday,11,2022-01-06
2022-01-06 12:00:00,4.780112,52.440891,2.001106,2.834896,10.809216,0.443975,0.740201,7.448926,,0.161061,0.584699,,,0.032768,0.814086,2022,1,01-06,Thursday,12,2022-01-06
2022-01-06 13:00:00,4.956259,54.293122,2.000856,2.92529,10.836482,0.458366,0.743439,7.460031,,0.162419,0.583984,,,0.033853,0.81389,2022,1,01-06,Thursday,13,2022-01-06
2022-01-06 14:00:00,5.400539,56.389552,2.001257,2.547401,10.78847,0.449667,0.740035,7.461942,,0.168112,0.584274,,,0.036298,0.768642,2022,1,01-06,Thursday,14,2022-01-06
2022-01-06 15:00:00,5.640743,57.291097,2.001032,2.225452,10.80965,0.448775,0.743069,7.466493,,0.163074,0.581491,,,0.036133,0.787115,2022,1,01-06,Thursday,15,2022-01-06
2022-01-06 16:00:00,5.840474,58.370058,2.000053,1.318795,10.767884,0.430471,0.744026,7.485849,,0.161642,0.579808,,,0.036096,0.747992,2022,1,01-06,Thursday,16,2022-01-06
2022-01-06 17:00:00,5.649055,57.171562,1.998272,0.499783,10.800831,0.434226,0.737212,7.508778,,0.158608,0.580104,,,0.036458,0.763445,2022,1,01-06,Thursday,17,2022-01-06
