date,mw,region
2019-09-20 0:00,9376,ОЭС ЮГА
2019-09-20 1:00,9783,ОЭС ЮГА
2019-09-20 2:00,8902,ОЭС ЮГА
2019-09-20 3:00,8782,ОЭС ЮГА
2019-09-20 4:00,8465,ОЭС ЮГА
2019-09-20 5:00,8759,ОЭС ЮГА
2019-09-20 6:00,9353,ОЭС ЮГА
2019-09-20 7:00,9686,ОЭС ЮГА
2019-09-20 8:00,10083,ОЭС ЮГА
2019-09-20 9:00,10973,ОЭС ЮГА
2019-09-20 10:00,11304,ОЭС ЮГА
2019-09-20 11:00,11227,ОЭС ЮГА
2019-09-20 12:00,10627,ОЭС ЮГА
2019-09-20 13:00,10292,ОЭС ЮГА
2019-09-20 14:00,10878,ОЭС ЮГА
2019-09-20 15:00,10459,ОЭС ЮГА
2019-09-20 16:00,10754,ОЭС ЮГА
2019-09-20 17:00,10816,ОЭС ЮГА
2019-09-20 18:00,11352,ОЭС ЮГА
2019-09-20 19:00,11679,ОЭС ЮГА
2019-09-20 20:00,11992,ОЭС ЮГА
2019-09-20 21:00,11475,ОЭС ЮГА
2019-09-20 22:00,11269,ОЭС ЮГА
2019-09-20 23:00,10162,ОЭС ЮГА
