datetime,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás Natural,Thermal:Gás natural,Thermal:Petróleo,Thermal:Resíduos Industriais,Thermal:Óleo Diesel,Wind,year,month,month_date,weekday,hour,date
2016-01-01 00:00:00,39643.702900000004,1994.416,0.0,10009.805999999999,337.72,1911.7820000000002,6307.5650000000005,106.80099999999999,116.615,338.142,167.583,598.318,125.28,2180.25291,2016,1,01-01,Friday,0,2016-01-01
2016-01-01 01:00:00,39186.98088,1993.594,0.0,9965.158000000001,338.411,1865.181,6309.282999999999,106.80099999999999,115.032,338.42100000000005,167.413,596.206,128.41,2147.98101,2016,1,01-01,Friday,1,2016-01-01
2016-01-01 02:00:00,38710.61199,1990.4569999999999,0.0,9771.649,338.243,1814.693,6286.819,106.80099999999999,114.4,212.165,167.583,596.895,134.05,2161.2026,2016,1,01-01,Friday,2,2016-01-01
2016-01-01 03:00:00,38067.17555,1989.726,0.0,9687.939,339.727,1775.284,6285.385,106.80099999999999,114.48700000000001,176.88799999999998,167.513,587.134,134.72,2141.57029,2016,1,01-01,Friday,3,2016-01-01
2016-01-01 04:00:00,37436.71139,1989.7640000000001,0.0,9645.389,345.31,1741.879,6289.822,106.80099999999999,114.44,174.60999999999999,167.463,569.704,135.36,2017.65268,2016,1,01-01,Friday,4,2016-01-01
2016-01-01 05:00:00,36652.42322999999,1989.8100000000002,0.0,9635.731,345.89300000000003,1736.387,6256.5289999999995,106.80099999999999,114.36399999999999,174.65,167.453,599.3439999999999,134.31,1981.46992,2016,1,01-01,Friday,5,2016-01-01
2016-01-01 06:00:00,34937.079959999995,1989.9940000000001,0.11,8637.650000000001,345.543,1559.618,5409.611,106.80099999999999,114.763,174.42,167.423,627.461,132.01,1887.66783,2016,1,01-01,Friday,6,2016-01-01
2016-01-01 07:00:00,33770.977119999996,1990.368,0.92,8125.849,346.886,1360.86,5093.861000000001,106.80099999999999,114.881,168.23,167.413,633.967,132.95000000000002,1730.22463,2016,1,01-01,Friday,7,2016-01-01
2016-01-01 08:00:00,34549.25221,1990.972,2.457,8020.373,335.75100000000003,1241.184,5111.9890000000005,106.80099999999999,114.83,173.92,167.423,635.595,132.88,1662.14743,2016,1,01-01,Friday,8,2016-01-01
2016-01-01 09:00:00,36395.43751,1990.9920000000002,5.0969999999999995,8042.5419999999995,332.97700000000003,1261.2669999999998,5130.996999999999,106.80099999999999,114.896,168.01,167.623,634.561,125.41,1432.86845,2016,1,01-01,Friday,9,2016-01-01
2016-01-01 10:00:00,37965.5519,1991.006,7.014,8144.6269999999995,333.086,1282.913,5202.198,106.80099999999999,115.65599999999999,171.28,167.553,633.78,131.36,1270.0415,2016,1,01-01,Friday,10,2016-01-01
2016-01-01 11:00:00,38976.91005,1991.998,7.657,8187.87,333.793,1327.702,5209.021,106.80099999999999,115.949,164.27,167.513,634.011,128.81,1152.03525,2016,1,01-01,Friday,11,2016-01-01
2016-01-01 12:00:00,38502.5639,1992.259,8.422,8201.280999999999,333.986,1335.173,5216.402999999999,106.80099999999999,115.93100000000001,166.53,167.473,632.104,126.88,1302.65735,2016,1,01-01,Friday,12,2016-01-01
2016-01-01 13:00:00,37138.602810000004,1993.438,8.475,8215.417000000001,333.204,1330.471,5259.125,106.80099999999999,115.657,158.57,167.473,618.846,125.27,1542.77113,2016,1,01-01,Friday,13,2016-01-01
2016-01-01 14:00:00,36287.30137,1995.399,8.077000000000002,8270.421,328.518,1328.643,5313.7660000000005,106.80099999999999,115.717,165.01,167.553,618.803,125.61,1721.33078,2016,1,01-01,Friday,14,2016-01-01
2016-01-01 15:00:00,35925.63556,1995.5020000000002,6.984,8339.971,331.431,1330.681,5372.943,106.80099999999999,115.68,166.25,167.073,623.082,126.03,1950.51595,2016,1,01-01,Friday,15,2016-01-01
2016-01-01 16:00:00,35866.275969999995,1994.6509999999998,4.9719999999999995,8313.389000000001,332.00600000000003,1335.931,5333.931,106.80099999999999,116.01499999999999,172.646,167.363,623.226,125.47,2136.9359499999996,2016,1,01-01,Friday,16,2016-01-01
2016-01-01 17:00:00,36169.41346,1993.293,2.496,8338.729000000001,313.713,1356.1879999999999,5297.996,106.80099999999999,116.14099999999999,243.04,167.443,613.657,123.75,2376.2596,2016,1,01-01,Friday,17,2016-01-01
