datetime,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás Natural,Thermal:Gás natural,Thermal:Petróleo,Thermal:Resíduos Industriais,Thermal:Óleo Diesel,Wind,year,month,month_date,weekday,hour,date
2022-01-02 07:00:00,35022.39,2001.5179999999998,1133.1100000000001,6801.9980000000005,394.265,890.626,3903.356,,266.075,0.0,25.678,721.4979999999999,,7285.185,2022,1,01-02,Sunday,7,2022-01-02
2022-01-02 08:00:00,35343.161,2001.33,1719.438,6790.0,393.881,895.833,3894.5460000000003,,266.026,0.0,20.578,722.636,,7035.768,2022,1,01-02,Sunday,8,2022-01-02
2022-01-02 09:00:00,36150.038,2001.6419999999998,2455.024,6764.536,386.556,898.285,3874.879,,265.467,0.0,20.594,726.255,,6028.165000000001,2022,1,01-02,Sunday,9,2022-01-02
2022-01-02 10:00:00,37144.111000000004,2001.3239999999998,2612.314,6753.491999999999,394.215,896.202,3869.4320000000002,,264.73999999999995,0.0,17.576,722.311,,5862.669000000001,2022,1,01-02,Sunday,10,2022-01-02
2022-01-02 11:00:00,38136.988000000005,2001.61,2837.091,6753.8910000000005,395.807,904.813,3865.2760000000003,,263.472,0.0,15.514999999999999,723.508,,6017.669,2022,1,01-02,Sunday,11,2022-01-02
2022-01-02 12:00:00,38866.173,2001.2949999999998,2892.808,6750.661,397.785,896.67,3860.305,,262.46799999999996,0.0,15.6,734.333,,6065.8859999999995,2022,1,01-02,Sunday,12,2022-01-02
2022-01-02 13:00:00,39365.049999999996,2000.715,2505.607,6762.9349999999995,386.19399999999996,905.4499999999999,3857.1110000000003,,261.22499999999997,0.0,18.613999999999997,753.841,,6811.322999999999,2022,1,01-02,Sunday,13,2022-01-02
2022-01-02 14:00:00,39815.246,2000.699,1967.719,6807.8099999999995,397.991,907.937,3863.3579999999997,,260.564,0.0,22.703999999999997,775.756,,7632.898,2022,1,01-02,Sunday,14,2022-01-02
2022-01-02 15:00:00,41124.166000000005,2000.6200000000001,1441.276,6833.688999999999,399.238,910.629,3872.678,,261.715,0.0,27.085,778.8439999999999,,8105.014000000001,2022,1,01-02,Sunday,15,2022-01-02
2022-01-02 16:00:00,43424.106,2000.702,702.292,6991.516,410.788,923.076,3944.992,,263.235,0.0,28.475,838.9499999999999,,8135.68,2022,1,01-02,Sunday,16,2022-01-02
2022-01-02 17:00:00,45866.351,2000.798,245.51500000000001,7595.595,413.271,1019.083,4406.304,,264.488,0.0,27.072,882.377,,8088.084,2022,1,01-02,Sunday,17,2022-01-02
2022-01-02 18:00:00,50049.809,2000.5769999999998,53.634,8231.089,447.058,1076.65,4928.734,,265.03700000000003,0.0,23.416,907.194,,7619.955,2022,1,01-02,Sunday,18,2022-01-02
2022-01-02 19:00:00,54783.254,2000.372,21.314,8266.432999999999,445.344,1088.1380000000001,4941.596,,265.67,0.0,32.232,909.453,,7342.524,2022,1,01-02,Sunday,19,2022-01-02
2022-01-02 20:00:00,55824.627,2000.3470000000002,19.189,8272.062,441.166,1077.669,4943.277,,266.195,0.0,34.095,918.6999999999999,,7236.118,2022,1,01-02,Sunday,20,2022-01-02
2022-01-02 21:00:00,55414.824,2000.496,16.032,8277.592,434.13,1077.904,4955.898999999999,,266.394,0.0,34.552,913.713,,6932.236,2022,1,01-02,Sunday,21,2022-01-02
2022-01-02 22:00:00,54159.008,2000.5069999999998,12.183,8331.215,450.277,1083.298,4984.576,,266.552,0.0,34.185,914.327,,6774.186000000001,2022,1,01-02,Sunday,22,2022-01-02
2022-01-02 23:00:00,52104.348,2000.6390000000001,16.452,8257.425,442.39099999999996,1084.619,4962.813,,266.589,0.0,34.375,869.638,,6426.167,2022,1,01-02,Sunday,23,2022-01-02
2022-01-03 00:00:00,50043.331000000006,2000.362,17.559,7551.777,411.773,1087.65,4291.0380000000005,,266.46799999999996,0.0,34.473,863.853,,6278.961,2022,1,01-03,Monday,0,2022-01-03
2022-01-03 01:00:00,48213.159,2000.394,15.145999999999999,7336.518,388.22,1091.0040000000001,4102.523999999999,,266.732,0.0,32.004999999999995,857.033,,5916.054,2022,1,01-03,Monday,1,2022-01-03
2022-01-03 02:00:00,46979.565,2000.2019999999998,16.785999999999998,7303.659,369.151,1088.663,4095.5510000000004,,267.13100000000003,0.0,31.072,847.591,,5464.504,2022,1,01-03,Monday,2,2022-01-03
2022-01-03 03:00:00,45813.753,2001.7109999999998,15.635,7221.958,365.01099999999997,1086.6070000000002,4038.977,,267.64500000000004,0.0,31.012999999999998,824.705,,5665.834,2022,1,01-03,Monday,3,2022-01-03
2022-01-03 04:00:00,45507.038,2002.8229999999999,14.966,7165.193,368.242,1090.442,4010.53,,267.443,0.0,30.921,790.615,,5708.763,2022,1,01-03,Monday,4,2022-01-03
2022-01-03 05:00:00,44624.628000000004,2002.9099999999999,40.550999999999995,7140.097,366.784,1094.1209999999999,4005.733,,267.261,0.0,30.904,766.794,,6109.244000000001,2022,1,01-03,Monday,5,2022-01-03
2022-01-03 06:00:00,44526.87,2002.7240000000002,450.749,7151.687,363.842,1093.9099999999999,4018.7480000000005,,267.08799999999997,0.0,26.346,778.753,,6356.864,2022,1,01-03,Monday,6,2022-01-03
2022-01-03 07:00:00,46180.082,2002.846,1106.588,7649.753,396.581,1088.767,4501.274,,267.63,0.0,20.78,774.221,,7219.9710000000005,2022,1,01-03,Monday,7,2022-01-03
2022-01-03 08:00:00,48980.938,2002.796,1804.158,8685.559,417.831,1099.2440000000001,5412.12,,310.09,39.43,20.798000000000002,789.5459999999999,,7290.103,2022,1,01-03,Monday,8,2022-01-03
2022-01-03 09:00:00,50623.309,2003.2060000000001,2385.958,8958.219,424.95,1126.988,5529.544,,341.07300000000004,117.95,24.313000000000002,800.901,,7144.865000000001,2022,1,01-03,Monday,9,2022-01-03
2022-01-03 10:00:00,52279.928,2003.304,2671.0609999999997,9033.849999999999,436.089,1150.9560000000001,5520.638,,341.949,150.975,25.995,818.2479999999999,,6589.912,2022,1,01-03,Monday,10,2022-01-03
2022-01-03 11:00:00,52468.907,2003.1490000000001,2784.2709999999997,9035.394999999999,444.938,1152.8449999999998,5505.625,,348.417,161.925,27.673,808.472,,6769.543,2022,1,01-03,Monday,11,2022-01-03
2022-01-03 12:00:00,52467.443,2003.124,2690.667,9215.526,453.017,1160.281,5664.222,,351.61199999999997,162.50500000000002,29.157,811.232,,5902.674,2022,1,01-03,Monday,12,2022-01-03
2022-01-03 13:00:00,54803.035,2003.0359999999998,2325.487,9289.854,434.46299999999997,1161.467,5755.613,,350.20099999999996,162.00500000000002,29.905,815.6999999999999,,6194.473,2022,1,01-03,Monday,13,2022-01-03
2022-01-03 14:00:00,57306.231,2003.1629999999998,2285.633,9389.507,431.661,1167.7759999999998,5851.2029999999995,,349.904,160.83,31.174,817.4590000000001,,5791.313,2022,1,01-03,Monday,14,2022-01-03
2022-01-03 15:00:00,58615.740000000005,2002.968,1773.353,9533.88,459.372,1167.608,5980.016,,349.46700000000004,160.005,31.061999999999998,802.8499999999999,,6104.566,2022,1,01-03,Monday,15,2022-01-03
2022-01-03 16:00:00,59494.511000000006,2002.056,1197.914,9599.938,477.813,1169.836,5994.392000000001,,378.76,161.62,31.32,804.197,,5749.3910000000005,2022,1,01-03,Monday,16,2022-01-03
2022-01-03 17:00:00,57505.744,2002.0730000000003,358.03000000000003,9821.853000000001,483.313,1166.654,6067.790999999999,,554.0260000000001,162.51,32.948,771.6110000000001,,5904.689,2022,1,01-03,Monday,17,2022-01-03
2022-01-03 18:00:00,57223.695999999996,2002.008,28.28,9984.261,459.612,1163.052,6210.614,,574.515,162.575,34.736000000000004,796.156,,6059.543,2022,1,01-03,Monday,18,2022-01-03
2022-01-03 19:00:00,60568.162000000004,2000.467,7.278,9982.113,431.784,1156.05,6248.124,,578.025,163.625,34.577,785.928,,6685.709,2022,1,01-03,Monday,19,2022-01-03
2022-01-03 20:00:00,60834.179,2000.3600000000001,6.181,10078.573,440.475,1127.593,6334.856000000001,,580.769,162.57,35.022999999999996,806.2869999999999,,7027.047,2022,1,01-03,Monday,20,2022-01-03
2022-01-03 21:00:00,60952.092,2000.0520000000001,5.983,10235.554,434.90000000000003,1129.176,6494.843000000001,,583.2460000000001,162.245,35.056999999999995,801.087,,6730.914000000001,2022,1,01-03,Monday,21,2022-01-03
2022-01-03 22:00:00,59006.645,2000.21,5.923,10281.601999999999,428.03999999999996,1133.049,6543.580000000001,,584.081,162.55,34.712,797.592,,6637.692999999999,2022,1,01-03,Monday,22,2022-01-03
2022-01-03 23:00:00,55071.682,2000.385,8.756,10245.302,420.28,1129.049,6518.682,,583.832,162.20000000000002,34.571999999999996,799.687,,7293.543,2022,1,01-03,Monday,23,2022-01-03
2022-01-04 00:00:00,51588.729,2000.3129999999999,13.714,10066.056,395.758,1128.7849999999999,6378.059,,584.0020000000001,152.145,35.007000000000005,795.799,,7368.8820000000005,2022,1,01-04,Tuesday,0,2022-01-04
2022-01-04 01:00:00,48981.408,2000.4520000000002,13.892,9967.827,390.91700000000003,1128.936,6345.597,,548.901,140.31,34.005,780.161,,6908.551,2022,1,01-04,Tuesday,1,2022-01-04
2022-01-04 02:00:00,47085.606,2000.6119999999999,13.916,9722.489,396.736,1127.412,6096.094,,510.54299999999995,140.57,30.878,815.7560000000001,,7252.629,2022,1,01-04,Tuesday,2,2022-01-04
2022-01-04 03:00:00,46089.149999999994,2000.448,10.024999999999999,9653.781,401.868,1124.1680000000001,6056.08,,510.493,95.49499999999999,30.947,826.73,,7261.834000000001,2022,1,01-04,Tuesday,3,2022-01-04
2022-01-04 04:00:00,46178.242,2000.483,12.012,9572.52,423.08299999999997,1124.3339999999998,6043.484,,510.914,0.0,30.804000000000002,832.901,,6778.286999999999,2022,1,01-04,Tuesday,4,2022-01-04
2022-01-04 05:00:00,45270.291,2000.7100000000003,46.178,9577.01,430.975,1123.424,6059.203,,515.709,0.0,30.985,808.2139999999999,,7008.883,2022,1,01-04,Tuesday,5,2022-01-04
2022-01-04 06:00:00,45320.605,2000.4209999999998,580.5010000000001,9739.879,439.702,1127.279,6094.612,,568.567,40.64,30.743,835.331,,6577.656,2022,1,01-04,Tuesday,6,2022-01-04
2022-01-04 07:00:00,47282.867000000006,2000.5459999999998,1466.121,9850.973,479.65000000000003,1135.9669999999999,6094.829,,584.4780000000001,122.185,21.544,811.8199999999999,,7395.294,2022,1,01-04,Tuesday,7,2022-01-04
2022-01-04 08:00:00,50694.973,2000.711,1897.588,10162.238000000001,495.034,1150.3419999999999,6373.148999999999,,585.136,147.35000000000002,20.983,793.744,,7252.471,2022,1,01-04,Tuesday,8,2022-01-04
2022-01-04 09:00:00,53125.225999999995,2001.3860000000002,2014.8790000000001,10458.669,492.378,1168.6589999999999,6654.683999999999,,584.6510000000001,153.45000000000002,25.166,787.181,,6188.201,2022,1,01-04,Tuesday,9,2022-01-04
2022-01-04 10:00:00,54600.937000000005,2001.4460000000001,2548.3250000000003,10457.873,472.92400000000004,1180.1770000000001,6683.602,,581.545,153.23999999999998,25.595,771.79,,5210.639999999999,2022,1,01-04,Tuesday,10,2022-01-04
2022-01-04 11:00:00,54691.169,2001.7489999999998,2671.557,10404.583999999999,464.005,1143.9740000000002,6695.698,,579.472,152.365,26.616,756.9540000000001,,5061.536,2022,1,01-04,Tuesday,11,2022-01-04
2022-01-04 12:00:00,53065.09,2001.9399999999998,2743.782,10396.826000000001,470.126,1114.196,6707.906,,578.25,151.4,30.019000000000002,761.429,,5292.954,2022,1,01-04,Tuesday,12,2022-01-04
2022-01-04 13:00:00,54513.655,2001.8639999999998,2745.681,10471.85,477.44599999999997,1124.9089999999999,6759.204000000001,,578.388,151.705,30.751,768.947,,5588.282,2022,1,01-04,Tuesday,13,2022-01-04
2022-01-04 14:00:00,56217.784999999996,2001.7079999999999,2132.664,10399.978000000001,466.80899999999997,1095.251,6728.073,,578.666,152.01000000000002,30.756,768.913,,6423.8730000000005,2022,1,01-04,Tuesday,14,2022-01-04
2022-01-04 15:00:00,56847.876,2001.684,1918.877,10368.413,466.25600000000003,1095.945,6722.298000000001,,576.731,153.695,30.719,739.269,,7081.918,2022,1,01-04,Tuesday,15,2022-01-04
2022-01-04 16:00:00,57485.002,2001.795,1422.5620000000001,10485.416000000001,477.22700000000003,1099.642,6737.669999999999,,575.909,161.48999999999998,30.714000000000002,820.764,,7284.58,2022,1,01-04,Tuesday,16,2022-01-04
2022-01-04 17:00:00,56572.973,2001.8859999999997,429.84,10442.413999999999,476.21200000000005,1021.0319999999999,6756.7519999999995,,577.0790000000001,162.305,29.458000000000002,836.576,,7371.953,2022,1,01-04,Tuesday,17,2022-01-04
2022-01-04 18:00:00,56571.409,2001.92,55.069,10440.298999999999,465.596,1009.0790000000001,6792.07,,578.674,163.54,24.599,825.238,,7688.249,2022,1,01-04,Tuesday,18,2022-01-04
2022-01-04 19:00:00,60051.55100000001,2001.975,24.888,10470.197,462.443,1009.613,6817.4619999999995,,579.96,163.895,21.753,831.071,,7594.697,2022,1,01-04,Tuesday,19,2022-01-04
2022-01-04 20:00:00,60188.55,2001.915,25.985,10512.731,457.72200000000004,1022.3409999999999,6837.471,,581.7900000000001,161.36,25.471,835.576,,7935.557,2022,1,01-04,Tuesday,20,2022-01-04
2022-01-04 21:00:00,59659.028,2001.8639999999998,26.082,10387.055999999999,468.978,927.787,6786.317999999999,,583.0600000000001,161.20000000000002,25.683,839.0300000000001,,8142.9130000000005,2022,1,01-04,Tuesday,21,2022-01-04
2022-01-04 22:00:00,57665.086,2001.5550000000003,19.863,10170.153,465.667,912.1129999999999,6619.98,,585.0450000000001,129.395,28.002,831.951,,8133.376,2022,1,01-04,Tuesday,22,2022-01-04
2022-01-04 23:00:00,54671.983,2000.7069999999999,11.044,9451.893,457.28999999999996,883.887,6092.312,,561.979,0.0,33.395,826.0300000000001,,8042.011,2022,1,01-04,Tuesday,23,2022-01-04
2022-01-05 00:00:00,50895.437,2000.559,10.392,9365.685,427.778,889.809,6081.063999999999,,511.72200000000004,0.0,35.163,823.648,,8281.402999999998,2022,1,01-05,Wednesday,0,2022-01-05
2022-01-05 01:00:00,47641.997,2000.6529999999998,17.159,9369.548,423.33,897.39,6084.509,,512.1360000000001,0.0,35.57,817.613,,8503.435,2022,1,01-05,Wednesday,1,2022-01-05
2022-01-05 02:00:00,45985.563,2000.5130000000001,12.094000000000001,9373.628999999999,430.293,907.039,6078.897000000001,,512.094,0.0,35.569,805.237,,8380.243,2022,1,01-05,Wednesday,2,2022-01-05
2022-01-05 03:00:00,45090.717,2000.7860000000003,7.196,9174.089,437.813,902.719,5877.686,,512.484,0.0,34.86,800.527,,8314.029,2022,1,01-05,Wednesday,3,2022-01-05
2022-01-05 04:00:00,45125.619999999995,2000.7290000000003,6.229,9012.012999999999,408.451,874.205,5780.126,,512.443,0.0,33.076,796.712,,8202.538,2022,1,01-05,Wednesday,4,2022-01-05
2022-01-05 05:00:00,44663.868,2000.9350000000002,24.205000000000002,8985.267,417.137,839.3199999999999,5780.298,,512.756,0.0,31.055,795.701,,8123.780999999999,2022,1,01-05,Wednesday,5,2022-01-05
2022-01-05 06:00:00,43815.499,2000.797,748.925,8966.527,432.2,808.6370000000001,5781.138,,512.6460000000001,0.0,25.808999999999997,803.097,,8656.187,2022,1,01-05,Wednesday,6,2022-01-05
2022-01-05 07:00:00,46100.976,2001.245,1793.703,9295.071,463.997,774.4680000000001,6025.521000000001,,542.397,55.335,25.592,807.261,,8676.32,2022,1,01-05,Wednesday,7,2022-01-05
2022-01-05 08:00:00,49457.051,2000.862,2503.411,9893.838,493.17499999999995,768.67,6467.6720000000005,,584.401,157.66,25.598,800.162,,7513.921,2022,1,01-05,Wednesday,8,2022-01-05
2022-01-05 09:00:00,51957.383,2001.051,2585.522,10011.311,518.282,767.754,6544.421,,586.187,162.015,25.708000000000002,814.444,,6438.557000000001,2022,1,01-05,Wednesday,9,2022-01-05
2022-01-05 10:00:00,53397.26,2000.8370000000002,2813.0280000000002,10063.397,502.58000000000004,772.235,6604.799,,584.842,155.97,25.558,828.413,,5717.222,2022,1,01-05,Wednesday,10,2022-01-05
2022-01-05 11:00:00,54115.997,2000.85,2959.784,9981.236,485.204,768.332,6586.526,,583.115,152.14,25.686,794.7330000000001,,5274.484,2022,1,01-05,Wednesday,11,2022-01-05
2022-01-05 12:00:00,52945.136,2000.7350000000001,3098.0409999999997,9988.07,486.29,768.389,6584.915,,581.758,155.345,25.593,802.28,,5308.706,2022,1,01-05,Wednesday,12,2022-01-05
2022-01-05 13:00:00,55835.956000000006,2000.674,2970.418,10021.423999999999,473.215,771.18,6621.937,,581.981,152.81,25.783,814.018,,5110.888,2022,1,01-05,Wednesday,13,2022-01-05
2022-01-05 14:00:00,57317.755,2000.692,2851.775,10229.473,464.889,771.1400000000001,6841.968,,579.865,151.275,32.410000000000004,808.4259999999999,,5733.909,2022,1,01-05,Wednesday,14,2022-01-05
2022-01-05 15:00:00,57965.829999999994,2000.6789999999999,2270.1349999999998,10385.568,478.665,772.553,6966.947,,580.211,151.195,33.06,819.437,,6448.437,2022,1,01-05,Wednesday,15,2022-01-05
2022-01-05 16:00:00,58497.371999999996,2000.925,1434.705,10404.794,450.613,768.577,7015.399,,580.809,152.48000000000002,33.397999999999996,821.5179999999999,,6790.4039999999995,2022,1,01-05,Wednesday,16,2022-01-05
2022-01-05 17:00:00,55865.629,2000.7860000000003,593.61,10777.32,492.622,757.162,7323.603999999999,,583.943,161.935,33.571,841.483,,7606.3859999999995,2022,1,01-05,Wednesday,17,2022-01-05
2022-01-05 18:00:00,56146.598,2000.988,83.478,10819.399000000001,472.44399999999996,727.429,7422.726,,585.8299999999999,161.395,33.044999999999995,833.53,,7866.868,2022,1,01-05,Wednesday,18,2022-01-05
2022-01-05 19:00:00,59264.096000000005,2000.76,23.375,10843.695,463.692,731.839,7455.2339999999995,,587.303,159.575,33.003,829.0490000000001,,8137.003999999999,2022,1,01-05,Wednesday,19,2022-01-05
2022-01-05 20:00:00,59203.975999999995,2000.9139999999998,21.052,11047.428,471.118,729.6120000000001,7655.906,,587.802,160.775,36.103,815.112,,8063.281,2022,1,01-05,Wednesday,20,2022-01-05
2022-01-05 21:00:00,58694.141,2000.5959999999998,14.523,11189.139000000001,475.693,728.153,7791.537,,589.099,160.01999999999998,36.281,813.356,,7900.371,2022,1,01-05,Wednesday,21,2022-01-05
2022-01-05 22:00:00,56724.583000000006,2000.7130000000002,16.823999999999998,11207.171,465.066,727.5,7807.663,,589.5899999999999,166.59199999999998,36.262,816.4979999999999,,7735.155,2022,1,01-05,Wednesday,22,2022-01-05
2022-01-05 23:00:00,53111.827,2000.6390000000001,14.799,11227.432999999999,473.476,727.429,7801.284,,590.8910000000001,165.798,36.299,835.256,,7748.478999999999,2022,1,01-05,Wednesday,23,2022-01-05
2022-01-06 00:00:00,51194.435,2000.766,8.078,10392.287,410.791,750.2330000000001,7125.041,,534.079,111.11200000000001,36.246,828.284,,7201.691000000001,2022,1,01-06,Thursday,0,2022-01-06
2022-01-06 01:00:00,49600.729999999996,2000.6770000000001,4.907,9697.395,407.833,790.906,6516.543000000001,,518.048,7.85,36.294,820.921,,6549.9,2022,1,01-06,Thursday,1,2022-01-06
2022-01-06 02:00:00,48283.553,1999.978,3.294,9410.797999999999,407.89,799.22,6214.67,,518.248,7.868999999999999,36.18,822.221,,5992.726000000001,2022,1,01-06,Thursday,2,2022-01-06
2022-01-06 03:00:00,47860.205,2000.1060000000002,2.906,9350.208,404.766,798.1949999999999,6165.852,,518.697,6.368,36.369,811.961,,5382.124,2022,1,01-06,Thursday,3,2022-01-06
2022-01-06 04:00:00,48016.429000000004,1999.793,5.683,9377.018,408.829,804.3209999999999,6184.66,,518.916,0.01,36.271,817.0110000000001,,5169.284000000001,2022,1,01-06,Thursday,4,2022-01-06
2022-01-06 05:00:00,47329.697,1999.9450000000002,38.292,9398.701000000001,424.12,801.706,6200.315,,517.111,0.0,33.082,813.867,,5207.067999999999,2022,1,01-06,Thursday,5,2022-01-06
2022-01-06 06:00:00,47277.467000000004,1999.989,457.55899999999997,9548.784,412.725,779.51,6376.329,,519.951,10.605,26.259,820.4050000000001,,4758.735,2022,1,01-06,Thursday,6,2022-01-06
2022-01-06 07:00:00,49891.111000000004,1999.798,1108.387,10098.824999999999,455.911,739.263,6831.9169999999995,,555.369,91.72,21.781,802.3639999999999,,4339.543,2022,1,01-06,Thursday,7,2022-01-06
2022-01-06 08:00:00,52039.631,2000.495,1739.8700000000001,10756.003,452.403,725.591,7453.063,,590.9590000000001,147.695,21.72,768.072,,4655.447999999999,2022,1,01-06,Thursday,8,2022-01-06
2022-01-06 09:00:00,53080.25399999999,1999.9579999999999,2284.021,10762.282000000001,458.541,726.7510000000001,7447.405,,591.063,152.425,25.891000000000002,768.079,,4633.395,2022,1,01-06,Thursday,9,2022-01-06
2022-01-06 10:00:00,53984.797999999995,2001.23,2587.425,10784.421,478.646,736.76,7433.713,,588.014,153.208,29.621000000000002,774.959,,4492.363,2022,1,01-06,Thursday,10,2022-01-06
