datetime,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás Natural,Thermal:Gás natural,Thermal:Petróleo,Thermal:Resíduos Industriais,Thermal:Óleo Diesel,Wind,year,month,month_date,weekday,hour,date
2017-01-01 00:00:00,38826.357,1986.421,0.0,9321.956,640.722,536.723,6458.287,104.025,43.176,374.41,207.373,812.357,144.883,4301.2119999999995,2017,1,01-01,Sunday,0,2017-01-01
2017-01-01 01:00:00,38420.544,1986.6299999999999,0.0,9303.058,625.4499999999999,536.326,6465.755,104.062,43.0,378.95,207.436,800.056,142.02300000000002,4210.316,2017,1,01-01,Sunday,1,2017-01-01
2017-01-01 02:00:00,38079.013000000006,1987.5100000000002,0.0,9298.404,626.082,534.907,6481.868,104.155,43.0,378.53999999999996,207.371,784.011,138.47,4115.803,2017,1,01-01,Sunday,2,2017-01-01
2017-01-01 03:00:00,37141.964,1987.6290000000001,0.0,9325.108,631.696,535.242,6488.05,104.085,43.0,378.41,207.382,793.988,143.255,4081.3810000000003,2017,1,01-01,Sunday,3,2017-01-01
2017-01-01 04:00:00,36371.24,1987.6689999999999,0.0,9314.167,617.3720000000001,537.523,6482.319,104.062,43.0,378.01,207.4,798.858,145.623,4063.829,2017,1,01-01,Sunday,4,2017-01-01
2017-01-01 05:00:00,35781.654,1987.694,0.0,9186.156,628.202,535.353,6405.597,103.949,43.0,313.15,207.373,799.9159999999999,149.61599999999999,4118.693,2017,1,01-01,Sunday,5,2017-01-01
2017-01-01 06:00:00,34433.374,1988.424,0.074,7770.268,634.497,536.182,5271.3460000000005,103.824,43.0,30.96,207.4,795.924,147.135,4221.4929999999995,2017,1,01-01,Sunday,6,2017-01-01
2017-01-01 07:00:00,32893.24,1988.6999999999998,0.851,7562.6230000000005,631.513,535.019,5107.396,103.77,43.0,0.0,207.396,784.919,149.60999999999999,4173.745,2017,1,01-01,Sunday,7,2017-01-01
2017-01-01 08:00:00,33572.736999999994,1988.5600000000002,2.016,7425.169000000001,599.72,536.28,4981.274,104.172,43.0,0.0,207.43200000000002,805.474,147.817,4583.0,2017,1,01-01,Sunday,8,2017-01-01
2017-01-01 09:00:00,34749.605,1988.526,2.779,7417.72,611.4190000000001,538.1759999999999,4957.662,105.113,43.0,0.0,207.416,806.44,148.494,4714.103,2017,1,01-01,Sunday,9,2017-01-01
