datetime,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás Natural,Thermal:Gás natural,Thermal:Petróleo,Thermal:Resíduos Industriais,Thermal:Óleo Diesel,Wind,year,month,month_date,weekday,hour,date
2021-01-01 00:00:00,33916.867000000006,1854.2620000000002,0.0,13084.334,692.986,2368.721,8684.633,0.0,21.000999999999998,336.942,138.0,778.1510000000001,63.9,8926.393,2021,1,01-01,Friday,0,2021-01-01
2021-01-01 01:00:00,33650.225,1854.26,0.0,13110.41,680.635,2365.4790000000003,8727.051,0.0,23.0,356.38199999999995,138.0,755.9630000000001,63.9,8865.396,2021,1,01-01,Friday,1,2021-01-01
2021-01-01 02:00:00,33376.842000000004,1854.0829999999999,0.0,13084.167000000001,678.436,2365.665,8708.428,0.0,23.0,360.839,138.0,745.899,63.9,8539.405999999999,2021,1,01-01,Friday,2,2021-01-01
2021-01-01 03:00:00,33194.076,1854.061,0.0,12406.384,670.6450000000001,2335.735,8194.706,0.0,23.0,258.864,138.0,721.534,63.9,8373.353,2021,1,01-01,Friday,3,2021-01-01
2021-01-01 04:00:00,32910.487,1854.104,0.0,12053.485999999999,668.781,2277.425,7980.651,0.0,23.0,146.953,138.0,754.776,63.9,8033.191000000001,2021,1,01-01,Friday,4,2021-01-01
2021-01-01 05:00:00,31565.084,1854.25,19.879,11201.198,671.6999999999999,2279.019,7233.1089999999995,0.0,24.0,73.759,138.0,717.711,63.9,7782.827,2021,1,01-01,Friday,5,2021-01-01
2021-01-01 06:00:00,29687.401,1854.29,576.053,10501.283000000001,671.52,2275.478,6579.44,0.0,24.0,33.869,138.0,715.076,63.9,7260.407,2021,1,01-01,Friday,6,2021-01-01
2021-01-01 07:00:00,28623.370000000003,1854.347,1325.423,10504.574,672.37,2277.804,6532.1449999999995,0.0,23.0,18.118,138.0,779.237,63.9,7325.69,2021,1,01-01,Friday,7,2021-01-01
2021-01-01 08:00:00,29475.621,1854.109,1538.89,10521.743,667.354,2278.283,6513.816000000001,0.0,19.0,0.0,138.0,841.39,63.9,6626.7,2021,1,01-01,Friday,8,2021-01-01
2021-01-01 09:00:00,31104.405,1853.943,1655.9109999999998,10514.532000000001,656.6619999999999,2276.709,6489.175,0.0,15.0,0.0,138.0,875.086,63.9,5584.138,2021,1,01-01,Friday,9,2021-01-01
2021-01-01 10:00:00,32733.449,1853.859,1744.073,10495.915,670.022,2275.312,6463.578,0.0,16.999,0.0,138.0,868.104,63.9,4890.2429999999995,2021,1,01-01,Friday,10,2021-01-01
2021-01-01 11:00:00,33740.835,1854.1499999999999,1834.5910000000001,10536.199,670.165,2275.083,6455.284,0.0,22.0,0.0,138.0,911.7669999999999,63.9,4561.862999999999,2021,1,01-01,Friday,11,2021-01-01
2021-01-01 12:00:00,33661.666,1854.9370000000001,1758.321,10459.725,678.203,2274.663,6424.468,0.0,23.0,0.0,138.0,857.491,63.9,4632.443,2021,1,01-01,Friday,12,2021-01-01
2021-01-01 13:00:00,32751.032000000003,1855.521,1759.1570000000002,10469.57,681.226,2276.141,6414.248,0.0,23.0,0.0,138.0,873.0550000000001,63.9,5123.935,2021,1,01-01,Friday,13,2021-01-01
2021-01-01 14:00:00,32449.899999999998,1855.538,1679.872,10475.527,694.167,2278.2749999999996,6429.1359999999995,0.0,23.0,0.0,138.0,849.0490000000001,63.9,5646.594999999999,2021,1,01-01,Friday,14,2021-01-01
2021-01-01 15:00:00,32767.261,1856.538,1444.409,10512.698999999999,698.7280000000001,2274.973,6453.329,0.0,23.0,0.0,138.0,860.769,63.9,6139.38,2021,1,01-01,Friday,15,2021-01-01
2021-01-01 16:00:00,33362.328,1856.343,1080.51,10852.684,687.806,2276.5460000000003,6783.277,0.0,23.0,0.0,138.0,880.155,63.9,6751.737,2021,1,01-01,Friday,16,2021-01-01
