datetime,Hydro,Nuclear,Solar,Thermal,Thermal:Biomassa,Thermal:Carvão,Thermal:Carvão mineral,Thermal:Gás,Thermal:Gás Natural,Thermal:Gás natural,Thermal:Petróleo,Thermal:Resíduos Industriais,Thermal:Óleo Diesel,Wind,year,month,month_date,weekday,hour,date
2020-01-01 00:00:00,41024.413,1997.893,0.0,12357.7465,751.5540000000001,2432.323,7695.9305,0.0,22.0,202.18,121.0,1043.989,88.77,2088.364,2020,1,01-01,Wednesday,0,2020-01-01
2020-01-01 01:00:00,42461.909,1998.224,0.0,11969.1615,758.853,2434.9759999999997,7293.0435,0.0,22.999,208.646,121.0,1040.874,88.77,1732.247,2020,1,01-01,Wednesday,1,2020-01-01
2020-01-01 02:00:00,42288.63,1997.923,0.0,11999.893,761.571,2434.3149999999996,7319.963000000001,0.0,23.0,203.90800000000002,121.0,1047.366,88.77,1495.5369999999998,2020,1,01-01,Wednesday,2,2020-01-01
2020-01-01 03:00:00,41374.157,1998.242,0.0,11942.159500000002,761.4870000000001,2436.5139999999997,7296.5635,0.0,23.0,171.413,121.0,1043.412,88.77,1570.3039999999999,2020,1,01-01,Wednesday,3,2020-01-01
2020-01-01 04:00:00,40417.883,1998.219,0.0,11952.3875,771.996,2430.994,7300.3165,0.0,23.0,174.26500000000001,121.0,1042.046,88.77,1562.913,2020,1,01-01,Wednesday,4,2020-01-01
2020-01-01 05:00:00,37703.957,1998.119,11.258000000000001,11924.255000000001,759.111,2431.819,7303.513,0.0,24.0,144.068,121.0,1051.974,88.77,1431.103,2020,1,01-01,Wednesday,5,2020-01-01
2020-01-01 06:00:00,35114.239,1997.916,323.484,11692.468,738.899,2404.6400000000003,7194.611,0.0,24.0,75.73100000000001,121.0,1044.817,88.77,1455.094,2020,1,01-01,Wednesday,6,2020-01-01
2020-01-01 07:00:00,35150.001000000004,1998.117,823.73,11484.503999999999,730.746,2391.285,7048.335,0.0,24.0,29.163999999999998,121.0,1051.204,88.77,1512.519,2020,1,01-01,Wednesday,7,2020-01-01
2020-01-01 08:00:00,35623.0,1998.308,1074.3180000000002,11468.3265,736.634,2414.8559999999998,7016.2675,0.0,19.0,28.305,121.0,1043.494,88.77,1781.314,2020,1,01-01,Wednesday,8,2020-01-01
2020-01-01 09:00:00,36305.19,1997.949,1263.371,11435.4505,725.274,2432.815,7001.2295,0.0,15.0,28.622999999999998,121.0,1022.739,88.77,1986.216,2020,1,01-01,Wednesday,9,2020-01-01
