"date","year","month","month_date","coal","gas","oil","nuclear","hydro","wind","solar","other","fossil","low.carbon","total.prod","unit","coal.perc","gas.perc","oil.perc","nuclear.perc","hydro.perc","wind.perc","solar.perc","other.perc","fossil.perc","low.carbon.perc"
2020-01-01,2020,1,"01_01",13327.9497298055,716.155786656802,82.4943394180165,1103.30835254598,2474.44309558906,1251.71483591046,661.88492565485,770.635327466328,14126.5998558803,6261.98653716668,20388.586393047,"GWh",0.653696606173277,0.0351253281051907,0.0040461039244069,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.037797388823834,0.692868038202875,0.307131961797125
2020-01-02,2020,1,"01_02",14292.1355937415,767.964752016737,88.462239772841,1183.12515397856,2653.45210314448,1342.26782980155,709.767765987115,826.385514408515,15148.562585531,6714.99836732023,21863.5609528513,"GWh",0.653696606173277,0.0351253281051907,0.0040461039244069,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-03,2020,1,"01_03",14281.0431899971,767.368719671888,88.3935825121218,1182.2069075904,2651.39270748234,1341.22606969484,709.216901452319,825.744140576436,15136.8054921811,6709.78672679633,21846.5922189774,"GWh",0.653696606173277,0.0351253281051908,0.0040461039244069,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-04,2020,1,"01_04",14108.6843010457,758.107294005776,87.3267543071001,1167.93877140511,2619.39286719367,1325.0387203444,700.657314065489,815.778177954913,14954.1183493585,6628.80585096358,21582.9242003221,"GWh",0.653696606173277,0.0351253281051907,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-05,2020,1,"01_05",13611.2326562008,731.377535771403,84.2477402302305,1126.7589526129,2527.03689249915,1278.31978632802,675.953158389639,787.015028408634,14426.8579322024,6395.08381823834,20821.9417504408,"GWh",0.653696606173277,0.0351253281051907,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450629,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-06,2020,1,"01_06",13821.1350655179,742.656301681619,85.546946856148,1144.13499965043,2566.00699502891,1298.03309296272,686.377210355778,799.1517947695,14649.3383140556,6493.70409276734,21143.042406823,"GWh",0.653696606173278,0.0351253281051908,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-07,2020,1,"01_07",13606.9663470684,731.148292561845,84.2213335914923,1126.40578092514,2526.24481724448,1277.9191093639,675.741287414718,786.768346165527,14422.3359732217,6393.07934111377,20815.4153143355,"GWh",0.653696606173277,0.0351253281051907,0.0040461039244069,0.0541140190534365,0.121364132259454,0.0613929191450628,0.0324635025153372,0.037797388823834,0.692868038202875,0.307131961797125
2020-01-08,2020,1,"01_08",13816.0154945589,742.38120983015,85.5152588896622,1143.71119362513,2565.05650472331,1297.55228060577,686.122965185872,798.855776077771,14643.9119632787,6491.29872021786,21135.2106834966,"GWh",0.653696606173277,0.0351253281051907,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450629,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-09,2020,1,"01_09",14302.3747356594,768.514935719674,88.5256157058126,1183.97276602918,2655.35308375569,1343.22945451544,710.276256326926,826.977551791971,15159.4152870848,6719.8091124192,21879.224399504,"GWh",0.653696606173277,0.0351253281051907,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450629,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
2020-01-10,2020,1,"01_10",13885.9829643312,746.140798466888,85.9483277649681,1149.50320930431,2578.0465388999,1304.12338281734,689.597649174586,802.901364864726,14718.0720905631,6524.17214506086,21242.244235624,"GWh",0.653696606173277,0.0351253281051907,0.00404610392440691,0.0541140190534365,0.121364132259454,0.0613929191450629,0.0324635025153372,0.0377973888238341,0.692868038202875,0.307131961797125
