"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ireland (IE)","01.01.2015 00:00 - 01.01.2015 00:30 (UTC)","n/e","n/e","n/e","560","331","0","n/e","269","n/e","11","0","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1287"
"Ireland (IE)","01.01.2015 00:30 - 01.01.2015 01:00 (UTC)","n/e","n/e","n/e","643","270","0","n/e","270","n/e","0","76","134","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1336"
"Ireland (IE)","01.01.2015 01:00 - 01.01.2015 01:30 (UTC)","n/e","n/e","n/e","564","226","0","n/e","277","n/e","0","77","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1290"
"Ireland (IE)","01.01.2015 01:30 - 01.01.2015 02:00 (UTC)","n/e","n/e","n/e","563","225","0","n/e","281","n/e","0","151","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1252"
"Ireland (IE)","01.01.2015 02:00 - 01.01.2015 02:30 (UTC)","n/e","n/e","n/e","535","221","0","n/e","277","n/e","0","226","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1283"
"Ireland (IE)","01.01.2015 02:30 - 01.01.2015 03:00 (UTC)","n/e","n/e","n/e","529","223","0","n/e","243","n/e","0","225","131","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1206"
"Ireland (IE)","01.01.2015 03:00 - 01.01.2015 03:30 (UTC)","n/e","n/e","n/e","510","220","0","n/e","220","n/e","0","224","131","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1175"
"Ireland (IE)","01.01.2015 03:30 - 01.01.2015 04:00 (UTC)","n/e","n/e","n/e","518","224","0","n/e","219","n/e","0","223","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1149"
"Ireland (IE)","01.01.2015 04:00 - 01.01.2015 04:30 (UTC)","n/e","n/e","n/e","587","242","0","n/e","151","n/e","0","220","134","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1113"
"Ireland (IE)","01.01.2015 04:30 - 01.01.2015 05:00 (UTC)","n/e","n/e","n/e","550","233","0","n/e","150","n/e","0","220","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1250"
"Ireland (IE)","01.01.2015 05:00 - 01.01.2015 05:30 (UTC)","n/e","n/e","n/e","528","231","0","n/e","149","n/e","0","220","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1285"
"Ireland (IE)","01.01.2015 05:30 - 01.01.2015 06:00 (UTC)","n/e","n/e","n/e","533","236","0","n/e","150","n/e","0","217","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1342"
"Ireland (IE)","01.01.2015 06:00 - 01.01.2015 06:30 (UTC)","n/e","n/e","n/e","558","246","0","n/e","152","n/e","0","215","135","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1466"
"Ireland (IE)","01.01.2015 06:30 - 01.01.2015 07:00 (UTC)","n/e","n/e","n/e","590","244","0","n/e","175","n/e","0","214","134","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1502"
"Ireland (IE)","01.01.2015 07:00 - 01.01.2015 07:30 (UTC)","n/e","n/e","n/e","588","245","0","n/e","196","n/e","0","213","135","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1521"
"Ireland (IE)","01.01.2015 07:30 - 01.01.2015 08:00 (UTC)","n/e","n/e","n/e","641","233","0","n/e","212","n/e","0","213","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1528"
"Ireland (IE)","01.01.2015 08:00 - 01.01.2015 08:30 (UTC)","n/e","n/e","n/e","636","226","0","n/e","218","n/e","0","212","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1533"
"Ireland (IE)","01.01.2015 08:30 - 01.01.2015 09:00 (UTC)","n/e","n/e","n/e","611","226","0","n/e","217","n/e","0","71","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1406"
"Ireland (IE)","01.01.2015 09:00 - 01.01.2015 09:30 (UTC)","n/e","n/e","n/e","569","231","0","n/e","221","n/e","16","0","137","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1412"
"Ireland (IE)","01.01.2015 09:30 - 01.01.2015 10:00 (UTC)","n/e","n/e","n/e","574","233","0","n/e","220","n/e","16","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1416"
"Ireland (IE)","01.01.2015 10:00 - 01.01.2015 10:30 (UTC)","n/e","n/e","n/e","607","258","0","n/e","220","n/e","15","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1434"
"Ireland (IE)","01.01.2015 10:30 - 01.01.2015 11:00 (UTC)","n/e","n/e","n/e","583","239","0","n/e","221","n/e","15","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1634"
"Ireland (IE)","01.01.2015 11:00 - 01.01.2015 11:30 (UTC)","n/e","n/e","n/e","584","243","0","n/e","242","n/e","15","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1630"
"Ireland (IE)","01.01.2015 11:30 - 01.01.2015 12:00 (UTC)","n/e","n/e","n/e","586","240","0","n/e","267","n/e","16","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1734"
"Ireland (IE)","01.01.2015 12:00 - 01.01.2015 12:30 (UTC)","n/e","n/e","n/e","554","221","0","n/e","266","n/e","60","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1766"
"Ireland (IE)","01.01.2015 12:30 - 01.01.2015 13:00 (UTC)","n/e","n/e","n/e","577","235","0","n/e","265","n/e","61","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1766"
"Ireland (IE)","01.01.2015 13:00 - 01.01.2015 13:30 (UTC)","n/e","n/e","n/e","581","238","0","n/e","265","n/e","60","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1838"
"Ireland (IE)","01.01.2015 13:30 - 01.01.2015 14:00 (UTC)","n/e","n/e","n/e","591","233","0","n/e","266","n/e","60","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1741"
"Ireland (IE)","01.01.2015 14:00 - 01.01.2015 14:30 (UTC)","n/e","n/e","n/e","564","217","0","n/e","263","n/e","60","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1719"
"Ireland (IE)","01.01.2015 14:30 - 01.01.2015 15:00 (UTC)","n/e","n/e","n/e","565","214","0","n/e","264","n/e","60","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1656"
"Ireland (IE)","01.01.2015 15:00 - 01.01.2015 15:30 (UTC)","n/e","n/e","n/e","550","228","0","n/e","265","n/e","60","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1628"
"Ireland (IE)","01.01.2015 15:30 - 01.01.2015 16:00 (UTC)","n/e","n/e","n/e","559","232","0","n/e","267","n/e","60","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1633"
"Ireland (IE)","01.01.2015 16:00 - 01.01.2015 16:30 (UTC)","n/e","n/e","n/e","571","235","0","n/e","262","n/e","60","0","162","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1800"
"Ireland (IE)","01.01.2015 16:30 - 01.01.2015 17:00 (UTC)","n/e","n/e","n/e","559","271","0","n/e","261","n/e","100","0","160","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1870"
"Ireland (IE)","01.01.2015 17:00 - 01.01.2015 17:30 (UTC)","n/e","n/e","n/e","651","273","0","n/e","261","n/e","141","0","160","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1837"
"Ireland (IE)","01.01.2015 17:30 - 01.01.2015 18:00 (UTC)","n/e","n/e","n/e","689","268","0","n/e","260","n/e","142","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1843"
"Ireland (IE)","01.01.2015 18:00 - 01.01.2015 18:30 (UTC)","n/e","n/e","n/e","674","260","0","n/e","278","n/e","142","0","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1833"
"Ireland (IE)","01.01.2015 18:30 - 01.01.2015 19:00 (UTC)","n/e","n/e","n/e","655","228","0","n/e","280","n/e","139","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1798"
"Ireland (IE)","01.01.2015 19:00 - 01.01.2015 19:30 (UTC)","n/e","n/e","n/e","656","229","0","n/e","221","n/e","181","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1779"
"Ireland (IE)","01.01.2015 19:30 - 01.01.2015 20:00 (UTC)","n/e","n/e","n/e","677","229","0","n/e","219","n/e","97","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1773"
"Ireland (IE)","01.01.2015 20:00 - 01.01.2015 20:30 (UTC)","n/e","n/e","n/e","659","225","0","n/e","218","n/e","59","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1795"
"Ireland (IE)","01.01.2015 20:30 - 01.01.2015 21:00 (UTC)","n/e","n/e","n/e","597","232","0","n/e","220","n/e","60","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1741"
"Ireland (IE)","01.01.2015 21:00 - 01.01.2015 21:30 (UTC)","n/e","n/e","n/e","586","230","0","n/e","219","n/e","57","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1733"
"Ireland (IE)","01.01.2015 21:30 - 01.01.2015 22:00 (UTC)","n/e","n/e","n/e","575","223","0","n/e","217","n/e","59","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1762"
"Ireland (IE)","01.01.2015 22:00 - 01.01.2015 22:30 (UTC)","n/e","n/e","n/e","574","236","0","n/e","219","n/e","59","0","158","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1637"
"Ireland (IE)","01.01.2015 22:30 - 01.01.2015 23:00 (UTC)","n/e","n/e","n/e","671","245","0","n/e","221","n/e","61","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1567"
"Ireland (IE)","01.01.2015 23:00 - 01.01.2015 23:30 (UTC)","n/e","n/e","n/e","766","270","0","n/e","218","n/e","11","0","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1554"
"Ireland (IE)","01.01.2015 23:30 - 02.01.2015 00:00 (UTC)","n/e","n/e","n/e","745","321","0","n/e","217","n/e","10","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1610"
"Ireland (IE)","02.01.2015 00:00 - 02.01.2015 00:30 (UTC)","n/e","n/e","n/e","779","360","0","n/e","219","n/e","0","150","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1593"
"Ireland (IE)","02.01.2015 00:30 - 02.01.2015 01:00 (UTC)","n/e","n/e","n/e","715","358","0","n/e","220","n/e","0","226","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1606"
"Ireland (IE)","02.01.2015 01:00 - 02.01.2015 01:30 (UTC)","n/e","n/e","n/e","659","358","0","n/e","220","n/e","0","224","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1496"
"Ireland (IE)","02.01.2015 01:30 - 02.01.2015 02:00 (UTC)","n/e","n/e","n/e","653","272","0","n/e","221","n/e","0","224","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1479"
"Ireland (IE)","02.01.2015 02:00 - 02.01.2015 02:30 (UTC)","n/e","n/e","n/e","629","240","0","n/e","220","n/e","0","222","155","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1404"
"Ireland (IE)","02.01.2015 02:30 - 02.01.2015 03:00 (UTC)","n/e","n/e","n/e","597","236","0","n/e","221","n/e","0","221","155","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1317"
"Ireland (IE)","02.01.2015 03:00 - 02.01.2015 03:30 (UTC)","n/e","n/e","n/e","569","222","0","n/e","219","n/e","0","224","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1386"
"Ireland (IE)","02.01.2015 03:30 - 02.01.2015 04:00 (UTC)","n/e","n/e","n/e","581","230","0","n/e","198","n/e","0","292","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1348"
"Ireland (IE)","02.01.2015 04:00 - 02.01.2015 04:30 (UTC)","n/e","n/e","n/e","587","230","0","n/e","167","n/e","0","289","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1291"
"Ireland (IE)","02.01.2015 04:30 - 02.01.2015 05:00 (UTC)","n/e","n/e","n/e","584","230","0","n/e","149","n/e","0","288","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1262"
