BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2402.45,2017-05-12,2017-05-12
BATI ANADOLU YTM,4845.75,2017-05-12,2017-05-12
DOĞU AKDENİZ YTM,2861.68,2017-05-12,2017-05-12
DOĞU ANADOLU YTM,1153.49,2017-05-12,2017-05-12
GÜNEY DOĞU ANADOLU YTM,5470.78,2017-05-12,2017-05-12
KUZEY BATI ANADOLU YTM,7929.25,2017-05-12,2017-05-12
ORTA ANADOLU YTM,3936.95,2017-05-12,2017-05-12
ORTA KARADENİZ YTM,1694.2,2017-05-12,2017-05-12
TRAKYA YTM,5665.13,2017-05-12,2017-05-12
