BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2310.13,2017-03-22,2017-03-22
BATI ANADOLU YTM,4704.18,2017-03-22,2017-03-22
DOĞU AKDENİZ YTM,2800.87,2017-03-22,2017-03-22
DOĞU ANADOLU YTM,1340.57,2017-03-22,2017-03-22
GÜNEY DOĞU ANADOLU YTM,5445.35,2017-03-22,2017-03-22
KUZEY BATI ANADOLU YTM,8190.53,2017-03-22,2017-03-22
ORTA ANADOLU YTM,3474.01,2017-03-22,2017-03-22
ORTA KARADENİZ YTM,1781.31,2017-03-22,2017-03-22
TRAKYA YTM,5804.24,2017-03-22,2017-03-22
