BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2439.1,2017-01-25,2017-01-25
BATI ANADOLU YTM,5595.21,2017-01-25,2017-01-25
DOĞU AKDENİZ YTM,3219.06,2017-01-25,2017-01-25
DOĞU ANADOLU YTM,1441.5,2017-01-25,2017-01-25
GÜNEY DOĞU ANADOLU YTM,5735.3,2017-01-25,2017-01-25
KUZEY BATI ANADOLU YTM,8778.36,2017-01-25,2017-01-25
ORTA ANADOLU YTM,4138.13,2017-01-25,2017-01-25
ORTA KARADENİZ YTM,1732.38,2017-01-25,2017-01-25
TRAKYA YTM,6873.81,2017-01-25,2017-01-25
