BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
BATI AKDENİZ YTM,2187.24,2017-03-19,2017-03-19
BATI ANADOLU YTM,4315.44,2017-03-19,2017-03-19
DOĞU AKDENİZ YTM,2818.85,2017-03-19,2017-03-19
DOĞU ANADOLU YTM,1369.44,2017-03-19,2017-03-19
GÜNEY DOĞU ANADOLU YTM,4978.23,2017-03-19,2017-03-19
KUZEY BATI ANADOLU YTM,6328.78,2017-03-19,2017-03-19
ORTA ANADOLU YTM,3124.1,2017-03-19,2017-03-19
ORTA KARADENİZ YTM,1630.73,2017-03-19,2017-03-19
TRAKYA YTM,4267.76,2017-03-19,2017-03-19
